순번_정류장ID,117-2802185,118-2801848,119-2802173,120-2802162,121-2802153,122-2801846,123-2802103,124-2802052,125-2801847,126-2801990,127-2801952,128-2801805,129-2801799,130-2801777,131-2801772,132-2801770,133-2800791,134-2800789,135-2800766,136-2800748,137-2800721,138-2800703,139-2800699,140-2800712,141-2800691,142-2800684,143-2800676,144-2800667,145-2800657,146-2800340,147-2800624,148-2800619,149-2806245,150-2800594,151-2804976,152-2800583,153-2800571,154-2800554,155-2800547,156-2800525,157-2800520,158-2800513,159-2805304,160-2800498,161-2800497,162-2800493,163-2800344,164-2800481,165-2803595,166-2800468,167-2800465,168-2800462,169-2800460,170-2800453,171-2800450,172-2804825,173-2800455,174-2800457,175-2800438,176-2800427,177-2800423,178-2800414,179-2800023,180-2800054,181-2805419,182-2805722,183-2805399,184-2800034,185-2800047,186-2804479,187-2804480,188-2804481,189-2803585,190-2805219,191-2800056,192-2800057,193-2800006,194-2800299,195-2800293,196-2804058,197-2806304,198-2800295,199-2804482,200-2800300,201-2805078,202-2800297,203-2803994,204-2803992,205-2806003,206-2803990,207-2803981,208-2806017,209-2805721,210-2803974,211-2803875,212-2803871,213-2803868,214-2803864,215-2800255,216-2803615,217-2803614,218-2803859,219-2803858,220-2803611,221-2803609,222-2803607,223-2803853,224-2803600,225-2800273,226-2803601,227-2804331,228-2803581,229-2800271,230-2807150
137-2800721,,,,,,,,,,,,,,,,,,,,,0,0.24771500000000002,0.651983,1.208717,1.6283100000000001,1.857373,2.1675880000000003,2.506524,2.680524,2.969679,3.514167,3.795564,4.12259,4.448618,5.11647,5.886411,6.246217,6.727064,6.857394,7.617835,7.98895,8.473919,8.905274,9.920743,10.202651,10.711982,11.011782,11.260741000000001,11.85369,12.08487,12.365717,12.647052,12.892807000000001,13.319961,13.655481,13.84879,14.097764999999999,14.396826999999998,15.038210000000001,15.520660000000001,15.937529999999999,16.388957,16.688028,18.586849,19.498649,19.928072,20.441195999999998,21.717525,23.897880999999998,24.194937,24.503401999999998,24.895404,25.464738,26.637017999999998,27.086845,27.684933,28.596194,30.649631,31.074310999999998,31.428595,32.531438,33.090164,33.474114,33.993598,34.576823,35.300214000000004,35.75372,36.158903,36.621809000000006,37.371264000000004,39.388642,40.081158,40.94764,42.117457,42.539657,43.040820000000004,41.963057,42.977226,43.100561,43.64583,44.616757,44.983467,45.895462,46.246774,46.679015,45.472077,44.107284,41.326898,40.861616,40.650890000000004,40.479181,40.225515,39.745067,38.863432
138-2800703,,,,,,,,,,,,,,,,,,,,,,0,0.404269,0.961003,1.3795950000000001,1.610658,1.919873,2.258809,2.432809,2.7229650000000003,3.267452,3.5488489999999997,3.874876,4.200904,4.868755,5.639696,5.9985029999999995,6.47835,6.6086800000000006,7.369121000000001,7.740235,8.225205,8.65656,9.673029,9.955936999999999,10.464267,10.764066999999999,11.013027000000001,11.605975,11.837156,12.117003,12.398338,12.644093,13.072247,13.406767000000002,13.600075,13.850051,14.148113,14.789496,15.272946,15.686815,16.140242,16.440314,18.337134,19.250935000000002,19.678358,20.193482,21.469811,23.651166,23.949223,24.258687,24.64969,25.216023999999997,26.389304,26.839131,27.435218,28.34648,30.402917,30.829596999999996,31.179880999999998,32.283722999999995,32.84145,33.226399,33.745884000000004,34.333109,35.0545,35.509006,35.909188,36.374094,37.123549,39.140928,39.830443,40.696925,41.866743,42.292943,42.788105,41.714343,42.725511,42.854847,43.401115999999995,44.366043,44.734752,45.650748,45.999059,46.430301,45.224363000000004,43.860569,41.074184,40.615902,40.404176,40.232467,39.973801,39.499353,38.614717999999996
139-2800699,,,,,,,,,,,,,,,,,,,,,,,0,0.5567340000000001,0.976326,1.205389,1.5156040000000002,1.8535400000000002,2.02854,2.3176959999999998,2.8621830000000004,3.14358,3.4706069999999998,3.7966349999999998,4.464486,5.234426999999999,5.593234,6.075081,6.205411,6.9648520000000005,7.335966,7.821936,8.253291,9.26776,9.550668,10.059998,10.359798,10.607758,11.199705999999999,11.431887,11.711734,11.995069,12.238824000000001,12.665977999999999,13.002498,13.196806,13.443782,13.742844,14.385226999999999,14.866677,15.282546,15.738973000000001,16.039045,17.931865,18.843666,19.272089,19.788213,21.061542000000003,23.243897,23.540954,23.847417999999998,24.239421,24.809755,25.982035,26.431862,27.029949,27.941211,29.996647999999997,30.419328000000004,30.773612,31.875453999999998,32.435181,32.82513,33.342615,33.92484,34.649231,35.099737,35.504919,35.969825,36.71728,38.737659,39.426173999999996,40.293656,41.463474,41.888674,42.383835999999995,41.307074,42.322241999999996,42.449578,42.994847,43.962773999999996,44.328483,45.243479,45.58879,46.027032,44.819094,43.4593,40.669915,40.208633,39.998907,39.827197999999996,39.571532,39.091084,38.208449
140-2800712,,,,,,,,,,,,,,,,,,,,,,,,0,0.41959300000000005,0.649656,0.9598709999999999,1.297807,1.472807,1.7619619999999998,2.30645,2.587847,3.3548730000000004,3.6809010000000004,4.348753,5.1186940000000005,5.4775,5.958347,6.088677,6.849117999999999,7.220233,7.705202000000001,8.136557,9.152026,9.434934,9.943265,10.243065,10.492024,11.084973,11.316153,11.597000000000001,11.878335,12.124089999999999,12.551244,12.886764,13.080072999999999,13.329048,13.628110000000001,14.269492999999999,14.753943,15.166813000000001,15.62224,15.919310999999999,17.817132,18.729932,19.157355,19.675479,20.947808,23.132164000000003,23.42322,23.734685,24.125687,24.696021,25.866301,26.320128000000004,26.915215999999997,27.827477000000002,29.878914,30.306594,30.659878000000003,31.759721000000003,32.322447,32.707396,33.223881,33.809106,34.533497,34.985003000000006,35.390186,35.852092,36.602546999999994,38.616925,39.309441,40.177923,41.346740000000004,41.76894,42.272103,41.19334,42.208509,42.334844,42.880113,43.84904,44.21275,45.126745,45.473057,45.911297999999995,44.703359999999996,43.342566999999995,40.556181,40.093899,39.884173,39.711464,39.452798,38.97735,38.096715
141-2800691,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23006300000000002,0.5402779999999999,0.8782139999999999,1.0532139999999999,1.34237,1.886857,2.168254,2.9352810000000003,3.2613090000000002,3.92916,4.699101000000001,5.058908,5.538755,5.670085,6.429526,6.80064,7.2866100000000005,7.716964999999999,8.733433999999999,9.016342,9.524672,9.823472,10.072432000000001,10.666381,10.896561,11.177408,11.459743,11.704498,12.131652,12.467172,12.661480000000001,12.910456,13.208518,13.851901000000002,14.334351000000002,14.74722,15.200647,15.501719,17.39854,18.31234,18.740763,19.255887,20.529216,22.712572,23.007628,23.316093,23.709095,24.278429,25.446709,25.898536,26.494622999999997,27.407884999999997,29.464321999999996,29.887002000000003,30.240285999999998,31.341128,31.902855,32.287804,32.805289,33.390514,34.115905,34.568411,34.972592999999996,35.435499,36.182953999999995,38.201333,38.891847999999996,39.75933,40.932148,41.354348,41.85051,40.774747999999995,41.788916,41.915252,42.460521,43.430448,43.796157,44.708153,45.056464,45.491706,44.284768,42.923974,40.136589,39.673307,39.465581,39.292871999999996,39.034206,38.555758000000004,37.678123
142-2800684,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.310215,0.648151,0.8231510000000001,1.112307,1.6567939999999999,1.938191,2.705218,3.031246,3.699097,4.469037999999999,4.828844999999999,5.309692,5.440022,6.200463,6.5715770000000004,7.056547,7.486902000000001,8.503371000000001,8.786278999999999,9.292608999999999,9.594408999999999,9.842369,10.434317,10.667498,10.946344999999999,11.227679,11.475434,11.900588,12.236108999999999,12.429416999999999,12.679392,12.978455,13.621838,14.103288000000001,14.517157000000001,14.970583999999999,15.269656,17.167476,18.081277,18.5067,19.023823,20.299153,22.482508,22.777565,23.085029000000002,23.474032,24.047366,25.216646,25.669473,26.267559999999996,27.177821999999995,29.230258000000003,29.656938,30.007223,31.113065000000002,31.671792,32.057741,32.575226,33.161451,33.885842,34.339347,34.73953,35.204436,35.951890999999996,37.971270000000004,38.663785,39.528267,40.699085,41.122284,41.619446999999994,40.544685,41.559853000000004,41.686189,42.230458,43.199385,43.565094,44.478089000000004,44.825401,45.262643,44.053705,42.692910999999995,39.903526,39.445244,39.234517,39.062809,38.805143,38.324694,37.44406
143-2800676,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.338936,0.513936,0.803092,1.347579,1.628976,2.396003,2.7220310000000003,3.389882,4.159823,4.51863,4.999477,5.129807,5.890248000000001,6.261362,6.746332000000001,7.177687,8.193156,8.476064,8.984394,9.283194,9.533154,10.125102,10.357283,10.63813,10.918464,11.16422,11.591374,11.926894,12.120202,12.369177,12.668239999999999,13.309623,13.792073,14.209942000000002,14.660369000000001,14.961441,16.859261,17.773062,18.198485,18.717608,19.986938000000002,22.171293,22.46635,22.775814,23.167817000000003,23.735151000000002,24.908431,25.359257999999997,25.955345,26.868607,28.921044000000002,29.348724,29.701008,30.80185,31.364577,31.749526,32.267011,32.852236,33.575627000000004,34.028133000000004,34.430315,34.894221,35.641676000000004,37.657055,38.35257,39.219052000000005,40.39087,40.81407,41.312232,40.23247,41.247638,41.372974,41.921243,42.88817,43.254878999999995,44.166875,44.517185999999995,44.951428,43.745490000000004,42.381696000000005,39.595310999999995,39.133029,38.922303,38.750594,38.495928,38.01948,37.138845
144-2800667,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.175,0.464156,1.008643,1.2900399999999999,2.057066,2.383095,3.0509459999999997,3.8208870000000004,4.179693,4.6615400000000005,4.790871,5.551312,5.922426000000001,6.408396,6.83875,7.8542190000000005,8.138127,8.646458,8.945258,9.195217999999999,9.788166,10.018347,10.300194,10.580528,10.826283,11.254437,11.588958,11.781266,12.031241,12.331304,12.973687,13.456135999999999,13.871006,14.323432999999998,14.622504999999999,16.519325,17.432126,17.859548999999998,18.376672,19.649001000000002,21.831357,22.129413,22.435878,22.825881,23.397215,24.567495,25.020322,25.616409,26.528671000000003,28.585107,29.007787,29.363072,30.462914,31.025640999999997,31.407590000000003,31.926075,32.511299,33.234691,33.691196000000005,34.093379,34.556284999999995,35.30274,37.321118,38.013634,38.880115999999994,40.051934,40.473133000000004,40.972296,39.894533,40.908702000000005,41.036038,41.580307,42.550233,42.914943,43.828938,44.17525,44.615491999999996,43.405553000000005,42.04476,39.259374,38.793092,38.582366,38.412658,38.155992,37.678543,36.794909000000004
145-2800657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28915599999999997,0.833643,1.11504,1.882067,2.208095,2.875946,3.645887,4.005694,4.4855410000000004,4.616871,5.377312,5.748426,6.233396,6.6637509999999995,7.67922,7.962128,8.470458,8.770258,9.020218,9.612166,9.844347,10.125194,10.406528,10.650284,11.079438,11.413958000000001,11.608266,11.856241,12.156303999999999,12.797687,13.279137,13.695006,14.147433,14.447505,16.344325,17.261126,17.685548999999998,18.201672,19.473001999999997,21.661357000000002,21.955414,22.264878,22.653881,23.224215,24.392495,24.845322,25.442409,26.352671,28.407108,28.834788,29.185071999999998,30.287914,30.847640999999996,31.233590000000003,31.754075,32.3363,33.062691,33.514196999999996,33.915378999999994,34.382284999999996,35.129740000000005,37.147119,37.839634000000004,38.706115999999994,39.877934,40.300134,40.799296000000005,39.719534,40.734702,40.862038,41.406307,42.375234000000006,42.743943,43.654938,44.00425,44.439492,43.229554,41.86676,39.085375,38.621093,38.411367,38.241658,37.978992,37.506543,36.623909000000005
146-2800340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5444869999999999,0.8258840000000001,1.594911,1.920939,2.58879,3.3587309999999997,3.717538,4.198385,4.328715,5.089156,5.4602699999999995,5.94524,6.376595,7.3920639999999995,7.673972,8.182302,8.482102000000001,8.731062,9.324011,9.555191,9.836038,10.118373,10.364128,10.790282000000001,11.126802,11.320110000000001,11.568086,11.867148,12.510531,12.990981,13.40785,13.859276999999999,14.159348999999999,16.055169,16.968970000000002,17.397393,17.911517,19.187846,21.370202,21.663258,21.973723,22.364725,22.932059,24.106339000000002,24.557166,25.155253,26.065514999999998,28.120952000000003,28.544632,28.899915999999997,30.002758,30.560484999999996,30.945434000000002,31.462919,32.047144,32.771535,33.227041,33.626222999999996,34.091128999999995,34.840584,36.856963,37.548478,38.41496,39.587778,40.009978000000004,40.50914,39.432378,40.446546000000005,40.573882,41.117151,42.088078,42.455787,43.365783,43.714094,44.149336,42.942398,41.579603999999996,38.793219,38.332937,38.124210999999995,37.952502,37.691836,37.216388,36.334753000000006
147-2800624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28139699999999995,1.0504229999999999,1.376452,2.0443029999999998,2.814244,3.17405,3.653897,3.7842279999999997,4.545669,4.916783000000001,5.400753,5.833107,6.8485759999999996,7.130484,7.638814999999999,7.9386149999999995,8.187575,8.780522999999999,9.011704,9.29255,9.573885,9.81964,10.246794,10.582315,10.775623,11.023598,11.323661,11.967044,12.449492999999999,12.862363,13.317789999999999,13.617861999999999,15.511682,16.426482999999998,16.853906,17.369029,18.643358,20.828714,21.12077,21.433235,21.821238,22.392572,23.561852,24.017679,24.613766000000002,25.525028,27.576464,28.001144,28.357428999999996,29.460271000000002,30.016997999999997,30.400947,30.918432,31.505656,32.230048,32.685553000000006,33.087736,33.549642,34.297096999999994,36.314475,37.006991,37.875473,39.046291,39.46849,39.965653,38.88989,39.904059000000004,40.028395,40.577664,41.545590000000004,41.9113,42.823295,43.173607000000004,43.603849,42.39591,41.038117,38.251731,37.790449,37.577723,37.406015000000004,37.146349,36.6729,35.793265999999996
148-2800619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.769027,1.095055,1.762906,2.533847,2.8926540000000003,3.373501,3.503831,4.264272,4.6353860000000005,5.120356,5.551711,6.5671800000000005,6.849088,7.357417999999999,7.657217999999999,7.906178,8.499127,8.730307,9.011154,9.292489,9.538244,9.965398,10.300918,10.494226,10.743202,11.042264,11.685647,12.168097,12.582966,13.036392999999999,13.336464999999999,15.232285999999998,16.147085999999998,16.574509,17.090633,18.363962,20.547318,20.841374,21.151839000000002,21.541841,22.111175,23.282455,23.735282,24.332369,25.243631,27.297068,27.722748,28.076032,29.178874,29.737601,30.12255,30.640034999999997,31.226259999999996,31.949651,32.404157,32.805339000000004,33.271245,34.0177,36.035078999999996,36.729594,37.595076,38.765894,39.186094,39.687256,38.609494,39.623662,39.749998,40.295266999999996,41.264194,41.631903,42.542899,42.89221,43.326452,42.120514,40.758720000000004,37.971334999999996,37.509053,37.298327,37.126618,36.870952,36.391504,35.512869
149-2806245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32602800000000004,0.9938799999999999,1.764821,2.123627,2.604474,2.734804,3.4952449999999997,3.86636,4.351329,4.782684,5.798153,6.080061,6.588392,6.888192,7.137150999999999,7.7301,7.96128,8.242127,8.523462,8.769217,9.196371000000001,9.531892,9.7252,9.974175,10.273237,10.91462,11.39707,11.81494,12.268367,12.565438,14.463258999999999,15.376059,15.804482,16.319606,17.592935,19.775291,20.073347000000002,20.380812,20.771814000000003,21.341148999999998,22.511428,22.965255,23.559343,24.472604,26.525040999999998,26.951721000000003,27.306005,28.407847999999998,28.968574,29.354523999999998,29.870008000000002,30.453233,31.181624,31.63113,32.037313,32.500219,33.248674,35.265052000000004,35.957568,36.82405,37.992867,38.418067,38.917229999999996,37.839467,38.853636,38.977971000000004,39.525240000000004,40.494167,40.860877,41.770872,42.121184,42.555426000000004,41.347487,39.985694,37.199308,36.742026,36.5293,36.358591,36.099925,35.623477,34.740842
150-2800594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.667851,1.438792,1.7975990000000002,2.2784459999999997,2.408776,3.1692169999999997,3.5403309999999997,4.025301,4.456656,5.472125,5.754033,6.262363,6.562163000000001,6.811122999999999,7.404072,7.635252,7.916099000000001,8.197434,8.443189,8.870343,9.205863,9.399172,9.648147,9.947208999999999,10.588592,11.071042,11.487911,11.939339,12.24041,14.136231,15.049031,15.477454000000002,15.993578,17.266907,19.449263000000002,19.745319,20.054783999999998,20.445786,21.01212,22.1864,22.638227,23.233314,24.146576,26.198013,26.622692999999998,26.978977,28.080820000000003,28.641546,29.026495,29.543979999999998,30.129205,30.851596,31.308102,31.708284000000003,32.17419,32.922646,34.940024,35.63054,36.495022,37.669839,38.089039,38.590201,37.511439,38.526608,38.653943,39.198212,40.168139000000004,40.531848,41.443844,41.794156,42.230396999999996,41.019459000000005,39.658666,36.872279999999996,36.409998,36.199272,36.031563,35.770897,35.293449,34.413814
151-2804976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.770942,1.129748,1.610595,1.740925,2.5013669999999997,2.872481,3.357451,3.7888050000000004,4.8042739999999995,5.086182,5.594513,5.8943129999999995,6.1432720000000005,6.7362210000000005,6.967401,7.248247999999999,7.529583000000001,7.7753380000000005,8.202492,8.538013000000001,8.731321000000001,8.980296000000001,9.279358,9.922741,10.403191,10.818061,11.271488,11.571558999999999,13.467379999999999,14.380181,14.808604,15.323726999999998,16.599056,18.781412,19.075468,19.384933,19.775935999999998,20.34627,21.515549,21.969376,22.566464,23.478725,25.534162,25.955842,26.312126,27.414969,27.971696,28.357645,28.87613,29.460354,30.184746,30.638251,31.040434,31.50634,32.250795000000004,34.273173,34.962689000000005,35.829171,37.002988,37.423188,37.921351,36.843588000000004,37.856757,37.983093,38.528362,39.497288,39.867998,40.779993,41.127305,41.562546999999995,40.355608000000004,38.993815000000005,36.206429,35.745146999999996,35.531421,35.359713,35.105047,34.628598,33.746963
152-2800583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35880700000000004,0.8396540000000001,0.9699840000000001,1.730425,2.101539,2.586509,3.017864,4.033333,4.315241,4.823571,5.123371,5.373330999999999,5.96628,6.1974599999999995,6.477307,6.7596419999999995,7.005397,7.432550999999999,7.768071000000001,7.961378999999999,8.210355,8.509417,9.1508,9.63425,10.048119,10.501546000000001,10.800618,12.696439,13.613239000000002,14.039662,14.553785999999999,15.829115,18.010471,18.306527,18.614992,19.007994,19.574328,20.746608,21.199435,21.795522000000002,22.705784,24.760220999999998,25.184901,25.539185,26.644027,27.204753999999998,27.588703000000002,28.104188,28.688413,29.414803999999997,29.86931,30.269492,30.735397999999996,31.480853000000003,33.500232000000004,34.192747,35.059228999999995,36.229046999999994,36.651247,37.151409,36.073646999999994,37.089815,37.216151,37.75842,38.729347,39.095056,40.007052,40.355363,40.790605,39.582667,38.221872999999995,35.434488,34.973206,34.76248,34.590771000000004,34.334105,33.856657,32.975021999999996
153-2800571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.480847,0.6111770000000001,1.371618,1.742733,2.227702,2.659057,3.674526,3.9574339999999997,4.465765,4.7655650000000005,5.014524,5.607473000000001,5.838653,6.1195,6.400835,6.64659,7.0737440000000005,7.409264,7.602573,7.851547999999999,8.15061,8.791993,9.274443,9.689313,10.14274,10.441811,12.337632000000001,13.251432000000001,13.682854999999998,14.194979,15.469307999999998,17.653664000000003,17.946720000000003,18.256185000000002,18.647187,19.217520999999998,20.385801,20.840628,21.436716,22.347977,24.402414,24.827094,25.180378,26.283221,26.841946999999998,27.228896000000002,27.746381,28.331606,29.057996999999997,29.508503,29.914686,30.378591999999998,31.123046999999996,33.139425,33.834941,34.700423,35.869240000000005,36.29744,36.792603,35.71584,36.732009000000005,36.855344,37.400613,38.36954,38.73725,39.652245,39.996557,40.432798,39.22586,37.866067,35.075681,34.617399,34.404672999999995,34.232964,33.975297999999995,33.50085,32.620215
154-2800554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13033,0.8907719999999999,1.261886,1.7468560000000002,2.17821,3.193679,3.4765870000000003,3.984918,4.284718,4.533677,5.126626,5.357806,5.638653,5.919988,6.165743,6.592897,6.928418,7.121726,7.3707009999999995,7.6697630000000006,8.311146,8.795596000000002,9.208466,9.661893,9.962964,11.858785000000001,12.772586,13.200009,13.716132,14.990460999999998,17.173817,17.467873,17.777338,18.169341,18.738675,19.907954,20.358781,20.954869,21.86613,23.920567000000002,24.345247,24.702531,25.804374,26.364101,26.75005,27.266534999999998,27.852759000000002,28.57315,29.029656,29.431839,29.897745,30.6452,32.659578,33.353094,34.218576,35.389393,35.815593,36.313756,35.232993,36.250161999999996,36.377497999999996,36.922765999999996,37.891693,38.258403,39.166398,39.51871,39.951952,38.744013,37.38022,34.597834000000006,34.136552,33.926826,33.755117999999996,33.496452000000005,33.017003,32.136368
155-2800547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.760441,1.1315549999999999,1.616525,2.04788,3.063349,3.346257,3.853587,4.154387,4.403347,4.996296,5.226476,5.508323000000001,5.789658,6.035413,6.461567,6.798087,6.991396000000001,7.239371,7.539433,8.180816,8.663266,9.079135,9.531563,9.829634,11.728455,12.640255,13.067677999999999,13.584802,14.858131,17.043487,17.335542999999998,17.645007999999997,18.03601,18.607344,19.777624,20.231451,20.827539,21.7388,23.793237,24.217917,24.569201,25.674044,26.23177,26.618719,27.136204,27.719428999999998,28.44482,28.899326000000002,29.299508000000003,29.764414000000002,30.51387,32.530248,33.221764,34.091246000000005,35.260063,35.682263,36.181425,35.104663,36.119832,36.246167,36.789436,37.758363,38.127072,39.039068,39.38538,39.822621000000005,38.611683,37.25289,34.465503999999996,34.004222,33.793496000000005,33.621787,33.364121000000004,32.884673,32.006038000000004
156-2800525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.371114,0.8560840000000001,1.292439,2.3079080000000003,2.589816,3.098146,3.397946,3.646906,4.239855,4.471035,4.751882,5.033217,5.278972,5.706126,6.041646,6.234955,6.48393,6.782992,7.424375,7.906825,8.321694,8.775122,9.074193,10.970014,11.887814,12.315237,12.829361,14.10069,16.285045999999998,16.579102,16.888567000000002,17.279569,17.848903,19.022183,19.476010000000002,20.069097,20.980359,23.034796,23.459476000000002,23.81276,24.916603,25.475329000000002,25.859278,26.379763,26.961988,27.686379,28.140884999999997,28.542067,29.007973,29.758429,31.776807,32.468323,33.332805,34.503622,34.924822,35.426984000000004,34.347221999999995,35.361391,35.486726000000004,36.033995000000004,37.001922,37.369631,38.283627,38.629939,39.06518,37.858242,36.493449,33.710063,33.248781,33.035055,32.863346,32.60868,32.134232,31.248596999999997
157-2800520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48496999999999996,0.921325,1.936794,2.219702,2.728032,3.027832,3.276792,3.8697410000000003,4.100921,4.381768,4.6631029999999996,4.908858,5.336012,5.671532,5.86484,6.113816,6.412878,7.054261,7.536711,7.95158,8.407007,8.706078999999999,10.6019,11.5157,11.944123,12.459247,13.732576000000002,15.916932000000001,16.209988,16.521453,16.911455,17.478789000000003,18.650069000000002,19.104896,19.700982999999997,20.611245,22.665682,23.091362,23.442646,24.544489000000002,25.107215,25.491164,26.008649,26.595874,27.318265000000004,27.772771000000002,28.175953000000003,28.639859,29.387314,31.402693,32.096208000000004,32.961690999999995,34.135508,34.556708,35.05387,33.978108,34.990276,35.118612,35.663880999999996,36.634808,36.999517,37.909513000000004,38.259824,38.695066,37.489128,36.127334000000005,33.338949,32.879667,32.668941,32.497232000000004,32.238566,31.762118,30.881483000000003
158-2800513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.436355,1.451824,1.733732,2.242063,2.541863,2.790822,3.383771,3.614951,3.8957980000000005,4.177133,4.4228879999999995,4.850042,5.185562,5.378871,5.627846,5.926908,6.568291,7.050741,7.465611,7.921038,8.218109,10.11393,11.02873,11.459153,11.971277,13.244606,15.429962,15.727018,16.033483,16.424485,16.993819000000002,18.164099,18.616926,19.215014,20.125275,22.180712,22.607392,22.960676,24.060519,24.623245,25.005194,25.521679000000002,26.107904,26.832295000000002,27.284801,27.690984000000004,28.152890000000003,28.900345,30.916722999999998,31.609239000000002,32.476721000000005,33.647538,34.069738,34.570901,33.491138,34.506307,34.631642,35.177911,36.146838,36.513548,37.425543,37.773855,38.209096,37.004158000000004,35.639365000000005,32.854979,32.393696999999996,32.179971,32.012262,31.753596,31.276148,30.393513000000002
159-2805304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.015469,1.297377,1.805708,2.1055080000000004,2.3544680000000002,2.947416,3.178597,3.4594440000000004,3.7407779999999997,3.986533,4.413687,4.749208,4.942516,5.191491,5.490554,6.131937000000001,6.616386,7.029256,7.484683,7.781755,9.678575,10.594375999999999,11.018799000000001,11.537922,12.811250999999999,14.993607,15.288663,15.596128,15.987131,16.555464999999998,17.729745,18.179572,18.776659,19.688921,21.745357000000002,22.169037,22.522322,23.624164,24.182891,24.56984,25.088325,25.672549,26.396940999999998,26.848446000000003,27.253628999999997,27.717534999999998,28.464990000000004,30.480368,31.172884000000003,32.038365999999996,33.210184000000005,33.632383000000004,34.132546000000005,33.054783,34.070952,34.195288,34.739557,35.708483,36.076192999999996,36.987188,37.3395,37.773742,36.564803000000005,35.20401,32.419624,31.955341999999998,31.745616,31.573908000000003,31.314242,30.837792999999998,29.957159000000004
160-2800498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.282908,0.791239,1.0910389999999999,1.339999,1.9329470000000002,2.164128,2.444974,2.726309,2.972064,3.399218,3.734739,3.9280470000000003,4.177022,4.476084999999999,5.117468,5.599917,6.016787,6.468214,6.768286,8.665106,9.578907000000001,10.00433,10.521453,11.794782000000001,13.980138,14.272194,14.582659,14.973662,15.542995999999999,16.714276,17.168103,17.76519,18.674451,20.728888,21.152568,21.507852,22.608695,23.169422,23.555371,24.070856,24.65708,25.381472,25.834977,26.23716,26.704065999999997,27.448521000000003,29.465899,30.159415000000003,31.026896999999998,32.196715000000005,32.616914,33.117077,32.040314,33.054483000000005,33.183819,33.726088,34.695014,35.062723999999996,35.976719,36.325031,36.759273,35.551334000000004,34.189541,31.401155,30.942873,30.732146999999998,30.560439000000002,30.299773,29.822324,28.943689000000003
161-2800497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5083310000000001,0.808131,1.0570899999999999,1.650039,1.881219,2.162066,2.4434009999999997,2.689156,3.11631,3.451831,3.645139,3.894114,4.193176,4.836558999999999,5.317009,5.733879,6.1873059999999995,6.487378,8.383198,9.297999,9.725422,10.241545,11.514874,13.698229999999999,13.992285999999998,14.301751000000001,14.692754,15.262088,16.432367000000003,16.887195000000002,17.483282,18.393542999999998,20.447979999999998,20.87266,21.225944000000002,22.329787,22.889514000000002,23.273463,23.790948,24.376172,25.100564000000002,25.554069000000002,25.956252,26.421158000000002,27.168613,29.184990999999997,29.879507,30.744989,31.915806,32.337006,32.837169,31.760406,32.774575,32.900911,33.44618,34.415106,34.781816,35.694811,36.042123,36.478365000000004,35.271426,33.908633,31.122246999999998,30.660965,30.450239,30.278531,30.020865,29.542415999999996,28.662781
162-2800493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3038,0.55276,1.145709,1.376889,1.657736,1.939071,2.1848259999999997,2.61198,2.9475,3.140809,3.3897839999999997,3.688846,4.330229,4.812679,5.2275480000000005,5.680976,5.981047,7.876867999999999,8.791668,9.219091,9.735215,11.008544,13.1919,13.485956,13.795421,14.186423000000001,14.755757000000001,15.926036999999999,16.379864,16.975952,17.887213,19.94165,20.366329999999998,20.719614,21.822457,22.382182999999998,22.767132,23.284617,23.869842000000002,24.594233,25.047739,25.449921,25.914828,26.662283000000002,28.679661,29.372177,30.238659000000002,31.409476,31.831676,32.329838,31.254076,32.268245,32.39458,32.939849,33.908776,34.275484999999996,35.187481,35.535793,35.971034,34.765096,33.402303,30.616916999999997,30.154635,29.943909,29.7732,29.514534,29.036085999999997,28.157451000000002
