순번_정류장ID,24-2803478,25-2805645,26-2805646,27-2803481,28-2805167,29-2805162,30-2805160,31-2805158,32-2803416,33-2807467,34-2807468,35-2801115,36-2801070,37-2800837,38-2800983,39-2800835,40-2800843,41-2801020,42-2801043,43-2801003
24-2803478,0,1.629593,2.2876529999999997,2.995551,3.278322,3.802907,4.326696,5.084633999999999,7.4514,13.217504000000002,18.242499,23.565561,24.119967000000003,24.867051999999997,25.354605,24.991542000000003,24.730534,23.617637,23.006885999999998,23.435565
25-2805645,,0,0.6590600000000001,1.366958,1.649729,2.174314,2.6981029999999997,3.4560419999999996,5.822807,11.589912,16.613907,21.936969,22.492373999999998,23.237459,23.725013,23.362949,23.102941,21.988044,21.378294,21.806972000000002
26-2805646,,,0,0.7138979999999999,0.996669,1.521254,2.045043,2.802982,5.169747,10.935851,15.961847,21.282908,21.837314000000003,22.585399,23.070953,22.708889000000003,22.451881,21.335984,20.727234,21.152912
27-2803481,,,,0,0.282771,0.8073560000000001,1.331145,2.089084,4.455849,10.221954,15.246948999999999,20.569011,21.124416,21.871501000000002,22.358055,21.994991,21.735982999999997,20.622086,20.013336,20.440014
28-2805167,,,,,0,0.5285850000000001,1.052374,1.810313,4.177078,9.944183,14.968178,20.29124,20.846645000000002,21.590729999999997,22.080284,21.715220000000002,21.457212,20.343315,19.733565,20.161243
29-2805162,,,,,,0,0.5327890000000001,1.290728,3.657493,9.423597000000001,14.447593,19.771655,20.32706,21.071145,21.560699,21.196635,20.938627,19.82273,19.21398,19.641658
30-2805160,,,,,,,0,0.75794,3.124705,8.891809,13.916804,19.239866,19.794272,20.540357,21.027910000000002,20.664847,20.404839000000003,19.290942,18.681191000000002,19.10987
31-2805158,,,,,,,,0,2.366766,8.13387,13.158864999999999,18.481927,19.037333,19.782417000000002,20.268971,19.907908,19.6469,18.532002,17.924252,18.351931
32-2803416,,,,,,,,,0,5.767105,10.7921,16.115161999999998,16.669567,17.415651999999998,17.904206,17.541142,17.282134,16.166237,15.557487,15.984164999999999
33-2807467,,,,,,,,,,0,5.024995,10.348057,10.903463,11.649548,12.137102,11.774038000000001,11.51503,10.399133,9.790382000000001,10.218061
34-2807468,,,,,,,,,,,0,5.325062,5.8804680000000005,6.625553,7.113107,6.751042999999999,6.492035,5.376138,4.767387,5.195066000000001
35-2801115,,,,,,,,,,,,0,0.5514060000000001,1.297491,1.785045,2.31317,2.760179,1.833076,1.618826,2.371004
36-2801070,,,,,,,,,,,,,0,0.746085,1.233639,1.7627650000000001,2.269773,1.61733,1.402081,2.154259
37-2800837,,,,,,,,,,,,,,0,0.488554,1.01768,1.525688,2.3634150000000003,2.148166,2.823657
38-2800983,,,,,,,,,,,,,,,0,0.529126,1.037134,2.165031,2.63572,2.334103
39-2800835,,,,,,,,,,,,,,,,0,0.508008,1.6359059999999999,2.272656,1.804977
40-2800843,,,,,,,,,,,,,,,,,0,1.127897,1.8626479999999999,1.296969
41-2801020,,,,,,,,,,,,,,,,,,0,0.736751,0.687928
42-2801043,,,,,,,,,,,,,,,,,,,0,0.753178
43-2801003,,,,,,,,,,,,,,,,,,,,0
