순번_정류장ID,1-2805935,2-2805937,3-2806688,4-2800680,5-2806689,6-2805948,7-2807328,8-2807329,9-2805903,10-2803067,11-2803040,12-2803077,13-2803101,14-2803115,15-2803134,16-2803133,17-2805713,18-2803122,19-2805890,20-2803091,21-2805891,22-2803081,23-2803052,24-2806035,25-2803069,26-2803073,27-2803072,28-2803088,29-2803090,30-2803089,31-2803076,32-2803083,33-2805887,34-2803092,35-2803098,36-2803103,37-2803116,38-2805712,39-2805896,40-2803234,41-2803237,42-2803241,43-2802763,44-2802772,45-2802788,46-2802805,47-2802836,48-2805690,49-2806493,50-2805688
1-2805935,0,0.244844,0.84,1.058361,1.389397,3.809336,4.343903,4.352736,4.687889,4.978578,5.131539,5.049807,5.418532,5.72931,6.186844000000001,5.886163,5.761657,5.5692010000000005,5.29515,5.423957,5.680301999999999,5.892633999999999,5.972085,6.074844000000001,5.944337,6.360643,6.655147,6.715172999999999,6.338844,6.2183470000000005,5.991968,5.809924,5.643365,5.406307,5.218587,5.286354,5.528173000000001,5.7695739999999995,6.009238,6.468808,6.754739999999999,7.107255,7.025036999999999,7.449103999999999,7.782586,8.053514999999999,8.52085,9.01277,9.274272999999999,9.524799
2-2805937,,0,0.595156,0.813517,1.1445530000000002,3.564492,4.098058999999999,4.106892,4.444045,4.733733,4.886695,4.805962999999999,5.173687,5.483466,5.941,5.6423190000000005,5.518813,5.323357,5.050306,5.1781120000000005,5.435458000000001,5.64879,5.727241,5.83,5.698493,6.115799,6.411303,6.470329,6.093999999999999,5.973502,5.746123000000001,5.56508,5.399521,5.1614629999999995,4.972743,5.040508999999999,5.283329,5.524729,5.764394,6.222963,6.508896,6.86141,6.779192999999999,7.20326,7.535742,7.80767,8.277006,8.765926,9.029428999999999,9.279954
3-2806688,,,0,0.218361,0.549397,2.970336,3.502903,3.512736,3.848889,4.1375779999999995,4.292539,4.210807,4.578532,4.88931,5.346845,5.046163,4.921657,4.730201,4.45515,4.583957,4.841302,5.052633999999999,5.132085,5.235844,5.104337,5.519643,5.8151470000000005,5.8761730000000005,5.499844,5.378347,5.151968,4.969924,4.804365,4.567307,4.3785870000000005,4.446354,4.690173000000001,4.9315739999999995,5.171238,5.627808,5.914741,6.268255,6.185037,6.609103999999999,6.941586,7.212515,7.68285,8.17277,8.435273,8.683799
4-2800680,,,,0,0.331036,2.751975,3.285542,3.294375,3.630528,3.9202169999999996,4.074178,3.9924459999999997,4.360171,4.670949,5.128483999999999,4.827801999999999,4.704296,4.51084,4.237789,4.365596,4.622941,4.835273,4.914724,5.017483,4.885976,5.302282,5.597786,5.657812,5.281483000000001,5.159986,4.933607,4.751563,4.586004,4.348946,4.160226000000001,4.227993,4.4708120000000005,4.713213,4.952877,5.4104470000000005,5.69638,6.049894,5.965676,6.390743,6.724225,6.995153999999999,7.463489,7.953409,8.215912,8.466438
5-2806689,,,,,0,2.4209400000000003,2.9545060000000003,2.96334,3.299492,3.589181,3.7431419999999997,3.661411,4.029135,4.339914,4.797448,4.496766,4.37326,4.179804,3.9067540000000003,4.03456,4.291906,4.504237,4.583689,4.686448,4.55494,4.971247,5.266751,5.326777,4.950448000000001,4.82895,4.602571,4.420528,4.254969,4.01791,3.8291910000000002,3.896957,4.139776,4.381177,4.620842,5.079411,5.365344,5.718858,5.63564,6.060707,6.39319,6.664117999999999,7.1334539999999995,7.623374,7.885877000000001,8.136402
6-2805948,,,,,,0,0.533567,0.7474,1.083553,1.388242,1.542203,1.885471,2.253196,2.563974,3.021509,2.75581,2.632304,2.437848,2.164797,2.2926040000000003,2.5499490000000002,2.762281,2.841732,2.944492,2.812984,3.229291,3.5247949999999997,3.584821,3.2084919999999997,3.086994,2.860615,2.678572,2.513013,2.275954,2.0872349999999997,2.155001,2.39882,2.640221,2.879886,3.338455,3.6243879999999997,3.9419190000000004,3.8597010000000003,4.283768,4.616251,4.888179,5.356515,5.8464339999999995,6.109937,6.359463
7-2807328,,,,,,,0,0.213833,0.549986,0.854675,1.008636,1.351905,1.719629,2.030407,2.487942,2.5342599999999997,2.4107540000000003,2.216298,1.9432470000000002,2.071054,2.328399,2.540731,2.620182,2.7229419999999998,2.591434,3.0077409999999998,3.3032449999999995,3.363271,2.986942,2.8654439999999997,2.639065,2.4570220000000003,2.291462,2.054404,1.8656840000000001,1.9334509999999998,2.17627,2.418671,2.6583360000000003,2.890905,3.176838,3.4093519999999997,3.3261339999999997,3.751201,4.083684,4.354612,4.823948000000001,5.313867,5.57637,5.826896
8-2807329,,,,,,,,0,0.33815300000000004,0.642842,0.7968029999999999,1.1400709999999998,1.507796,1.8185740000000001,2.276109,2.5352099999999997,2.4117040000000003,2.218248,1.945197,2.073004,2.330349,2.542681,2.622132,2.7248919999999996,2.593384,3.009691,3.305195,3.365221,2.988892,2.867394,2.6410150000000003,2.458972,2.293413,2.0563540000000002,1.867634,1.935401,2.17922,2.419621,2.535715,2.679072,2.965005,3.197519,3.113301,3.539368,3.870851,4.142779,4.611115,5.102034,5.363537,5.615063
9-2805903,,,,,,,,,0,0.304689,0.45865,0.801918,1.169643,1.480421,1.9379560000000002,2.271274,2.147768,1.9543119999999998,1.6812610000000001,1.8090680000000001,2.0664130000000003,2.2787450000000002,2.358196,2.460956,2.3294479999999997,2.7457540000000003,3.041258,3.101285,2.724956,2.6034580000000003,2.377079,2.195036,2.029476,1.792418,1.6036979999999998,1.6714650000000002,1.914284,2.155685,2.197562,2.340919,2.626852,2.859366,2.776148,3.2012150000000004,3.5336980000000002,3.8046260000000003,4.273962,4.763881,5.026383999999999,5.27691
10-2803067,,,,,,,,,,0,0.153961,0.49723,0.8649540000000001,1.175733,1.633267,1.967585,1.844079,1.650623,1.376573,1.5043790000000001,1.761725,1.974056,2.0535080000000003,2.1562669999999997,2.024759,2.441066,2.73657,2.796596,2.420267,2.298769,2.07239,1.8903470000000002,1.7247880000000002,1.487729,1.29901,1.366776,1.610595,1.8509959999999999,1.892873,2.0362299999999998,2.322163,2.554677,2.471459,2.8965259999999997,3.229009,3.499937,3.9692730000000003,4.459192,4.721696,4.972221
