순번_정류장ID,1-2800888,2-2800910,3-2800924,4-2800926,5-2800933,6-2800939,7-2800842,8-2800999,9-2801036,10-2801058,11-2801268,12-2801240,13-2801158,14-2801159,15-2801409,16-2801493,17-2805939,18-2801667,19-2803646,20-2801949,21-2801984,22-2802075,23-2802134,24-2802166,25-2802183,26-2802191,27-2802218,28-2802254,29-2801816,30-2803533,31-2803532,32-2802259,33-2801851,34-2801832,35-2801830,36-2801824,37-2801826,38-2805656,39-2803799,40-2803804,41-2803816,42-2803801,43-2804901,44-2805043,45-2804854,46-2805023
11-2801268,,,,,,,,,,,0,0.337644,1.072102,1.368549,1.6191209999999998,2.350706,2.790984,3.610175,3.8214699999999997,6.488531,6.922344,7.707607,8.31377,8.804378,9.486097000000001,10.146268,11.315431,12.637127,13.329053,13.795048999999999,14.363966,14.762739000000002,14.375356,13.861517999999998,14.049631,14.154335999999999,14.374675,14.698706,14.879382000000001,15.257260999999998,15.556023999999999,15.755617,16.21017,16.147057999999998,16.672107,16.717488
12-2801240,,,,,,,,,,,,0,0.7344579999999999,1.030905,1.281477,2.0130619999999997,2.4533400000000003,3.2725310000000003,3.483826,6.151887,6.5847,7.369963,7.976126,8.466733999999999,9.149453,9.808624,10.977787,12.299483,12.991408999999999,13.458404999999999,14.026322,14.426095000000002,14.036712,13.522874,13.712987,13.816692000000002,14.037030999999999,14.362062,14.542738,14.919617,15.218379999999998,15.416973,15.872526,15.809414000000002,16.334462,16.380844
13-2801158,,,,,,,,,,,,,0,0.29644699999999996,0.5470189999999999,1.278604,1.718882,2.538074,2.749368,5.416429,5.850242,6.634506,7.240667999999999,7.731275999999999,8.414995,9.074166,10.243329,11.564025,12.255951,12.722947,13.291864000000002,13.691637,13.303254,12.788416,12.978530000000001,13.082234,13.302573,13.626604,13.807279999999999,14.185159,14.483922,14.682514999999999,15.137068,15.073955999999999,15.600005,15.644387
14-2801159,,,,,,,,,,,,,,0,0.25157199999999996,0.983157,1.423435,2.242627,2.453922,5.120982,5.553796,6.339059,6.945222,7.435828999999999,8.119548,8.779719,9.947882,11.268578,11.960504,12.4275,12.995417,13.396189999999999,13.006807,12.492969,12.682083,12.785787,13.006126,13.331157000000001,13.511833,13.889712,14.188475,14.388067999999999,14.841621,14.778509,15.303557999999999,15.35094
15-2801409,,,,,,,,,,,,,,,0,0.731586,1.1718629999999999,1.991055,2.20235,4.86941,5.303224,6.087487,6.69365,7.185258,7.867977000000001,8.528148,9.69631,11.018006,11.708932,12.175928,12.743845,13.143619000000001,12.756236,12.241398,12.431511,12.534216,12.754555,13.079586,13.260261999999999,13.63814,13.936903,14.136496,14.59005,14.527937,15.052985999999999,15.098367999999999
16-2801493,,,,,,,,,,,,,,,,0,0.44027799999999995,1.25947,1.4707649999999999,4.137825,4.571639,5.356902,5.963065,6.453672,7.136391000000001,7.796562,8.963725,10.285421000000001,10.978347,11.444343,12.012260000000001,12.413033,12.024650999999999,11.510812,11.698926,11.80263,12.023969000000001,12.349,12.529677000000001,12.907555,13.206318,13.403910999999999,13.859465,13.796351999999999,14.320401,14.366782999999998
17-2805939,,,,,,,,,,,,,,,,,0,0.820192,1.031487,3.698548,4.132361,4.917624,5.522787,6.0143949999999995,6.696114,7.356285000000001,8.524447,9.846144,10.538069,11.006066,11.572983,11.972756,11.584373,11.071535,11.259648,11.363353,11.584692,11.908723,12.089399,12.468278,12.766041,12.965634,13.420187,13.357073999999999,13.881123,13.927504999999998
18-2801667,,,,,,,,,,,,,,,,,,0,0.21129499999999998,2.879356,3.3121690000000004,4.097432,4.703595,5.194203,5.876922,6.537093,7.705255999999999,9.026952,9.718878,10.185874,10.753791,11.153564,10.765181,10.251342999999999,10.440456,10.544161,10.7645,11.089531,11.270207000000001,11.648086,11.946849,12.145442,12.599995,12.536883,13.061931,13.107313000000001
19-2803646,,,,,,,,,,,,,,,,,,,0,2.670061,3.1028740000000004,3.8881370000000004,4.4943,4.984908,5.6676269999999995,6.3277980000000005,7.495961,8.817657,9.509583000000001,9.976579,10.544496,10.944269,10.555886,10.042048,10.231161,10.334866,10.555205,10.880236,11.060912,11.438791,11.737554,11.936147,12.3907,12.327588,12.852637,12.898017999999999
20-2801949,,,,,,,,,,,,,,,,,,,,0,0.43281400000000003,1.218077,1.82424,2.3148470000000003,2.997566,3.6577370000000005,4.8259,6.147596,6.8395220000000005,7.306518,7.874435000000001,8.274208999999999,7.885826,7.371988000000001,7.561101,7.664806,7.885145,8.210175999999999,8.390852,8.76873,9.067492999999999,9.266086,9.72064,9.657527,10.182576,10.227958000000001
21-2801984,,,,,,,,,,,,,,,,,,,,,0,0.787263,1.393426,1.884034,2.566753,3.2269240000000003,4.395087,5.716783,6.408709,6.875705,7.496622,7.896395,7.6267,7.112862,7.301975,7.40568,7.626019,7.95105,8.131725999999999,8.509605,8.689680000000001,8.888273,9.342825999999999,9.279714,9.804762,9.797144
22-2802075,,,,,,,,,,,,,,,,,,,,,,0,0.606163,1.096771,1.7794900000000002,2.439661,3.607824,4.92952,5.621446,6.088442,6.709359,7.109132000000001,7.068749,6.554911,6.7440240000000005,6.847728999999999,7.068067999999999,7.393099,7.573775,7.877133000000001,7.902417,8.10101,8.555563000000001,8.492450999999999,9.0175,9.011880999999999
23-2802134,,,,,,,,,,,,,,,,,,,,,,,0,0.490608,1.173327,1.8334979999999999,3.001661,4.323357,5.015283,5.482279,6.103196,6.502969,6.480586,5.966748,6.155862,6.259566,6.4799050000000005,6.804936,6.985612,7.270969999999999,7.296253999999999,7.494847,7.9494,7.886288,8.411337,8.405717999999998
24-2802166,,,,,,,,,,,,,,,,,,,,,,,,0,0.68272,1.342891,2.511053,3.83275,4.524675,4.991671,5.612589,6.012362,5.989979,5.476141,5.665254,5.768959,5.989298000000001,6.314329,6.495005,6.780361999999999,6.805646,7.004239,7.458792999999999,7.3956800000000005,7.920729,7.914111
25-2802183,,,,,,,,,,,,,,,,,,,,,,,,,0,0.660171,1.828334,3.15003,3.8419559999999997,4.308952,4.929869,5.329643,5.64926,5.135422,5.324535,5.42824,5.648579,5.83561,6.040286,6.097643,6.122927,6.32152,6.776074,6.712961,7.238010000000001,7.231392
26-2802191,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1681629999999998,2.489859,3.1817849999999996,3.6487809999999996,4.269698,4.669472,4.989089,4.475251,4.664364,4.768069000000001,4.988408,5.175439,5.380115,5.4374720000000005,5.462756,5.6613489999999995,6.115903,6.05279,6.577839,6.571221
27-2802218,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.321697,2.013623,2.480619,3.101536,3.5013089999999996,3.908214,3.5029480000000004,3.6920620000000004,3.7957669999999997,4.016106,4.007276,4.211951999999999,4.26931,4.294594,4.493187,4.9477400000000005,4.884628,5.409676,5.402058
28-2802254,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.691926,1.158922,1.779839,2.1796130000000002,2.586518,2.8883919999999996,3.077505,2.988538,2.8261990000000003,2.68558,2.890256,2.947613,2.972897,3.1714900000000004,3.6260440000000003,3.562931,4.08798,4.082362
29-2801816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47499600000000003,1.095913,1.495687,1.9025919999999998,2.204466,2.393579,2.304612,2.142273,2.0016540000000003,2.20633,2.263687,2.288971,2.487564,2.9421180000000002,2.879005,3.404054,3.397436
30-2803533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.620917,1.0206899999999999,1.4275959999999999,1.729469,1.9185830000000001,1.829616,1.6672770000000001,1.526657,1.731334,1.788691,1.813975,2.012568,2.4671220000000003,2.404009,2.9290580000000004,3.294537
31-2803532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.399773,0.8606790000000001,1.3454840000000001,1.519403,1.274699,1.10036,0.9597399999999999,1.164417,1.1677739999999999,1.193058,1.391651,1.8462049999999999,1.783092,2.308141,2.705523
32-2802259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.465905,1.2157790000000002,1.12463,0.879925,0.7055859999999999,0.564967,0.7696430000000001,1.147522,1.455763,1.6543560000000002,2.108909,2.0457970000000003,2.5708450000000003,2.968227
33-2801851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7558739999999999,0.658725,0.41402,0.556031,0.55135,0.756026,1.133905,1.579668,1.778261,2.232814,2.169702,2.69475,3.0931319999999998
34-2801832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.189114,0.43381800000000004,0.654157,0.979188,1.183865,1.561743,2.0075060000000002,2.206099,2.660653,2.59754,3.122589,3.520971
35-2801830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.244705,0.46504399999999996,0.790075,0.994751,1.37263,1.818393,2.016986,2.471539,2.408426,2.933475,3.330857
36-2801824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22033899999999998,0.54537,0.750046,1.127925,1.573688,1.7722810000000002,2.226834,2.163722,2.688771,3.0861520000000002
37-2801826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.325031,0.5297069999999999,0.907586,1.353349,1.551942,2.006495,1.943383,2.468432,2.865813
38-2805656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.204676,0.582555,1.028318,1.226911,1.6814639999999998,1.618352,2.143401,2.541783
39-2803799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.379879,0.825642,1.024235,1.478788,1.415676,1.940725,2.3381060000000002
40-2803804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.445763,0.644356,1.09891,1.0357969999999999,1.560846,1.959228
41-2803816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19859300000000002,0.653147,0.5900340000000001,1.115083,1.512465
42-2803801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.697214,0.7376739999999999,1.262723,1.660105
43-2804901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.310228,0.835276,1.232658
44-2805043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.525049,0.923431
45-2804854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.398382
46-2805023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
