순번_정류장ID,1-2803028,2-2803017,3-2803013,4-2803004,5-2802997,6-2802990,7-2802966,8-2802940,9-2802926,10-2802921,11-2802901,12-2802884,13-2802875,14-2802863,15-2802847,16-2802844,17-2802867,18-2802899,19-2802864,20-2802824,21-2802618
1-2803028,0,0.13910799999999998,0.395649,0.625594,0.773584,1.0025309999999998,1.3797549999999998,1.6688060000000002,1.78785,1.9429450000000001,2.0594759999999996,2.115781,2.259933,2.51419,2.7554279999999998,3.064044,3.286675,2.875844,3.3240269999999996,3.5692269999999997,3.873732
2-2803017,,0,0.25654099999999996,0.486486,0.634476,0.8634219999999999,1.2406469999999998,1.529698,1.648742,1.803837,1.920368,1.9766720000000002,2.119825,2.374082,2.615319,2.924936,3.146566,2.736736,3.184919,3.4301180000000002,3.7346239999999997
3-2803013,,,0,0.22994499999999998,0.37793499999999997,0.606881,0.9881059999999999,1.2771569999999999,1.396201,1.551296,1.667827,1.8861310000000002,2.030284,2.284541,2.525778,2.835395,2.988619,2.484195,2.932378,3.177577,3.4820830000000003
4-2803004,,,,0,0.14799,0.37693699999999997,0.758161,1.047212,1.166256,1.321352,1.437883,1.6561869999999999,1.800339,2.054596,2.295834,2.60545,2.758674,2.254251,2.701433,2.9466330000000003,3.252138
5-2802997,,,,,0,0.22894699999999998,0.610171,0.899222,1.018266,1.173362,1.289892,1.508197,1.652349,1.906606,2.147844,2.4574599999999998,2.610684,2.10626,2.554443,2.798643,3.104148
6-2802990,,,,,,0,0.381225,0.670276,0.78932,0.944415,1.060946,1.27925,1.423403,1.67766,1.918897,2.228514,2.381738,1.877314,2.325497,2.570696,2.8752020000000003
7-2802966,,,,,,,0,0.289051,0.408095,0.563191,0.737721,0.952026,1.096178,1.350435,1.591673,1.901289,2.110081,1.605657,2.05284,2.2980389999999997,2.603544
8-2802940,,,,,,,,0,0.11904400000000001,0.27514,0.44966999999999996,0.663975,0.808127,1.062384,1.304622,1.6142379999999998,1.8348689999999999,1.8947080000000003,2.341891,2.5870900000000003,2.8925959999999997
9-2802926,,,,,,,,,0,0.156095,0.33062600000000003,0.544931,0.689083,0.94334,1.1845780000000001,1.494194,1.715825,1.9149939999999999,2.363177,2.608377,2.835882
10-2802921,,,,,,,,,,0,0.174531,0.392835,0.536987,0.791245,1.032482,1.342098,1.5637290000000001,1.7588990000000002,2.2070819999999998,2.4512810000000003,2.683786
11-2802901,,,,,,,,,,,0,0.219304,0.36345700000000003,0.617714,0.858951,1.168568,1.390198,1.787378,2.2345610000000002,2.31624,2.510256
12-2802884,,,,,,,,,,,,0,0.144152,0.39841,0.6396470000000001,0.949263,1.170894,1.662318,2.273247,2.096936,2.2909509999999997
13-2802875,,,,,,,,,,,,,0,0.254257,0.49549499999999996,0.805111,1.026742,1.518165,2.129094,1.9527830000000002,2.146799
14-2802863,,,,,,,,,,,,,,0,0.241238,0.550854,0.7724840000000001,1.263908,1.8748369999999999,1.6985259999999998,1.8925419999999997
15-2802847,,,,,,,,,,,,,,,0,0.309616,0.531247,1.0226709999999999,1.6336,1.4572889999999998,1.651304
16-2802844,,,,,,,,,,,,,,,,0,0.221631,0.726055,1.337983,1.160672,1.354688
17-2802867,,,,,,,,,,,,,,,,,0,0.504424,1.115353,0.939042,1.133058
18-2802899,,,,,,,,,,,,,,,,,,0,0.6109289999999999,0.8561290000000001,1.161634
19-2802864,,,,,,,,,,,,,,,,,,,0,0.2452,0.594705
20-2802824,,,,,,,,,,,,,,,,,,,,0,0.349505
21-2802618,,,,,,,,,,,,,,,,,,,,,0
