순번_정류장ID,1-2805936,2-2805934,3-2800328,4-2800640,5-2800636,6-2800637,7-2800647,8-2800666,9-2800678,10-2800688,11-2805582,12-2800715,13-2800752,14-2800788,15-2800799,16-2800804,17-2803056,18-2802651,19-2803065,20-2803067,21-2803040,22-2803071,23-2803082,24-2803093,25-2803107,26-2803121,27-2803125,28-2803225,29-2803233,30-2803234,31-2803237,32-2803241,33-2802763,34-2802635,35-2802730,36-2802727,37-2802734,38-2802756,39-2802782,40-2802829,41-2802814,42-2802801,43-2802791,44-2802784,45-2802785,46-2802796,47-2802177,48-2802817,49-2802618,50-2802176,51-2802169,52-2802154,53-2801846,54-2802103,55-2802067,56-2802056,57-2802050,58-2802075,59-2802089,60-2802079,61-2802060,62-2804815,63-2802071,64-2802091,65-2802097,66-2802088,67-2802081,68-2802066,69-2802044,70-2801906,71-2802004,72-2802000,73-2807183,74-2802018,75-2800097,76-2800060,77-2800094,78-2800092,79-2800091,80-2800081,81-2800085,82-2800087,83-2800090,84-2800089
21-2803040,,,,,,,,,,,,,,,,,,,,,0,0.361509,0.6631229999999999,1.059899,1.322594,1.513701,1.916971,2.104741,1.8756240000000002,1.882269,2.168202,2.399716,2.316498,3.140409,3.633178,3.539313,3.629096,3.9323059999999996,4.433608,5.0393989999999995,5.399985,5.554942,5.704045,5.967258999999999,6.318454,6.6018229999999996,6.9138850000000005,7.360376,7.681066,7.9244259999999995,8.306212,7.929995,7.678616000000001,7.382442,7.3064800000000005,7.605459,7.941663,8.358413,8.658466,8.833892,9.213306,9.375778,9.58635,9.725106,9.839346,10.068383,10.118694999999999,10.435141,10.297974,10.657416,10.850022000000001,11.230422,11.932361,12.462788,13.188934,13.634352,14.130179,14.436210999999998,14.767326,15.545195000000001,15.435862,15.824725,16.124508,16.341558
22-2803071,,,,,,,,,,,,,,,,,,,,,,0,0.304614,0.70139,0.9640850000000001,1.154192,1.558463,1.746232,1.674522,1.6811669999999999,1.9670990000000002,2.199614,2.116396,2.940306,3.433075,3.665211,3.753993,4.056203,4.557505,4.839297,5.199883,5.508567,5.8259419999999995,6.092157,6.442352,6.72372,7.036783,7.484274,7.805964,8.049323,8.430109,8.054892,7.804514,7.504339,7.429378,7.728357000000001,8.064561,8.48131,8.782364,8.957789,9.338203,9.498675,9.710248,9.848004,9.963244,10.190281,10.259203999999999,10.57565,10.438483,10.797925,10.990530999999999,11.370931,12.072869,12.603297,13.329443,13.774860999999998,14.270688,14.576720000000002,14.907835,15.685703,15.576371,15.965233,16.265017,16.482067
23-2803082,,,,,,,,,,,,,,,,,,,,,,,0,0.396776,0.6594720000000001,0.849578,1.2528489999999999,1.441619,1.725502,1.732146,2.018079,2.421773,2.41701,3.24092,3.733689,3.965825,4.056607,4.357817,4.861119,5.139911,5.500496,5.808180999999999,6.128556,6.3947709999999995,6.743966,7.028334,7.341397,7.7848880000000005,8.107578,8.349936999999999,8.732723,8.357505999999999,8.105127,7.806953,7.730992,8.03097,8.366175,8.782924000000001,9.084978,9.257403,9.641817,9.802289,10.010862,10.152617999999999,10.264858,10.492894999999999,10.560818,10.877263000000001,10.740097,11.100538,11.292145,11.672545,12.374483,12.904911,13.631056,14.076475,14.572301999999999,14.879334,15.210448999999999,15.988317000000002,15.878985,16.266847,16.567631,16.783681
24-2803093,,,,,,,,,,,,,,,,,,,,,,,,0,0.262696,0.45280200000000004,0.856073,1.044843,1.328726,1.3353700000000002,1.6213030000000002,2.024997,2.5826,3.40651,3.899279,4.3534,4.451383,4.754593,5.255895,5.3055010000000005,5.666086,5.973771,6.525332,6.790547,7.1407419999999995,7.42311,7.736173,8.181663,8.502353999999999,8.746713,9.127499,8.751282000000002,8.500903,8.203729,8.128767,8.425746,8.763950999999999,9.1797,9.481753999999999,9.656179,10.037593,10.198065,10.407637,10.548394,10.660634,10.889671,10.958594,11.275039,11.136873,11.496314,11.689921,12.070319999999999,12.772259,13.302686999999999,14.028832000000001,14.473251000000001,14.970076999999998,15.276110000000001,15.606225,16.385092999999998,16.274760999999998,16.663623,16.964407,17.180456
25-2803107,,,,,,,,,,,,,,,,,,,,,,,,,0,0.191107,0.594378,0.783147,1.06703,1.073675,1.359608,1.7633009999999998,2.320904,3.1448150000000004,3.6375839999999995,4.091705,4.508502,4.811712,5.31541,5.044805,5.404391,5.712076000000001,6.289451000000001,6.553666000000001,6.955861,7.239228999999999,7.552291,7.997782000000001,8.319472,8.563832000000001,8.943617999999999,8.568401,8.558022,8.260848,8.184886,8.483865,8.820069,9.236819,9.537872,9.712297999999999,10.093712,10.255184,10.464756,10.430911,10.476752000000001,10.705789,10.838713,11.155158,11.357991,11.717433,11.910039,12.290439,12.992378,13.522804999999998,14.248951000000002,14.694369,15.190195999999998,15.496228,15.827342999999999,16.605211999999998,16.495879000000002,16.884742000000003,17.184525,17.401575
26-2803121,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.403271,0.59204,0.875923,0.882568,1.168501,1.572195,2.129797,2.9537080000000002,3.446477,3.9005980000000005,4.317394999999999,4.6186050000000005,5.124303,4.852698,5.214283999999999,5.521969,6.099344,6.3635589999999995,6.766754,7.0491220000000006,7.361185000000001,7.806675,8.128366,8.373725,8.753511,8.378294,8.363914999999999,8.068741000000001,7.992779,8.290758,8.627963000000001,9.045712,9.346766,9.521191,9.901605,10.063077,10.271649,10.240803999999999,10.286646000000001,10.514682,10.647606,10.966051,11.166885,11.526326,11.718932,12.099332,12.799271000000001,13.328698999999999,14.056844,14.503263,15.000089000000001,15.304120999999999,15.636237,16.414105,16.303773,16.692635,16.992419,17.207468
27-2803125,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18877,0.622016,0.8852979999999999,1.171231,1.574924,2.132527,2.956438,3.449207,3.9033269999999995,4.320125,4.623334,5.126032,4.856428,5.216014,5.524698,6.102073000000001,6.366288,6.767483,7.051850999999999,7.365914,7.811405000000001,8.133094999999999,8.376453999999999,8.75624,8.382024000000001,8.370645,8.07347,7.995508999999999,8.296488,8.632692,9.049441999999999,9.348495,9.52392,9.905334,10.067806,10.275379,10.243534,10.289375,10.518412,10.651335000000001,10.968781,11.168614,11.528056,11.721662,12.102062,12.805,13.333428,14.061573999999998,14.505992,15.001819,15.306851000000002,15.639966000000001,16.415835,16.307502,16.695365,16.997148000000003,17.213198000000002
28-2803225,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.43324700000000005,0.6965279999999999,0.982461,1.386155,1.943757,2.767668,3.260437,3.7145580000000002,4.129355,4.432565,4.937263,4.667658,5.0272440000000005,5.334929,5.912304,6.176519,6.579714,6.862082000000001,7.175144,7.621635,7.943325,8.187685,8.567471000000001,8.192254,8.177875,7.881701,7.805739,8.104718,8.440922,8.858672,9.159725,9.334151,9.714564999999999,9.876037,10.085609,10.054764,10.100605,10.329642,10.462566,10.779011,10.978844,11.339286,11.530892,11.912291999999999,12.613230999999999,13.144657999999998,13.869804,14.315222,14.812048999999998,15.118081,15.449197,16.226065,16.117732,16.505595,16.805378,17.022428
29-2803233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.263282,0.549215,0.952908,1.5105110000000002,2.334422,2.827191,3.281311,3.6981089999999996,3.9993190000000003,4.505017,4.233412,4.594998,4.901683,5.480057,5.743272,6.147467,6.429836,6.741898,7.189389,7.510078999999999,7.755439,8.134225,7.758008,7.7466289999999995,7.449455,7.373492999999999,7.672472,8.007676,8.425426,8.725479,8.901904,9.282319000000001,9.444791,9.654363,9.620517999999999,9.667359,9.897396,10.030319,10.345765,10.548598,10.906039999999999,11.100646000000001,11.479046,12.180985,12.710412,13.437558,13.882976000000001,14.380803,14.686835,15.01795,15.793819000000001,15.683485999999998,16.074348999999998,16.373132000000002,16.589182
30-2803234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.288933,0.692627,1.250229,2.0741400000000003,2.566909,3.02103,3.4378269999999995,3.7410370000000004,4.2447349999999995,3.9731300000000003,4.334716,4.642401,5.218776,5.4839910000000005,5.885186,6.169554,6.482616999999999,6.929107000000001,7.248798,7.495157000000001,7.874942999999999,7.498726,7.485347,7.191172999999999,7.113211,7.41219,7.749395,8.166144000000001,8.467198,8.640623,9.023037,9.183508999999999,9.394081,9.362237,9.407078,9.636115,9.770038000000001,10.086483,10.287317,10.645758,10.838365,11.218764,11.920703,12.452131,13.177276,13.623695000000001,14.118521,14.424553,14.757669,15.534537,15.424204999999999,15.813067000000002,16.113851,16.3309
31-2803237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.403694,0.961297,1.785207,2.277976,2.732097,3.148894,3.450104,3.955802,3.685197,4.045783,4.352468,4.930843,5.194058,5.596253,5.880621,6.193683999999999,6.640175,6.960864999999999,7.205224,7.5850100000000005,7.2097929999999995,7.196414,6.900239999999999,6.824278,7.123257000000001,7.460462,7.876211,8.177265,8.35169,8.732104,8.894575999999999,9.105149,9.072303999999999,9.119145,9.348182000000001,9.481105,9.79755,9.996383999999999,10.356825,10.549432000000001,10.928832,11.632769999999999,12.162198,12.888342999999999,13.332761999999999,13.829589000000002,14.135620999999999,14.467735999999999,15.245604,15.135272,15.524134,15.823917999999999,16.039968
32-2803241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.559603,1.383514,1.8762830000000001,2.330403,2.745201,3.048411,3.5531080000000004,3.283504,3.6440900000000003,3.950774,4.528149,4.792364,5.196559,5.478927,5.79199,6.237481,6.559171000000001,6.80353,7.1833160000000005,6.8081,6.792721,6.4965459999999995,6.421584999999999,6.723564,7.058768,7.475517999999999,7.7735710000000005,7.951996,8.329410000000001,8.490882000000001,8.703455,8.66961,8.716451,8.945488000000001,9.078411000000001,9.394857,9.59769,9.956132,10.145738,10.529138,11.228076,11.762504,12.48465,12.934068,13.425895,13.731926999999999,14.063042000000001,14.840910999999998,14.731578,15.121441,15.424223999999999,15.637274
33-2802763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8239110000000001,1.3166799999999999,1.7708009999999998,2.185598,2.4908080000000004,2.9945060000000003,2.7239009999999997,3.083487,3.392172,3.969547,4.2337620000000005,4.636957,4.919325,5.232387,5.678878,5.999568,6.244928,6.623714,6.248497,6.235118,5.936944,5.862982,6.1639610000000005,6.500165,6.914915,7.214967999999999,7.390394000000001,7.771808,7.93328,8.142852,8.111007,8.156848,8.385885,8.518809,8.836253999999998,9.036087,9.395529,9.586135,9.969535,10.670474,11.200901,11.926047,12.372465,12.867291999999999,13.174323999999999,13.506439000000002,14.283307999999998,14.171975,14.562838000000001,14.862620999999999,15.077670999999999
34-2802635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49276899999999996,0.94689,1.361687,1.664897,2.166199,2.856991,3.2175759999999998,3.285533,3.4346360000000002,3.6988510000000003,4.049046,4.332414,4.645477,5.090968,5.412658,5.657017,6.036803,5.661586,5.409207,5.113033000000001,5.037072,5.33605,5.672255000000001,6.089004,6.390058,6.564483,6.945897,7.107369,7.316942,7.456697999999999,7.5699380000000005,7.798975,7.9318979999999994,8.248342999999998,8.210177,8.569619,8.762225,9.142625,9.844563,10.374991,11.101136,11.546555,12.042382,12.348414,12.679528999999999,13.457397,13.348065,13.736927,14.036710999999999,14.253760999999999
35-2802730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.454121,0.8709180000000001,1.174128,1.67543,2.366221,2.726807,2.796764,2.945867,3.210082,3.559277,3.8426449999999996,4.155708,4.601198,4.922889,5.167248000000001,5.547034,5.171817,4.920438,4.624264,4.548302,4.847281,5.183486,5.600235,5.901289,6.075714,6.457128,6.6186,6.828172,6.967928999999999,7.080169000000001,7.309206,7.4421289999999996,7.758574,7.721408,8.080849,8.273456,8.653855,9.355794,9.886222,10.612366999999999,11.057786,11.553612,11.859644,12.190760000000001,12.968628,12.859296,13.248157999999998,13.547942,13.764991
36-2802727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41679799999999995,0.720008,1.2213100000000001,1.9121009999999998,2.272687,2.342644,2.490746,2.754961,3.104156,3.388525,3.7015870000000004,4.146078,4.467768,4.712127,5.091914,4.717697,4.465318,4.168143,4.092182,4.392161,4.728365,5.1451150000000005,5.4471680000000005,5.621593,6.002008,6.162479,6.372052,6.511808,6.626048,6.854085,6.988008,7.304454,7.266286999999999,7.625729,7.818335,8.199735,8.900673,9.431101,10.157247,10.602665,11.098492,11.404524,11.734639,12.513508,12.405175,12.792038,13.092821,13.308871
37-2802734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30521,0.806512,1.497303,1.857889,1.9268459999999998,2.075949,2.340164,2.689359,2.972727,3.28579,3.7312800000000004,4.052971,4.2973300000000005,4.677116000000001,4.301899,4.05152,3.753346,3.6773839999999995,3.9773629999999995,4.313568,4.730316999999999,5.031371,5.204796,5.5862099999999995,5.747682,5.957254,6.098011,6.210251,6.4392879999999995,6.572211,6.888656,6.85049,7.2109309999999995,7.403538,7.7829369999999995,8.485876,9.015303999999999,9.741449000000001,10.186867999999999,10.682694,10.989726,11.319842,12.097710000000001,11.988377999999999,12.377239999999999,12.677024000000001,12.894072999999999
38-2802756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.508302,1.199094,1.559679,1.8246360000000001,1.973739,2.238954,2.588149,2.871517,3.18458,3.630071,3.951761,4.19612,4.575906,4.200689,3.95031,3.652136,3.577175,3.876153,4.212358,4.629107,4.929161,5.104586,5.486000000000001,5.6474720000000005,5.857044999999999,5.995801,6.109041,6.338078,6.471001,6.787446000000001,6.749280000000001,7.108721000000001,7.302328,7.682728,8.384666000000001,8.915094,9.640239,10.085658,10.581485,10.887516999999999,11.219632,11.9965,11.887167999999999,12.27603,12.576814,12.792864
39-2802782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6907909999999999,1.051377,1.359062,1.936437,2.200652,2.603847,2.8872150000000003,3.200278,3.645768,3.967459,4.211818,4.591604,4.216387,4.198612000000001,3.9024379999999996,3.8264769999999997,4.1254550000000005,4.46166,4.8784089999999996,5.179463,5.354888,5.735302,5.897774,6.106347,6.078897,6.124739,6.353775,6.486699,6.8031440000000005,6.999582000000001,7.359024000000001,7.55163,7.93203,8.633968,9.164396,9.890541,10.336960000000001,10.831787,11.138819,11.468933999999999,12.246802,12.13747,12.526332,12.826116,13.043166000000001
40-2802829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.363586,0.671271,1.248646,1.512861,1.915056,2.198424,2.511487,2.956977,3.278668,3.5230269999999995,3.9028129999999996,3.527596,3.620597,3.917771,4.381081,4.68006,5.016265,4.8208,4.882068,5.056493,5.437907,5.599379,5.529863,5.390105999999999,5.435948000000001,5.664984,5.7979080000000005,6.1143529999999995,6.469628,7.2016279999999995,7.394234,7.774634,8.476573,9.007000999999999,9.733146000000001,10.178564999999999,10.674391,10.980423,11.311539,12.089407000000001,11.980075,12.368936999999999,12.668721000000001,12.885769999999999
41-2802814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307685,0.8880600000000001,1.152275,1.55447,1.837838,2.1509009999999997,2.596391,2.918082,3.162441,3.5422269999999996,3.16701,3.260011,3.557185,4.021495,4.319474,4.655679,4.460214,4.521481,4.695907,5.0773209999999995,5.238793,5.169277,5.02952,5.075361,5.304398,5.437322,5.753767,6.109042,6.841042,7.0336479999999995,7.414047999999999,8.115986999999999,8.646414,9.37256,9.817978,10.313805,10.619837,10.950953,11.728821,11.619489,12.008351,12.308135,12.525184
42-2802801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.580375,0.84459,1.2477850000000001,1.531153,1.844216,2.289707,2.611397,2.855756,3.2355419999999997,2.860325,2.9533259999999997,3.2505,3.71381,4.012789,4.348994,4.153529,4.214797,4.389222,4.770636,4.932108,4.862592,4.722836,4.768676999999999,4.997714,5.130637,5.447082,5.802357,6.534357,6.726964,7.107364,7.809302000000001,8.33973,9.065875,9.511294,10.007121000000001,10.313153,10.644267999999999,11.422136,11.312804,11.701666000000001,12.00145,12.2185
43-2802791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26721500000000004,0.6694100000000001,0.952778,1.265841,1.711332,2.0330220000000003,2.277381,2.657167,2.28195,2.374951,2.672126,3.135436,3.4354150000000003,3.7716190000000003,3.575155,3.636422,3.8108470000000003,4.192261,4.353733,4.284217,4.144461,4.190302,4.419339,4.552262000000001,4.868708,5.223982,5.955983,6.148589,6.528989,7.230927,7.761355,8.487501,8.932919,9.428746,9.734778,10.065892999999999,10.843762,10.734428999999999,11.123291,11.423075,11.640125
44-2802784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.40219499999999997,0.6855640000000001,0.998626,1.444117,1.765807,2.010167,2.3899529999999998,2.014736,2.1077369999999997,2.4049110000000002,2.869221,3.1672,3.503404,3.3079400000000003,3.369207,3.543632,3.925047,4.086519,4.017002,3.877246,3.923087,4.152124,4.2850470000000005,4.601493,4.956767,5.688768,5.881374,6.261774,6.963713,7.49414,8.220286,8.665704,9.161531,9.467563,9.798678,10.576547,10.467214,10.856077,11.15586,11.372910000000001
45-2802785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.283368,0.596431,1.041922,1.363612,1.6079709999999998,1.987757,1.880838,1.973839,2.271013,2.735323,3.034302,3.370506,3.174042,3.235309,3.409735,3.791149,3.9526209999999997,3.8831050000000005,3.743348,3.789189,4.018226,4.15115,4.467594999999999,4.82287,5.554869999999999,5.747476,6.1278760000000005,6.829814999999999,7.3602419999999995,8.086388000000001,8.531806,9.027633,9.333665,9.664781,10.442649000000001,10.333316,10.722178999999999,11.021962,11.239011999999999
46-2802796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.31306300000000004,0.758554,1.080244,1.324603,1.704389,2.123795,2.257207,2.5543810000000002,3.018691,3.31667,3.652875,3.45741,3.518678,3.693103,4.074517,4.235989,4.166473000000001,4.026717,4.072558,4.301595,4.434518,4.750963,5.106237999999999,5.838238,6.030844999999999,6.411245,7.113183,7.643611,8.369756,8.815175,9.311001,9.617034,9.948149,10.726017,10.616685,11.005547,11.305330999999999,11.52238
47-2802177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44549099999999997,0.767181,1.0115399999999999,1.391327,1.810732,2.1501099999999997,2.447285,2.911595,3.2095740000000004,3.5467779999999998,3.350314,3.411581,3.586006,3.967421,4.128892,4.059376,3.9196199999999997,3.965461,4.194498,4.327421,4.643867,4.999141000000001,5.731142,5.923748000000001,6.3041480000000005,7.006086,7.536514,8.26266,8.708078,9.203905,9.509936999999999,9.841052000000001,10.618921,10.509588,10.898451,11.198234,11.415284
48-2802817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32769000000000004,0.57205,0.951836,1.371241,1.71062,2.007794,2.471104,2.770083,3.106287,2.910823,2.97209,3.146516,3.5279300000000005,3.689402,3.619886,3.4801290000000003,3.5259699999999996,3.755007,3.8879309999999996,4.204376,4.55965,5.291651,5.484257,5.864657,6.5665960000000005,7.097022999999999,7.823169,8.268587,8.764414,9.070446,9.401561000000001,10.17943,10.070097,10.458960000000001,10.758742999999999,10.975793
49-2802618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24536,0.625146,1.044551,1.4469299999999998,1.744104,2.207414,2.506393,2.842597,2.5891330000000004,2.6504,2.824825,3.20624,3.3677120000000005,3.2981949999999998,3.158439,3.20428,3.4333169999999997,3.56624,3.882686,4.23796,4.969961,5.162567,5.542967,6.244905999999999,6.775333,7.501479,7.946897,8.442724,8.748756,9.079871,9.85774,9.748407,10.13727,10.437053,10.654103
50-2802176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.379786,0.799191,1.20157,1.498744,1.9620540000000002,2.2610330000000003,2.597238,2.343773,2.405041,2.579466,2.96088,3.1223520000000002,3.052836,2.91308,2.958921,3.187958,3.320881,3.6373260000000003,3.992601,4.724601,4.9172080000000005,5.297608,5.999546,6.529974,7.256119,7.701538,8.197365,8.503397,8.834512,9.61238,9.503048,9.891910000000001,10.191694,10.408744
51-2802169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41940600000000006,0.8217840000000001,1.118959,1.5822690000000001,1.8822470000000002,2.217452,2.0219869999999998,2.083255,2.25768,2.639094,2.800566,2.73105,2.591294,2.637135,2.866172,2.999095,3.31554,3.670815,4.402815,4.595422,4.975822,5.67776,6.208188,6.9343330000000005,7.379752000000001,7.875578999999999,8.181611,8.512725999999999,9.290594,9.181262,9.570124,9.869908,10.086958000000001
52-2802154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.402379,0.699554,1.162864,1.461842,1.7980470000000002,1.602582,1.66385,1.838275,2.219689,2.381161,2.311645,2.1718889999999997,2.21773,2.446767,2.5796900000000003,2.8961349999999997,3.25141,3.9834099999999997,4.176017,4.556417,5.258355,5.7887830000000005,6.514928,6.9603470000000005,7.456174000000001,7.762206,8.093321000000001,8.871189,8.761857000000001,9.150719,9.450503,9.667553
53-2801846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297175,0.7604850000000001,1.0594629999999998,1.3956680000000001,1.2082030000000001,1.269471,1.4438959999999998,1.8253099999999998,1.986782,2.196355,2.2648900000000003,2.310731,2.539768,2.672691,2.9891360000000002,3.344411,4.076411,4.269018,4.649417,5.351356,5.881784,6.6079289999999995,7.053348,7.549174000000001,7.855206,8.186322,8.964189999999999,8.854858,9.24372,9.543503999999999,9.760553
54-2802103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46431000000000006,0.763289,1.099494,1.260758,1.322025,1.49645,1.877864,2.039336,2.248909,2.388665,2.573905,2.802942,2.9268650000000003,3.2433110000000003,3.598585,3.996857,4.189463,4.569863,5.271802,5.802230000000001,6.528375,6.973794,7.46962,7.775652,8.106767999999999,8.884636,8.775304,9.164166,9.46395,9.680999
55-2802067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.298979,0.635184,1.051933,1.352986,1.527412,1.908826,2.0702979999999997,2.2798700000000003,2.419626,2.604867,2.833903,2.957827,3.2742720000000003,3.173106,3.532547,3.7251529999999997,4.105553,4.807492,5.337919,6.064065,6.509484,7.005310000000001,7.311342,7.642458,8.420326,8.310994,8.699856,8.99964,9.216689
56-2802056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33620500000000003,0.752954,1.054008,1.2284329999999999,1.609847,1.7713189999999999,1.980891,2.120648,2.305888,2.534924,2.658848,2.975293,2.874127,3.233568,3.4261739999999996,3.806574,4.508513,5.038941,5.765086,6.210505,6.706331,7.012363000000001,7.343478999999999,8.121347,8.012015,8.400877000000001,8.700661,8.917710000000001
57-2802050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41675,0.717803,0.892229,1.273643,1.435115,1.6446869999999998,1.784443,1.969683,2.1987200000000002,2.322644,2.639089,2.537922,2.897364,3.08997,3.4703699999999995,4.172308999999999,4.702736,5.428882,5.8743,6.370127,6.676158999999999,7.007274000000001,7.785143,7.67581,8.064672999999999,8.364456,8.581506
58-2802075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.301054,0.475479,0.856893,1.018365,1.227938,1.367694,1.552934,1.781971,1.905894,2.222339,2.577614,3.0628290000000002,3.255435,3.6358349999999997,4.337773,4.868201,5.594346,6.039765,6.535591999999999,6.841624,7.172739,7.950607000000001,7.841275,8.230137,8.529921,8.746971
59-2802089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.174425,0.55584,0.717312,0.926884,1.06664,1.25888,1.487917,1.60484,1.921286,2.27656,2.983561,3.176167,3.556567,4.258506,4.788933,5.515079,5.960497,6.4563239999999995,6.762356,7.093471000000001,7.871339999999999,7.7620070000000005,8.15087,8.450652999999999,8.667703
60-2802079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.381414,0.542886,0.752459,0.892215,1.084455,1.313492,1.430415,1.746861,2.1021349999999996,2.809136,3.0017419999999997,3.382142,4.08408,4.614508,5.340654,5.786072,6.281899,6.587931,6.919046000000001,7.696915,7.587582,7.976445,8.276228,8.493278
61-2802060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.161472,0.371044,0.5108010000000001,0.703041,0.9320780000000001,1.049001,1.365446,1.720721,2.427721,2.6203279999999998,3.000728,3.7026660000000002,4.233094,4.959239,5.404658,5.900485,6.206517,6.537632,7.3155,7.206167999999999,7.59503,7.894814,8.111864
62-2804815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.209573,0.349329,0.541569,0.770606,0.8875290000000001,1.203975,1.5592489999999999,2.26625,2.458856,2.8392560000000002,3.5411940000000004,4.0716220000000005,4.7977669999999994,5.243186,5.739013,6.045045,6.37616,7.154028,7.044696000000001,7.4335580000000006,7.7333419999999995,7.950392
63-2802071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.139756,0.331996,0.561033,0.6779569999999999,0.994402,1.349677,2.056677,2.249283,2.629683,3.3316220000000003,3.862049,4.588195,5.033613,5.52944,5.835472,6.166588,6.944456,6.835122999999999,7.223986,7.523769000000001,7.740819
64-2802091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19224000000000002,0.42127700000000007,0.5542,0.8706459999999999,1.2259200000000001,1.957921,2.150527,2.530927,3.2328650000000003,3.763293,4.489439,4.934857,5.430683999999999,5.736716,6.067831,6.8457,6.7363669999999995,7.12523,7.425013000000001,7.642063
65-2802097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.229037,0.36096,0.6774060000000001,1.0326799999999998,1.7646810000000002,1.957287,2.337687,3.0396259999999997,3.5700529999999997,4.296199,4.741617,5.237444,5.543476,5.874591000000001,6.6524600000000005,6.543126999999999,6.931989999999999,7.231773,7.448823
66-2802088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.131924,0.44836899999999996,0.8036439999999999,1.535644,1.72825,2.10865,2.810589,3.341016,4.067162000000001,4.512580000000001,5.008407,5.314439,5.645555,6.4234230000000005,6.31409,6.702953,7.002736,7.219786
67-2802081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.316446,0.67172,1.403721,1.596327,1.9767270000000001,2.678665,3.209093,3.935239,4.380657,4.876484,5.182516000000001,5.513631,6.291499,6.182167,6.571028999999999,6.870813,7.0878630000000005
