순번_정류장ID,41-2807592,42-2807589,43-2807595,44-2805544,45-2807620,46-2803141,47-2803380,48-2805503,49-2803377,50-2805199,51-2805233,52-2805235,53-2805245,54-2805244,55-2805238,56-2805240,57-2805241,58-2805201,59-2805942,60-2803372,61-2803369,62-2803364,63-2805964,64-2805057,65-2806030,66-2807271,67-2803306,68-2803180,69-2804875,70-2803177,71-2807053,72-2805813,73-2805149,74-2807040,75-2806036,76-2803197,77-2805706,78-2803164,79-2803680
41-2807592,0,0.5268079999999999,2.7803560000000003,3.370626,4.974551,5.436814,5.617773000000001,5.800153,6.232337,6.746142,7.152378,7.806648,8.743513,8.651122,8.918322,9.437201,9.538772999999999,10.26458,10.724616000000001,11.132189,11.651064,12.272348,12.601574000000001,12.91339,13.52904,14.321318,18.865741,19.155965,19.506129,19.251467,18.673945,17.890151,17.363892,17.131729999999997,16.840123000000002,16.498572,17.755853,18.611413,19.084557
42-2807589,,0,2.253548,2.847818,4.4517430000000004,4.914006,5.094965,5.2773449999999995,5.709529,6.2233339999999995,6.629569999999999,7.28384,8.220705,8.128314,8.395514,8.914392999999999,9.015965,9.741771,10.201808,10.609380999999999,11.128256,11.74954,12.078766,12.390582,13.006231,13.79851,18.342932,18.633156,18.983321,18.728658,18.150136,17.367342999999998,16.841084,16.608922,16.317315,15.975764000000002,17.233045,18.087605,18.561748
43-2807595,,,0,0.594271,2.198195,2.660458,2.841418,3.023797,3.455981,3.969786,4.376022,5.030292,5.967158,5.874766999999999,6.141967,6.660845,6.762417999999999,7.488224000000001,7.9482610000000005,8.355833,8.874708,9.495992999999999,9.825218,10.137034,10.752684,11.544963000000001,16.089385,16.379609,16.729773,16.475111,15.896589,15.113795000000001,14.587535999999998,14.355374,14.063767000000002,13.722217,14.979497,15.834057999999999,16.308201
44-2805544,,,,0,1.603925,2.0661869999999998,2.247147,2.429527,2.86171,3.375515,3.7817519999999996,4.436022,5.372887,5.280496,5.547696,6.066575,6.168147,6.893953,7.35399,7.761563000000001,8.280438,8.901722,9.230948,9.542764,10.158413000000001,10.950692,15.495114000000001,15.786338,16.135503,15.881839999999999,15.303317999999999,14.519525,13.993266,13.761103,13.470497,13.128946,14.385226999999999,15.240787,15.71393
45-2807620,,,,,0,0.46226300000000003,0.6432220000000001,0.8256020000000001,1.257786,1.771591,2.177827,2.832097,3.768962,3.676571,3.943771,4.46265,4.564222,5.290029,5.750065,6.1576379999999995,6.676513000000001,7.297797,7.627022999999999,7.938839,8.554489,9.346767,13.891189,14.181414000000002,14.531578,14.276914999999999,13.698393,12.9156,12.389341,12.157179,11.865572,11.524021000000001,12.781302,13.635862,14.110005
46-2803141,,,,,,0,0.18095999999999998,0.36333899999999997,0.795523,1.309328,1.7155639999999999,2.3698349999999997,3.3067,3.214309,3.4815089999999995,4.000388,4.10196,4.8277660000000004,5.287803,5.695375,6.21425,6.835535,7.16476,7.476577000000001,8.092226,8.884505,13.429927,13.720151000000001,14.070314999999999,13.815653,13.237131,12.454338,11.928078,11.695916,11.404309,11.062759,12.320039999999999,13.1746,13.648743
47-2803380,,,,,,,0,0.18238,0.614564,1.128368,1.534605,2.188875,3.12574,3.0333490000000003,3.3005489999999997,3.819428,3.9210000000000003,4.646806,5.1068430000000005,5.514416000000001,6.033291,6.654575,6.983801,7.295617,7.911266,8.703545,13.425967000000002,13.716191,14.066355999999999,13.811693,13.233170999999999,12.450378,11.924119000000001,11.691956,11.40035,11.058799,12.31608,13.170639999999999,13.644782999999999
48-2805503,,,,,,,,0,0.432184,0.945989,1.352225,2.006496,2.943361,2.8509700000000002,3.11817,3.6370489999999998,3.7386209999999997,4.464427,4.9244639999999995,5.332036,5.850911,6.472196,6.801421,7.113238000000001,7.728886999999999,8.521166000000001,13.607347,13.897571,14.247735,13.993073,13.414551000000001,12.631757,12.105497999999999,11.873336,11.581729,11.240179,12.497459,13.352020000000001,13.826163000000001
49-2803377,,,,,,,,,0,0.5138050000000001,0.920041,1.574311,2.511177,3.0119119999999997,3.2791129999999997,3.7979910000000006,3.8995629999999997,4.625369999999999,5.085406,5.492979,6.0118540000000005,6.633138000000001,6.962364,7.27418,7.88983,8.682108,14.040531,14.330754999999998,14.680919,14.426257000000001,13.847735,13.064941000000001,12.538682000000001,12.306519999999999,12.014913,11.673362,12.930643,13.785203,14.259347
50-2805199,,,,,,,,,,0,0.406236,1.060506,1.9973720000000001,2.757283,3.116181,3.6350589999999996,3.736632,4.462438,4.922475,5.330047,5.848922,6.470207,6.799432,7.111248,7.726897999999999,8.519177,14.553335999999998,14.84356,15.193724,14.939062,14.36054,13.577746,13.051487,12.819325,12.527718,12.186167,13.443448000000002,14.298008,14.772151999999998
