순번_정류장ID,31-2801647,32-2801617,33-2801590,34-2801201,35-2801538,36-2801526,37-2801504,38-2801488,39-2801479,40-2801466,41-2801442,42-2801441,43-2801445,44-2801435,45-2801419,46-2801407,47-2801398,48-2801374,49-2800205,50-2801327,51-2801308,52-2801284,53-2801274,54-2801269,55-2805502,56-2801285
31-2801647,0,0.544562,0.818512,0.9817629999999999,1.049353,1.160436,1.343605,1.4950649999999999,1.6450200000000001,1.858761,2.0843279999999997,1.996062,1.8160490000000002,1.955919,2.080475,2.298501,2.544814,2.916716,3.093284,3.207973,3.457734,3.7198599999999997,3.944164,4.1502930000000005,4.136161,3.77734
32-2801617,,0,0.27395,0.437201,0.510792,0.6218739999999999,0.8050430000000001,0.9565030000000001,1.106458,1.320199,1.545766,1.4575,1.277488,1.417357,1.5419129999999999,1.7589400000000002,2.006252,2.378154,2.554722,2.669411,2.919172,3.190229,3.414533,3.620661,3.5975989999999998,3.246099
33-2801590,,,0,0.163252,0.236842,0.347925,0.531094,0.682553,0.832508,1.046249,1.271816,1.18355,1.0035379999999998,1.143408,1.267963,1.48499,1.7313020000000001,2.103205,2.279772,2.394461,2.6442229999999998,2.915279,3.1405830000000003,3.3457120000000002,3.3236489999999996,2.971149
34-2801201,,,,0,0.073591,0.184673,0.367842,0.519302,0.669257,0.882998,1.108565,1.020299,0.8402860000000001,0.9801559999999999,1.1047120000000001,1.321739,1.568051,1.9399529999999998,2.116521,2.23121,2.480971,2.7520279999999997,2.9763319999999998,3.18246,3.159398,2.807898
35-2801538,,,,,0,0.11108299999999999,0.294252,0.450711,0.6006670000000001,0.814407,1.039974,0.951709,0.771696,0.911566,1.036122,1.254148,1.49946,1.872363,2.04893,2.162619,2.413381,2.684438,2.908741,3.1148700000000002,3.0918080000000003,2.740307
36-2801526,,,,,,0,0.183169,0.339629,0.489584,0.703324,0.928892,0.840626,0.660613,0.800483,0.925039,1.143065,1.3883780000000001,1.76128,1.9368470000000002,2.052536,2.302298,2.572355,2.796659,3.002787,2.979725,2.629225
37-2801504,,,,,,,0,0.15646,0.306415,0.5201560000000001,0.7457229999999999,0.657457,0.477444,0.617314,0.74187,0.9598959999999999,1.206209,1.578111,1.754678,1.8693669999999998,2.119129,2.390186,2.61449,2.820618,2.797556,2.446056
38-2801488,,,,,,,,0,0.149955,0.363696,0.589263,0.5941960000000001,0.41418299999999997,0.554053,0.678609,0.8956350000000001,1.073749,1.445652,1.622219,1.8061060000000002,2.054868,2.325925,2.5502290000000003,2.756357,2.734295,2.381795
39-2801479,,,,,,,,,0,0.213741,0.439308,0.55185,0.564138,0.704008,0.828564,0.96341,0.923794,1.295696,1.472264,1.6939529999999998,1.943715,2.401771,2.626075,2.832204,2.622141,2.270641
40-2801466,,,,,,,,,,0,0.22556700000000002,0.338109,0.518121,0.735159,0.859715,0.7496689999999999,0.7100529999999999,1.081956,1.258523,1.480212,1.7299740000000001,2.188031,2.4123349999999997,2.618463,2.408401,2.0569
41-2801442,,,,,,,,,,,0,0.112542,0.292554,0.509592,0.6341479999999999,0.5241020000000001,0.48448599999999997,0.856389,1.032956,1.254645,1.504407,1.962464,2.1867669999999997,2.392896,2.182834,1.831333
42-2801441,,,,,,,,,,,,0,0.180013,0.39705,0.521606,0.598368,0.558752,0.9306540000000001,1.107222,1.328911,1.5786719999999999,2.0367290000000002,2.2610330000000003,2.467162,2.257099,1.9055990000000003
43-2801445,,,,,,,,,,,,,0,0.217038,0.341593,0.55862,0.7387640000000001,1.110667,1.287234,1.468091,1.7178529999999999,1.98891,2.213213,2.419342,2.3962790000000003,2.044779
44-2801435,,,,,,,,,,,,,,0,0.124556,0.342582,0.588895,0.9607969999999999,1.137364,1.252053,1.501815,1.7728720000000002,1.9971759999999998,2.203304,2.180242,1.8287419999999999
45-2801419,,,,,,,,,,,,,,,0,0.218027,0.46433900000000006,0.836241,1.012809,1.127498,1.377259,1.648316,1.8726200000000002,2.078749,2.055686,1.704186
46-2801407,,,,,,,,,,,,,,,,0,0.24631199999999998,0.618215,0.794782,1.016471,1.266233,1.72429,1.948594,2.154722,1.9446599999999998,1.5931600000000001
47-2801398,,,,,,,,,,,,,,,,,0,0.37490300000000004,0.64347,0.865159,1.1149209999999998,1.572978,1.7972810000000001,2.0034099999999997,1.793348,1.4418469999999999
48-2801374,,,,,,,,,,,,,,,,,,0,0.268568,0.490257,0.7400180000000001,1.198075,1.422379,1.628507,1.4184450000000002,1.066945
49-2800205,,,,,,,,,,,,,,,,,,,0,0.223689,0.473451,0.931508,1.155812,1.36194,1.151878,0.8003779999999999
50-2801327,,,,,,,,,,,,,,,,,,,,0,0.24976199999999998,0.711819,0.9361229999999999,1.1422510000000001,1.127202,0.7692979999999999
51-2801308,,,,,,,,,,,,,,,,,,,,,0,0.462057,0.686361,0.892489,0.959427,0.519536
52-2801284,,,,,,,,,,,,,,,,,,,,,,0,0.224304,0.430433,0.67298,0.76013
53-2801274,,,,,,,,,,,,,,,,,,,,,,,0,0.206129,0.449676,0.897566
54-2801269,,,,,,,,,,,,,,,,,,,,,,,,0,0.24354699999999999,0.691438
55-2805502,,,,,,,,,,,,,,,,,,,,,,,,,0,0.447891
56-2801285,,,,,,,,,,,,,,,,,,,,,,,,,,0
