순번_정류장ID,22-2802828,23-2802892,24-2802866,25-2802839,26-2802845,27-2802861,28-2802872,29-2802881,30-2802919,31-2802927,32-2802938,33-2802960,34-2802987,35-2802998,36-2802627,37-2802626,38-2803015,39-2802640,40-2803033,41-2805834,42-2805835,43-2805836,44-2803035,45-2803034,46-2803027
22-2802828,0,1.110598,1.400133,1.7811740000000003,1.8905889999999999,2.1730259999999997,2.4045330000000003,2.587075,2.684621,2.812539,2.792792,2.551764,2.766165,3.0751009999999996,3.159263,3.443276,3.614621,3.82358,4.142521,4.314522,4.477621,4.473183000000001,4.305152,4.115655,3.8107230000000003
23-2802892,,0,0.44677700000000004,0.827818,0.937233,1.21967,1.451177,1.633718,1.842977,1.970896,1.9511490000000002,1.71012,1.924521,2.233457,2.3176200000000002,2.601633,2.772977,2.981936,3.300877,3.4728779999999997,3.6359769999999996,3.63154,3.4635089999999997,3.274012,2.9690790000000002
24-2802866,,,0,0.38104099999999996,0.490457,0.772894,1.0044,1.186942,1.5872469999999999,1.711165,1.8220759999999998,2.064104,2.371298,2.6802330000000003,2.764396,3.048409,3.122247,3.331206,3.651147,3.8221480000000003,3.9842470000000003,3.980809,3.812778,3.623281,3.319349
25-2802839,,,,0,0.10941500000000001,0.391852,0.623359,0.805901,1.210206,1.334124,1.445034,1.6870630000000002,2.05975,2.3686849999999997,2.452848,2.736861,2.745206,2.954164,3.2731060000000003,3.445107,3.6072059999999997,3.603768,3.435737,3.2462400000000002,2.9413080000000003
26-2802845,,,,,0,0.282437,0.513944,0.6964859999999999,1.100791,1.225709,1.336619,1.578648,1.950335,2.25927,2.343433,2.627446,2.636791,2.845749,3.164691,3.3366919999999998,3.498791,3.4953529999999997,3.327322,3.137825,2.832893
27-2802861,,,,,,0,0.23150700000000002,0.414049,0.818353,0.9422719999999999,1.053182,1.29521,1.6678970000000002,1.9768330000000003,2.060996,2.345009,2.353353,2.562312,2.881253,3.053254,3.215353,3.211916,3.043885,2.854388,2.549455
28-2802872,,,,,,,0,0.182542,0.586846,0.710765,0.821675,1.063703,1.43639,1.745326,1.829489,2.113502,2.121846,2.330805,2.649747,2.821748,2.9838459999999998,2.980409,2.812378,2.622881,2.317949
29-2802881,,,,,,,,0,0.404305,0.528223,0.639134,0.8811620000000001,1.253849,1.562785,1.6469470000000002,1.9309599999999998,1.9393049999999998,2.1482639999999997,2.467205,2.639206,2.8013049999999997,2.7978669999999997,2.629836,2.440339,2.135407
30-2802919,,,,,,,,,0,0.128918,0.239829,0.481857,0.908544,1.21748,1.301643,1.585656,1.757,1.965959,2.2849,2.456901,2.6189999999999998,2.6155619999999997,2.447531,2.258035,1.9531020000000001
31-2802927,,,,,,,,,,0,0.110911,0.352939,0.779626,1.088562,1.1727239999999999,1.4567370000000002,1.628082,1.837041,2.155982,2.327983,2.490082,2.487644,2.318613,2.129116,1.824184
32-2802938,,,,,,,,,,,0,0.24202800000000002,0.668715,0.977651,1.061814,1.345827,1.5171709999999998,1.72613,2.045071,2.217072,2.379171,2.375734,2.207703,2.018206,1.7132740000000002
33-2802960,,,,,,,,,,,,0,0.427687,0.7366229999999999,0.820785,1.104798,1.276143,1.4851020000000001,1.804043,1.976044,2.138143,2.134705,1.9666740000000003,1.777177,1.472245
34-2802987,,,,,,,,,,,,,0,0.308936,0.393099,0.6771119999999999,0.848456,1.057415,1.376356,1.548357,1.711456,1.708018,1.538987,1.3494899999999999,1.044558
35-2802998,,,,,,,,,,,,,,0,0.084163,0.368176,0.53952,0.748479,1.06742,1.239422,1.40252,1.399083,1.2300520000000001,1.040555,0.7356229999999999
36-2802627,,,,,,,,,,,,,,,0,0.284013,0.455358,0.664317,0.983258,1.155259,1.318358,1.31492,1.145889,0.956392,0.65146
37-2802626,,,,,,,,,,,,,,,,0,0.171345,0.380304,0.699245,0.871246,1.0333450000000002,1.029907,0.861876,0.672379,0.36744699999999997
38-2803015,,,,,,,,,,,,,,,,,0,0.211959,0.5309,0.702901,0.866,0.862562,0.693531,0.504035,0.199102
39-2802640,,,,,,,,,,,,,,,,,,0,0.319941,0.491942,0.654041,0.650604,0.482572,0.293076,0.31606100000000004
40-2803033,,,,,,,,,,,,,,,,,,,0,0.172001,0.3341,0.330662,0.162631,0.14593499999999998,0.331798
41-2805834,,,,,,,,,,,,,,,,,,,,0,0.163099,0.159661,0.025568,0.19886700000000002,0.503799
42-2805835,,,,,,,,,,,,,,,,,,,,,0,0.305562,0.171469,0.360966,0.665898
43-2805836,,,,,,,,,,,,,,,,,,,,,,0,0.16803099999999999,0.357528,0.66246
44-2803035,,,,,,,,,,,,,,,,,,,,,,,0,0.189497,0.494429
45-2803034,,,,,,,,,,,,,,,,,,,,,,,,0,0.30493200000000004
46-2803027,,,,,,,,,,,,,,,,,,,,,,,,,0
