순번_정류장ID,1-2805786,2-2806013,3-2801982,4-2801803,5-2801798,6-2801792,7-2801786,8-2801781,9-2801173,10-2801778,11-2801769,12-2801763,13-2801170,14-2801237,15-2801744,16-2801734,17-2801185,18-2801688
1-2805786,0,0.196854,0.48347399999999996,0.675797,0.92169,1.021477,1.141468,1.297499,1.107776,1.5310780000000002,1.752259,1.9305860000000001,2.2265580000000003,2.597984,2.841424,3.1057669999999997,3.393961,3.748991
2-2806013,,0,0.28662,0.478943,0.7248359999999999,0.824623,0.944614,1.100645,1.193683,1.474224,1.6954049999999998,1.873732,2.170704,2.54013,2.78557,3.049914,3.292107,3.6471370000000003
3-2801982,,,0,0.201324,0.44721700000000003,0.547004,0.666995,0.823026,1.176303,1.196605,1.417785,1.596113,1.8920849999999998,2.262511,2.50595,2.770294,3.015487,3.370518
4-2801803,,,,0,0.24589299999999997,0.34568000000000004,0.465671,0.6217020000000001,0.974979,0.996281,1.2174610000000001,1.395789,1.691761,2.0621869999999998,2.3066259999999996,2.56997,2.8131630000000003,3.1681939999999997
5-2801798,,,,,0,0.099787,0.21977800000000003,0.375809,0.9644809999999999,0.749388,0.970568,1.148896,1.444868,1.8162939999999999,2.058734,2.323077,2.611271,2.9663009999999996
6-2801792,,,,,,0,0.11999100000000001,0.276022,0.8646940000000001,0.649601,0.8707809999999999,1.049109,1.345081,1.715507,1.959947,2.2242900000000003,2.511483,2.866514
7-2801786,,,,,,,0,0.156031,0.744704,0.52961,0.750791,0.929118,1.22509,1.596516,1.840956,2.1043,2.393493,2.748523
8-2801781,,,,,,,,0,0.588672,0.373579,0.594759,0.773087,1.069059,1.4394850000000001,1.682925,1.947268,2.2364610000000003,2.592492
9-2801173,,,,,,,,,0,0.425303,0.646483,0.8248110000000001,1.120783,1.491209,1.734649,2.001992,2.287185,2.645216
10-2801778,,,,,,,,,,0,0.22118000000000002,0.399508,0.69548,1.065906,1.309346,1.573689,1.8618830000000002,2.216913
11-2801769,,,,,,,,,,,0,0.178328,0.47429899999999997,0.845726,1.089165,1.353509,1.641702,1.998733
12-2801763,,,,,,,,,,,,0,0.29597199999999996,0.6673979999999999,0.9118379999999999,1.176181,1.464375,1.819405
13-2801170,,,,,,,,,,,,,0,0.37042600000000003,0.613866,0.878209,1.167403,1.521433
14-2801237,,,,,,,,,,,,,,0,0.24444000000000002,0.509783,0.797977,1.153007
15-2801744,,,,,,,,,,,,,,,0,0.311344,0.599537,0.954567
16-2801734,,,,,,,,,,,,,,,,0,0.293194,0.648224
17-2801185,,,,,,,,,,,,,,,,,0,0.361031
18-2801688,,,,,,,,,,,,,,,,,,0
