순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800297,28-2803996,29-2803994,30-2803951,31-2803953,32-2803955,33-2803957,34-2803959,35-2803961,36-2803963,37-2803965,38-2803967,39-2803969,40-2803972,41-2803868,42-2803866,43-2803863,44-2803864,45-2800255,46-2803615,47-2803614,48-2803859,49-2806227,50-2803858,51-2803611,52-2806295,53-2806293,54-2804201,55-2806291,56-2807291,57-2804203,58-2804206,59-2804332,60-2804208,61-2804210,62-2804212,63-2804579,64-2803703
1-2800269,0,0.419283,0.773767,1.3496549999999998,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.325432,3.528497,3.7989290000000002,4.073614,4.760788,5.661112,5.821381,6.3746529999999995,7.079675999999999,7.510594,8.338006,8.790267,9.668077,10.989382,11.423039,11.845895,12.358194000000001,13.145269,13.129745000000002,13.438770000000002,14.087234,14.619142000000002,14.598539,14.043717000000001,13.653098000000002,12.89723,12.752266,13.192381,13.781413,14.132038,13.936354000000001,13.658427,13.282544,12.843517,12.646258,12.517923,11.972653,11.003727,10.637017,10.410437,9.725022000000001,9.379710000000001,8.344064,8.700186,8.953598,9.336223,9.526710000000001,9.758203,9.956998,10.498732,11.050305,11.543792,11.881069,12.410267,12.586367999999998
2-2805488,,0,0.354484,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,2.906149,3.109214,3.3796459999999997,3.6543309999999996,4.341506,5.241829,5.402099,5.955369999999999,6.660392999999999,7.091311,7.918723,8.370984,9.248794,10.569099000000001,11.002756,11.427612,11.940911999999999,12.727986999999999,12.711462,13.020487,13.668951999999999,14.19886,14.180257000000001,13.625434,13.234815,12.478947999999999,12.332983,12.774099,13.363131,13.712756,13.517071,13.239144,12.865262,12.426234,12.228975,12.10064,11.555371000000001,10.586444,10.219735,9.993153999999999,9.305738999999999,8.962427,7.926781,8.282903,8.536315,8.91894,9.109427,9.34092,9.539715,10.079449,10.633023,11.126509,11.461787,11.990984,12.167085
3-2807373,,,0,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.5516650000000003,2.75473,3.025162,3.299847,3.987022,4.887345,5.047615,5.600886,6.305909,6.736827000000001,7.564239,8.0165,8.89431,10.214615,10.647272000000001,11.073128,11.586428,12.373503,12.355978,12.664003,13.313467999999999,13.844376,13.825773000000002,13.27095,12.879331,12.124464,11.979499,12.418614999999999,13.007647,13.358272,13.164587,12.886660000000001,12.510778,12.07175,11.874492,11.746156,11.200887,10.23196,9.865250999999999,9.63867,8.953255,8.607944,7.572297,7.92842,8.181830999999999,8.564456,8.754944,8.986436,9.185232000000001,9.726966000000001,10.278539,10.772025,11.109303,11.6385,11.814602
4-2800272,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,1.9757770000000001,2.178842,2.449274,2.723959,3.4111339999999997,4.311457,4.471727,5.024998,5.730021,6.160939,6.988351,7.440612,8.318422,9.639727,10.072384,10.49624,11.00954,11.796615,11.781089999999999,12.089115,12.73758,13.268488,13.248885000000001,12.694061999999999,12.303443,11.547576,11.402611,11.842727,12.431759,12.781384,12.588699,12.310772,11.932889999999999,11.493862,11.296603999999999,11.168268,10.622999,9.656072,9.289363,9.062782,8.377367,8.032055,6.996409,7.350532,7.603942999999999,7.986567999999999,8.179056,8.410548,8.609344,9.151078,9.702651,10.196137,10.533415,11.062612,11.238714
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.5975540000000001,1.800619,2.0710509999999998,2.345736,3.032911,3.9332339999999997,4.093504,4.646775,5.3517980000000005,5.782716000000001,6.610128,7.062389,7.940199000000001,9.260504,9.694161,10.118017,10.631317,11.418391999999999,11.402867,11.710892,12.359357000000001,12.890265,12.870662,12.315839,11.92522,11.169353,11.024388,11.464504,12.053536,12.403161,12.210476,11.932549,11.556667,11.117639,10.920380999999999,10.790045,10.246775999999999,9.277849,8.909139999999999,8.684559,7.999144,7.6538330000000006,6.616186,6.974309,7.22772,7.608345,7.800833,8.032325,8.229121000000001,8.772855,9.324428,9.817914,10.155192,10.684389,10.860491
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.363557,1.566622,1.8370540000000002,2.111739,2.798914,3.699237,3.859507,4.412778,5.117801,5.548719,6.376131,6.828392,7.706202,9.026507,9.461164,9.885019999999999,10.39832,11.184395,11.16887,11.476894999999999,12.12536,12.656267999999999,12.636664999999999,12.082842,11.692223,10.935356,10.791391,11.231507,11.820539,12.169164,11.974478999999999,11.696552,11.32067,10.881642,10.684384,10.556047999999999,10.010779,9.041852,8.675142999999998,8.448561999999999,7.763147,7.419835000000001,6.382189,6.738312,6.9917229999999995,7.3743479999999995,7.564836,7.796328,7.995124000000001,8.536858,9.088431,9.581917,9.919195,10.450391999999999,10.624493
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.189576,1.392641,1.663073,1.937758,2.624932,3.5252550000000005,3.685525,4.238797,4.94382,5.374738,6.20215,6.654411,7.532221000000001,8.852526,9.287183,9.710039,10.224338000000001,11.009413,10.995889,11.301913,11.952378,12.481286,12.462683,11.907861,11.517241,10.762374000000001,10.617410000000001,11.057525,11.646557000000001,11.996182000000001,11.800498,11.524571,11.146688000000001,10.707661,10.510402000000001,10.384067,9.838797,8.869871,8.503161,8.276581,7.591166,7.243854,6.208208,6.56433,6.817741000000001,7.202367,7.392853999999999,7.624347,7.821142,8.362876,8.914449000000001,9.409936,9.747213,10.274411,10.450512
8-2800274,,,,,,,,0,0.35770799999999997,0.929632,1.1326969999999998,1.403129,1.677814,2.364989,3.2653119999999998,3.425582,3.978853,4.683876000000001,5.114794,5.942206,6.394467,7.272277000000001,8.592582,9.027239,9.451095,9.964395,10.75047,10.733945,11.04397,11.691435,12.222342999999999,12.202739999999999,11.648916999999999,11.258298,10.501431,10.356466000000001,10.796582,11.385614,11.735239,11.540554,11.262627,10.886745,10.447716999999999,10.250458,10.124122999999999,9.576853999999999,8.607927,8.241218,8.016637,7.329222,6.9859100000000005,5.948264,6.304386,6.557798,6.940423,7.130910000000001,7.362403,7.561197999999999,8.102932000000001,8.654506,9.147992,9.48727,10.016467,10.192568
9-2803847,,,,,,,,,0,0.576925,0.77999,1.050422,1.325107,2.012281,2.912605,3.072874,3.626146,4.331169,4.762087,5.589499,6.04176,6.919569999999999,8.239875,8.672532,9.097388,9.610686999999999,10.397762,10.382238000000001,10.690263,11.338727,11.869635,11.850032,11.29521,10.904591,10.148723,10.003759,10.443874000000001,11.032906,11.382531,11.189847,10.90992,10.534037,10.09501,9.899751,9.769416,9.226147000000001,8.25522,7.888510000000001,7.66193,6.978515,6.631203,5.597557,5.951679,6.205091,6.587716,6.780203,7.009696000000001,7.210491,7.750225,8.301798,8.795285,9.134563,9.661760000000001,9.837861
10-2803599,,,,,,,,,,0,0.203065,0.473498,0.748182,1.446357,2.34668,2.50695,3.060222,3.765244,4.196162999999999,5.023574,5.475835,6.353644999999999,7.67395,8.106607,8.530463000000001,9.043763,9.830838,9.815313,10.123338,10.771803,11.302711,11.285108000000001,10.730285,10.339666000000001,9.583799,9.438835000000001,9.87895,10.467982000000001,10.817607,11.257252000000001,10.979325,10.603442999999999,10.164415,9.967156,9.838821000000001,9.293552,8.324625,7.957916,7.7313350000000005,7.04592,6.700608,5.664962,6.021085,6.274496,6.657121000000001,6.847608,7.079101,7.277896000000001,7.81963,8.371203999999999,8.86469,9.201967999999999,9.731164999999999,9.907266
11-2804712,,,,,,,,,,,0,0.270432,0.545117,1.243292,2.143615,2.3038849999999997,2.8571560000000003,3.562179,3.993097,4.8205089999999995,5.2727699999999995,6.150580000000001,7.471885,7.904542,8.329398,8.842698,9.629773,9.614248,9.920273,10.570738,11.099646,11.082042999999999,10.52722,10.136600999999999,9.380734,9.235769,9.674885,10.263917,10.614542,11.244683,11.18239,10.806508000000001,10.36748,10.170222,10.041886,9.496617,8.52769,8.162981,7.9344,7.248985,6.9036729999999995,5.870026999999999,6.22415,6.477561,6.862186,7.0526740000000006,7.284166,7.482962,8.022696,8.574269000000001,9.067755,9.405033,9.93423,10.110332000000001
