순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800297,28-2803996,29-2803994,30-2803951,31-2803953,32-2803955,33-2803957,34-2803959,35-2803961,36-2803963,37-2803965,38-2803967,39-2803969,40-2803972,41-2803868,42-2803866,43-2803863,44-2803864,45-2800255,46-2803615,47-2803614,48-2803859,49-2806227,50-2803858,51-2803611,52-2806295,53-2806293,54-2804201,55-2806291,56-2807291,57-2804203,58-2804206,59-2804332,60-2804208,61-2804210,62-2804212,63-2804579,64-2803703
12-2800276,,,,,,,,,,,,0,0.274685,0.9728600000000001,1.8731830000000003,2.0334529999999997,2.5867240000000002,3.291747,3.722665,4.550077,5.002338,5.880148,7.201453,7.634110000000001,8.058966,8.572266,9.358341000000001,9.343816,9.651841000000001,10.300305999999999,10.831214,10.811611,10.256788,9.866169000000001,9.110302,8.965337,9.404453,9.994485000000001,10.34411,10.974250999999999,11.253178,11.076939999999999,10.637912,10.442654,10.312318,9.767049,8.800123,8.431413000000001,8.204832000000001,7.519417999999999,7.174106,6.138458999999999,6.496582,6.747992999999999,7.130617999999999,7.3211059999999994,7.552598,7.751394,8.293128,8.844700999999999,9.338187,9.675464999999999,10.204661999999999,10.380764
13-2800277,,,,,,,,,,,,,0,0.698175,1.598498,1.758768,2.312039,3.0170619999999997,3.4479800000000003,4.275392,4.727653,5.605462999999999,6.925768,7.359425,7.783281,8.296581,9.083656,9.068131,9.376156,10.024621,10.555529,10.535926,9.982103,9.590484,8.834617,8.689652,9.129767999999999,9.7198,10.068425,10.700566,10.977492999999999,11.353625,10.914597,10.715339,10.587003,10.043733999999999,9.074807,8.708098,8.479517,7.7941020000000005,7.450791000000001,6.415144000000001,6.771267,7.024678,7.407303,7.595791,7.827283,8.026079,8.569813,9.121386,9.612872,9.95015,10.479347,10.657449
14-2803597,,,,,,,,,,,,,,0,0.900323,1.0605930000000001,1.6138649999999999,2.3188880000000003,2.749806,3.5772180000000002,4.029478,4.907289,6.228594,6.661250999999999,7.085107000000001,7.598406,8.385481,8.369957000000001,8.677980999999999,9.326446,9.857353999999999,9.837750999999999,9.282929,8.892309,8.136442,7.991478,8.431593,9.020625,9.37025,10.001391,10.279318,10.657200999999999,11.096228,11.293486999999999,11.276178,10.730909,9.761982000000001,9.395272,9.168692,8.483277000000001,8.137965,7.1023190000000005,7.4584410000000005,7.711853,8.092478,8.282964999999999,8.516458,8.715253,9.256986999999999,9.808561,10.302047,10.639325,11.168522,11.342623
15-2806642,,,,,,,,,,,,,,,0,0.16027,0.713542,1.419565,1.850483,2.677895,3.130155,4.007966000000001,5.32827,5.760928,6.184784,6.6980830000000005,7.485158,7.469633,7.777658,8.426123,8.957031,8.938428,8.383605000000001,7.992986,7.237119,7.092155,7.53227,8.121302,8.470927,9.102068,9.379995,9.757878,10.196905000000001,10.394164,10.5205,11.065769,10.662305,10.295596000000002,10.069015,9.3836,9.038288,8.000642,8.358764,8.610176,8.994800999999999,9.185288,9.414781,9.615575999999999,10.15731,10.708884,11.20237,11.537647999999999,12.068845,12.242946
16-2804030,,,,,,,,,,,,,,,,0,0.553272,1.259295,1.6902130000000002,2.517625,2.9698860000000002,3.847696,5.168001,5.602658,6.025514,6.538814,7.325888000000001,7.310364,7.618389,8.266853,8.797761,8.778158,8.223336,7.832717,7.076849,6.931885,7.372000000000001,7.962032000000001,8.311657,8.941799000000001,9.219726,9.597608000000001,10.036636,10.233894,10.36123,10.905499,10.820575,10.455865,10.227285,9.54387,9.198558,8.160912,8.519034,8.770446000000002,9.153071,9.345558,9.577050999999999,9.773846,10.31758,10.869154,11.362639999999999,11.699917999999998,12.229115,12.405216000000001
17-2800279,,,,,,,,,,,,,,,,,0,0.706023,1.136941,1.9643529999999998,2.416614,3.294424,4.6147290000000005,5.048386,5.473242,5.984542,6.772616999999999,6.757092,7.0641169999999995,7.712581,8.243489,8.225886000000001,7.671064,7.280444999999999,6.524578,6.378613,6.818728999999999,7.407760000000001,7.7583850000000005,8.389527000000001,8.667454,9.044336999999999,9.483364,9.680622,9.806958,10.353227,10.547074,10.182364,9.955784,9.270369,8.923057,7.889411,8.245533,8.498944999999999,8.87957,9.070057,9.30355,9.500345,10.042079,10.593653,11.087139,11.426417,11.955614,12.129715
18-2804029,,,,,,,,,,,,,,,,,,0,0.43791800000000003,1.2653299999999998,1.717591,2.595401,3.9167059999999996,4.350363,4.774219,5.2875190000000005,6.074594,6.059069,6.367094,7.015559,7.546467,7.525864,6.9710410000000005,6.580422,5.824555,5.67959,6.119706,6.708738,7.058363000000001,7.6895039999999995,7.9674309999999995,8.345314,8.784341,8.9816,9.107935000000001,9.653203999999999,9.848051,9.483342,9.254761,8.571346,8.224034,7.1903880000000004,7.544511,7.797922,8.182547,8.373034,8.604527000000001,8.803322999999999,9.343057,9.89663,10.388116,10.727394,11.254591,11.430692
19-2800282,,,,,,,,,,,,,,,,,,,0,0.827412,1.279673,2.157483,3.477788,3.9104449999999997,4.335301,4.848601,5.634676,5.6191510000000005,5.928176000000001,6.576641,7.107549000000001,7.088946000000001,6.534123,6.143504,5.386637,5.242672,5.6827879999999995,6.27182,6.621445,7.252586,7.529513000000001,7.908396000000001,8.346423,8.543682,8.671018,9.216286,9.530787,9.164078,8.937497,8.252083,7.906771000000001,6.871124000000001,7.227247,7.480658,7.863283,8.051771,8.283263,8.484059,9.025793,9.575366,10.070852,10.406130000000001,10.937327,11.113429
20-2800284,,,,,,,,,,,,,,,,,,,,0,0.45226099999999997,1.330071,2.6503759999999996,3.0830330000000004,3.506889,4.020189,4.807264,4.791739,5.0997639999999995,5.748229,6.279137,6.819491,6.450189,6.05957,5.303703,5.158738,5.598854,6.187886,6.537511,7.168652000000001,7.446578999999999,7.824462,8.263489,8.460747999999999,8.587083999999999,9.132352000000001,10.101279,9.991489999999999,9.764909,9.079494,8.732183000000001,7.698536,8.054659,8.308069999999999,8.690695,8.881183,9.112675,9.311471000000001,9.853205,10.404778,10.898264,11.235542,11.764739,11.940841
21-2800285,,,,,,,,,,,,,,,,,,,,,0,0.8778100000000001,2.199115,2.632772,3.056628,3.568928,4.356003,4.340478,4.648503,5.296968,5.827876,6.368231,6.90145,6.510831,5.754964,5.609999,6.050115,6.639147,6.988772,7.619913,7.8978399999999995,8.275723,8.71475,8.912009,9.038344,9.583613,10.552539999999999,10.441751,10.21517,9.529755,9.184443,8.150797,8.50492,8.760330999999999,9.140956,9.331444,9.564936,9.761732,10.305466000000001,10.857039,11.350525,11.685803,12.217,12.393101
22-2803933,,,,,,,,,,,,,,,,,,,,,,0,1.3203049999999998,1.752962,2.176818,2.690118,3.477193,3.461668,3.769693,4.418157,4.949065,5.48942,6.044243,6.434862,6.632774,6.4878089999999995,6.928925,7.5169570000000006,7.866582000000001,8.497722999999999,8.77665,9.153533,9.59356,9.790819,9.916155,10.462423,11.43135,11.319561,11.09498,10.409564999999999,10.062254,9.028607000000001,9.384730000000001,9.638141000000001,10.018766000000001,10.211253999999998,10.442746000000001,10.639542,11.183276,11.734849,12.228335000000001,12.565613,13.09281,13.268912
23-2800287,,,,,,,,,,,,,,,,,,,,,,,0,0.43265699999999996,0.856513,1.369813,2.156888,2.141363,2.449388,3.0978529999999997,3.628761,4.169116000000001,4.7239379999999995,5.114557,5.870424,6.191387000000001,6.6315029999999995,7.220535000000001,7.5701600000000004,8.201300999999999,8.479227999999999,8.857111,9.296138000000001,9.493397,9.619732,10.165001,11.133928,11.500638,11.727217999999999,11.73087,11.385558,10.349912,10.704035000000001,10.957446000000001,11.342071,11.532559,11.764051,11.962847,12.502581,13.054153999999999,13.54964,13.886918,14.416115,14.592217000000002
24-2800288,,,,,,,,,,,,,,,,,,,,,,,,0,0.42385600000000007,0.937156,1.724231,1.708706,2.016731,2.665196,3.196104,3.7364589999999995,4.291281,4.6819,5.437767,5.75873,6.198846,6.787878,7.137503,7.768644,8.046571,8.424453999999999,8.863481,9.06074,9.187075,9.732344,10.701271,11.06798,11.294561,11.979975999999999,11.819216,10.781569000000001,11.137692,11.391103,11.775727999999999,11.966216000000001,12.195708,12.394504,12.936238000000001,13.487810999999999,13.983297,14.318575,14.849772,15.025874
25-2804793,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5133,1.300375,1.28485,1.592875,2.24134,2.772248,3.3126019999999996,3.867425,4.258044,5.013911,5.334874,5.77499,6.364022,6.713647,7.344788,7.6227149999999995,8.000598,8.439625,8.636884,8.763219,9.308488,10.277415,10.644124,10.870705000000001,11.55612,11.904432,11.207425,11.563547999999999,11.816958999999999,12.199584,12.390072,12.621564,12.82036,13.362094,13.913667000000002,14.407153,14.744431,15.271628,15.449729999999999
26-2800291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.787075,0.771551,1.079575,1.7280400000000002,2.258948,2.799303,3.354125,3.7447449999999995,4.500612,4.821575,5.26169,5.850722,6.200347,6.831488,7.109414999999999,7.487298,7.926325,8.123584,8.24992,8.795189,9.764114999999999,10.130825,10.357405,11.042819999999999,11.391132,11.719725,12.075847,12.330259,12.709883999999999,12.900371,13.130864,13.330658999999999,13.871393,14.422967000000002,14.916453,15.254731,15.786928,15.963029
27-2800297,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.148481,0.456506,1.281467,1.812375,2.3527299999999998,2.907553,3.298172,4.0540389999999995,4.375001999999999,4.815118,5.404148999999999,5.753774,6.3849160000000005,6.662843,7.040725,7.479753,7.677011,7.8033470000000005,8.348616,9.317542999999999,9.684252,9.910833,10.596248,10.944559,12.1268,12.482922,12.736334,13.118959,13.309446,13.540939000000002,13.739734,14.281467999999998,14.833042,15.326528,15.663806,16.193003,16.369104
28-2803996,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.308025,1.1329870000000002,1.6638950000000001,2.2042490000000003,2.759072,3.149691,3.905558,4.226521,4.666637000000001,5.255669,5.605294000000001,6.236435,6.514362,6.892245,7.331272,7.528531,7.654866,8.200135000000001,9.169062,9.535771,9.762352,10.447767,10.796078999999999,11.978319,12.334441,12.587852999999999,12.970478,13.160965,13.392458,13.591253,14.132987,14.684560999999999,15.178047,15.515325,16.044522,16.220623
29-2803994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8249620000000001,1.3558700000000001,1.896225,2.451047,2.841666,3.5975339999999996,3.9184959999999998,4.358612,4.947644,5.297269,5.9284099999999995,6.206337,6.584219999999999,7.0232470000000005,7.220505999999999,7.346842,7.892110000000001,8.861037,9.227747,9.454327000000001,10.139742,10.488054,11.670294,12.026417,12.279828,12.662453,12.852941,13.084433,13.283229,13.824963,14.376535999999998,14.870022,15.2073,15.736497,15.912598999999998
30-2803951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.530908,1.0712629999999999,1.6260860000000001,2.016705,2.7725720000000003,3.0935349999999997,3.53365,4.122682,4.472307,5.103448,5.381376,5.759258,6.198286,6.395544,6.52188,7.067149000000001,8.036076,8.402785,8.629365,9.31478,9.663092,10.845333,11.201455000000001,11.454866,11.837492,12.027979,12.259472,12.458267,13.000001,13.551573999999999,14.045060000000001,14.382338,14.911535999999998,15.087636999999999
31-2803953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.540355,1.095177,1.485797,2.241664,2.562627,3.002742,3.5917739999999996,3.9413989999999997,4.57254,4.850468,5.22835,5.667378,5.864636,5.990972,6.536241,7.505167999999999,7.8718770000000005,8.098457000000002,8.783872,9.132184,10.314425,10.670547000000001,10.923958,11.306583,11.497071,11.728564,11.927359,12.469092999999999,13.020666,13.514152,13.851429999999999,14.380628,14.556729
32-2803955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.554823,0.945442,1.701309,2.022272,2.462387,3.0514189999999997,3.401044,4.032186,4.310112999999999,4.687995,5.127023,5.324281,5.450617,5.9958860000000005,6.964813,7.3315220000000005,7.558103,8.243518,8.591828999999999,9.77407,10.130192,10.383602999999999,10.766229,10.956716,11.188209,11.387004,11.928738000000001,12.480311,12.973798,13.311075,13.840273000000002,14.016373999999999
33-2803957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.390619,1.1464860000000001,1.467449,1.9075650000000002,2.496597,2.846222,3.4773629999999995,3.75529,4.133173,4.5722,4.7694589999999994,4.895794,5.441063,6.4099900000000005,6.7767,7.00328,7.688695,8.037007000000001,9.219247,9.57537,9.828781,10.211406,10.401894,10.633386,10.832182000000001,11.373916,11.925489,12.418975,12.756253,13.28545,13.461552
34-2803959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.755867,1.07683,1.516946,2.105978,2.455603,3.086744,3.364671,3.742554,4.1815809999999995,4.37884,4.505175,5.050444000000001,6.019371,6.386080000000001,6.612661,7.298075999999999,7.646388000000001,8.828628,9.18475,9.438162,9.820787,10.011274,10.242767,10.441562,10.983296000000001,11.53487,12.028356,12.365634,12.894831,13.070932
35-2803961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.320963,0.761079,1.3501100000000001,1.6997349999999998,2.330877,2.608804,2.986687,3.425714,3.6229720000000003,3.749308,4.294576999999999,5.263504,5.6302129999999995,5.856794,6.542209,6.8905199999999995,8.072761,8.428883,8.682295,9.064919999999999,9.255407,9.4869,9.685694999999999,10.227428999999999,10.779003,11.272489,11.609767,12.138964,12.315064999999999
36-2803963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.440116,1.029148,1.378773,2.0099139999999998,2.287841,2.665724,3.104751,3.3020099999999997,3.4283449999999998,3.973614,4.942541,5.30925,5.535831,6.221246,6.569558,7.751798,8.10792,8.361332,8.743957,8.934444000000001,9.165937,9.364732,9.906466,10.458039999999999,10.951526,11.288803999999999,11.818000999999999,11.994102
37-2803965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.589032,0.938657,1.569798,1.847725,2.2256080000000003,2.6646349999999996,2.861894,2.9882299999999997,3.533499,4.502425,4.869135,5.095715,5.78113,6.129442,7.311683,7.667805,7.921216,8.303841,8.494328999999999,8.725822,8.924617,9.466351,10.017924,10.51141,10.848688000000001,11.377885000000001,11.553987
38-2803967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.349625,0.980766,1.258693,1.636576,2.0756040000000002,2.272862,2.399198,2.944467,3.913393,4.2801029999999995,4.506683,5.1920980000000005,5.54041,6.722650999999999,7.078773,7.332184,7.714809,7.905297,8.13679,8.335585,8.877319,9.428892,9.922378,10.259656,10.788853999999999,10.964955
39-2803969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.631141,0.909068,1.286951,1.7259779999999998,1.9232369999999999,2.049573,2.594842,3.563768,3.930478,4.157058,4.842473,5.190785,6.373026,6.7291479999999995,6.982558999999999,7.365183999999999,7.555672,7.787164999999999,7.98596,8.527694,9.079267,9.572753,9.910031,10.439229,10.61533
40-2803972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.277927,0.65581,1.094837,1.292096,1.418431,1.9637,2.932627,3.2993370000000004,3.5259169999999997,4.211332,4.5596440000000005,5.741884,6.098007,6.351418,6.734042999999999,6.924531,7.156022999999999,7.354819,7.896553,8.448126,8.941612,9.278889999999999,9.808086999999999,9.984189
41-2803868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37788299999999997,0.81691,1.014169,1.1405040000000002,1.685773,2.6547,3.02141,3.24799,3.9334050000000005,4.2817169999999996,5.463957,5.82008,6.073491000000001,6.456116000000001,6.646603999999999,6.878096,7.076892,7.618626,8.170199,8.663685000000001,9.000963,9.53016,9.706261999999999
42-2803866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.439028,0.636286,0.764622,1.309891,2.2788180000000002,2.645527,2.8721080000000003,3.557522,3.9058339999999996,5.088075,5.444197,5.697608,6.080234,6.270721,6.502214,6.701009,7.242742999999999,7.794316,8.287803,8.62508,9.154278,9.330378999999999
43-2803863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.197259,0.32559499999999997,0.8708629999999999,1.83979,2.2065,2.43308,3.1184950000000002,3.4668069999999997,4.649047,5.00517,5.2585809999999995,5.6412059999999995,5.831694000000001,6.063186,6.261982,6.8037160000000005,7.355289,7.848775,8.186053,8.71525,8.891352000000001
44-2803864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12833599999999998,0.673605,1.6425319999999999,2.009241,2.235821,2.921236,3.269548,4.451789,4.807911,5.0613220000000005,5.4439470000000005,5.634435,5.865928,6.064723000000001,6.606457000000001,7.15803,7.651516,7.988794,8.517992,8.694092999999999
45-2800255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.54527,1.5141959999999999,1.8809060000000002,2.107486,2.7929009999999996,3.141213,4.323453,4.679576,4.932987000000001,5.315612000000001,5.5061,5.737592,5.936388,6.478122,7.029694999999999,7.523181,7.860459,8.389656,8.565758
46-2803615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9689270000000001,1.335636,1.562217,2.247632,2.595944,3.7781839999999995,4.134306,4.3877180000000005,4.770343,4.9608300000000005,5.192323,5.391118,5.932852,6.484426,6.977912,7.315189999999999,7.844386999999999,8.020488
47-2803614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36671,0.59329,1.278705,1.627017,2.809257,3.16538,3.418791,3.801416,3.991904,4.223396,4.422192,4.963926,5.515499,6.008985,6.3462629999999995,6.87546,7.051562
48-2803859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.226581,0.9119959999999999,1.260307,2.442548,2.79867,3.0520810000000003,3.434707,3.625194,3.8566870000000004,4.055482,4.597216,5.148789,5.642276,5.979553,6.508751,6.684852
49-2806227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.685415,1.033727,2.215967,2.57209,2.825501,3.208126,3.398614,3.6301059999999996,3.828902,4.370636,4.922209,5.4156949999999995,5.752973,6.28217,6.458272
50-2803858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.348312,1.530553,1.886675,2.140086,2.522711,2.7131990000000004,2.944692,3.143487,3.685221,4.236794000000001,4.7302800000000005,5.067558,5.596755,5.772857
51-2803611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.185241,1.5413629999999998,1.794774,2.1773990000000003,2.367887,2.59938,2.798175,3.3399089999999996,3.891482,4.384968,4.722246,5.251443,5.427544999999999
52-2806295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.356122,0.609534,0.992159,1.1826459999999999,1.414139,1.612934,2.154668,2.706242,3.199728,3.537006,4.066203,4.242304
