순번_정류장ID,22-2803394,23-2805673,24-2803403,25-2807535,26-2807528,27-2800108,28-2807508,29-2807498,30-2807501,31-2807560,32-2807559,33-2807555,34-2807516,35-2807541,36-2807545,37-2807552,38-2802597,39-2802596,40-2805059,41-2803771,42-2802359
22-2803394,0,0.9987219999999999,2.515833,3.541497,5.437926,7.448192999999999,9.225172,10.83041,12.489738000000001,15.133443,18.406929,27.220553999999996,32.920309,35.658823999999996,39.691212,41.736315000000005,48.495436,49.259409999999995,49.992219,50.840148,51.162622
23-2805673,,0,1.517112,2.542775,4.439204,6.449472,8.22645,9.831688,11.491016,14.134720999999999,17.408207,26.221832,31.921587,34.660102,38.69249,40.737593,47.495714,48.261688,49.486317,50.589131,50.1649
24-2803403,,,0,1.033664,2.930093,4.940361,6.717339,8.322577,9.981906,12.625611,15.899097,24.712721,30.412476,33.150991999999995,37.183378999999995,39.228482,45.986603,46.753577,47.976206,49.07802,48.653789
25-2807535,,,,0,1.8964290000000001,3.9066970000000003,5.683675,7.288914,8.948242,11.591947,14.865433,23.679057,29.378812,32.117328,36.149715,38.194818,44.952940000000005,45.718913,46.943542,48.045356,47.622125
26-2807528,,,,,0,2.010268,3.787246,5.392485,7.051813,9.695518,12.969004,21.782628,27.482384000000003,30.220899,34.253287,36.29739,43.055510999999996,43.822485,45.048113,46.150928,45.725696
27-2800108,,,,,,0,1.791455,3.856217,5.5155449999999995,8.15925,11.432736,20.246361,25.946116,28.684631,32.717019,34.762122,41.520243,42.287217,43.509845,44.613659999999996,44.187428999999995
28-2807508,,,,,,,0,2.065762,3.7250900000000002,6.3687949999999995,9.642281,18.455906,24.155661,26.894176,30.926564000000003,32.970667,39.729788,40.495762,41.719390000000004,42.822205,42.396974
29-2807498,,,,,,,,0,1.659329,4.303033999999999,7.5765199999999995,16.390144,22.0899,24.828415,28.860802000000003,30.904906,37.664027000000004,38.43,39.653628999999995,40.756444,40.333211999999996
30-2807501,,,,,,,,,0,2.657706,5.931192,14.744816,20.444571,23.183087,27.215474,29.260577,36.018699,36.785672,38.010301,39.113115,38.688884
31-2807560,,,,,,,,,,0,3.273487,12.087111,17.786867,20.525382,24.55777,26.601872999999998,33.361994,34.127968,35.351596,36.454411,36.02918
32-2807559,,,,,,,,,,,0,8.831625,14.531379999999999,17.269895,21.302283,23.347386,30.104507,30.871481,32.094109,33.197924,32.774693
33-2807555,,,,,,,,,,,,0,5.699756,8.438271,12.470659,14.514762,21.272883,22.039857,23.264485,24.3663,23.941069
34-2807516,,,,,,,,,,,,,0,2.738515,6.770903,8.815006,15.573127,16.340101,17.563729000000002,18.666544000000002,18.242313
35-2807541,,,,,,,,,,,,,,0,4.032388,6.077491,12.835612,13.602585999999999,14.826214000000002,15.929029000000002,15.504798000000001
36-2807545,,,,,,,,,,,,,,,0,2.056103,8.815224,9.582198,10.805826,11.908641000000001,11.48441
37-2807552,,,,,,,,,,,,,,,,0,6.759121,7.525094999999999,8.748724000000001,9.852538000000001,9.427307
38-2802597,,,,,,,,,,,,,,,,,0,0.7669739999999999,1.990602,3.0934169999999996,2.684262
39-2802596,,,,,,,,,,,,,,,,,,0,1.223629,2.326443,1.918288
40-2805059,,,,,,,,,,,,,,,,,,,0,1.755929,2.713917
41-2803771,,,,,,,,,,,,,,,,,,,,0,2.097155
42-2802359,,,,,,,,,,,,,,,,,,,,,0
