순번_정류장ID,1-2805948,2-2805949,3-2800371,4-2803055,5-2802647,6-2802648,7-2802649,8-2806700,9-2806703,10-2806704,11-2806706,12-2802639,13-2802660,14-2802612,15-2802672,16-2802683,17-2802685,18-2802695,19-2802697,20-2802704,21-2802707,22-2802715,23-2802729,24-2805440,25-2802632,26-2803118,27-2803111,28-2803105,29-2803087,30-2802667,31-2802631,32-2802668,33-2807082,34-2807083,35-2807316
1-2805948,0,0.28318000000000004,0.581509,0.893892,1.465009,1.940364,2.256494,3.391322,3.6197510000000004,3.9353059999999997,4.301819,4.621316,4.831245,5.048201000000001,4.826509,4.469624,4.602217,4.204901,4.0116879999999995,3.757215,3.807185,4.030581,3.7197489999999998,3.5305169999999997,3.273884,2.994417,2.7049950000000003,2.510037,2.2112279999999997,2.3313509999999997,2.740654,2.968502,2.999009,3.3272480000000004,3.9165089999999996
2-2805949,,0,0.298329,0.610711,1.1828290000000001,1.658184,1.974314,3.109142,3.337571,3.6531260000000003,4.019639,4.339136,4.548065,4.766021,4.544329,4.187444,4.319037000000001,3.9227199999999995,3.729508,3.4750349999999997,3.525005,3.7484010000000003,3.551912,3.36268,3.1060470000000002,2.822237,2.5328150000000003,2.337857,2.0390479999999997,2.1591709999999997,2.568474,2.686322,2.7158290000000003,3.045068,3.6333290000000003
3-2800371,,,0,0.31238299999999997,0.8845,1.359856,1.675986,2.810814,3.0392419999999998,3.354797,3.721311,4.040807,4.249736,4.467693,4.246,3.8891160000000005,4.020708,3.624392,3.431179,3.176707,3.226677,3.450072,3.2902400000000003,3.101008,2.844375,2.5249080000000004,2.235487,2.0405290000000003,1.74072,1.8608419999999999,2.271146,2.387994,2.4175,2.74674,3.335
4-2803055,,,,0,0.687117,1.1624729999999999,1.4786030000000001,2.6134310000000003,2.841859,3.1574139999999997,3.5239279999999997,3.8434239999999997,4.052353,4.27031,4.048617,3.691733,3.8233260000000002,3.4270089999999995,3.233796,2.979324,3.0292939999999997,3.252689,3.092857,2.9026259999999997,2.6459919999999997,2.326525,2.0371040000000002,1.8421459999999998,1.544337,1.663459,2.073763,2.190611,2.2201169999999997,2.549357,3.138617
5-2802647,,,,,0,0.47535600000000006,0.7914859999999999,1.9263139999999999,2.1547419999999997,2.470297,2.836811,3.156307,3.365236,3.583193,3.3615,3.004616,3.136209,2.7398919999999998,2.546679,2.292207,2.342177,2.565572,2.60974,2.4205080000000003,2.163875,1.8444080000000003,1.5549870000000001,1.3600290000000002,1.06122,1.1813420000000001,1.590646,1.503494,1.5330000000000001,1.8622400000000001,2.4515
6-2802648,,,,,,0,0.31613,1.450958,1.679387,1.9949419999999998,2.361455,2.680951,2.88988,3.107837,2.886144,2.52926,2.669853,2.273536,2.080323,1.825851,1.875821,2.099217,2.606905,2.796136,2.639231,2.320764,2.031342,1.835384,1.537575,1.656698,1.7909990000000002,1.518138,1.5486440000000001,1.557405,1.984145
7-2802649,,,,,,,0,1.1348280000000002,1.363257,1.678812,2.045325,2.364822,2.5737509999999997,2.791707,2.570015,2.21313,2.353723,1.957407,1.7641939999999998,1.5097209999999999,1.559691,1.7830869999999999,2.290775,2.480006,2.73664,2.636894,2.3474720000000002,2.152514,1.853705,1.885173,1.475869,1.203008,1.232515,1.241275,1.6680150000000002
8-2806700,,,,,,,,0,0.228429,0.543984,0.9104969999999999,1.2299930000000001,1.438922,1.656879,1.574814,1.217929,1.444106,1.8404220000000002,2.033635,2.12052,2.170491,2.393886,2.901574,3.090806,3.347439,3.680906,3.4823,3.2873419999999998,2.987533,2.7679720000000003,2.358668,2.085808,2.115314,1.8520740000000002,2.279814
9-2806703,,,,,,,,,0,0.31555500000000003,0.6820689999999999,1.001565,1.210494,1.42845,1.347758,1.412873,1.63905,2.035366,2.228579,2.348949,2.398919,2.622314,3.130002,3.319234,3.575868,3.909334,3.7097290000000003,3.514771,3.216962,2.9964,2.587097,2.314236,2.3437419999999998,2.0805029999999998,2.5082419999999996
10-2806704,,,,,,,,,,0,0.366514,0.68601,0.8949389999999999,1.112895,1.032203,1.097318,1.323495,1.719811,1.913024,2.167497,2.4748799999999997,2.698275,3.205963,3.3951949999999997,3.651828,3.985295,4.025284,3.8313260000000002,3.532517,3.311955,2.9026520000000002,2.629791,2.659297,2.396058,2.5832029999999997
