순번_정류장ID,1-2804781,2-2807476,3-2807474,4-2803647,5-2803761,6-2803754,7-2806490,8-2803755,9-2803756,10-2806627,11-2806558,12-2805186,13-2805187,14-2805516,15-2805470,16-2806564,17-2806802,18-2803678,19-2803679,20-2803155,21-2805705
1-2804781,0,1.495421,0.8408100000000001,0.690588,1.7333919999999998,2.334384,2.713384,3.1190450000000003,3.478126,4.183527,4.495375,4.713934,5.1639919999999995,5.749346,5.9527660000000004,6.285373,6.556731,6.961764,7.247736,7.716686999999999,8.581168
2-2807476,,0,0.6546109999999999,1.186764,2.229568,2.8305599999999997,3.209561,3.5917790000000003,3.232698,2.710106,3.021954,3.240513,3.690571,4.275926,4.4793449999999995,4.812952,5.084309999999999,5.489343,5.7743150000000005,6.244267,7.108747
3-2807474,,,0,0.532153,1.574957,2.175949,2.55495,2.96061,3.319691,3.3647169999999997,3.6765660000000002,3.8951239999999996,4.345182,4.930537,5.1339559999999995,5.467563,5.7389209999999995,6.143954,6.428926000000001,6.899878,7.763358
4-2803647,,,,0,1.0578049999999999,1.658796,2.0377970000000003,2.443458,2.802539,3.6269400000000003,3.9387879999999997,4.1573459999999995,4.607405,5.192759,5.395179,5.729786,6.001143,6.406176,6.690148,7.1611,8.023581
5-2803761,,,,,0,0.607992,0.986992,1.3926530000000001,1.7517340000000001,2.576135,2.887983,3.1065419999999997,3.5566,4.141955,4.345374,4.678980999999999,4.950339,5.355372,5.640344,6.110296,6.973775999999999
6-2803754,,,,,,0,0.38200100000000003,0.787662,1.146743,1.9711439999999998,2.2829919999999997,2.50155,2.951609,3.5369629999999996,3.740383,4.07399,4.345347,4.74938,5.035352,5.505304,6.368785
7-2806490,,,,,,,0,0.405661,0.764742,1.589143,1.9009909999999999,2.119549,2.569608,3.154962,3.357382,3.690989,3.9623470000000003,4.367379,4.652351,5.123303,5.986783999999999
8-2803755,,,,,,,,0,0.359081,1.183482,1.4953299999999998,1.713889,2.1639470000000003,2.749301,2.951721,3.285328,3.556686,3.9617190000000004,4.24669,4.716642,5.580123
9-2803756,,,,,,,,,0,0.824401,1.136249,1.354808,1.804866,2.3902200000000002,2.5926400000000003,2.926247,3.197605,3.602638,3.88761,4.3575610000000005,5.221042
10-2806627,,,,,,,,,,0,0.396848,0.6154069999999999,1.0654649999999999,1.6508189999999998,2.071048,2.404655,2.676013,3.0810459999999997,3.367018,3.8369699999999995,4.70045
11-2806558,,,,,,,,,,,0,0.218558,0.668617,1.253971,1.722391,2.0559979999999998,2.327356,2.732389,3.01836,3.487312,4.350793
12-2805186,,,,,,,,,,,,0,0.450059,1.035413,1.503832,1.8374400000000002,2.108797,2.51383,2.7988020000000002,3.2697540000000003,4.132235
13-2805187,,,,,,,,,,,,,0,0.586354,1.0547739999999999,1.3883809999999999,1.6597389999999999,2.064772,2.349743,2.8196950000000003,3.683176
14-2805516,,,,,,,,,,,,,,0,0.46842,0.802027,1.073385,1.478417,1.7633889999999999,2.233341,3.096822
15-2805470,,,,,,,,,,,,,,,0,0.33360700000000004,0.604965,1.009998,1.29597,1.7659220000000002,2.6294020000000002
16-2806564,,,,,,,,,,,,,,,,0,0.271358,0.676391,0.961363,1.431314,2.294795
17-2806802,,,,,,,,,,,,,,,,,0,0.405033,0.690005,1.159957,2.023438
18-2803678,,,,,,,,,,,,,,,,,,0,0.285972,0.7559239999999999,1.619405
19-2803679,,,,,,,,,,,,,,,,,,,0,0.47195200000000004,1.335433
20-2803155,,,,,,,,,,,,,,,,,,,,0,0.867481
21-2805705,,,,,,,,,,,,,,,,,,,,,0
