순번_정류장ID,1-2802511,2-2802454,3-2802250,4-2807320,5-2802229,6-2802236,7-2802254,8-2803792,9-2801817,10-2805668,11-2801889,12-2807321,13-2807322,14-2802306,15-2803637,16-2802324,17-2805421,18-2806664,19-2806665,20-2805423,21-2805016,22-2804853,23-2805042,24-2805063,25-2803817
1-2802511,0,0.570559,1.065508,1.739744,2.207847,2.637973,2.6678919999999997,2.812019,3.169019,3.508463,3.372323,3.9278720000000003,4.297681,4.539378,4.800517,4.879176999999999,5.34748,5.6277040000000005,5.898366,6.116877,6.329518,6.362779,6.040871,5.875926,5.437482
2-2802454,,0,0.494949,1.1691850000000001,1.6372879999999999,2.067414,2.0973330000000003,2.24146,2.5984599999999998,2.937904,3.3168010000000003,3.87335,4.2431589999999995,4.370856,4.666924,4.849655,5.317958,5.599182,5.866844,6.087356,5.917924,5.7922199999999995,5.470312,5.305366,4.866923
3-2802250,,,0,0.676236,1.144339,1.574465,1.603384,1.747511,2.104511,2.443955,2.822852,3.379401,3.74821,3.876907,4.172975,4.355706,4.824008999999999,5.1062330000000005,5.3748949999999995,5.594405999999999,5.423975,5.298271,4.976363,4.811417,4.372974
4-2807320,,,,0,0.468103,0.8992290000000001,1.466402,1.787275,2.144275,2.483719,2.862616,3.418165,3.7879739999999997,3.916671,4.212739,4.3954699999999995,4.863773,5.144998,5.41466,5.634171,5.463739,5.338035,5.016127,4.851182,4.412738
5-2802229,,,,,0,0.430126,0.9972979999999999,1.318172,1.675172,2.014616,2.393513,2.950062,3.319871,3.447568,3.743636,3.926367,4.393669999999999,4.676894,4.9445559999999995,5.163067,4.994636,4.868932,4.5470239999999995,4.382078,3.943635
6-2802236,,,,,,0,0.5671729999999999,0.8880459999999999,1.2450459999999999,1.58449,1.9633880000000001,2.518936,2.888746,3.017442,3.313511,3.4962419999999996,3.964544,4.245769,4.5154309999999995,4.733942,4.56451,4.438806,4.116898,3.951953,3.5135089999999995
7-2802254,,,,,,,0,0.320874,0.677874,1.017318,1.396215,1.952764,2.3225729999999998,2.45027,2.746338,2.9290689999999997,3.396372,3.679596,3.947258,4.16777,3.9973379999999996,3.871634,3.549726,3.38478,2.9463369999999998
8-2803792,,,,,,,,0,0.35700000000000004,0.696445,1.075342,1.63089,2.0007,2.129397,2.425465,2.608196,3.075498,3.3577230000000005,3.6253849999999996,3.844896,3.6764639999999997,3.55076,3.228852,3.063907,2.625464
9-2801817,,,,,,,,,0,0.339445,0.718342,1.2748899999999999,1.6447,1.8853959999999998,2.181465,2.3641959999999997,2.8324979999999997,3.113723,3.3823849999999998,3.601896,3.562464,3.43676,3.114852,2.949907,2.511463
10-2805668,,,,,,,,,,0,0.378897,0.9344459999999999,1.304255,1.545952,1.84202,2.0247509999999997,2.492054,2.773278,3.0419400000000003,3.2614520000000002,3.4740919999999997,3.5272040000000002,3.2052970000000003,3.040351,2.6019080000000003
11-2801889,,,,,,,,,,,0,0.636549,1.006358,1.248055,1.544123,1.7268540000000001,2.195157,2.476381,2.745043,2.9655549999999997,3.178195,3.303899,3.426511,3.371752,2.980805
12-2807321,,,,,,,,,,,,0,0.36980999999999997,0.613506,0.909575,1.092306,1.5596079999999999,1.8428330000000002,2.109495,2.330006,2.542646,2.66735,2.791962,2.737203,3.074573
13-2807322,,,,,,,,,,,,,0,0.24369699999999997,0.5397649999999999,0.722496,1.189799,1.4720229999999999,1.741685,1.9601959999999998,2.172837,2.299541,2.422153,2.367394,2.704764
14-2802306,,,,,,,,,,,,,,0,0.296068,0.4788,0.946102,1.228327,1.495989,1.7155,1.92914,2.0548439999999997,2.178456,2.123697,2.461067
15-2803637,,,,,,,,,,,,,,,0,0.182731,0.651034,0.933258,1.20192,1.421432,1.6330719999999999,1.758776,1.8823880000000002,1.8276290000000002,2.1649990000000003
16-2802324,,,,,,,,,,,,,,,,0,0.46730299999999997,0.749527,1.018189,1.237701,1.4503409999999999,1.5760450000000001,1.8979529999999998,1.906289,2.243659
17-2805421,,,,,,,,,,,,,,,,,0,0.282225,0.550887,0.7703979999999999,0.983038,1.1087420000000001,1.43065,1.596595,2.036039
18-2806664,,,,,,,,,,,,,,,,,,0,0.272662,0.49217299999999997,0.704813,0.830518,1.152425,1.318371,1.7568139999999999
19-2806665,,,,,,,,,,,,,,,,,,,0,0.22451100000000002,0.43715200000000004,0.562856,0.884764,1.0507090000000001,1.489152
20-2805423,,,,,,,,,,,,,,,,,,,,0,0.212641,0.338345,0.6602520000000001,0.827198,1.265641
21-2805016,,,,,,,,,,,,,,,,,,,,,0,0.125704,0.447612,0.613557,1.052001
22-2804853,,,,,,,,,,,,,,,,,,,,,,0,0.32190799999999997,0.487853,0.9262969999999999
23-2805042,,,,,,,,,,,,,,,,,,,,,,,0,0.165946,0.6043890000000001
24-2805063,,,,,,,,,,,,,,,,,,,,,,,,0,0.43944399999999995
25-2803817,,,,,,,,,,,,,,,,,,,,,,,,,0
