순번_정류장ID,1-2807480,2-2807580,3-2803155,4-2805705,5-2803198,6-2806037,7-2803656,8-2806607,9-2805812,10-2807052,11-2803178,12-2805832,13-2803179,14-2807313,15-2807204,16-2807206,17-2803351,18-2807627,19-2803335,20-2807423,21-2807232,22-2807362,23-2807270,24-2805248,25-2805965,26-2803365,27-2803370,28-2803373,29-2805943,30-2805200,31-2806164
1-2807480,0,0.25759899999999997,1.230156,2.0936369999999997,3.371397,3.89645,3.814986,3.876018,4.560745,5.28274,5.784756,6.252937,6.642922,7.604025999999999,8.735783,9.727625999999999,9.816652000000001,10.842007,10.066409,9.549488,16.046281,16.045735,17.507102,18.909666,19.231475,19.558894,20.178195000000002,20.022557,19.493395,19.013467000000002,18.876619
2-2807580,,0,0.972558,1.836039,3.113799,3.6388510000000003,3.5573879999999996,3.6184190000000003,4.303147,5.025142,5.527157,5.995337999999999,6.3853230000000005,7.346427,8.478185,9.469027,9.559054,10.756591,9.980993,9.464072,15.959866,15.960319,17.421685999999998,18.82425,19.146059,19.473478,20.091779000000002,19.765957999999998,19.235797,18.755869,18.619021
3-2803155,,,0,0.867481,2.145241,2.6702939999999997,2.5888299999999997,2.6498619999999997,3.334589,4.056584,4.5586,5.026781,5.416766,6.3778690000000005,7.508627000000001,8.50047,8.590496,9.788033,9.012435,8.495515,14.991307999999998,14.991760999999999,16.453129,17.855692,18.177501,18.504920000000002,19.123221,18.7964,18.267239,17.787311,17.650463000000002
4-2805705,,,,0,1.27776,1.802813,1.7213490000000002,1.7823810000000002,2.467108,3.189103,3.691119,4.1593,4.549285,5.510389,6.641146000000001,7.633989,7.723014999999999,8.920553,8.144955,7.6280339999999995,14.123826999999999,14.124281,15.585648,16.988211,17.31002,17.637439999999998,18.25574,17.929920000000003,17.400758,16.92083,16.783983
5-2803198,,,,,0,0.530053,0.8408,1.210621,1.635349,2.357343,2.859359,3.32754,3.717525,4.678629,5.809386,6.801228999999999,6.4502559999999995,7.964597,7.3131949999999994,6.796274,13.292067000000001,13.292520999999999,14.753888,16.156451999999998,16.478260000000002,16.80568,17.046409,16.65616,16.126998999999998,15.647070000000001,15.510223000000002
6-2806037,,,,,,0,0.310747,0.6805680000000001,1.1052959999999998,1.827291,2.3293060000000003,2.797487,3.187472,4.148576,5.280334,6.2711760000000005,6.84092,7.558739999999999,6.783142,6.266221,12.762014,12.762468,14.223835000000001,15.626399,15.948208,16.275627,16.893928,17.046823999999997,16.517663,16.037734,15.901887
7-2803656,,,,,,,0,0.378821,0.91876,1.640754,2.14277,2.610951,3.0009360000000003,3.96204,5.092797,6.08464,6.734667,7.372203999999999,6.5966059999999995,6.079685,12.575478,12.575932,14.037298999999999,15.439863,15.761671,16.089091,16.707391,17.097641,16.82841,16.349481,16.212634
8-2806607,,,,,,,,0,0.684728,1.406723,1.908738,2.376919,2.7669040000000003,3.728008,4.8597660000000005,5.851608000000001,6.501635,7.138172,6.3625739999999995,5.8456529999999995,12.341446000000001,12.3419,13.803267000000002,15.205831,15.52764,15.855058999999999,16.47336,16.863609,17.19823,16.718301999999998,16.581455
9-2805812,,,,,,,,,0,0.733995,1.236011,1.704192,2.094177,3.0552799999999998,4.186038,5.177881,5.827907,6.465444000000001,5.689847,5.172926,11.668719,11.669172,13.13054,14.533103,14.854911999999999,15.182332,15.800632,16.190881,16.718042,17.144029999999997,17.007182
10-2807052,,,,,,,,,,0,0.503016,0.971197,1.361182,2.322286,3.454043,4.445886,5.095912,5.73245,4.956852,4.439931,10.935724,10.936177,12.397545,13.800107999999998,14.121917000000002,14.449337,15.067637,15.457885999999998,15.985048,16.464976,17.592823000000003
