순번_정류장ID,1-2803874,2-2803973,3-2803975,4-2805718,5-2803979,6-2806018,7-2804334,8-2803989,9-2806004,10-2803991,11-2803993,12-2803995,13-2800298,14-2805077,15-2800301,16-2804454,17-2800294,18-2804057,19-2800259,20-2800007,21-2800058,22-2800055,23-2803619,24-2804455,25-2805072,26-2804456,27-2804526,28-2804457,29-2800045,30-2803584,31-2805079,32-2804459,33-2806016,34-2805398,35-2805723,36-2805418
1-2803874,0,0.472635,0.9873649999999999,1.403039,1.5833629999999999,2.424672,3.146531,5.173826,5.965319,6.363231,6.774093,7.08639,7.222122,7.963315,8.549419,9.024645,9.478047,11.108005,12.157906,13.961020999999999,14.807592000000001,15.54275,16.325875,16.848856,17.328605,17.652439,18.01234,18.340721,18.79298,19.693877,21.457679000000002,21.636464,21.863839000000002,22.106363,22.610812,23.0885
2-2803973,,0,0.51473,0.9304040000000001,1.1107280000000002,1.9520369999999998,2.673896,4.701191000000001,5.492684,5.890594999999999,6.300458,6.614755000000001,6.749486999999999,7.49068,8.076784,8.55101,9.004412,10.63637,11.684271,13.489385999999998,14.334957000000001,15.069115,15.853239000000002,16.377221,16.85697,17.180803,17.540705,17.868085999999998,18.319345000000002,19.220242000000002,20.984044,21.163829,21.391204000000002,21.634728,22.137176999999998,22.614864999999998
3-2803975,,,0,0.415674,0.5959979999999999,1.437307,2.159166,4.186462000000001,4.977955000000001,5.375866,5.786728,6.099025,6.234758,6.97595,7.562053999999999,8.03728,8.490683,10.120641,11.170542,12.973656,13.820227,14.555385000000001,15.338510000000001,15.861491000000001,16.34124,16.665074,17.024975,17.353357,17.805615,18.706512,20.470315,20.649099,20.876475,21.118998,21.623448,22.101136
4-2805718,,,,0,0.180324,1.021633,1.7434919999999998,3.7787879999999996,4.570281,4.967192,5.379054,5.691351,5.827083999999999,6.567276,7.15338,7.629606,8.082009,9.711967,10.762867,12.565982,13.412552999999999,14.146710999999998,14.930836,15.452817000000001,15.933566,16.2574,16.617301,16.945683,17.397941,18.297838,20.061641,20.240425,20.468801000000003,20.709324,21.215774,21.693462
5-2803979,,,,,0,0.841309,1.5631680000000001,3.5994629999999996,4.389956,4.7878680000000005,5.19873,5.5110269999999995,5.646758999999999,6.387951999999999,6.974056,7.449282000000001,7.902685000000001,9.532642999999998,10.582543,12.385658,13.232229,13.967386999999999,14.750511999999999,15.273492999999998,15.753242000000002,16.077076,16.436977,16.765358,17.217617,18.118514,19.882316,20.061101,20.287476,20.531,21.035449,21.512137
6-2806018,,,,,,0,0.721859,2.758155,3.5496480000000004,3.9475589999999996,4.358421,4.670718,4.806451,5.547643,6.1337470000000005,6.608973,7.0623759999999995,8.692333999999999,9.742234,11.545349,12.391919999999999,13.127078,13.910203,14.433183999999999,14.912932999999999,15.236767,15.596668,15.92505,16.377308,17.278205,19.041007999999998,19.219792,19.447167,19.689691,20.19414,20.671828
7-2804334,,,,,,,0,2.035295,2.826788,3.2247,3.635562,3.947859,4.083591,4.824783999999999,5.410888,5.886114,6.339516000000001,7.969474000000001,9.019375,10.82249,11.669061,12.404219,13.187342999999998,13.710325,14.190074,14.513907000000001,14.873809,15.20219,15.654449,16.555346,18.318148,18.496933,18.725308,18.966832,19.471281,19.948969
8-2803989,,,,,,,,0,0.791493,1.1894040000000001,1.603267,1.915564,2.051296,2.7924889999999998,3.378593,3.853819,4.307221,5.937179,6.987080000000001,8.790194999999999,9.636766,10.371924,11.155047999999999,11.67803,12.157779,12.481612,12.841514,13.169895,13.622154,14.523051,16.286853,16.465638000000002,16.693013,16.935537,17.438986,17.916674
9-2806004,,,,,,,,,0,0.397912,0.811774,1.1240709999999998,1.259803,2.0009959999999998,2.5871,3.0623259999999997,3.5157279999999997,5.145686,6.195587000000001,7.998702000000001,8.845272999999999,9.580430999999999,10.363555,10.886536999999999,11.366286,11.69012,12.050021000000001,12.378402000000001,12.830661,13.731557999999998,15.49436,15.673145000000002,15.900520000000002,16.143044,16.647493,17.125181
10-2803991,,,,,,,,,,0,0.41386300000000004,0.72616,0.861892,1.603085,2.189188,2.664415,3.1178169999999996,4.747775,5.797676,7.600791,8.447362,9.182519000000001,9.965644000000001,10.488626,10.968374,11.292208,11.652109,11.980491,12.432749000000001,13.333647000000001,15.097449,15.275234,15.504609,15.745133,16.249582,16.728270000000002
