순번_정류장ID,1-2807632,2-2805232,3-2805872,4-2805230,5-2805333,6-2805228,7-2805226,8-2805575,9-2805499,10-2805843,11-2805408,12-2804947,13-2805317,14-2804969,15-2805568,16-2804895,17-2805911,18-2806732,19-2806730,20-2807462,21-2806214,22-2800615,23-2800622,24-2800627,25-2800336,26-2800658,27-2800670,28-2800345,29-2800681,30-2800689,31-2800701,32-2800704,33-2800726,34-2800751,35-2800765,36-2800771,37-2800764,38-2800756,39-2800761,40-2800775,41-2801761,42-2801771,43-2801773,44-2801774,45-2801787,46-2801806,47-2801954,48-2801977,49-2802024,50-2802051,51-2802098,52-2802129,53-2802152,54-2802163,55-2802618,56-2802176,57-2806506,58-2806502,59-2806508,60-2806510
11-2805408,,,,,,,,,,,0,0.282171,0.440716,0.636891,1.0494219999999999,1.340695,1.611235,1.9491040000000002,2.424363,2.629419,3.243806,3.426861,3.5289900000000003,3.868347,4.31343,4.56873,4.831154,5.226735,5.9741,6.329961,6.595115,6.920272,7.277235000000001,7.695369,7.879735,8.424980999999999,8.248797999999999,8.101359,8.363944,8.708594,9.253465,9.592735000000001,10.022092,10.197336,10.702039,10.700617,11.223111,11.609266,12.041235,12.234409,12.688316,13.061747,13.273425,13.254354999999999,13.580026,13.823385,14.195136999999999,14.592345000000002,14.82034,14.500703
12-2804947,,,,,,,,,,,,0,0.158545,0.35772,0.770251,1.068524,1.334064,1.671934,2.147192,2.352249,2.9666349999999997,3.14969,3.25182,3.5911760000000004,4.036258999999999,4.2915589999999995,4.553983000000001,4.949564,5.696929,6.05279,6.317944000000001,6.643101,6.999064,7.418199,7.601564,8.147811,7.971627000000001,7.824188,8.086774,8.430423,8.975294,9.315564,9.744921000000001,9.920164999999999,10.424868,10.665916000000001,11.18741,11.575565,12.005533999999999,12.199708,12.655615,13.025046000000001,13.239723999999999,13.220654000000001,13.545325,13.791684,14.161435999999998,14.559644,14.785639000000002,14.467001999999999
13-2805317,,,,,,,,,,,,,0,0.199175,0.6117060000000001,0.9099790000000001,1.1755200000000001,1.5133889999999999,1.988647,2.193704,2.80809,2.991145,3.093275,3.4326309999999998,3.877714,4.133014,4.395439,4.791019,5.538384,5.894245,6.159399,6.4845559999999995,6.841519,7.259653999999999,7.44402,7.989266000000001,7.8130820000000005,7.665642999999999,7.928228999999999,8.271878,8.81775,9.15702,9.586376,9.761619999999999,10.266323,10.507371000000001,11.027866,11.41902,11.847989,12.041163000000001,12.49307,12.867500999999999,13.082179,13.062109,13.38778,13.632139000000002,14.002891,14.3991,14.626095000000001,14.307457000000001
14-2804969,,,,,,,,,,,,,,0,0.41553199999999996,0.713804,0.984345,1.322214,1.7974729999999999,2.002529,2.616915,2.79997,2.9021,3.241457,3.68654,3.941839,4.204264,4.599844999999999,5.34721,5.703069999999999,5.968225,6.293382,6.650345,7.068478999999999,7.252845,7.798091,7.621907000000001,7.474467999999999,7.737054,8.081703,8.626575,8.965845,9.395201,9.570446,10.075148,10.317196000000001,10.838691,11.228846,11.658814,11.850989,12.302895,12.679327,12.891003999999999,12.872935,13.197605,13.441965,13.811716,14.208925,14.43692,14.119283
15-2805568,,,,,,,,,,,,,,,0,0.298273,0.568813,0.906683,1.381941,1.586997,2.202384,2.384439,2.486569,2.826925,3.272008,3.527308,3.789732,4.1843129999999995,4.932678,5.288539,5.552693,5.87685,6.234813,6.652947,6.837313000000001,7.38156,7.206376,7.057937,7.322522,7.666172,8.211043,8.551313,8.97967,9.154914,9.659616999999999,9.904665,10.422158999999999,10.812314,11.240282,11.435457000000001,11.888364,12.260795,12.475473,12.457403,12.780074,13.025433,13.395185000000001,13.793393,14.023388,13.704751000000002
16-2804895,,,,,,,,,,,,,,,,0,0.271541,0.60941,1.084669,1.289725,1.905112,2.088166,2.190296,2.5296529999999997,2.974736,3.230036,3.49246,3.8880410000000003,4.635406,4.991266,5.256421,5.5815779999999995,5.938541000000001,6.356675,6.540041,7.086287,6.910104,6.762664,7.02525,7.369899,7.914771000000001,8.254041,8.683397,8.857642,9.363344,9.605392,10.125886999999999,10.516042,10.946010000000001,11.140185,11.591091,11.965523,12.1792,12.160131,12.484801,12.729161,13.098912,13.498121,13.723116000000001,13.408479000000002
17-2805911,,,,,,,,,,,,,,,,,0,0.34087,0.816128,1.021185,1.6355709999999999,1.8186259999999999,1.9207560000000001,2.260112,2.7051950000000002,2.960495,3.222919,3.6185,4.365865,4.721726,4.98588,5.311037000000001,5.667999999999999,6.086135,6.2705,6.815747,6.639563000000001,6.492124,6.754709,7.099359,7.64423,7.9835,8.412857,8.588101,9.092804,9.334852,9.858346000000001,10.245500999999999,10.67447,10.869644000000001,11.321551,11.694982000000001,11.90966,11.89059,12.214261,12.45762,12.829372,13.22758,13.455575,13.137938
18-2806732,,,,,,,,,,,,,,,,,,0,0.476259,0.681315,1.323702,1.506757,1.608886,1.948243,2.3933259999999996,2.6486259999999997,2.91105,3.306631,4.053996,4.4098559999999996,4.674011,4.999168,5.3561309999999995,5.775265,5.958631,6.503876999999999,6.3286940000000005,6.180254,6.44284,6.7884899999999995,7.333361,7.671631,8.100987,8.277232000000001,8.780934,9.021982000000001,9.545477,9.934632,10.3646,10.559775,11.008681,11.383113,11.59779,11.576721000000001,11.902391,12.147751,12.517502,12.916711,13.141706,12.825069000000001
19-2806730,,,,,,,,,,,,,,,,,,,0,0.219056,0.8614430000000001,1.044498,1.146628,1.485984,1.9310669999999999,2.1863669999999997,2.448791,2.844372,3.591737,3.947598,4.212752,4.537909,4.893872,5.313007,5.496372,6.041619,5.865435,5.717996,5.981580999999999,6.325231,6.870102,7.209372,7.638729,7.814972999999999,8.318676,8.561724,9.083217999999999,9.470373,9.900342,10.095516,10.549422999999999,10.919853999999999,11.135532000000001,11.114462,11.439133,11.685492,12.055244,12.454452,12.682447,12.36181
20-2807462,,,,,,,,,,,,,,,,,,,,0,0.643387,0.826442,0.9285709999999999,1.2679280000000002,1.713011,1.9683110000000001,2.2307349999999997,2.626316,3.373681,3.729542,3.994696,4.319853,4.675816,5.09495,5.279316000000001,5.823562,5.648379,5.4999400000000005,5.763525,6.108175,6.653046000000001,6.992316000000001,7.421672999999999,7.5969169999999995,8.101619,8.343668,8.867161999999999,9.254317,9.684285000000001,9.87846,10.330366,10.704798,10.918475,10.897406,11.223077,11.467436,11.837188000000001,12.236396000000001,12.462391,12.144753999999999
21-2806214,,,,,,,,,,,,,,,,,,,,,0,0.453197,0.555326,0.894683,1.339766,1.595066,1.85749,2.253071,2.882294,3.238155,3.5523089999999997,3.8774660000000005,4.234429,4.652564,4.836930000000001,5.382176,5.205992,5.058553,5.321139,5.665788,6.21066,6.549930000000001,6.979286,7.1545309999999995,7.659233,7.8412809999999995,8.363776,8.75193,9.180899,9.375073,9.82798,10.202411,10.54323,10.525161,10.849832000000001,11.094191,11.392800999999999,11.79001,11.962005,11.642367
22-2800615,,,,,,,,,,,,,,,,,,,,,,0,0.218381,0.557738,1.002821,1.2581209999999998,1.520545,1.9161259999999998,2.663491,3.019352,3.2835059999999996,3.608663,3.9656260000000003,4.38376,4.568126,5.113372,4.937189,4.78975,5.052335,5.396985,5.941856,6.281126,6.710483,6.885727,7.390428999999999,7.633478,8.154972,8.541127000000001,8.971095,9.16827,9.621176,9.992608,10.206285000000001,10.187216000000001,10.511886,10.756246,11.127998,11.524206,11.751201,11.434564
23-2800622,,,,,,,,,,,,,,,,,,,,,,,0,0.339357,0.7864399999999999,1.0417399999999999,1.3041639999999999,1.699745,2.44711,2.802971,3.068125,3.392282,3.7502449999999996,4.167379,4.351744999999999,4.896991000000001,4.720808,4.574368,4.835954,5.180604,5.725475,6.064744999999999,6.494102,6.669346000000001,7.174048,7.419097,7.938591000000001,8.328746,8.757714,8.951889,9.403795,9.778227000000001,9.990903999999999,9.971835,10.296505,10.539864999999999,10.911617,11.309825,11.53682,11.219183000000001
24-2800627,,,,,,,,,,,,,,,,,,,,,,,,0,0.447083,0.702383,0.964807,1.360388,2.1077529999999998,2.4636139999999997,2.728768,3.053925,3.410888,3.8290230000000003,4.013388,4.558635,4.3824510000000005,4.235012,4.497598,4.842247,5.387118,5.726388,6.155745,6.330989,6.835692,7.076739999999999,7.599234,7.987389,8.417358,8.611532,9.063439,9.436869999999999,9.650547999999999,9.632478,9.956149,10.202508,10.57226,10.970467999999999,11.196463,10.877825999999999
25-2800336,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2563,0.518724,0.9143049999999999,1.66167,2.017531,2.282685,2.606842,2.964805,3.381939,3.5663050000000003,4.112552,3.936368,3.788929,4.051514,4.396164,4.940035,5.279305,5.708662,5.884906,6.389609,6.632657000000001,7.155150999999999,7.543305999999999,7.9722740000000005,8.166449,8.619356,8.991787,9.204464999999999,9.186395,9.509066,9.754425,10.125177,10.524385,10.75238,10.434743
26-2800658,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.262425,0.6580050000000001,1.40537,1.7612310000000002,2.025385,2.350542,2.707505,3.12564,3.3100059999999996,3.8552519999999997,3.679068,3.531629,3.7942150000000003,4.138864,4.6837349999999995,5.023005,5.452362,5.627606,6.132308999999999,6.375357,6.894852,7.283005999999999,7.712975,7.909149,8.362055999999999,8.734487,8.947165,8.929095,9.252766000000001,9.497125,9.867877,10.266085,10.495080999999999,10.176442999999999
27-2800670,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.395581,1.142946,1.498807,1.762961,2.088118,2.445081,2.8632150000000003,3.047581,3.5928269999999998,3.4166440000000002,3.269205,3.53179,3.87644,4.421311,4.760581,5.189938,5.365182,5.869884,6.113933,6.635427,7.023582000000001,7.45355,7.647725,8.100631,8.474063000000001,8.68574,8.666671000000001,8.992341999999999,9.236701,9.606453,10.004661,10.233656,9.915019000000001
28-2800345,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.749365,1.105226,1.4193799999999999,1.744537,2.1015,2.519634,2.7039999999999997,3.249247,3.0730630000000003,2.925624,3.188209,3.5328589999999997,4.07773,4.417,4.846357,5.021601,5.526304,5.820352,6.341846,6.730001,7.159969,7.354144,7.8070509999999995,8.179482,8.39516,8.377089999999999,8.700761,8.94512,9.315872,9.71508,9.940075,9.621438000000001
29-2800681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35586100000000004,0.6700149999999999,0.995172,1.352135,1.77027,1.954635,2.499882,2.323698,2.176259,2.438845,2.7834939999999997,3.3283650000000002,3.6676349999999998,4.096992,4.272236,4.776939,5.297987,5.819481,6.2066360000000005,6.636605,6.830779,7.283686,7.656117,8.071795,8.051725,8.375396,8.621755,8.847507,9.245714999999999,9.41671,9.098073
30-2800689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.314154,0.639311,0.996274,1.414409,1.598775,2.144021,1.9678369999999998,1.820398,2.082984,2.427633,2.972505,3.311775,3.7411309999999998,3.916376,4.421078,4.942126,5.4626209999999995,5.851775,6.280744,6.475918,6.928825,7.300256,7.715934,7.696864,8.021535,8.265894,8.491646000000001,8.889855,9.06185,8.742212
31-2800701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32515700000000003,0.68212,1.100255,1.28462,1.829867,1.6536830000000002,1.5062440000000001,1.76883,2.113479,2.65835,2.99762,3.4269769999999995,3.602221,4.106923999999999,4.627972,5.149466,5.537621,5.96759,6.161764,6.614671,6.987102,7.40078,7.3807100000000005,7.707381,7.95074,8.179492,8.5777,8.747695,8.429058
32-2800704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35696300000000003,0.775098,0.959463,1.50471,1.328526,1.181087,1.4436719999999998,1.7883220000000002,2.333193,2.672463,3.10182,3.2770639999999998,3.781767,4.302815,4.8243089999999995,5.212464,5.641433,5.836607,6.289514,6.661944999999999,7.077623,7.0575529999999995,7.3812240000000005,7.626583,7.852335000000001,8.250542999999999,8.421538,8.102901
33-2800726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.418134,0.6025,1.1477469999999999,0.971563,0.824124,1.106709,1.451359,1.99623,2.3355,2.764857,2.940101,3.444804,3.9658519999999995,4.487346,4.875501,5.304469,5.4986440000000005,5.951551,6.324982,6.740660000000001,6.72059,7.046261,7.289619999999999,7.5163720000000005,7.91458,8.085575,7.765938
34-2800751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.184366,0.823119,1.005303,0.891258,1.173844,1.518493,1.926636,1.989366,2.418723,2.5939669999999997,3.0986689999999997,3.620718,4.140212,4.528367,4.959335,5.15351,5.606416,5.978848,6.394525,6.375456,6.698125999999999,6.942486,7.170238,7.568446000000001,7.739441,7.421803999999999
35-2800765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.638754,0.820937,0.968377,1.32421,1.668859,1.74127,1.806,2.234357,2.4106009999999998,2.914304,3.436352,3.9558459999999998,4.3440010000000004,4.773969999999999,4.969144,5.421051,5.794482,6.21016,6.19109,6.513761,6.75812,6.9858720000000005,7.38408,7.554075,7.236438000000001
36-2800771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18218399999999998,0.329623,0.6854560000000001,1.0301049999999998,1.574977,1.670754,2.10011,2.275355,2.780057,3.3001050000000003,3.8226,4.210755000000001,4.640723,4.834898,5.287804,5.661236,6.074913,6.0558440000000004,6.379514,6.624874,6.851625,7.250833999999999,7.4208289999999995,7.101192
37-2800764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.14743900000000001,0.5092720000000001,0.853922,1.398793,1.7119369999999998,2.141294,2.316538,2.821241,3.342289,3.863783,4.250938,4.680907,4.876081,5.3279879999999995,5.700419,6.1150970000000004,6.096026999999999,6.420698000000001,6.665057000000001,6.893809,7.290017,7.461013,7.142375
38-2800756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.361833,0.706483,1.251354,1.590624,2.01998,2.195225,2.699927,3.220975,3.7424699999999995,4.129625,4.560593,4.754768,5.207674,5.581106,5.9937830000000005,5.974714,6.2983839999999995,6.544744000000001,6.771495,7.169703999999999,7.339699,7.022061999999999
39-2800761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34465,0.8895209999999999,1.228791,1.658148,1.833392,2.338094,2.858143,3.3796370000000002,3.767792,4.19776,4.391935,4.844841000000001,5.2172730000000005,5.63195,5.612881,5.937551999999999,6.181911,6.409663,6.8078710000000004,6.977866000000001,6.659228999999999
40-2800775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.544871,0.884141,1.313498,1.488742,1.9934450000000001,2.513493,3.035988,3.424142,3.854111,4.047285,4.501192,4.872623,5.288301000000001,5.2692309999999996,5.593902,5.838261,6.0650129999999995,6.4622209999999995,6.634217,6.314579
41-2801761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33926999999999996,0.7686270000000001,0.9438709999999999,1.448574,1.968622,2.491116,2.8792709999999997,3.309239,3.502414,3.9553199999999995,4.328752,4.7424290000000004,4.72336,5.048031,5.29239,5.521142,5.91935,6.0883449999999995,5.7697080000000005
42-2801771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.429357,0.604601,1.109304,1.6293520000000001,2.151846,2.539001,2.96897,3.163144,3.616051,3.9894819999999998,4.40216,4.38509,4.709761,4.953119999999999,5.180872,5.57808,5.749075,5.430438
43-2801773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.175245,0.6799470000000001,1.200995,1.72249,2.109644,2.540613,2.733787,3.1866939999999997,3.560125,4.213483999999999,4.4664470000000005,4.791117,4.766523,4.751515,5.149724,5.319719,5.001081
44-2801774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.504703,1.024751,1.546245,1.9344,2.3643680000000002,2.5585430000000002,3.01145,3.3848809999999996,4.03724,4.396489,4.809159999999999,4.590279,4.576271,4.974479,5.144474,4.825837
45-2801787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.520048,1.041543,1.429698,1.859666,2.053841,2.5067470000000003,2.880179,3.5325370000000005,3.8917870000000003,4.331936,4.086576999999999,4.071568,4.469777,4.639772,4.321135
46-2801806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5214949999999999,0.9096489999999999,1.339618,1.533792,1.9866990000000002,2.36013,3.012489,3.3717379999999997,3.8118879999999997,3.566529,3.5515199999999996,3.949729,4.119724,3.801086
47-2801954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38815500000000003,0.8181229999999999,1.012298,1.4652040000000002,1.837636,2.489995,2.8492439999999997,3.289393,3.045034,3.029026,3.428234,3.616229,3.297592
48-2801977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42996899999999993,0.6241439999999999,1.07705,1.449481,2.10184,2.46109,2.901239,2.65588,2.6408709999999997,3.03908,3.2889239999999997,3.140437
49-2802024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.194175,0.647081,1.020513,1.6728720000000001,2.032121,2.47227,2.226911,2.211903,2.610111,2.859956,2.710469
50-2802051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45390699999999995,0.8273379999999999,1.479697,1.838946,2.279096,2.033736,2.018728,2.416936,2.6667810000000003,2.5172939999999997
51-2802098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37443200000000004,1.0267899999999999,1.38604,1.8261889999999998,1.58083,1.565821,1.96403,2.213875,2.109388
52-2802129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.653359,1.012608,1.452758,1.207398,1.19239,1.590598,1.840443,1.769956
53-2802152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35925,1.05792,1.3022799999999999,1.3387120000000001,1.736921,1.986766,1.916279
54-2802163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.698671,0.9430299999999999,1.313782,1.7119900000000001,1.9618349999999998,2.275528
55-2802618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24536,0.616111,1.01432,1.264165,1.582802
56-2802176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37075199999999997,0.7689600000000001,1.018805,1.337442
57-2806506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.400208,0.650053,0.968691
58-2806502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24984499999999998,0.5684819999999999
59-2806508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.318637
60-2806510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
