순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2804136,21-2804665,22-2804138,23-2804663,24-2804142,25-2804145,26-2804661,27-2804660,28-2804658,29-2804164,30-2804166,31-2804656,32-2804168,33-2806206,34-2804654,35-2804651,36-2804649,37-2804648,38-2807374,39-2804646,40-2804327,41-2804329,42-2804645,43-2804643,44-2804197,45-2804195,46-2804717,47-2804193,48-2804191,49-2806153,50-2804189,51-2804641,52-2804740,53-2804794,54-2803702,55-2807371,56-2803737,57-2803735,58-2803734,59-2803732,60-2803730,61-2803728,62-2803751,63-2804639,64-2803750,65-2803752,66-2803723,67-2803721,68-2803718,69-2803720,70-2803719,71-2803711,72-2806217,73-2803708,74-2803706,75-2804634,76-2803705,77-2803703,78-2804580,79-2804213,80-2804211,81-2804209,82-2804207,83-2804205,84-2804204,85-2806290,86-2804202,87-2806292,88-2803609,89-2806232,90-2803608,91-2803607,92-2803606,93-2806297,94-2803616,95-2803853,96-2803850,97-2803617,98-2806299,99-2803618,100-2806300,101-2803600,102-2800273,103-2803601,104-2804331,105-2803581,106-2800271,107-2805489,108-2807150,109-2804581,110-2804582,111-2800267,112-2804032
11-2803684,,,,,,,,,,,0,0.40576999999999996,1.1438139999999999,1.6131870000000001,2.256335,2.606993,3.147027,3.378052,4.437913,4.380326999999999,4.791229,5.326157,5.72269,6.288606,5.838124,5.298376,4.772009,4.5818,4.447899,5.103031,5.579964,5.897512,6.659713000000001,7.338844,8.074434,8.391193,10.253556,10.540053,10.868033,11.11709,11.35045,11.766922000000001,11.727563,11.498804,11.104575,10.691174,10.513977,10.026692,9.878846000000001,9.549842,9.26803,8.652676,7.034180999999999,7.293116,7.584977,7.8817580000000005,8.167872000000001,8.609812,8.982717,9.316839,9.670714,9.563031,9.217379,9.008374,8.809118,9.309991,9.744698,10.084968,10.866471,11.522622,11.765875999999999,11.882208,11.645878999999999,11.703241,12.133287,12.685935,13.567479999999998,13.445502,13.952647,14.312795000000001,14.290170000000002,13.918804000000002,13.183582999999999,12.951805,12.597502,12.185705,11.932131,11.431177,11.05609,10.727449,10.223239,9.930849,9.379399000000001,9.060001,8.861445,8.465083,7.8706130000000005,7.345928,7.078519,6.761319,6.07506,5.613778,5.403052,5.231343,4.9736769999999995,4.4962290000000005,3.989364,3.615594,3.288331,2.990376,2.713466,3.349913
12-2803685,,,,,,,,,,,,0,0.7380439999999999,1.207417,1.850566,2.201223,2.741257,2.972282,4.032143,3.974557,4.38546,4.920387,5.31692,5.882837,5.4333540000000005,4.891607,4.36524,4.1750300000000005,4.042129,4.697261,5.174194,5.490742,6.252943,6.932074000000001,7.669664,7.984423,9.846786,10.134284,10.462264,10.71032,10.94468,11.361152,11.321793,11.093034,10.698805,10.285404,10.108207,9.620923,9.473075999999999,9.144072,8.862261,8.246906,6.628411,6.887346000000001,7.179207000000001,7.475988,7.7621020000000005,8.204042,8.576947,8.911069,9.264944,9.157262,8.811608999999999,8.602604,8.403348,8.904222,9.338928,9.679198,10.460701,11.116852,11.360106,11.476438,11.836352,12.109011,12.538057,13.090705,13.97325,13.851272,14.358416,14.718564,14.697939000000002,14.324573999999998,13.589353,13.357575,13.001272,12.589475,12.337900999999999,11.836947,11.46186,11.133218,10.629008,10.336618,9.785169,9.46577,9.267215,8.870853,8.276383000000001,7.751697999999999,7.484288,7.167088000000001,6.480829,6.019547,5.808821,5.637112999999999,5.379447,4.901998000000001,4.395134,4.021364,3.6941010000000003,3.3961449999999997,3.119236,3.7556830000000003
13-2803686,,,,,,,,,,,,,0,0.46937299999999993,1.1125209999999999,1.467179,2.007213,2.238238,3.2980989999999997,3.240513,3.651415,4.186343,4.582876000000001,5.390826000000001,5.841308000000001,5.590947,5.06358,4.874371,4.73947,5.395601999999999,5.872535,6.189083,6.951283999999999,7.630414999999999,8.367005,8.682764,10.545127,10.832624000000001,11.160604,11.408661,11.421978999999999,11.005507000000001,10.587749,10.358989999999999,9.964761,9.55136,9.374163000000001,8.886878,8.739032,8.410028,8.128216,7.512861999999999,5.894367,6.153302,6.445163,6.741944,7.028058000000001,7.4699979999999995,7.842903,8.177024000000001,8.5309,8.423217,8.077565,7.86856,7.6693039999999995,8.170177,8.604884,8.945153999999999,9.726657000000001,10.382808,10.626062,10.742394,11.102308,11.45067,11.880716,12.433364,13.314909,13.192931,13.700076000000001,14.060223,14.549017000000001,14.920382,14.324397,14.092619000000001,13.738316000000001,13.328519,13.074945,12.573991,12.198903999999999,11.870262,11.366052999999999,11.073661999999999,10.522213,10.202814,10.004259,9.607897,9.013427,8.488742,8.221333,7.904132000000001,7.217874,6.7565919999999995,6.545866,6.374157,6.116491000000001,5.639042,5.132178,4.758408,4.431145,4.13319,3.8562800000000004,4.4927269999999995
14-2803687,,,,,,,,,,,,,,0,0.643149,0.997807,1.5378399999999999,1.7688650000000001,2.8287259999999996,2.77114,3.182043,3.71697,4.113503,4.921453,5.371936,5.912683,5.505823,5.315613,5.180712000000001,5.836844,6.313777,6.631326,7.393527000000001,8.071657,8.809247000000001,9.125005999999999,10.98737,11.274867,11.434023,11.185967,10.952607,10.536133999999999,10.118377,9.889617,9.495388,9.081988,8.90479,8.417506,8.269658999999999,7.9406550000000005,7.658844,7.043489,5.424994,5.683929,5.97579,6.272571,6.5586850000000005,7.000625,7.373530000000001,7.707652,8.061527,7.953844999999999,7.608192,7.3991869999999995,7.199930999999999,7.700805,8.135511,8.475781,9.257285000000001,9.913435,10.156689,10.273022000000001,10.632935,10.981297,11.411342999999999,11.963992,12.845536,12.723558,13.230703,13.590851,14.079644,14.45101,14.795769,14.563992,14.209688,13.797891,13.542317,13.043363000000001,12.668275999999999,12.339635000000001,11.835425,11.543035,10.991585,10.672187,10.473632,10.07727,9.4828,8.958115,8.690705,8.373505,7.687246000000001,7.225964,7.015238,6.843528999999999,6.585863000000001,6.108415,5.60155,5.22778,4.900517,4.602562,4.325653,4.962098999999999
15-2804667,,,,,,,,,,,,,,,0,0.354658,0.894692,1.125717,2.185577,2.127992,2.538894,3.0738220000000003,3.470355,4.2783050000000005,4.7287870000000005,5.269534999999999,4.862674,4.672465,4.537564,5.1946959999999995,5.670629,5.988176999999999,6.7503779999999995,7.4295089999999995,8.165098,8.481858,10.344221000000001,10.630718,10.790875,10.542817999999999,10.309458,9.892986,9.475228,9.246469,8.852238999999999,8.438839,8.261642,7.774357000000001,7.626511,7.297507,7.015695,6.400341,4.781845,5.040781,5.332642,5.629423,5.9155370000000005,6.357476999999999,6.7303820000000005,7.064503,7.418378999999999,7.310696000000001,6.965044,6.756039,6.556783,7.057656,7.492363,7.832633,8.614136,9.270286,9.513539999999999,9.629873,9.989786,10.338149000000001,10.768195,11.320843,12.202388000000001,12.08041,12.587553999999999,12.947702,13.436496,13.807860999999999,14.543082,14.77486,14.852837,14.44104,14.187466,13.686511999999999,13.311425,12.982783999999999,12.478574,12.186183999999999,11.634734,11.315336,11.11678,10.720417999999999,10.125948,9.601263000000001,9.333853999999999,9.016653999999999,8.330395,7.8691130000000005,7.658386999999999,7.4866779999999995,7.229011999999999,6.751564,6.244699,5.870929,5.543666,5.245711,4.968801,5.6052480000000005
16-2803688,,,,,,,,,,,,,,,,0,0.540034,0.771059,1.830919,1.773334,2.184236,2.719164,3.115697,3.9236470000000003,4.374129,4.914877,4.559759,4.36955,4.2356489999999996,4.891781,5.368714,5.685262000000001,6.447463,7.126594,7.8631839999999995,8.178942999999999,10.041306,10.328804,10.436217,10.18816,9.9548,9.538328,9.120569999999999,8.891811,8.497581,8.084181,7.906984,7.4196990000000005,7.271853,6.942849000000001,6.661036999999999,6.045683,4.427187,4.686123,4.977983999999999,5.274765,5.560879,6.002819000000001,6.375724,6.709845,7.063721000000001,6.956038,6.610386,6.401381,6.202125,6.702998,7.137705,7.477975,8.259478,8.915628,9.158882,9.275215,9.635128,9.983491,10.413537,10.966185000000001,11.84773,11.725752,12.232896,12.593044,13.081838000000001,13.453203,14.188424,14.420202,14.774505,14.789698000000001,14.536124,14.037170000000001,13.662082999999999,13.333441,12.829232000000001,12.536841,11.985392,11.665994,11.467438000000001,11.071076,10.476606,9.951921,9.684512,9.367312,8.681053,8.219771000000001,8.009045,7.837336,7.57967,7.102222,6.595357000000001,6.221587,5.894324,5.596369,5.319458999999999,5.955906
17-2803689,,,,,,,,,,,,,,,,,0,0.231025,1.290886,1.2333,1.644202,2.17913,2.575663,3.3836129999999995,3.8340949999999996,4.374843,4.90321,4.910584,4.776683,5.431815,5.908748,6.225296,6.987497,7.666628,8.403217999999999,8.718977,10.539660000000001,10.252163000000001,9.896183,9.648126,9.414766,8.998294,8.580536,8.351777,7.957547999999999,7.544147,7.36695,6.879664999999999,6.731819000000001,6.402815,6.121003,5.505649,3.887154,4.146089,4.43795,4.734731,5.020845,5.462785,5.8356900000000005,6.169811,6.523687000000001,7.486814999999999,7.141163000000001,6.932158,6.732902,7.233775,7.668482000000001,8.008752000000001,8.790255,9.446405,9.689658999999999,9.805992,10.165905,10.514268,10.944314,11.496962,12.378507,12.256528999999999,12.763672999999999,13.123821,13.612615,13.983979999999999,14.719201000000002,14.950979,15.305282,15.329732,15.076158,14.577204,14.202117000000001,13.873475,13.369264999999999,13.076875,12.525426,12.206027,12.007472,11.61111,11.016639999999999,10.491955,10.224544999999999,9.907345,9.221086,8.759803999999999,8.549078,8.377369999999999,8.119703999999999,7.6422550000000005,7.135391,6.761621000000001,6.4343580000000005,6.1364019999999995,5.859493,6.49594
18-2803690,,,,,,,,,,,,,,,,,,0,1.0598610000000002,1.002275,1.4131770000000001,1.948105,2.344638,3.152588,3.603071,4.1438180000000004,4.672185,4.862394999999999,5.006708000000001,5.66284,6.139773,6.456321,7.218522,7.897653,8.634242,8.950002,10.308636,10.021138,9.665158,9.417100999999999,9.183742,8.767269,8.349511,8.120752,7.726522999999999,7.313122,7.135925,6.648639999999999,6.500794,6.1717900000000006,5.889979,5.274624,3.656129,3.915064,4.206925,4.503706,4.78982,5.2317599999999995,5.604665,5.9387870000000005,6.292662,7.71784,7.372188,7.163183,6.963927,7.4648,7.899507000000001,8.239777,9.02128,9.677430000000001,9.920684,10.037017,10.396930000000001,10.745292999999998,11.175339,11.727986999999999,12.609532000000002,12.487554,12.994698,13.354845999999998,13.843639999999999,14.215005,14.950226,15.182004000000001,15.536307,15.560757,15.307182999999998,14.808229,14.433142000000002,14.1045,13.60029,13.3079,12.756451,12.437052,12.238497,11.842135,11.247665,10.72298,10.45557,10.13837,9.452111,8.990829,8.780103,8.608395,8.350729,7.87328,7.366416,6.9926449999999996,6.665383,6.367426999999999,6.090518,6.726965
19-2803691,,,,,,,,,,,,,,,,,,,0,0.220996,0.631899,1.166826,1.563359,2.371309,2.821792,3.362539,3.8919059999999996,4.081116000000001,4.242571,4.898703,5.375636,5.692185,6.453386,7.132516000000001,7.870106,8.184865,9.251775,8.964278,8.608297,8.360241,8.126881,7.710408999999999,7.292650999999999,7.063891,6.669662,6.256262,6.079064,5.59178,5.443933,5.114929,4.833118,4.217763,2.599268,2.858203,3.150064,3.4468449999999997,3.7329589999999997,4.174899,4.547804,4.881926,5.235801,6.922299000000001,7.266952000000001,7.475957000000001,7.675213,8.182079,8.616785,8.957055,9.738559,10.394708999999999,10.637963000000001,10.754296,11.114208999999999,11.462571,11.892617,12.445266,13.32681,13.204832000000001,13.711977,14.072125,14.560918,14.932284,15.667504999999998,15.899282000000001,16.253586,16.622617,16.369042999999998,15.868089000000001,15.493001999999999,15.164360999999998,14.660151,14.367760999999998,13.816310999999999,13.496913000000001,13.298357999999999,12.901996,12.307526,11.782841000000001,11.515431,11.198231,10.511972,10.05069,9.839964,9.668255,9.410589,8.933141,8.426276,8.052506,7.725242999999999,7.427288000000001,7.150378999999999,7.786825
20-2804136,,,,,,,,,,,,,,,,,,,,0,0.41090200000000004,0.94583,1.342363,2.150313,2.600795,3.141543,3.66991,3.8611199999999997,4.020575,4.677707,5.15364,5.471188,6.233389,6.911519999999999,7.64911,7.964869,9.469771000000001,9.182274000000001,8.826294,8.578237,8.344877,7.928405000000001,7.5106470000000005,7.281888,6.887658,6.474258,6.297061,5.809776,5.66193,5.3329260000000005,5.051114,4.43576,2.8172639999999998,3.0762,3.368061,3.6648419999999997,3.9509559999999997,4.392896,4.765801000000001,5.099922,5.453798,7.140296,7.484947999999999,7.693953,7.893209,8.400075,8.834782,9.175052,9.956555,10.612705,10.855959,10.972292,11.332205,11.680568,12.110614,12.663262,13.544807,13.422829,13.929973,14.290121,14.778915,15.150279999999999,15.885501000000001,16.117279,16.471582,16.563032,16.309458,15.810504000000002,15.435417000000001,15.106775,14.602565,14.310175,13.758726000000001,13.439326999999999,13.240772,12.84441,12.249939999999999,11.725255,11.457844999999999,11.140645,10.454386,9.993103999999999,9.782378,9.610669999999999,9.353003999999999,8.875555,8.368691,7.994921000000001,7.667658,7.369702,7.0927929999999995,7.729239999999999
