순번_정류장ID,34-2801790,35-2801977,36-2805598,37-2802051,38-2802067,39-2802056,40-2802050,41-2802042,42-2802029,43-2802013,44-2802003,45-2802033,46-2802057,47-2802081,48-2802066,49-2802069,50-2802087,51-2804799,52-2802048,53-2801823,54-2802110,55-2802132,56-2801891,57-2801853,58-2801821,59-2806513,60-2807111,61-2806771,62-2806429,63-2806635,64-2805906,65-2806422,66-2806424,67-2807419,68-2806862,69-2807444
54-2802110,,,,,,,,,,,,,,,,,,,,,0,0.29204,0.503821,0.705162,0.9095700000000001,0.887141,1.186498,1.5658370000000001,1.89215,2.471114,2.4969919999999997,2.8384139999999998,2.85758,2.55207,1.188785,1.251908
55-2802132,,,,,,,,,,,,,,,,,,,,,,0,0.211781,0.41312200000000004,0.64553,0.595101,0.894458,1.2737969999999998,1.6501099999999997,2.229075,2.272952,2.614374,2.84848,2.54297,1.179685,1.242808
56-2801891,,,,,,,,,,,,,,,,,,,,,,,0,0.20334100000000002,0.435749,0.38532,0.6846770000000001,1.064016,1.4403290000000002,2.0192930000000002,2.0621709999999998,2.403593,2.715739,2.5897509999999997,1.226466,1.2895889999999999
57-2801853,,,,,,,,,,,,,,,,,,,,,,,,0,0.233408,0.467163,0.766521,1.012141,1.254988,1.833952,1.86083,2.201252,2.513398,2.791092,1.427807,1.4909299999999999
58-2801821,,,,,,,,,,,,,,,,,,,,,,,,,0,0.699571,0.998928,0.893733,1.13658,1.715545,1.7424220000000001,2.0828439999999997,2.39499,2.7005,1.542215,1.605338
59-2806513,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29935700000000004,0.678697,1.055009,1.633974,1.7678509999999998,2.109273,2.4214189999999998,2.726929,1.6097860000000002,1.672909
60-2807111,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.379339,0.755652,1.334617,1.465494,1.806916,2.119062,2.424572,1.909143,1.972266
61-2806771,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.376313,0.955277,1.086155,1.427577,1.739723,2.045233,2.280948,2.344071
62-2806429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.578965,1.3300020000000001,1.6714240000000002,1.98357,2.28908,2.5237950000000002,2.586918
63-2806635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.779878,1.1213,1.433446,1.7389560000000002,3.105241,3.041118
64-2805906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.341422,0.653568,0.9590780000000001,2.3253630000000003,2.2612400000000004
65-2806422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.322146,0.627656,1.993941,1.929818
66-2806424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.30551,1.6717950000000001,1.607672
67-2807419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.366285,1.302162
68-2806862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.066123
69-2807444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
