순번_정류장ID,1-2803524,2-2803525,3-2803769,4-2804876,5-2803770,6-2803820,7-2806041,8-2806216,9-2806694,10-2805397,11-2805059,12-2805587,13-2804865,14-2806094,15-2805553,16-2805205,17-2805308,18-2805204,19-2804420,20-2806239,21-2802484,22-2802458,23-2802446,24-2802447,25-2802433,26-2802422,27-2802418,28-2802415,29-2802407,30-2802398,31-2802396,32-2802394,33-2802864,34-2802824,35-2802816,36-2802618,37-2802828
1-2803524,0,0.290392,0.905025,1.463219,1.8300299999999998,1.942653,2.203369,2.738313,2.9581470000000003,3.256516,3.4642809999999997,3.6838309999999996,3.9218879999999996,4.112699,4.288746,4.153524,3.7358849999999997,3.426658,3.406771,4.530004,6.850357000000001,7.304139999999999,7.7019910000000005,7.807832,8.03111,8.273653,8.550253999999999,8.895878,8.915395,9.296352,9.749483,10.169627,10.524709,10.769908000000001,10.927814,11.075413000000001,10.971774
2-2803525,,0,0.614633,1.171827,1.5396379999999998,1.652261,1.9129770000000001,2.447921,2.667755,2.966124,3.173889,3.393439,3.631496,3.822307,3.998354,3.862132,3.445493,3.136266,3.1163790000000002,4.239612,6.559964999999999,7.013748,7.411599000000001,7.517441000000001,7.740717999999999,7.983261,8.259862,8.604486,8.626003,9.00496,9.460091,9.879235000000001,10.234316999999999,10.480516,10.637422,10.785021,10.681382000000001
3-2803769,,,0,0.557195,1.050251,1.343628,1.604344,2.139288,2.359122,2.657492,2.865256,3.084806,3.322863,3.513674,3.689721,3.553499,3.13686,2.827634,2.807746,3.9309790000000002,6.251332,6.705114999999999,7.102966,7.208808,7.432085000000001,7.674628,7.951229,8.296853,8.69787,9.178072,9.631203,9.849153,9.925684,10.170883,10.330789,10.476389,10.372749
4-2804876,,,,0,0.49305699999999997,0.787434,1.048151,1.5830950000000001,1.802929,2.101298,2.309063,2.528613,2.766669,2.95748,3.133528,2.998306,2.580667,2.27144,2.251552,3.3747849999999997,5.695139,6.148921,6.546772,6.652614,6.8758919999999994,7.118434,7.394036,7.739659,8.140676,8.816634,9.269765,9.29296,9.36849,9.61469,9.773595,9.919195,9.816555000000001
5-2803770,,,,,0,0.294377,0.5550930000000001,1.0900370000000001,1.309872,1.608241,1.8160049999999999,2.035555,2.273612,2.464423,2.64047,2.504248,2.087609,1.7783830000000003,1.7584950000000001,2.881728,5.202081,5.655864,6.053715,6.159557,6.382834,6.625377,6.900978,7.2476020000000005,7.647619000000001,8.323576,8.776708,8.799902000000001,8.875433000000001,9.122632000000001,9.280538,9.427138000000001,9.322498
6-2803820,,,,,,0,0.26171700000000003,0.796661,1.0164950000000001,1.314864,1.522629,1.7421790000000001,1.980236,2.364046,2.397907,2.210872,1.7942330000000002,1.485006,1.465119,2.588351,4.908705,5.362487000000001,5.760339,5.86618,6.0894580000000005,6.332000000000001,6.607602,6.954225,7.354242,8.0302,8.484331,8.505526,8.583056,8.827256,8.986161,9.132761,9.029121
7-2806041,,,,,,,0,0.537944,0.757778,1.0561479999999999,1.2639120000000001,1.483462,1.7215189999999998,2.10533,2.13919,1.9521549999999999,1.5355159999999999,1.226289,1.206402,2.3296349999999997,4.649988,5.103771,5.501622,5.607464,5.830741000000001,6.073283999999999,6.349885,6.694509,7.0955259999999996,7.771483,8.225614,8.246808999999999,8.32434,8.568539,8.728444999999999,8.874044,8.770405
8-2806216,,,,,,,,0,0.221835,0.520204,0.727969,0.947519,1.185575,1.569386,1.604247,1.416212,0.9995729999999999,0.690346,0.670458,1.793691,4.114045,4.567826999999999,4.965678,5.07152,5.294798,5.53734,5.812941,6.159565,6.559582000000001,7.235539999999999,7.689671000000001,7.7118660000000006,7.7883960000000005,8.034595,8.191500999999999,8.339101,8.234461
9-2806694,,,,,,,,,0,0.29836999999999997,0.506134,0.725684,0.963741,1.347552,1.381413,1.194377,0.777738,0.5235,0.639613,1.762846,4.083199,4.536982,4.934833,5.040674,5.263952,5.506495,5.782096,6.12772,6.529737,7.204694,7.657825,7.681019999999999,7.757550999999999,8.00275,8.162655,8.308255,8.204616
10-2805397,,,,,,,,,,0,0.208765,0.42831499999999995,0.666371,1.050182,1.089043,1.012735,0.595096,0.743858,0.914982,2.038215,4.358568,4.8123510000000005,5.210202,5.316044000000001,5.539321,5.781864,6.0574650000000005,6.403089,6.805105999999999,7.481063000000001,7.934194000000001,7.955389,8.032919999999999,8.279119,8.437025,8.582625,8.479985000000001
