순번_정류장ID,1-2803221,2-2803159,3-2805513,4-2806606,5-2805639,6-2805702,7-2805700,8-2805698,9-2806024,10-2805696,11-2805694,12-2805636,13-2805692,14-2805703,15-2805975,16-2803158,17-2803654,18-2803157,19-2803651,20-2806491,21-2803182,22-2803678,23-2803679,24-2803155,25-2805705,26-2803198,27-2806037,28-2803656,29-2806607,30-2805970,31-2805972,32-2807630,33-2807300,34-2803298,35-2803190,36-2805833,37-2803288,38-2803285,39-2803650,40-2803291,41-2803296,42-2803179,43-2807232,44-2807362
1-2803221,0,0.40299999999999997,1.31372,1.8036990000000002,2.165725,1.953266,1.763051,2.343456,2.557716,2.872084,3.844587,3.5870379999999997,3.1699040000000003,2.895418,2.722826,2.9857270000000002,3.3665190000000003,3.61248,3.9735150000000004,4.293907,4.714822,5.214141000000001,5.4991129999999995,5.9690650000000005,6.832546000000001,7.465694999999999,7.856358999999999,8.167106,8.536927,8.802713,9.103682000000001,9.624827,10.092816000000001,10.51556,10.177999999999999,10.255583,10.722588,11.161774000000001,11.3315,11.067267,10.9225,11.043830999999999,19.563373000000002,19.564826
2-2803159,,0,0.9107200000000001,1.400699,1.762725,1.550266,1.3600510000000001,1.9404560000000002,2.154716,2.469084,3.441587,3.184038,2.7669040000000003,2.4924180000000002,2.319826,2.582727,2.963519,3.20948,3.5705150000000003,3.890907,4.311822,4.811141,5.097112999999999,5.567065,6.430546,7.062695,7.453359,7.764106,8.133927,8.399713,8.700682,9.221828,9.689816,10.11156,9.775,9.852583000000001,10.319589,10.758774,10.9285,10.664267,10.5195,10.640831,19.160373,19.161826
3-2805513,,,0,0.493979,0.8560049999999999,1.194014,1.3842299999999998,1.986825,1.773564,1.706364,2.677867,2.416318,1.983184,1.708698,1.524546,1.787448,2.168239,2.42576,2.786795,3.1071869999999997,3.5281019999999996,4.0274209999999995,4.312393,4.783345,5.6458260000000005,6.298975,6.689639,7.000386,7.370206,7.635992999999999,7.936961999999999,8.458107,8.926096000000001,9.348839,9.011280000000001,9.088863,9.555867999999998,9.995054,10.16478,9.900547,9.75578,9.87711,18.377653,18.378106
4-2806606,,,,0,0.362026,0.7000350000000001,0.890251,1.492846,1.278585,1.211385,2.183888,1.922339,1.489205,1.214719,1.641127,1.9040279999999998,2.203782,1.9317810000000002,2.292816,2.613208,3.034123,3.533442,3.819414,4.288366000000001,5.152847,5.804996,6.19566,6.506407,6.876227,7.142014,7.442983,7.964128,8.432117,8.854861,8.517301,8.594884,9.061889,9.501075,9.670800999999999,9.406568,9.261801,9.383132000000002,17.883674,17.883126999999998
5-2805639,,,,,0,0.33801,0.528225,1.1308200000000002,0.916559,0.849359,1.8218619999999999,1.560314,1.1271799999999998,0.8526940000000001,1.279102,1.542003,1.8417560000000002,1.569756,1.9307900000000002,2.251182,2.672097,3.171417,3.457389,3.927341,4.789821,5.44297,5.833634,6.144381,6.514202,6.779988,7.080958,7.602103,8.070091,8.492835000000001,8.155275999999999,8.232858,8.699864,9.139049,9.308776,9.044542,8.899776,9.021106,17.521648000000003,17.521102
6-2805702,,,,,,0,0.190216,0.984722,1.007018,0.939818,1.912321,1.649773,1.216639,0.942152,1.3685610000000001,1.6314620000000002,1.9312150000000001,1.659215,2.020249,2.340641,2.761556,3.2608759999999997,3.546847,4.016799,4.88028,5.533429,5.924093,6.23484,6.604661,6.870447,7.171417,7.692562,8.16055,8.583294,8.245733999999999,8.323317,8.790322999999999,9.229508000000001,9.399234,9.135000999999999,8.990234,9.111564999999999,17.610107,17.61156
7-2805700,,,,,,,0,0.794506,1.008767,1.130034,2.102537,1.8399880000000002,1.406854,1.132368,1.558776,1.821677,2.1214310000000003,1.84943,2.210465,2.530857,2.951772,3.4510910000000004,3.7360629999999997,4.207015,5.070496,5.723644,6.1143089999999995,6.425055,6.7948759999999995,7.060663000000001,7.361632000000001,7.882777000000001,8.350766,8.773508999999999,8.43595,8.513533,8.980538000000001,9.419724,9.58945,9.325217,9.18045,9.30178,17.800323000000002,17.800776000000003
8-2805698,,,,,,,,0,0.214261,0.529629,1.502132,1.244583,1.203641,1.478127,2.157371,2.420272,2.1240259999999997,1.852025,2.21306,2.533451,2.954366,3.4536860000000003,3.7396580000000004,4.20961,5.0730900000000005,5.123239,5.513903,5.82465,6.194471,6.4602580000000005,6.761227000000001,7.2823720000000005,7.750361,8.173103999999999,7.835545,7.913127,8.380133,8.819317999999999,8.989044999999999,8.724811,8.580045,8.701375,17.803917000000002,17.804371
9-2806024,,,,,,,,,0,0.315368,1.287871,1.030322,0.9893799999999999,1.263866,1.94311,2.206011,1.9097650000000002,1.637764,1.9987990000000002,2.3191900000000003,2.740106,3.239425,3.524397,3.9953489999999996,4.85883,4.908978,5.2996419999999995,5.610389,5.98021,6.245997,6.546966,7.068111,7.5361,7.958842999999999,7.621283999999999,7.698866000000001,8.165872,8.605057,8.774784,8.51055,8.365784,8.487114,17.589656,17.59011
10-2805696,,,,,,,,,,0,0.977503,0.9631219999999999,0.9221799999999999,1.196666,1.8759099999999997,2.138811,1.8425650000000002,1.5705639999999998,1.931599,2.251991,2.6729060000000002,3.172225,3.4571970000000003,3.928149,4.7916300000000005,4.598611,4.989275,5.300022,5.669843,5.9356290000000005,6.236599,6.757744000000001,7.225732000000001,7.648476,7.310916000000001,7.388499,7.855505,8.29469,8.464416,8.200183,8.055416000000001,8.176747,17.522457,17.52291
