순번_정류장ID,33-2803402,34-2803401,35-2803398,36-2803385,37-2803384,38-2805647,39-2805047,40-2803567,41-2803569,42-2803391,43-2803573,44-2803572,45-2807547,46-2807522,47-2807539,48-2807536,49-2807530,50-2807491,51-2807490,52-2807496,53-2800944,54-2800841,55-2800840,56-2800985,57-2800838,58-2801072,59-2801110,60-2801301,61-2801388,62-2801524
33-2803402,0,0.673783,1.222484,1.8589830000000003,2.381192,2.740711,3.6153190000000004,4.21772,5.630892,6.320368,7.216833,7.905931,8.458045,15.279055,16.624784,17.765694,19.200953,22.524567,26.507440000000003,29.429209999999998,35.573259,36.152981,36.403195000000004,36.734617,36.249701,35.496133,35.053186,35.215992,36.101379,37.307094
34-2803401,,0,0.548701,1.1852,1.707409,2.066929,2.941536,3.543937,4.957109,5.645585,6.54305,7.232149000000001,7.783262,14.604273000000001,15.951001999999999,17.090911,18.52717,21.850784,25.832657,28.754427000000003,34.898476,35.478198,35.729411999999996,36.061834999999995,35.576918,34.822351,34.379403,34.541209,35.426596999999994,36.632311
35-2803398,,,0,0.6474989999999999,1.169708,1.529228,2.403835,3.006236,4.420408,5.107883999999999,6.005349,6.6944479999999995,7.246561,14.067572,15.413301,16.55421,17.989469,21.313083,25.294956,28.216726,34.361775,34.941497,35.190711,35.524134000000004,35.039217,34.28365,33.839702,34.003508000000004,34.889896,36.09361
36-2803385,,,,0,0.522209,0.8817290000000001,1.757337,2.359737,3.7719089999999995,4.461386,5.35785,6.047949,6.599061999999999,13.419073000000001,14.766801999999998,15.906710999999998,17.34297,20.665584,24.648457,27.569227,33.713276,34.292998,34.543213,34.874635,34.390718,33.637151,33.192204,33.357009000000005,34.240396999999994,35.446111
37-2803384,,,,,0,0.35952,1.2341280000000001,1.836528,3.2497,3.9381769999999996,4.835641000000001,5.52474,6.0758529999999995,12.896864,14.243592999999999,15.383501999999998,16.819761,20.143375,24.125248000000003,27.047017999999998,33.191067,33.770789,34.022003999999995,34.354426000000004,33.869509,33.114942,32.670995,32.8338,33.719188,34.925902
38-2805647,,,,,,0,0.8746079999999999,1.477009,2.890181,3.5786569999999998,4.476122,5.16522,5.716334,12.537345,13.884073999999998,15.023983,16.460242,19.783856,23.764729,26.687499,32.831548,33.41127,33.662484,33.994907,33.50999,32.756422,32.311475,32.474281,33.360668,34.566383
39-2805047,,,,,,,0,0.6024010000000001,2.015573,2.7040490000000004,3.601514,4.290612,4.841726,11.662737,13.009466,14.149375,15.585633999999999,18.909248,22.891121,25.811891,31.956940000000003,32.537662,32.787876000000004,33.120298999999996,32.634382,31.880814,31.437866999999997,31.599673,32.486059999999995,33.691775
40-2803567,,,,,,,,0,1.4131719999999999,2.101649,2.999113,3.688212,4.239325,11.060336,12.407065,13.546973999999999,14.983232999999998,18.306847,22.28772,25.20949,31.353539,31.935260999999997,32.183476,32.515898,32.031981,31.276414000000003,30.833467,30.996271999999998,31.88066,33.088374
41-2803569,,,,,,,,,0,0.688477,1.585942,2.27504,2.8261540000000003,9.647164,10.993893,12.133803,13.570060999999999,16.893676,20.874549,23.797318,29.941367,30.52109,30.771303999999997,31.104726,30.619809000000004,29.864241999999997,29.421295,29.5841,30.470488,31.678202000000002
42-2803391,,,,,,,,,,0,0.900465,1.589564,2.140677,8.961688,10.308417,11.448326,12.884585000000001,16.208199,20.189072,23.111842000000003,29.255891,29.835613000000002,30.085828000000003,30.41825,29.935333,29.178765999999996,28.735819,28.898623999999998,29.784012,30.989726
43-2803573,,,,,,,,,,,0,0.689099,1.240213,8.383223,9.729952,10.869862,12.30612,15.629735,19.610608,22.533378,28.677426,29.257149,29.507363,29.839785,29.354869,28.601301,28.157353999999998,28.320159999999998,29.205546999999996,30.412262
44-2803572,,,,,,,,,,,,0,0.551114,7.694125,9.040854,10.180763,11.617022,14.940635999999998,18.921509,21.845279,27.989328000000004,28.56905,28.819264,29.152687,28.66777,27.913203000000003,27.469256,27.632061,28.516448999999998,29.724163
