순번_정류장ID,1-2800435,2-2800309,3-2800480,4-2800491,5-2800494,6-2800496,7-2800499,8-2805303,9-2800511,10-2800514,11-2800516,12-2800518,13-2800522,14-2800531,15-2800540,16-2804975,17-2800560,18-2800569,19-2807222,20-2800563,21-2807520,22-2807504,23-2803214,24-2805065,25-2807232,26-2807362
1-2800435,0,2.383632,2.586748,2.678575,3.038287,3.4591540000000003,3.7477910000000003,4.759855,5.140311,5.4412910000000005,5.586305,5.759217,5.944119000000001,6.303841,6.770869,6.999492,8.335278,9.065672,9.396547,9.755075999999999,12.072547,21.801472,34.122018,34.413579,34.915164000000004,34.915617
2-2800309,,0,0.207116,0.46094300000000005,0.8206559999999999,1.241523,1.530159,2.541223,2.922679,3.223659,3.3676739999999996,3.5405860000000002,3.725487,4.086208999999999,4.552238,4.78186,6.116647,6.847041,7.177916000000001,7.536445,9.853916,19.582841000000002,31.904386,32.194948,32.697532,32.697984999999996
3-2800480,,,0,0.254827,0.61454,1.035407,1.324044,2.336107,2.717563,3.018543,3.162558,3.3354699999999995,3.520371,3.881093,4.347122,4.576745,5.911531,6.641925,6.9728,7.331328999999999,9.6488,19.377725,31.699270000000002,31.989832,32.492416,32.492869
4-2800491,,,,0,0.359713,0.78058,1.069217,2.08128,2.462736,2.7637169999999998,2.906731,3.0806430000000002,3.265544,3.626267,4.092295,4.321918,5.656704,6.387098,6.717973,7.0765020000000005,9.393972999999999,19.121898,31.444443,31.735004999999997,32.237589,32.238043
5-2800494,,,,,0,0.420867,0.709504,1.720568,2.102024,2.403004,2.5470189999999997,2.7199299999999997,2.904832,3.2655540000000003,3.731582,3.961205,5.295991000000001,6.026384999999999,6.35726,6.715789,9.033261,18.762185000000002,31.083731,31.374292999999998,31.876877,31.87733
6-2800496,,,,,,0,0.288637,1.300701,1.682157,1.983137,2.127151,2.300063,2.4849650000000003,2.845687,3.311715,3.5413379999999997,4.876124,5.606518,5.937393,6.295922,8.613392999999999,18.342318,30.663864,30.954426,31.457009999999997,31.457463
7-2800499,,,,,,,0,1.011064,1.39252,1.6935,1.8375139999999999,2.010426,2.195328,2.55605,3.022078,3.2517009999999997,4.586487,5.3168809999999995,5.647755999999999,6.006285,8.323757,18.052681,30.374227,30.664789000000003,31.167372999999998,31.167826
8-2805303,,,,,,,,0,0.384456,0.6854359999999999,0.829451,1.002363,1.1872639999999999,1.547986,2.014015,2.243637,3.5784239999999996,4.308818,4.639693,4.998222,7.315693,17.044617000000002,29.366163,29.656725,30.159309000000004,30.159762
9-2800511,,,,,,,,,0,0.300981,0.444995,0.617907,0.802808,1.1635309999999999,1.629559,1.859182,3.193968,3.9243620000000004,4.255237,4.613766,6.931236999999999,16.660162,28.981707,29.272269,29.774853000000004,29.775307
10-2800514,,,,,,,,,,0,0.144014,0.326926,0.511828,0.87255,1.338578,1.568201,2.902987,3.633381,3.964256,4.322785,6.640256,16.369181,28.690727000000003,28.981289,29.483873,29.484326
11-2800516,,,,,,,,,,,0,0.182912,0.367814,0.728536,1.194564,1.424187,2.758973,3.4893669999999997,3.820242,4.178771,6.496242,16.225167000000003,28.546713,28.837274,29.339859000000004,29.340312
12-2800518,,,,,,,,,,,,0,0.184902,0.545624,1.011652,1.241275,2.576061,3.306455,3.6373300000000004,3.995859,6.3133300000000006,16.042254999999997,28.3638,28.654362,29.156947,29.1574
13-2800522,,,,,,,,,,,,,0,0.360722,0.826751,1.056374,2.3911599999999997,3.121554,3.452429,3.8109580000000003,6.128429,15.857354,28.178898999999998,28.469461,28.972045,28.972497999999998
14-2800531,,,,,,,,,,,,,,0,0.466028,0.695651,2.030437,2.760831,3.0917060000000003,3.4502349999999997,5.767707,15.496630999999999,27.818177000000002,28.108739,28.611323,28.611776000000003
15-2800540,,,,,,,,,,,,,,,0,0.229623,1.564409,2.294803,2.6256779999999997,2.984207,5.301678,15.030603,27.352149,27.642711,28.145295,28.145747999999998
16-2804975,,,,,,,,,,,,,,,,0,1.334786,2.06518,2.396055,2.754584,5.072055000000001,14.80098,27.122526,27.413088000000002,27.915671999999997,27.916125
17-2800560,,,,,,,,,,,,,,,,,0,0.731394,1.0622690000000001,1.420798,3.7382690000000003,13.467194000000001,25.78874,26.079301,26.581885999999997,26.582339
18-2800569,,,,,,,,,,,,,,,,,,0,0.330875,0.689404,3.006875,12.7358,25.057346,25.347908,25.850492000000003,25.850945
19-2807222,,,,,,,,,,,,,,,,,,,0,0.358529,2.676001,12.404925,24.726471,25.017032999999998,25.519617,25.52007
20-2800563,,,,,,,,,,,,,,,,,,,,0,2.317471,12.046396000000001,24.367942000000003,24.658504,25.161088,25.161541
21-2807520,,,,,,,,,,,,,,,,,,,,,0,9.798925,22.12047,22.411032000000002,22.913616,22.914070000000002
22-2807504,,,,,,,,,,,,,,,,,,,,,,0,12.321546000000001,12.612108000000001,13.114692000000002,13.115145000000002
23-2803214,,,,,,,,,,,,,,,,,,,,,,,0,0.290562,15.011145999999998,15.0116
24-2805065,,,,,,,,,,,,,,,,,,,,,,,,0,14.720583999999999,14.721038
25-2807232,,,,,,,,,,,,,,,,,,,,,,,,,0,0.376801
26-2807362,,,,,,,,,,,,,,,,,,,,,,,,,,0
