순번_정류장ID,47-2806665,48-2805423,49-2805016,50-2805042,51-2804898,52-2803800,53-2803817,54-2803805,55-2803803,56-2805284,57-2801827,58-2801825,59-2801829,60-2801831,61-2802240,62-2802256,63-2801828,64-2804878,65-2801815,66-2802248,67-2802217,68-2802190,69-2802180,70-2802167,71-2802135,72-2802074,73-2801983,74-2801945,75-2803645,76-2801666,77-2801568,78-2801189,79-2801421,80-2801160,81-2803546,82-2801287,83-2801270,84-2801057,85-2801035,86-2800998,87-2800971,88-2800941,89-2800927,90-2800925,91-2800923,92-2800911
47-2806665,0,0.22451100000000002,0.43715200000000004,0.884764,1.077728,1.584616,1.489152,1.897616,2.288945,2.494725,2.816009,3.042132,3.33121,3.485911,2.937706,2.915316,2.636192,3.128446,3.283637,4.080884999999999,5.30276,6.46577,7.143117,7.677025,8.278074,8.905572,9.682267,10.06945,12.781369,12.996604,13.736954999999998,14.239994,14.901883999999999,15.22979,15.545445,16.179672,16.577793,17.583022,17.945618,18.540147,18.901969,19.508889,19.894576999999998,20.145493,20.738748,22.046314000000002
48-2805423,,0,0.212641,0.6602520000000001,0.854217,1.361105,1.265641,1.674104,2.065434,2.271214,2.592498,2.818621,3.107699,3.2624,2.714195,2.691805,2.412681,3.084043,3.5041480000000003,4.3013959999999996,5.523271,6.685281,7.363628,7.896536,8.497585,9.126083,9.901778,10.281169,12.993089,13.208323000000002,13.948673999999999,14.451713,15.112603,15.44051,15.757164999999999,16.390392000000002,16.789513,17.793742,18.156338,18.752866,19.113689,19.720609,20.105297,20.356213,20.951467,22.259033
49-2805016,,,0,0.447612,0.640576,1.147464,1.052001,1.460464,1.851794,2.0575740000000002,2.378858,2.60498,2.894059,3.0487599999999997,2.500555,2.478165,2.19904,2.870403,3.3347160000000002,4.131964,5.353839,6.515849,7.194196000000001,7.727104,8.328153,8.956650999999999,9.732346000000001,10.067528999999999,12.780448,12.994683,13.736034,14.239073000000001,14.898963,15.227870000000001,15.543524,16.177751999999998,16.575873,17.581101,17.943698,18.539226,18.900049,19.506968,19.892656,20.142573000000002,20.738827,22.045393
50-2805042,,,,0,0.192964,0.699852,0.6043890000000001,1.012852,1.404182,1.6099620000000001,1.931246,2.157368,2.446447,2.601148,2.052943,2.030553,1.751428,2.422791,2.887104,3.6843519999999996,4.9062269999999994,6.068237,6.7465839999999995,7.2794929999999995,7.880541,8.509039,9.284734,9.619917,12.331837,12.547071,13.287422,13.790460999999999,14.452351,14.779257999999999,15.094911999999999,15.72914,16.128261,17.132489,17.495085999999997,18.091614,18.452437,19.059356,19.444044,19.695960999999997,20.289215,21.597781
51-2804898,,,,,0,0.672112,0.576649,0.9851120000000001,1.376442,1.582222,1.9035060000000001,2.129628,2.418707,2.573408,2.025203,2.002813,1.723688,2.395051,2.859364,3.6566120000000004,4.878487000000001,6.040497,6.718844,7.251753,7.8528009999999995,8.481299,9.256994,9.592177000000001,12.305097,12.519331,13.259682000000002,13.762720999999999,14.424610999999999,14.752517999999998,15.068172,15.7024,16.100521,17.10475,17.468346,18.062874,18.423697,19.030616000000002,19.417304,19.667220999999998,20.262475,21.570041
52-2803800,,,,,,0,0.201537,0.61,1.0013299999999998,1.2071100000000001,1.528394,1.7545169999999999,2.0435950000000003,2.198296,1.650091,1.627701,1.348576,2.019939,2.484252,3.2815,4.503375,5.665385,6.343732,6.876641,7.477689,8.106187,8.881882000000001,9.217065,11.929985,12.144219,12.88457,13.387609,14.048499,14.376406,14.692060000000001,15.326288,15.726409,16.729638,17.093234,17.689761999999998,18.048585,18.656504,19.041192000000002,19.293109,19.886363,21.194929000000002
53-2803817,,,,,,,0,0.409463,0.800793,1.006573,1.327857,1.55398,1.843058,1.997759,1.449554,1.4271639999999999,1.14804,1.819402,2.283716,3.080964,4.302839,5.464849,6.1431949999999995,6.676104,7.277152,7.905651,8.681346000000001,9.016528,11.729448,11.944682,12.684033,13.188072,13.848962,14.176869,14.492524,15.126751,15.525872,16.530101000000002,16.892697000000002,17.488225,17.849048,18.455968,18.839656,19.091572,19.687827,20.993392
54-2803805,,,,,,,,0,0.39233,0.59811,0.919394,1.145516,1.434595,1.5892959999999998,1.041091,1.155299,1.139576,1.8109389999999999,2.275252,3.0725,4.294375,5.456385,6.134732,6.66764,7.268689,7.897187,8.500117999999999,8.755065,11.467984,11.682219,12.42257,12.926609,13.586499,13.915405999999999,14.231060000000001,14.864288,15.264408999999999,16.267637,16.631234,17.226762,17.588585000000002,18.195504,18.580192,18.829109,19.425363,20.732929000000002
55-2803803,,,,,,,,,0,0.20578000000000002,0.5270640000000001,0.753186,1.042265,1.196966,0.6487609999999999,0.762969,1.1422459999999999,1.759609,2.223922,3.02117,4.2430449999999995,5.405055,6.0834019999999995,6.388311,6.989358999999999,7.599857000000001,8.107788000000001,8.362735,11.074655,11.290889,12.03024,12.534279,13.194169,13.522076,13.837729999999999,14.471957999999999,14.871079,15.875307000000001,16.237904,16.834432,17.195255,17.801174,18.187862,18.437779000000003,19.033033,20.338599
56-2805284,,,,,,,,,,0,0.321285,0.547407,0.836485,0.991187,0.442982,0.55719,0.936467,1.5538299999999998,2.0181430000000002,2.815391,4.037266000000001,5.199276,5.877623000000001,6.206531,6.807580000000001,7.4180779999999995,7.926009,8.180956,10.893875,11.109110000000001,11.849461,12.3525,13.01239,13.340295999999999,13.655951000000002,14.291178,14.690299,15.693528,16.056124,16.652653,17.013475,17.620395000000002,18.006083,18.255999,18.851254,20.15782
57-2801827,,,,,,,,,,,0,0.227123,0.516201,0.670902,0.589485,0.703693,1.08297,1.700333,2.164646,2.961894,3.9822309999999996,5.016992,5.686875,5.886247,6.487295,7.097794,7.605724,7.860671000000001,10.573591,10.788825,11.528176,12.031215,12.692105,13.020012,13.336667000000002,13.970894,14.370014999999999,15.373244,15.73584,16.333369,16.694191,17.300110999999998,17.684798999999998,17.936715,18.53197,19.839535
