순번_정류장ID,1-2800270,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804539,33-2804541,34-2804069,35-2804543,36-2804544,37-2804071,38-2804547,39-2804549,40-2804551,41-2804553,42-2804073
1-2800270,0,0.37945100000000004,0.733935,1.309823,1.692046,1.926043,2.100025,2.359968,2.713676,3.2856,3.488665,3.759097,4.0337819999999995,4.720957,5.6212800000000005,5.78155,6.334821,7.039844,7.470762,8.298174000000001,8.750435000000001,9.628245,10.94955,11.382207000000001,11.806063,12.320363,12.867017,13.100557,13.595435,13.866253,14.355182000000001,15.092798000000002,15.276810000000001,15.609335,15.791088,16.164095,16.415094,16.775748,16.992145999999998,17.491515,17.944485,18.687765
2-2805488,,0,0.354484,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,2.906149,3.109214,3.3796459999999997,3.6543309999999996,4.341506,5.241829,5.402099,5.955369999999999,6.660392999999999,7.091311,7.918723,8.370984,9.248794,10.569099000000001,11.002756,11.427612,11.940911999999999,12.488566,12.722106,13.214984,13.485802,13.975731,14.713347,14.896359,15.229884,15.411636999999999,15.784644,16.034643,16.396297,16.612695000000002,17.112064,17.566034,18.309314
3-2807373,,,0,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.5516650000000003,2.75473,3.025162,3.299847,3.987022,4.887345,5.047615,5.600886,6.305909,6.736827000000001,7.564239,8.0165,8.89431,10.214615,10.647272000000001,11.073128,11.586428,12.133083000000001,12.366622,12.8595,13.131317999999998,13.621247,14.359863,14.542876000000001,14.875401,15.056153,15.43116,15.680159,16.041814000000002,16.259210999999997,16.75858,17.21055,17.95583
4-2800272,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,1.9757770000000001,2.178842,2.449274,2.723959,3.4111339999999997,4.311457,4.471727,5.024998,5.730021,6.160939,6.988351,7.440612,8.318422,9.639727,10.072384,10.49624,11.00954,11.557195,11.790734,12.283612,12.55643,13.044359,13.783975,13.965988000000001,14.299512,14.481264999999999,14.855272,15.104270999999999,15.465926000000001,15.682323,16.181692,16.634662,17.378942000000002
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.5975540000000001,1.800619,2.0710509999999998,2.345736,3.032911,3.9332339999999997,4.093504,4.646775,5.3517980000000005,5.782716000000001,6.610128,7.062389,7.940199000000001,9.260504,9.694161,10.118017,10.631317,11.178972,11.412511,11.906389,12.177207000000001,12.666136,13.404751999999998,13.587765,13.921289000000002,14.103042000000002,14.476049,14.726048,15.087703,15.3041,15.803469,16.256439,17.000719
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.363557,1.566622,1.8370540000000002,2.111739,2.798914,3.699237,3.859507,4.412778,5.117801,5.548719,6.376131,6.828392,7.706202,9.026507,9.461164,9.885019999999999,10.39832,10.945974,11.177514,11.672392,11.942210000000001,12.433139,13.171755,13.352767000000002,13.688292,13.869045000000002,14.242052,14.492051000000002,14.853705999999999,15.069103,15.568472,16.022442,16.766722
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.189576,1.392641,1.663073,1.937758,2.624932,3.5252550000000005,3.685525,4.238797,4.94382,5.374738,6.20215,6.654411,7.532221000000001,8.852526,9.287183,9.710039,10.224338000000001,10.770992999999999,11.005533,11.498411,11.770228,12.258158,12.996774,13.179785999999998,13.512310999999999,13.694063,14.06807,14.319070000000002,14.679723999999998,14.897122,15.39449,15.848460000000001,16.591741
8-2800274,,,,,,,,0,0.35770799999999997,0.929632,1.1326969999999998,1.403129,1.677814,2.364989,3.2653119999999998,3.425582,3.978853,4.683876000000001,5.114794,5.942206,6.394467,7.272277000000001,8.592582,9.027239,9.451095,9.964395,10.511049,10.744589,11.238467,11.509285,11.999214,12.73783,12.918842,13.253367,13.435120000000001,13.808126999999999,14.059126000000001,14.41978,14.636178,15.135547,15.588517000000001,16.332797
9-2803847,,,,,,,,,0,0.576925,0.77999,1.050422,1.325107,2.012281,2.912605,3.072874,3.626146,4.331169,4.762087,5.589499,6.04176,6.919569999999999,8.239875,8.672532,9.097388,9.610686999999999,10.158342,10.391882,10.885760000000001,11.156578,11.645507,12.384122999999999,12.567135,12.90066,13.082413,13.455419000000001,13.705419000000001,14.067073,14.283470999999999,14.78284,15.235809,15.980089999999999
10-2803599,,,,,,,,,,0,0.203065,0.473498,0.748182,1.446357,2.34668,2.50695,3.060222,3.765244,4.196162999999999,5.023574,5.475835,6.353644999999999,7.67395,8.106607,8.530463000000001,9.043763,9.591417999999999,9.824958,10.318835,10.589653,11.078582,11.817199,12.000211,12.333736,12.515488000000001,12.888494999999999,13.138495,13.500148999999999,13.716546,14.215914999999999,14.668885000000001,15.413165
