순번_정류장ID,75-2805726,76-2805739,77-2800372,78-2800735,79-2800717,80-2805752,81-2800679,82-2805400,83-2805038,84-2804895,85-2805911,86-2806732,87-2806730,88-2807462,89-2806214,90-2804912,91-2800626,92-2800637,93-2800647,94-2800654,95-2800658,96-2800670,97-2800682,98-2800695,99-2800714,100-2800701,101-2800704,102-2800708,103-2800720,104-2800737,105-2800761,106-2800775,107-2801761,108-2801771,109-2801775,110-2801789,111-2801802,112-2802011,113-2802692,114-2802713,115-2802744,116-2802767,117-2802796,118-2802177,119-2802817,120-2802618,121-2802176,122-2802184,123-2802193,124-2802221,125-2802224,126-2802242,127-2802260,128-2802263,129-2803792,130-2801817,131-2805668,132-2802301,133-2802311,134-2802319,135-2807363,136-2805684,137-2805686,138-2802341,139-2802337,140-2802335,141-2802587,142-2802580,143-2802578,144-2802585
75-2805726,0,0.34725100000000003,0.657047,1.635243,1.887256,2.548674,2.8485009999999997,4.838729,5.035969000000001,5.31396,5.5835,5.92137,6.083372,5.867316000000001,6.126071,5.275833,5.078339,4.7780309999999995,4.526577,4.583513,4.598006,4.333581,3.9198839999999997,3.4659,3.274227,3.82038,4.144537000000001,4.586468,4.868772,5.126366,5.2432099999999995,5.587859,5.66027,5.726,5.881136,5.638947,5.633405000000001,6.02767,6.608060000000001,6.965346,7.3781490000000005,7.687803,8.318517,8.63058,9.077071,9.397761000000001,9.64312,10.066,10.764159,12.319382000000001,12.644157,12.9915,13.284289000000001,13.659483999999999,14.0535,14.4105,14.749945,15.290999999999999,15.663798000000002,15.619577,15.963374,16.208656,15.876897,15.594675,15.119057000000002,14.811079000000001,14.223735999999999,13.850999999999999,13.649807999999998,13.52165
76-2805739,,0,0.311797,1.290992,1.5430059999999999,2.205423,2.50525,4.495478,4.691718,4.968709,5.23925,5.577119000000001,5.740122,5.5220650000000004,5.782821,4.932583,4.735087999999999,4.43278,4.183326,4.239262999999999,4.2527550000000005,3.99033,3.576633,3.121649,2.928977,3.4761300000000004,3.8012870000000003,4.241217,4.5255220000000005,4.7831150000000004,4.898959,5.243608,5.317019999999999,5.38075,5.536885,5.2956959999999995,5.289154,5.682419,6.263809999999999,6.6210949999999995,7.033899000000001,7.343552000000001,7.974267,8.287329,8.73282,9.053510000000001,9.29787,9.72175,10.418909,11.973132000000001,12.299906,12.64625,12.941038,13.317234,13.70925,14.06625,14.405694,14.94575,15.320547,15.274326,15.619124,15.866406,15.535646,15.249425,14.775806,14.470829,13.880485,13.50975,13.308557,13.180399
77-2800372,,,0,0.979196,1.2312100000000001,1.893627,2.193454,4.183682,4.3799220000000005,4.656912999999999,4.927454,5.265323,5.428326,5.210269,5.471024,4.620787,4.423292,4.120984,3.8715300000000004,3.9274660000000003,3.9409589999999994,3.679534,3.264837,2.810853,2.617181,3.164333,3.48949,3.929421,4.213725,4.471319,4.757256,5.101906,5.174316999999999,5.239047,5.394183,5.1529940000000005,5.1474519999999995,5.541717,6.123107,6.4783919999999995,6.891196000000001,7.201849,7.831564,8.145627000000001,8.592117,8.911808,9.157167,9.579047000000001,10.279206,11.832429,12.157204,12.505547,12.799335000000001,13.173531,13.567547,13.924547,14.264991,14.804047,15.176845000000002,15.133624,15.478420999999999,15.721703,15.390944000000001,15.106722,14.633103,14.327126000000002,13.735782,13.366047,13.164855,13.036697
78-2800735,,,,0,0.25201399999999996,0.916431,1.216258,3.206486,3.4027260000000004,3.6797169999999997,3.951258,4.288126999999999,4.53113,4.313073,4.573828,3.7235910000000003,3.526096,3.3997269999999995,3.6491809999999996,3.9462699999999997,4.0522480000000005,3.789824,3.377126,2.922142,2.72847,3.275623,3.6007800000000003,4.040711,4.3250150000000005,4.5826080000000005,5.044452,5.389101999999999,5.933973,6.217243,6.3723790000000005,6.133189,6.126648,6.519912000000001,7.100303,7.459588,7.870392,8.180045,8.811760000000001,9.125822,9.570313,9.892003,10.136363000000001,10.560243,11.257402,12.810625,13.1374,13.485743,13.777531,14.152726999999999,14.547742999999999,14.904743,15.243186999999999,15.784243,16.15704,16.112819000000002,16.455617,16.699899,16.37014,16.084918,15.612298999999998,15.305322,14.715978,14.347242999999999,14.142051,14.014892000000001
79-2800717,,,,,0,0.664417,0.964245,2.954472,3.150713,3.4277040000000003,3.6982440000000003,4.0361139999999995,4.279116,4.0610599999999994,4.321815,3.4715769999999995,3.274083,3.147714,3.397168,3.694257,4.056739,4.0428370000000005,3.62914,3.173156,2.980483,3.527636,3.852793,4.292724,4.577028,4.834622,5.296466000000001,5.641115,6.185986,6.469256,6.624391999999999,6.383203,6.377661,6.771926,7.352316,7.709602,8.122405,8.432058999999999,9.062773,9.375836,9.821327,10.143017,10.387376,10.810255999999999,11.508415,13.061638,13.388413,13.735756,14.029545,14.403739999999999,14.797756,15.154755999999999,15.495201000000002,16.035256,16.408054,16.363833,16.707629999999998,16.952911999999998,16.622153,16.337931,15.863313,15.558335000000001,14.967992,14.596256,14.396064,14.266906
80-2805752,,,,,,0,0.29982800000000004,2.2900560000000003,2.486296,2.764287,3.034827,3.372697,3.614699,3.396643,3.657398,2.8071610000000002,2.609666,2.4832970000000003,2.732751,3.02984,3.392322,3.654746,4.068444,3.8365730000000005,3.642901,4.190053,4.51521,4.955141,5.239445,5.497039,5.958883,6.303532,6.8484039999999995,7.131674,7.287808999999999,7.04662,7.041078,7.435343,8.015733,8.373019000000001,8.785822,9.096476,9.726189999999999,10.039253,10.484744000000001,10.807433999999999,11.050792999999999,11.474673,12.172832000000001,13.725055,14.052829999999998,14.399173000000001,14.692962,15.069157999999998,15.463173999999999,15.818173000000002,16.158618,16.697674,17.071471,17.02725,17.371048000000002,17.614329,17.28557,16.999348,16.52573,16.219752,15.632408999999999,15.259673000000001,15.057481,14.929323000000002
81-2800679,,,,,,,0,1.9902279999999999,2.186468,2.464459,2.734,3.072869,3.3148720000000003,3.096816,3.357571,2.507333,2.309838,2.1834689999999997,2.432923,2.730013,3.092495,3.354919,3.768616,4.1364,3.942728,4.489881,4.8150379999999995,5.254969,5.539273000000001,5.7968660000000005,6.25871,6.60336,7.148231,7.430501,7.587637,7.345447999999999,7.339906,7.73417,8.314561,8.670846000000001,9.08365,9.393303,10.024018,10.338080999999999,10.782571,11.104262,11.350621,11.772501,12.47066,14.022882999999998,14.350658,14.698001000000001,14.991789,15.364985,15.761001,16.116001,16.456445000000002,16.997501,17.369298,17.327077,17.668875,17.917157,17.585398,17.301176,16.825557,16.52058,15.930235999999999,15.559501000000001,15.357308999999999,15.22915
82-2805400,,,,,,,,0,0.196241,0.474232,0.744772,1.082642,1.5579,1.7629569999999999,2.378343,2.324439,2.521934,2.823242,3.073696,3.3707849999999997,3.702267,3.9656910000000005,4.379389,4.833373,5.181499,5.728651999999999,6.053808999999999,6.49374,6.779044,7.0356380000000005,7.497482000000001,7.842131,8.388002,8.726272,9.009136999999999,9.199219,9.191677,9.585942,10.166332,10.523617999999999,10.935421,11.247075,11.876789,12.189852,12.636343,12.957033000000001,13.200392,13.625272,14.322431,15.875654,16.202429000000002,16.549772,16.843560999999998,17.216756,17.612772,17.969772,18.308217000000003,18.849272,19.22307,19.177849,19.522645999999998,19.898928,19.568169,19.290403,18.816785,18.509807000000002,17.919464,17.549727999999998,17.348536,17.220378
83-2805038,,,,,,,,,0,0.277991,0.548532,0.886401,1.36166,1.566716,2.181103,2.127199,2.324693,2.627001,2.876455,3.1735450000000003,3.5060269999999996,3.768451,4.182148000000001,4.637133,4.985258999999999,5.531412,5.856569,6.2965,6.580804,6.8383970000000005,7.300241000000001,7.644891,8.189762,8.529032,8.811896,8.999978,8.994437,9.387701,9.970092,10.325377,10.738180999999999,11.047834,11.679549,11.992611,12.438102,12.760792,13.004152000000001,13.427032,14.124191,15.678414000000002,16.005189,16.351532000000002,16.646320000000003,17.020516,17.414532,17.771532,18.109976,18.650032,19.023829,18.979608,19.324406,19.700688,19.369929,19.211707,18.735088,18.433111,17.843767,17.469032000000002,17.27084,17.142681
84-2804895,,,,,,,,,,0,0.271541,0.60941,1.084669,1.289725,1.905112,1.851207,2.048702,2.35101,2.600464,2.897554,3.230036,3.49246,3.906157,4.361141,4.709268,5.256421,5.5815779999999995,6.021508,6.305813,6.562406,7.02525,7.369899,7.914771000000001,8.254041,8.535905,8.723987,8.719445,9.11271,9.694101,10.052386,10.464189999999999,10.772843,11.404558,11.71862,12.163111,12.484801,12.729161,13.152041,13.8512,15.403423000000002,15.729197000000001,16.077541,16.372329,16.746525,17.141541,17.498541,17.836985000000002,18.377041000000002,18.749838,18.705617,19.049415,19.424697000000002,19.094936999999998,18.934716,18.460097,18.15312,17.564776000000002,17.195041,16.994848,16.86369
