순번_정류장ID,31-2801697,32-2801925,33-2802034,34-2802061,35-2802105,36-2806098,37-2802187,38-2802201,39-2802210,40-2802220,41-2801903,42-2804878,43-2801815,44-2802261,45-2802252,46-2802456,47-2802509,48-2802365,49-2804851,50-2803664,51-2804436,52-2806047,53-2806048,54-2803579,55-2803767,56-2804877,57-2803768
31-2801697,0,2.081225,3.7263940000000004,4.129704,4.73915,5.851001,6.290928,7.45896,7.884107000000001,8.247046000000001,9.460867,10.150642999999999,10.614956,10.347911,10.171133,10.712142,11.366781,12.614941,13.580016,15.164032999999998,16.006055,16.85922,17.233204,17.426804999999998,17.156204000000002,17.789360000000002,18.3114
32-2801925,,0,1.6641689999999998,2.067479,2.676925,3.7887760000000004,4.228703,5.396735,5.821882,6.184821,7.398642,8.088417999999999,8.552731,8.285686,8.108907,8.650917,9.305556,10.552716,11.517791,13.101808,13.942829999999999,14.796995,15.170979,15.364579999999998,15.093979000000001,15.727135,16.248175
33-2802034,,,0,0.40331100000000003,1.012757,2.124607,2.564535,3.732567,4.157714,4.520653,5.734473,6.424249,6.888563,6.621517999999999,7.257739,7.2657490000000005,7.920388000000001,9.168548,10.132622999999999,11.715639,12.558661,13.410826,13.786810999999998,13.979412,13.430810999999999,14.061967000000001,14.585006
34-2802061,,,,0,0.611446,1.7462970000000002,2.186224,3.354257,3.779404,4.142343,5.356163,6.045939,6.5102519999999995,6.243208,6.879428999999999,6.887438,7.542077000000001,8.790237,9.754311999999999,11.337328999999999,12.181351,13.032516000000001,13.4075,13.601101000000002,13.0525,13.684656,14.205696
35-2802105,,,,,0,1.134851,1.574778,2.742811,3.167958,3.530897,4.744717,5.434493,5.898807,5.631762,6.267983,6.275992,6.930631,8.178791,9.142866999999999,10.726883,11.567905,12.42307,12.798053999999999,12.989655,12.441054,13.073210000000001,13.59425
36-2806098,,,,,,0,0.439928,1.60796,2.0331069999999998,2.396046,3.6098660000000002,4.299643,4.763955999999999,4.784911,5.542132,5.822735,6.477374,7.725534,8.689608999999999,10.274625,11.114647,11.969812,12.343797,12.535397999999999,11.987797,12.619953,13.140992
37-2802187,,,,,,,0,1.175032,1.60018,1.963118,3.176939,3.866715,4.331028,4.351983000000001,5.109205,6.101214,6.755853,8.004013,8.968088,10.553105,11.394127000000001,11.998292,12.374276,12.814877000000001,12.426724,13.05988,13.58092
38-2802201,,,,,,,,0,0.42514700000000005,0.788086,2.001906,2.6916830000000003,3.155996,3.176951,3.9341720000000002,4.926182,5.580821,6.828981,7.793056,9.378072,10.220094,10.824259,11.198244,11.640845,11.994744,12.6279,12.722549
39-2802210,,,,,,,,,0,0.362939,1.578759,2.268536,2.7328490000000003,3.185611,3.942832,4.934842,5.589481,6.521833999999999,7.486909,9.006925,9.848947,10.400112,10.775097,11.268697999999999,11.622597,12.254753,12.352402
40-2802220,,,,,,,,,,0,1.2158200000000001,1.9055970000000002,2.36991,3.052865,3.929086,4.973096,5.6277349999999995,6.159895,7.12297,8.644986,9.485009,10.038174,10.412158,10.905759,11.259658,11.891814,11.990463
41-2801903,,,,,,,,,,,0,0.7007770000000001,1.16509,1.8480450000000002,2.724266,3.769276,4.423915,4.956075,5.91915,7.438166000000001,8.280188,8.832353,9.207338,9.700939,10.054838,10.687994,10.781642999999999
42-2804878,,,,,,,,,,,,0,0.46431400000000006,1.147269,2.0234900000000002,3.068499,3.7231379999999996,4.255298000000001,5.218374,6.738389999999999,7.579412,8.131577,8.506561,9.000162,9.354061,9.988217,10.081866
43-2801815,,,,,,,,,,,,,0,0.682955,1.558176,2.603186,3.257825,3.790985,4.75406,6.275076,7.116099,7.668264,8.043248,8.536849,8.890748,9.523904,9.619553
44-2802261,,,,,,,,,,,,,,0,0.8752209999999999,1.920231,2.57487,3.82303,4.787105,6.371121,7.213143,7.996308,8.371293,8.633894,8.987793,9.619949,9.714597999999999
45-2802252,,,,,,,,,,,,,,,0,1.04501,1.6996490000000002,2.947809,3.9118839999999997,5.4959,6.337922,7.190086999999999,7.566072,7.757673,8.112572,8.745728,8.840376
46-2802456,,,,,,,,,,,,,,,,0,0.6546390000000001,1.9027990000000001,2.866874,4.449891,5.293913,6.147078,6.522062,6.714663000000001,7.067562,7.700717999999999,7.796367
47-2802509,,,,,,,,,,,,,,,,,0,1.248161,2.212236,3.7962519999999995,4.6392739999999995,5.492439,5.866423,6.060023999999999,6.412923,7.046079,7.141728
48-2802365,,,,,,,,,,,,,,,,,,0,0.964075,2.5470919999999997,3.390114,4.243279,4.6172629999999995,4.809864,5.164763,5.7959190000000005,5.892568
49-2804851,,,,,,,,,,,,,,,,,,,0,1.587017,2.429039,3.282204,3.6571879999999997,3.849789,4.203688,4.835844,4.931493
50-2803664,,,,,,,,,,,,,,,,,,,,0,0.842023,1.6951880000000001,2.070172,2.262773,2.727172,3.359328,3.4549769999999995
51-2804436,,,,,,,,,,,,,,,,,,,,,0,0.853166,1.22815,1.420751,2.71915,3.3029940000000004,2.781955
52-2806047,,,,,,,,,,,,,,,,,,,,,,0,0.37598400000000004,1.347585,2.645984,3.076829,2.554789
53-2806048,,,,,,,,,,,,,,,,,,,,,,,0,0.971601,2.27,2.700845,2.178805
54-2803579,,,,,,,,,,,,,,,,,,,,,,,,0,1.298399,1.931555,1.791204
55-2803767,,,,,,,,,,,,,,,,,,,,,,,,,0,0.632156,1.1531959999999999
56-2804877,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.52204
57-2803768,,,,,,,,,,,,,,,,,,,,,,,,,,,0
