순번_정류장ID,1-2806726,2-2806051,3-2806052,4-2806670,5-2806089,6-2805279,7-2803817,8-2804957,9-2801820,10-2801904,11-2804910,12-2801833,13-2802216,14-2802209,15-2805660,16-2806528,17-2806527,18-2806526,19-2806525,20-2801853,21-2802147,22-2801897,23-2801895,24-2802005,25-2801690,26-2800217,27-2800197,28-2800193,29-2800191,30-2800183,31-2800140,32-2803502,33-2807466,34-2803415,35-2805157,36-2805159,37-2805161,38-2805168,39-2805163,40-2805165,41-2803466,42-2806275,43-2806277,44-2803486,45-2803483
1-2806726,0,0.7327739999999999,1.1310200000000001,2.30113,2.6071869999999997,9.476791,9.97658,10.092455000000001,9.834427,9.874783,10.234542999999999,10.806754,11.297188,11.511108,13.063323,13.573345999999999,13.733191,14.01856,14.340960999999998,14.429049,14.884791,14.769020000000001,14.724256,14.704088,17.810337,19.9736,21.300975,21.672772,21.972457000000002,22.850958,23.993073000000003,24.549488,29.509897,35.379457,37.580037,38.37769,38.893913,39.422592,40.111371000000005,40.501957,40.938919,41.489998,41.810793,42.813978999999996,43.910975
2-2806051,,0,0.398246,1.5683559999999999,1.874414,8.744017,9.242806,9.359681,9.100653,9.142009,9.50277,10.073981,10.564414,10.779334,12.330549000000001,12.840572,13.000418,13.285785999999998,13.609187,13.893362,14.349103,14.233332,14.188568,14.1684,17.273649,19.436913,20.765288,21.136084,21.43577,22.31427,23.456386,24.0138,28.974209000000002,34.84377,37.044349,37.842003000000005,38.359225,38.888905,39.575683000000005,39.966269,40.404231,40.95531,41.276105,42.279291,43.375287
3-2806052,,,0,1.17011,1.476168,8.345771000000001,8.844560000000001,8.960435,8.703407,8.744763,9.103523,9.676734,10.167167999999998,10.381088,11.932303,12.443325999999999,12.602172,12.888539999999999,13.209941,13.496115,13.951857,13.834086,13.790322,13.768154000000001,16.875403,19.038666,20.365041,20.737838,21.038523,21.918024,23.057139000000003,23.614554000000002,28.574963,34.447523,36.647103,37.443756,37.962979,38.489658,39.178437,39.569023,40.003985,40.557064000000004,40.876859,41.880045,42.977041
4-2806670,,,,0,0.307058,7.176661,7.67545,7.792325999999999,7.533297,7.575653,7.934414,8.507625,8.997058,9.211978,10.763193,11.274216000000001,11.433062,11.719430000000001,12.041831,12.705006,12.932080000000001,13.044976,13.000212,13.020218,16.125466,18.29073,19.616104999999997,19.986901,20.289587,21.164087,22.309203,22.864618,27.826027000000003,33.694587,35.896167,36.69482,37.209043,37.738721999999996,38.427501,38.818087,39.256048,39.805127,40.125923,41.129108,42.226104
5-2806089,,,,,0,6.869603999999999,7.367392999999999,7.485268,7.227239999999999,7.267596000000001,7.627356,8.199567,8.691,8.904921,10.455136,10.966159,11.125003999999999,11.412372,11.734772999999999,12.396948,12.625022999999999,12.736919,12.692155,12.726987,15.833235,17.996499,19.323874,19.69567,19.995356,20.873856,22.015972,22.572387,27.532796,33.402356,35.603936,36.401589,36.917812,37.446490999999995,38.13527,38.524856,38.962817,39.514896,39.834692,40.838877000000004,41.934872999999996
6-2805279,,,,,,0,0.8577889999999999,1.286665,1.811869,2.2579919999999998,2.617753,3.189964,3.680397,3.894317,4.831532,5.342555,5.501401,5.787769,6.11017,7.02416,7.000419,7.275189999999999,7.445550999999999,8.579383,11.703632,13.866895999999999,15.194270999999999,15.566067000000002,15.865753,16.745252999999998,17.886369000000002,18.442783,23.403192,29.272753,31.474332,32.270986,32.788208000000004,33.316888,34.004666,34.396253,34.832214,35.384293,35.704088,36.707274,37.80527
7-2803817,,,,,,,0,0.42987600000000004,0.9550799999999999,1.401203,1.760964,2.333175,2.823608,3.037528,4.231743,4.7427660000000005,4.901612,5.1879800000000005,5.510381,6.424371,6.4006300000000005,6.675401,6.825761999999999,7.832594,10.956843,13.120107,14.447482,14.819278,15.118964000000002,15.996464000000001,17.13958,17.695994,22.656403,28.525964000000002,30.727543,31.524196999999997,32.041419,32.569099,33.258877000000005,33.649463,34.085425,34.637504,34.958299,35.960485,37.058481
8-2804957,,,,,,,,0,0.525205,0.9713280000000001,1.3310879999999998,1.903299,2.393733,2.607653,4.158868,4.669891000000001,4.828737,5.115105000000001,5.437506,6.1006800000000005,6.327755000000001,6.440651,6.395887,7.402719,10.526968,12.690230999999999,14.017605999999999,14.389403,14.689088,15.566589000000002,16.710704,17.266119,22.226528,28.096088,30.297667999999998,31.095321000000002,31.611544,32.140223,32.829002,33.219588,33.65655,34.207629,34.528424,35.53161,36.628606
9-2801820,,,,,,,,,0,0.44612399999999997,0.805884,1.378095,1.868529,2.082449,3.633664,4.144687,4.303532,4.5899,4.912301,5.575476,5.802551,5.915447,5.8706830000000005,6.877515,10.001763,12.165027,13.492401999999998,13.864198000000002,14.163884,15.042384,16.1845,16.740915,21.701324,27.570884000000003,29.771464,30.569117,31.086340000000003,31.614019,32.303798,32.695384000000004,33.132345,33.681424,34.00222,35.006405,36.102401
10-2801904,,,,,,,,,,0,0.359761,0.9319719999999999,1.422405,1.636325,3.1875400000000003,3.6985629999999996,3.8574089999999996,4.143777,4.466178,5.129353,5.356427,5.469323,5.4245589999999995,6.4313910000000005,9.555639999999999,11.718904,13.046279,13.418075,13.717761,14.596260999999998,15.738377,16.294791,21.2552,27.124761,29.327340000000003,30.123994,30.641215999999996,31.169896,31.857674,32.248259999999995,32.685221999999996,33.235301,33.556096000000004,34.560282,35.657278000000005
11-2804910,,,,,,,,,,,0,0.5722109999999999,1.062645,1.276565,2.8277799999999997,3.338803,3.497649,3.784017,4.106418,4.769591999999999,4.9966669999999995,5.109563,5.064799,6.071631,9.19588,11.359143,12.686518,13.058314999999999,13.357999999999999,14.235501000000001,15.378616000000001,15.935031,20.89544,26.765,28.96658,29.764233,30.279456,30.809134999999998,31.496914,31.8875,32.324462,32.876540999999996,33.197336,34.200522,35.296518
12-2801833,,,,,,,,,,,,0,0.49043400000000004,0.704354,2.255569,2.7665919999999997,2.925438,3.211806,3.534207,4.197381,4.424456,4.537351999999999,4.492588,5.49942,8.623669,10.786932,12.114307,12.486104,12.785789,13.66329,14.807405,15.362820000000001,20.323229,26.192789,28.395369,29.191021999999997,29.708245,30.235924,30.925703000000002,31.315289,31.75225,32.303329999999995,32.625125,33.627311,34.725307
