순번_정류장ID,1-2805963,2-2801100,3-2801118,4-2801127,5-2801140,6-2801304,7-2801324,8-2801332,9-2801379,10-2801433,11-2801465,12-2805642,13-2801527,14-2801514,15-2801509,16-2801497,17-2801482,18-2801492,19-2801524,20-2801602,21-2801658,22-2801672,23-2801684,24-2801718,25-2801745,26-2801752,27-2801759,28-2801768,29-2801790,30-2801996,31-2802015,32-2802043,33-2802686,34-2802717,35-2802724,36-2802732,37-2802739,38-2802751,39-2802742,40-2802722,41-2802707,42-2802715,43-2802729,44-2805440,45-2802632,46-2803129,47-2803120,48-2805594,49-2803115,50-2803134,51-2803231,52-2803226,53-2803113,54-2803106,55-2803048,56-2803109,57-2803227,58-2803239,59-2803240,60-2803236,61-2803248,62-2804859,63-2803205,64-2806612,65-2803265
1-2805963,0,1.043455,0.8776149999999999,0.957501,1.241557,1.170409,1.075623,1.2290510000000001,1.592846,2.104029,2.435221,2.824204,3.3074260000000004,3.3231580000000003,3.494535,3.8017300000000005,4.22471,4.424042,4.727226,5.194637,5.739882,5.3775010000000005,5.389582,5.201148,5.446145,5.856415,6.351696,6.593501,7.068899000000001,7.8052589999999995,7.815001,8.185001,8.600732,8.920919,9.037117,9.414288,9.679501,10.053197,10.027636,9.334804,8.998178,9.220573,9.728261,9.917492999999999,10.170876,10.086686,9.931199000000001,9.734406,9.800967,10.260501,10.664446,11.055816,11.030658,11.251942,11.365816,11.642648,12.134326,12.492887,12.864465,13.020479,13.763143,13.847047,14.150029,14.492543,14.890208
2-2801100,,0,0.326071,0.591956,0.8810120000000001,1.4320469999999998,1.670078,1.823506,2.1863,2.699484,3.029676,3.4186589999999994,3.3660309999999996,3.257613,3.42899,3.736185,4.159165,4.358497,4.661681,5.129092,5.674337,5.3119559999999995,5.596874,5.795603,6.039599,6.4518699999999995,6.9461509999999995,7.187956,7.6623529999999995,8.397714,8.411456,8.779456,9.194186,9.513374,9.634572,10.008742999999999,10.273956,10.648652,10.62309,9.929259,9.591632,9.815028,10.322716,10.511947,10.768581,11.071141,10.974654,10.776861,10.845421,11.302956,11.7069,12.09827,12.071112,12.295397,12.409271,12.688103,13.177781,13.535342000000002,13.906920000000001,14.063934,14.806598000000001,14.889501999999998,15.192484,15.532998000000001,15.931663
3-2801118,,,0,0.265885,0.554941,1.105976,1.402007,1.5554350000000001,1.91923,2.4314139999999997,2.7626060000000003,3.1515880000000003,3.0399599999999998,2.931542,3.103919,3.410114,3.8330940000000004,4.032426,4.335611,4.803021,5.348266000000001,4.985885,5.270803,5.528532,5.7725290000000005,6.182799,6.678081,6.919885000000001,7.395283,8.130643,8.141385000000001,8.511386,8.927116,9.245303,9.365502000000001,9.742672,10.006885,10.380581,10.35502,9.661188000000001,9.324562,9.547957,10.055645,10.244877,10.501510000000001,10.80407,10.809813,10.611021000000001,10.679580999999999,11.137115,11.542060000000001,11.93443,11.905272,12.127557000000001,12.24243,12.520263,13.01194,13.368502,13.741079999999998,13.898093,14.640757999999998,14.723662,15.026644000000001,15.367157,15.765822
4-2801127,,,,0,0.291057,0.842091,1.139122,1.29255,1.655345,2.168529,2.4987209999999997,2.8877029999999997,2.776075,2.667657,2.840035,3.146229,3.569209,3.7685410000000004,4.071726,4.539136,5.084381,4.7219999999999995,5.006919,5.264647,5.508644,5.918915,6.414196,6.656000000000001,7.132397999999999,7.867758,7.8785,8.247501,8.665231,8.983419,9.101617,9.477787,9.742,10.115696,10.091135000000001,9.398303,9.060677,9.285072,9.79176,9.980992,10.238625,10.540185000000001,10.606698,10.408906,10.476466,10.933,11.339945,11.730315,11.751157000000001,11.973442,12.088315,12.366147,12.857825,13.214386,13.586965,13.743978,14.484643,14.569547,14.873529000000001,15.212042000000002,15.611707000000001
5-2801140,,,,,0,0.551035,0.848066,1.001494,1.3642889999999999,1.877472,2.2086650000000003,2.5976470000000003,2.485019,2.376601,2.548978,2.8551729999999997,3.278153,3.4774849999999997,3.7806699999999998,4.24808,4.793325,4.430944,4.715862,4.974591,5.219588,5.628858,6.125139,6.365944,6.8423419999999995,7.576702,7.588444,7.957445,8.373175,8.691362,8.809561,9.186731,9.452944,9.824639999999999,9.801079,9.107247000000001,8.770621,8.994016,9.501704,9.690936,9.947569,10.250129,10.317642,10.118849,10.18641,10.643944,11.049889,11.441259,11.461101,11.683385000000001,11.798259,12.076091,12.566769,12.92333,13.295909,13.452922000000001,14.195585999999999,14.278491,14.582472000000001,14.921985999999999,15.320651000000002
6-2801304,,,,,,0,0.297031,0.450459,0.814254,1.326437,1.657629,2.046612,2.529834,2.447748,2.6191259999999996,2.92632,3.3493,3.548632,3.851817,4.319227,4.864472,4.502091,4.6119900000000005,4.423556,4.668553,5.078823000000001,5.573104,5.814908999999999,6.290307,7.025666999999999,7.037408999999999,7.40641,7.8231399999999995,8.141327,8.259525,8.636696,8.900909,9.274605000000001,9.250044,8.557212,8.219586,8.442981,8.950669,9.139901,9.396533999999999,9.699094,9.765607000000001,9.568814,9.635375,10.091909,10.497854,10.888224000000001,10.911066,11.13335,11.248224,11.525056,12.015734,12.373294999999999,12.744874000000001,12.902887,13.645551000000001,13.728456,14.032437,14.371951000000001,14.770616
7-2801324,,,,,,,0,0.153428,0.516223,1.028407,1.359599,1.7485810000000002,2.2318029999999998,2.247535,2.419912,2.726107,3.1490869999999997,3.3484190000000003,3.6516040000000003,4.119014,4.6642589999999995,4.301878,4.312958999999999,4.125525,4.370522,4.779792,5.275074,5.516878,5.992276,6.728636,6.738378,7.110378999999999,7.525109,7.8432960000000005,7.962495,8.338664999999999,8.602878,8.976574000000001,8.952013,8.259181,7.921555000000001,8.14495,8.652638,8.84187,9.098503,9.401063,9.466576,9.269783,9.337344,9.794878,10.199823,10.591192999999999,10.612035,10.835319,10.948193,11.228025,11.717703,12.075264,12.446843,12.603856,13.346520000000002,13.429425,13.731406,14.073920000000001,14.472585
8-2801332,,,,,,,,0,0.362795,0.8749790000000001,1.2061709999999999,1.595153,2.078375,2.271207,2.443584,2.749779,3.172759,3.372091,3.675276,4.142686,4.687931,4.32555,4.159532,3.972097,4.217094,4.627365,5.121646,5.36445,5.839848,6.575208,6.58595,6.954950999999999,7.371681,7.689869,7.809067,8.186237,8.45045,8.823146000000001,8.797585,8.104753,7.768127000000001,7.991522,8.49921,8.688442,8.945075,9.247635,9.313148,9.116356,9.182916,9.64145,10.046395,10.436765,10.457607000000001,10.682891999999999,10.795765,11.073597,11.564275,11.920836999999999,12.294414999999999,12.451428,13.192093,13.276997,13.578979,13.920492000000001,14.317157
9-2801379,,,,,,,,,0,0.512184,0.843376,1.232359,1.7155799999999999,1.965313,2.13669,2.443884,2.866865,3.071196,3.3743809999999996,3.841792,4.383037,4.020656,3.7967370000000003,3.6093029999999997,3.8542989999999997,4.26357,4.759851,5.001656,5.476053,6.212414,6.2231559999999995,6.593156,7.007886,7.326074,7.447272,7.824443,8.087655999999999,8.459352,8.43479,7.742958,7.4053320000000005,7.628728,8.136416,8.325647,8.582281,8.884841,8.951353,8.754561,8.822121000000001,9.279656,9.6846,10.07597,10.094812,10.317097,10.432971,10.710803,11.201481,11.558042,11.92962,12.086634,12.830297999999999,12.913202,13.216184,13.556698,13.955362
10-2801433,,,,,,,,,,0,0.331192,0.720175,1.203396,1.4531290000000001,1.625506,1.931701,2.355681,2.559012,2.862197,3.3296080000000003,3.869853,3.507472,3.2855529999999997,3.0971189999999997,3.342115,3.751386,4.247667,4.489472,4.964869,5.70023,5.711972,6.080972,6.496702,6.81389,6.932088,7.311259,7.576472,7.949167999999999,7.922606,7.229775,6.893147999999999,7.116544,7.624232000000001,7.8134630000000005,8.070097,8.372657,8.438169,8.240377,8.308937,8.766472,9.170416000000001,9.561786,9.583628,9.808913,9.920786999999999,10.199619,10.690297,11.045858,11.418436,11.57645,12.318114,12.401017999999999,12.706,13.046514,13.445179000000001
