순번_정류장ID,1-2800563,2-2807520,3-2807504,4-2803359,5-2803214,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801665,12-2801604,13-2801520,14-2801485,15-2801450,16-2804871,17-2801387,18-2801368,19-2801353,20-2801350,21-2801330,22-2801287,23-2801270,24-2801057,25-2801035,26-2801027,27-2800998,28-2800971,29-2800841,30-2800840,31-2800839,32-2800981,33-2800992,34-2800526,35-2800528,36-2800532,37-2800535,38-2800544,39-2804975,40-2800560,41-2800569,42-2807222,43-2800563,44-2806626,45-2807223,1-2800840,2-2800839,3-2800981,4-2800992,5-2800526,6-2800528,7-2800532,8-2800535,9-2800544,10-2804975,11-2800560,12-2800569,13-2807222,14-2800563,15-2807520,16-2807504,17-2803359,18-2803214,19-2805065
1-2800563,0,2.317471,12.046396000000001,24.189,24.367942000000003,12.037647,12.442227,12.675593,12.823753,13.199012,13.601802,13.285471,13.203272,13.283317000000002,13.314219,13.521767,12.875785,12.345434,12.031518,11.715710000000001,11.374755,11.081451,11.178526,11.589477,11.748692,11.708102,11.279498,10.880377000000001,10.042148,9.837552,9.67088,9.242023,8.881200999999999,8.450124,7.949909,7.645925,7.3200210000000006,6.962403,4.992209,4.664624,4.2871690000000005,3.8709029999999998,3.049059,2.754584,1.420798,0.689404,0.358529,0.0,0.5610569999999999,1.22417,7.949909,7.645925,7.3200210000000006,6.962403,4.992209,4.664624,4.2871690000000005,3.8709029999999998,3.049059,2.754584,1.420798,0.689404,0.358529,0.0,2.317471,12.046396000000001,24.189,24.367942000000003,24.658504
2-2807520,,0,9.798925,21.941529,22.12047,14.354119,14.758698,14.992064000000001,15.141224,15.516483,15.922273,15.602942,15.521744,15.601788,15.631689999999999,15.838238,15.192257000000001,14.662904999999999,14.347989000000002,14.033180999999999,13.692226000000002,13.397922,13.495997000000001,13.905948,14.065163,14.023573999999998,13.595969,13.197848,12.359619,12.155023,11.987351,11.558494999999999,11.198672,10.766595,10.266380999999999,9.963396000000001,9.637492,9.279874000000001,7.30968,6.982094999999999,6.60464,6.188374,5.366531,5.072055000000001,3.7382690000000003,3.006875,2.676001,2.317471,2.061098,2.724211,10.266380999999999,9.963396000000001,9.637492,9.279874000000001,7.30968,6.982094999999999,6.60464,6.188374,5.366531,5.072055000000001,3.7382690000000003,3.006875,2.676001,2.317471,0.0,9.798925,21.941529,22.12047,22.411032000000002
3-2807504,,,0,12.142603999999999,12.321546000000001,24.085043,24.488623,24.722989000000002,24.873148999999998,25.251407999999998,25.651198,25.330867,25.250668,25.330713,25.361615,25.567163,24.922181,24.390829999999998,24.076914000000002,23.761105999999998,23.420151,23.126847,23.223922,23.634873000000002,23.794088000000002,23.752498000000003,23.324894,22.925773,22.087544,21.883948,21.716276,21.288419,20.926597,20.495520000000003,19.995305,19.692320000000002,19.366417000000002,19.008799,17.038605,16.71102,16.333565,15.917299,15.095455,14.80098,13.467194000000001,12.7358,12.404925,12.046396000000001,11.790023,12.453136,19.995305,19.692320000000002,19.366417000000002,19.008799,17.038605,16.71102,16.333565,15.917299,15.095455,14.80098,13.467194000000001,12.7358,12.404925,12.046396000000001,9.798925,0.0,12.142603999999999,12.321546000000001,12.612108000000001
4-2803359,,,,0,0.17894200000000002,33.464923,33.335227,33.569593,33.935753000000005,34.312011,34.713801000000004,35.0391,35.580271999999994,35.959315999999994,36.435219000000004,36.703803,37.064785,36.534433,36.219516999999996,35.903709,35.562754999999996,35.27045,35.367526,35.778476,35.936692,35.895102,35.467496999999995,35.068377000000005,34.231148,34.026552,33.85988,33.430023,33.069201,32.638123,32.137909,31.834923999999997,31.509021,31.151403000000002,29.181208,28.853623,28.476169,28.059903000000002,27.238059000000003,26.943584,25.609798,24.878404,24.547529,24.189,23.932627,24.59574,32.137909,31.834923999999997,31.509021,31.151403000000002,29.181208,28.853623,28.476169,28.059903000000002,27.238059000000003,26.943584,25.609798,24.878404,24.547529,24.189,21.941529,12.142603999999999,0.0,0.17894200000000002,0.469504
5-2803214,,,,,0,33.642865,33.514168,33.748535,34.114694,34.490953000000005,34.894743,35.221041,35.759214,36.138258,36.613161,36.883745000000005,37.243727,36.712375,36.399459,36.083651,35.742697,35.449391999999996,35.546468,35.957418,36.115634,36.074044,35.645439,35.246318,34.410089,34.205493,34.037821,33.608965000000005,33.249143,32.817065,32.316851,32.013866,31.687962,31.330345,29.36015,29.032565,28.655109999999997,28.238845,27.417001000000003,27.122526,25.78874,25.057346,24.726471,24.367942000000003,24.111569,24.774681,32.316851,32.013866,31.687962,31.330345,29.36015,29.032565,28.655109999999997,28.238845,27.417001000000003,27.122526,25.78874,25.057346,24.726471,24.367942000000003,22.12047,12.321546000000001,0.17894200000000002,0.0,0.290562
1-2801795,,,,,,0.0,0.40358,0.637946,1.004106,1.380365,1.7831540000000001,2.108453,2.649625,3.02867,3.5025720000000002,3.7731559999999997,4.419137999999999,4.9484900000000005,5.263406,5.5182139999999995,5.857168,6.150473000000001,6.484879,6.57883,6.723231,6.676821,7.104425999999999,7.5045470000000005,8.508775,8.870372,9.039044,9.4659,9.827722999999999,10.2598,10.114014,9.935277000000001,9.969903,10.268521,11.108286,10.780700999999999,10.403246000000001,9.98698,9.640588000000001,9.935063000000001,11.07485,11.348244000000001,11.679117999999999,12.037647,12.597704,13.260817000000001,10.114014,9.935277000000001,9.969903,10.268521,11.108286,10.780700999999999,10.403246000000001,9.98698,9.640588000000001,9.935063000000001,11.07485,11.348244000000001,11.679117999999999,12.037647,14.354119,24.084042999999998,33.462922999999996,33.642865,33.934427
2-2801793,,,,,,,0.0,0.234366,0.600526,0.976785,1.378575,1.7048729999999999,2.245046,2.6240900000000003,3.098992,3.3695769999999996,4.015559,4.54591,4.859827,5.114634,5.453589,5.746893,6.080299,6.17525,6.318651999999999,6.272241999999999,6.700846,7.0999669999999995,8.104196,8.466792,8.634464,9.062321,9.423143,9.85522,9.711435,9.531698,9.566322999999999,9.864941,11.511865,11.184280000000001,10.806825,10.39056,10.044167999999999,10.338643,11.478429,11.751823,12.081698,12.440227,13.002284,13.665397,9.711435,9.531698,9.566322999999999,9.864941,11.511865,11.184280000000001,10.806825,10.39056,10.044167999999999,10.338643,11.478429,11.751823,12.081698,12.440227,14.758698,24.486623,33.335227,33.513168,33.80273
3-2801779,,,,,,,,0.0,0.36616,0.7424189999999999,1.144209,1.470507,2.010679,2.389724,2.864626,3.13521,3.781192,4.3115440000000005,4.6254599999999995,4.880268,5.219222,5.5125269999999995,5.8459330000000005,5.940884,6.0842849999999995,6.037875,6.466480000000001,6.865601,7.86983,8.232426,8.400098,8.827954,9.189777000000001,9.621853999999999,9.476068,9.297331,9.331957000000001,9.631575,11.388616,11.062031,10.683575999999999,10.26731,9.921918,10.215392999999999,11.325178999999999,11.985189,12.317064,12.675593,13.23765,13.899763,9.476068,9.297331,9.331957000000001,9.631575,11.388616,11.062031,10.683575999999999,10.26731,9.921918,10.215392999999999,11.325178999999999,11.985189,12.317064,12.675593,14.992064000000001,24.720989000000003,33.567593,33.746534999999994,34.037096999999996
4-2801766,,,,,,,,,0.0,0.376259,0.778049,1.104347,1.64452,2.023564,2.498466,2.7690509999999997,3.415033,3.9443839999999994,4.259301,4.514108,4.853063,5.146367,5.479773000000001,5.5737239999999995,5.718126,5.671716,6.10032,6.499441,7.50367,7.866266,8.033938000000001,8.461795,8.822617,9.254694,9.109908,8.931172,8.965797,9.265414999999999,11.237608999999999,11.198806,10.820350999999999,10.404086,10.057694,10.353169,11.460955,12.138349,12.470224,12.824753,13.38781,14.051922,9.109908,8.931172,8.965797,9.265414999999999,11.237608999999999,11.198806,10.820350999999999,10.404086,10.057694,10.353169,11.460955,12.138349,12.470224,12.824753,15.140224,24.869149,33.935753000000005,34.115694,34.406256
5-2801756,,,,,,,,,,0.0,0.40179000000000004,0.728089,1.268261,1.647305,2.122208,2.392792,3.038774,3.5691260000000002,3.8830419999999997,4.137849,4.4768040000000004,4.7701080000000005,5.103515,5.198465000000001,5.341867,5.295457,5.724061,6.123182,7.127411,7.490007,7.657678999999999,8.085536,8.447358,8.878435000000001,8.73465,8.554913,8.589538000000001,8.888156,10.86035,11.187935000000001,11.197610000000001,10.781344,10.434953,10.728428,11.836214,12.511608,12.840483,13.199012,13.764069000000001,14.425181,8.73465,8.554913,8.589538000000001,8.888156,10.86035,11.187935000000001,11.197610000000001,10.781344,10.434953,10.728428,11.836214,12.511608,12.840483,13.199012,15.518482999999998,25.250408,34.310010999999996,34.488953,34.779515
