순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2800272,6-2803582,7-2803603,8-2803602,9-2800274,10-2803847,11-2806301,12-2803848,13-2806298,14-2803849,15-2803851,16-2803852,17-2803854,18-2806296,19-2803605,20-2803855,21-2803856,22-2806231,23-2803857,24-2806295,25-2806293,26-2804201,27-2806291,28-2807291,29-2804203,30-2804206,31-2804332,32-2804208,33-2804210,34-2804212,35-2804579,36-2803703,37-2806885,38-2807292,39-2806887,40-2806889,41-2806892,42-2807113,43-2807410,44-2807114,45-2806973,46-2807115,47-2806952,48-2807116,49-2807117,50-2807120,51-2806975,52-2806976,53-2806977,54-2807136,55-2806955,56-2806956,57-2807133,58-2806958,59-2806959,60-2806978,61-2806960,62-2806961,63-2806962
1-2800269,0,0.419283,0.773767,1.212487,1.3496549999999998,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.535182,3.856844,4.138827,4.651695,5.239256,5.720625,5.879639,6.213327,6.701204,7.023971,7.470185000000001,7.818072999999999,8.169977000000001,8.344064,8.700186,8.953598,9.336223,9.526710000000001,9.758203,9.956998,10.498732,11.050305,11.543792,11.881069,12.410267,12.586367999999998,12.787718,13.364199,13.721634,14.304607,14.813870999999999,16.622641,17.104796,17.603877999999998,18.248425,18.87885,19.119214000000003,19.531592,19.778672,20.647170000000003,21.20113,22.547517000000003,22.850869,23.157892999999998,23.399059,23.7786,24.090378,24.441959,24.799108,25.097054999999997,25.433398999999998,25.717062,24.917499
2-2805488,,0,0.354484,0.793204,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,3.115899,3.437561,3.7195449999999997,4.232412,4.819973,5.301342,5.460356,5.794045,6.281921,6.604688,7.050902000000001,7.398789999999999,7.750694,7.926781,8.282903,8.536315,8.91894,9.109427,9.34092,9.539715,10.079449,10.633023,11.126509,11.461787,11.990984,12.167085,12.369435000000001,12.945916,13.304351,13.889323999999998,14.396589,16.207358,16.689514000000003,17.187595,17.831142,18.460567,18.701931,19.116309,19.361389000000003,20.231887,20.785847,22.132234,22.435586999999998,22.74161,22.982776,23.360317000000002,23.674095,24.026676000000002,24.382825,24.680773000000002,25.017116,25.300779000000002,24.501217
3-2807373,,,0,0.438721,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.761415,3.083077,3.365061,3.877929,4.465489,4.946858,5.105872,5.439561,5.927437,6.250204,6.6964179999999995,7.044307000000001,7.396211,7.572297,7.92842,8.181830999999999,8.564456,8.754944,8.986436,9.185232000000001,9.726966000000001,10.278539,10.772025,11.109303,11.6385,11.814602,12.016950999999999,12.593432,12.948867,13.533841,14.044104999999998,15.850875,16.33503,16.832112,17.476658,18.108082999999997,18.347447,18.761826,19.007904999999997,19.876404,20.429363000000002,21.77575,22.081103,22.386126,22.629292,23.008834,23.318610999999997,23.672192000000003,24.029341,24.325289,24.663632999999997,24.945296,24.147733
4-2804748,,,,0,0.137168,0.5193909999999999,0.7533880000000001,0.92737,1.1873129999999998,1.54102,2.322695,2.644356,2.92634,3.4392080000000003,4.026769,4.508138,4.6671510000000005,5.00084,5.488716999999999,5.811484,6.257697,6.605586,6.957489999999999,7.131577,7.487699,7.741110000000001,8.123736,8.316222999999999,8.545716,8.744511,9.286245,9.837817999999999,10.333305000000001,10.668582,11.19778,11.375881,11.576231,12.151712,12.508147,13.093119999999999,13.603384,15.410154,15.894309,16.391391,17.036938,17.667363,17.906727,18.322105,18.568184,19.435682999999997,19.990643,21.33503,21.638382,21.945404999999997,22.190572,22.567113,22.879891,23.230472,23.586621,23.884567999999998,24.221912,24.507575,23.705012
5-2800272,,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,2.185527,2.507189,2.789173,3.3020410000000004,3.8896010000000003,4.37097,4.529984,4.863673,5.3515489999999994,5.674316,6.1205300000000005,6.468419,6.820322999999999,6.996409,7.350532,7.603942999999999,7.986567999999999,8.179056,8.410548,8.609344,9.151078,9.702651,10.196137,10.533415,11.062612,11.238714,11.442063000000001,12.014544,12.372978999999999,12.954952,13.465217,15.274985999999998,15.757142000000002,16.256223000000002,16.90277,17.533195000000003,17.773559,18.183937,18.430017000000003,19.301516,19.851475,21.197862,21.505215,21.810238000000002,22.051404,22.432945999999998,22.744723,23.095304000000002,23.452453,23.750401,24.085745000000003,24.369407,23.571845
6-2803582,,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.807304,2.128966,2.41095,2.9238180000000003,3.5113779999999997,3.992747,4.1517610000000005,4.48545,4.973326,5.296093,5.742307,6.090196,6.4421,6.616186,6.974309,7.22772,7.608345,7.800833,8.032325,8.229121000000001,8.772855,9.324428,9.817914,10.155192,10.684389,10.860491,11.06284,11.639321,11.992756,12.57873,13.085994,14.896764000000001,15.378919,15.879000000000001,16.523547,17.153972,17.393335999999998,17.805715,18.050794,18.922293,19.476252,20.822639000000002,21.125992,21.433015,21.671181,22.053723,22.3645,22.716081,23.07323,23.372177999999998,23.707522,23.992185,23.191622
7-2803603,,,,,,,0,0.173982,0.433925,0.791633,1.573307,1.894969,2.1769529999999997,2.689821,3.2773809999999997,3.75875,3.917764,4.251453,4.739329,5.0620959999999995,5.50831,5.856198,6.208101999999999,6.382189,6.738312,6.9917229999999995,7.3743479999999995,7.564836,7.796328,7.995124000000001,8.536858,9.088431,9.581917,9.919195,10.450391999999999,10.624493,10.825842999999999,11.403324000000001,11.761759,12.343732000000001,12.851997,14.660766,15.143922,15.645002999999999,16.28855,16.918975,17.159339000000003,17.572717,17.817797,18.686296,19.240254999999998,20.586642,20.889995000000003,21.197018,21.438184,21.818725,22.129503,22.481084,22.838233,23.136181,23.471524,23.756187,22.956625
8-2803602,,,,,,,,0,0.259944,0.6176510000000001,1.399326,1.7209869999999998,2.002971,2.515839,3.1034,3.584769,3.743782,4.077471,4.565347,4.888115,5.334328,5.682217,6.034121,6.208208,6.56433,6.817741000000001,7.202367,7.392853999999999,7.624347,7.821142,8.362876,8.914449000000001,9.409936,9.747213,10.274411,10.450512,10.654861,11.231342999999999,11.585778,12.168751,12.678015,14.486785000000001,14.96894,15.470022,16.116569000000002,16.743993,16.985357999999998,17.397736,17.642815,18.513314,19.069274,20.415661,20.716013,21.024036,21.265203,21.644744,21.958522,22.310102,22.663252,22.961199,23.297543,23.585206,22.781643
9-2800274,,,,,,,,,0,0.35770799999999997,1.139382,1.461044,1.7430279999999998,2.255895,2.843456,3.324825,3.483839,3.817528,4.305404,4.628171,5.0743849999999995,5.422273000000001,5.774177,5.948264,6.304386,6.557798,6.940423,7.130910000000001,7.362403,7.561197999999999,8.102932000000001,8.654506,9.147992,9.48727,10.016467,10.192568,10.392918,10.969399000000001,11.325834,11.910807,12.420072,14.228841000000001,14.710997,15.210078,15.854625,16.48505,16.725414,17.136792,17.384872,18.25337,18.80633,20.153717,20.45607,20.764093,21.005259,21.3848,21.696578,22.047159,22.405307999999998,22.703256,23.039599,23.322262,22.5227
10-2803847,,,,,,,,,,0,0.786675,1.1083370000000001,1.39032,1.903188,2.490749,2.972118,3.131132,3.4648199999999996,3.952697,4.275464,4.721678,5.069566,5.421469999999999,5.597557,5.951679,6.205091,6.587716,6.780203,7.009696000000001,7.210491,7.750225,8.301798,8.795285,9.134563,9.661760000000001,9.837861,10.042211,10.618692,10.976127,11.5571,12.066365,13.874134,14.357289000000002,14.856371,15.501918,16.133343,16.372707000000002,16.785085000000002,17.031164999999998,17.901663,18.454623,19.80101,20.104362,20.410386,20.652552,21.033093,21.343871,21.694452,22.054601,22.350548,22.686892,22.968555,22.172992999999998
