순번_정류장ID,1-2805426,2-2805427,3-2801755,4-2801765,5-2801773,6-2801774,7-2801173,8-2801777,9-2801772,10-2805425,1-2801439,2-2801494,3-2801522,4-2801537,5-2801552,6-2801594,7-2801630,8-2801631
1-2805426,0,0.15878599999999998,0.553683,0.830667,0.8533569999999999,1.028601,1.622198,1.101605,0.848239,0.464196,4.751074,4.0475010000000005,3.819178,3.6870809999999996,3.686082,3.878168,3.6063099999999997,3.242283
2-2805427,,0,0.394898,0.769548,1.012142,1.187387,1.7809840000000001,1.26039,1.007024,0.622981,4.592288,3.8887160000000005,3.660393,3.528296,3.527297,3.719382,3.4475239999999996,3.083498
3-2801755,,,0,0.37465,0.8626729999999999,1.0379180000000001,1.631515,1.1109209999999998,0.857555,0.741121,4.302757,3.599185,3.370861,3.2387650000000003,3.237765,3.429851,3.157993,2.793966
4-2801765,,,,0,0.48802399999999996,0.6632680000000001,1.256865,0.736271,0.48290600000000006,0.366471,4.677407,3.973835,3.745511,3.613414,3.612415,3.804501,3.532643,3.168616
5-2801773,,,,,0,0.175245,0.768841,0.248248,0.43440500000000004,0.38916100000000003,5.1624300000000005,4.458858,4.230535,4.098438,4.097439,4.289524,4.017666,3.65364
6-2801774,,,,,,0,0.593597,0.073004,0.25916,0.5644060000000001,5.252473,4.5489,4.320577,4.18848,4.187481,4.379567,4.107709,3.743682
7-2801173,,,,,,,0,0.520594,0.77596,1.1580030000000001,5.298272,4.594698999999999,4.3683760000000005,4.234279,4.23428,4.425366,4.154508,3.7924809999999995
8-2801777,,,,,,,,0,0.255366,0.637409,5.178469000000001,4.474897,4.246574,4.114477,4.113478,4.305562999999999,4.033705,3.669679
9-2801772,,,,,,,,,0,0.38404299999999997,5.157312,4.45374,4.225417,4.093319999999999,4.092321,4.284406,4.012548000000001,3.6485220000000003
10-2805425,,,,,,,,,,0,5.040878,4.337306,4.108983,3.976886,3.975887,4.167972,3.896114,3.532088
1-2801439,,,,,,,,,,,0.0,0.703572,0.931896,1.063993,1.130992,1.333907,1.605764,1.572791
2-2801494,,,,,,,,,,,,0.0,0.22832399999999997,0.36041999999999996,0.477583,0.818335,1.090192,1.385219
3-2801522,,,,,,,,,,,,,0.0,0.132097,0.24925999999999998,0.590011,0.861869,1.1558950000000001
4-2801537,,,,,,,,,,,,,,0.0,0.11716300000000002,0.45791400000000004,0.729772,1.023798
5-2801552,,,,,,,,,,,,,,,0.0,0.340751,0.612609,0.9076350000000001
6-2801594,,,,,,,,,,,,,,,,0.0,0.271858,0.636885
7-2801630,,,,,,,,,,,,,,,,,0.0,0.365027
8-2801631,,,,,,,,,,,,,,,,,,0.0
