순번_정류장ID,39-2804580,40-2804213,41-2804211,42-2804209,43-2804207,44-2804205,45-2804204,46-2806290,47-2804202,48-2806292,49-2804578,50-2803610,51-2803612,52-2806226,53-2803613,54-2803860,55-2803861,56-2800256,57-2806225,58-2803862,59-2803865,60-2806899,61-2803971,62-2803970,63-2803968,64-2803966,65-2803964,66-2803962,67-2803960,68-2803958,69-2803956,70-2803954,71-2803952,72-2803993,73-2803995,74-2800298,75-2803997,76-2800290,77-2800289,78-2803934,79-2806662,80-2807417,81-2800286,82-2803932,83-2803596,84-2800283,85-2800281,86-2800280,87-2800278,88-2806663,89-2804031,90-2800260,91-2800275,92-2804713,93-2803598,94-2803600,95-2800273,96-2803601,97-2804331,98-2803581,99-2800271,100-2805489,101-2807150,102-2804581,103-2804582,104-2800267,105-2804032
39-2804580,0,0.507145,0.867293,1.3600860000000001,1.731452,2.466673,2.69845,3.052754,3.4665510000000004,3.720125,4.0818389999999996,5.233465,5.58279,6.308622,6.53725,6.835675999999999,7.880307000000001,8.3916,8.518941,8.741225,9.268239999999999,9.512912,9.820397999999999,10.499638000000001,10.807975,11.410829,11.839936999999999,12.156345,12.885480000000001,13.300649,13.849523999999999,14.395941,14.944175,15.738970000000002,16.051267000000003,16.186999,15.759088,15.222029999999998,14.853891,14.399141,14.038019,13.32809,13.096972000000001,12.207988,11.923949,10.935107,11.287075,11.974936999999999,12.188575,12.052125,11.106424,10.474522,10.237844,9.915649,9.73286,9.575196,10.036478,10.247205000000001,10.418913,10.676578999999998,11.161027,11.660892,12.034661999999999,12.362925,12.659880000000001,12.997211,12.604343
40-2804213,,0,0.360148,0.852942,1.224307,1.959528,2.191306,2.5456090000000002,2.959406,3.21298,3.574694,4.726319999999999,5.075646,5.801476999999999,6.030105000000001,6.328532,7.373162,7.884455,8.011797,8.23408,8.761095,9.005767,9.313253,9.992494,10.30083,10.903684,11.332792,11.6492,12.378335,12.793503999999999,13.342379000000001,13.888797,14.437029999999998,15.231825,15.544122,15.679854,15.250944,14.714885,14.345745999999998,13.891995999999999,13.529874,12.820946000000001,12.589827,11.700842999999999,11.416803999999999,10.427963,10.77993,11.467792,11.68143,11.54498,10.599279,9.967377,9.7307,9.408503999999999,9.225715,9.068050999999999,9.529333,9.74006,9.911767999999999,10.169433999999999,10.653883,11.153747000000001,11.527517,11.855780000000001,12.152735,12.51782,12.097197999999999
41-2804211,,,0,0.49279399999999995,0.864159,1.59938,1.8311580000000003,2.185461,2.5992580000000003,2.852832,3.214546,4.366172,4.715498,5.4413290000000005,5.669957,5.9683839999999995,7.013014,7.524307,7.651649000000001,7.873932000000001,8.400947,8.645619,8.953105,9.632346,9.940682,10.543536,10.972644,11.289052,12.018187,12.433356,12.982231,13.528649,14.076882000000001,14.871676999999998,15.183974,15.319706,14.890796,14.353736999999999,13.984598000000002,13.530848,13.168726000000001,12.458798,12.227679,11.338695,11.054656,10.065814999999999,10.417782,11.105644,11.319282000000001,11.182832000000001,10.237131,9.605229,9.368552000000001,9.046356,8.863567,8.705903999999999,9.167185,9.377912,9.549619999999999,9.807286,10.291735000000001,10.791599,11.165369,11.493632,11.790588,12.155672000000001,11.73505
42-2804209,,,,0,0.371366,1.108586,1.3403639999999999,1.694668,2.1084650000000003,2.3620389999999998,2.723753,3.875379,4.224704,4.9505360000000005,5.179163,5.47759,6.522221,7.033514,7.160855000000001,7.383139,7.9101539999999995,8.154826,8.462311,9.141552,9.449889,10.052743,10.481850999999999,10.798259,11.527394000000001,11.942563,12.491438,13.037855,13.586089000000001,14.380884,14.693181,14.828913,14.399002,13.863944,13.495804999999999,13.042055,12.679933,11.970004,11.736886,10.849902,10.565862,9.577021,9.928989,10.616850999999999,10.830489,10.694039,9.746338,9.116436,8.879758,8.557563,8.374774,8.21711,8.678392,8.889119,9.060827,9.318493,9.802941,10.300806,10.676575999999999,11.004839,11.301794000000001,11.664878999999999,11.246257
43-2804207,,,,,0,0.737221,0.9689989999999999,1.323302,1.7370990000000002,1.990674,2.352387,3.5040129999999996,3.853339,4.5791699999999995,4.807798,5.106225,6.150855,6.662149,6.78949,7.011773,7.538788,7.783461,8.090946,8.770187,9.078524,9.681377000000001,10.110486,10.426893,11.156028,11.571197,12.120072,12.66649,13.214723999999999,14.009518,14.321814999999999,14.457548000000001,14.029637,13.492578,13.123439000000001,12.669689,12.308567,11.598639,11.367519999999999,10.478537,10.194497,9.205656,9.557623,10.245486,10.459124000000001,10.322673,9.376972,8.745071000000001,8.508393,8.186198,8.003408,7.845745,8.307027,8.517752999999999,8.689461,8.947127,9.431576,9.93144,10.30521,10.633473,10.930429,11.295513,10.874891
44-2804205,,,,,,0,0.231778,0.5860810000000001,0.999878,1.2534530000000002,1.6151659999999999,2.7667919999999997,3.116118,3.84195,4.070577,4.369004,5.413634,5.9249279999999995,6.052269,6.274552,6.8015669999999995,7.046239999999999,7.353725,8.032966,8.341303,8.944156,9.373265,9.689672999999999,10.418807000000001,10.833976,11.382850999999999,11.929269,12.477503,13.272297,13.584594000000001,13.720327,13.291416,12.754357,12.385218,11.931467999999999,11.569346000000001,10.859418,10.628299,9.739316,9.455276,8.466435,8.818402,9.506264999999999,9.719903,9.583452000000001,8.637751,8.00585,7.769172,7.446977,7.264187,7.106524,7.567806,7.778532000000001,7.950239999999999,8.207906,8.692355000000001,9.192219,9.565989,9.894252,10.191208,10.556292,10.13567
45-2804204,,,,,,,0,0.354304,0.7681,1.021675,1.383389,2.535015,2.8843400000000003,3.610172,3.838799,4.137226,5.181857,5.69315,5.8204910000000005,6.042774,6.569789,6.814462,7.1219470000000005,7.801188000000001,8.109525,8.712378,9.141487,9.457894999999999,10.18703,10.602198,11.151074000000001,11.697491000000001,12.245725,13.040519999999999,13.352817000000002,13.488548999999999,13.059638,12.524579,12.155439999999999,11.701691,11.336569,10.62964,10.398522,9.509538000000001,9.223498,8.236657000000001,8.588625,9.276487,9.490125,9.353674,8.405974,7.776072,7.539394000000001,7.215199,7.0324089999999995,6.876746000000001,7.3380279999999996,7.548754,7.718463000000001,7.978128,8.462577,8.962442,9.336212,9.664475,9.96143,10.326514,9.905892999999999
46-2806290,,,,,,,,0,0.413797,0.6673720000000001,1.029085,2.180711,2.530037,3.255868,3.484496,3.7829230000000003,4.827553,5.338847,5.466188,5.688471,6.215486,6.460159,6.767644000000001,7.446885000000001,7.755222,8.358075,8.787184,9.103591,9.832726,10.247895,10.79677,11.343188,11.891422,12.686216,12.998513,13.134246,12.705335,12.168275999999999,11.799137,11.346387,10.984264999999999,10.275337,10.044217999999999,9.155235000000001,8.871195,7.882353999999999,8.234321000000001,8.922184,9.135822000000001,8.999371,8.05367,7.421769,7.185091000000001,6.862896000000001,6.680105999999999,6.522443,6.983725,7.194450999999999,7.366159,7.623825,8.108274,8.608138,8.981908,9.310171,9.607127,9.972211,9.551589
47-2804202,,,,,,,,,0,0.253575,0.6152880000000001,1.7689139999999999,2.11824,2.844071,3.072699,3.3711260000000003,4.415756,4.92705,5.054391000000001,5.276674,5.803689,6.048361,6.355847,7.035088000000001,7.343424000000001,7.9462779999999995,8.375386,8.691794,9.420929,9.836098,10.384973,10.931391,11.479625,12.274419,12.586716000000001,12.722449000000001,12.294538000000001,11.757479,11.38734,10.93559,10.573468,9.863539999999999,9.632421,8.743437,8.459398,7.470557,7.8225240000000005,8.510387,8.724024,8.587574,7.6418729999999995,7.009972,6.773294,6.451099,6.2683089999999995,6.110646,6.5719270000000005,6.782653999999999,6.954362,7.212028,7.696477000000001,8.196341,8.570111,8.898374,9.19533,9.560414,9.139792
48-2806292,,,,,,,,,,0,0.361714,1.51534,1.864666,2.590497,2.819125,3.117552,4.162182,4.673475,4.8008169999999994,5.0231,5.550115,5.794787,6.102273,6.781514,7.08985,7.692703999999999,8.121812,8.43822,9.167355,9.582524000000001,10.131399,10.677817,11.22605,12.020845,12.333142,12.468874000000001,12.040964,11.504905,11.134766,10.681016,10.319894,9.609966,9.378847,8.489863,8.205824,7.216983,7.56895,8.256812,8.47045,8.334,7.388299000000001,6.756397,6.5197199999999995,6.197524,6.014735,5.8570709999999995,6.318353,6.52908,6.700788,6.958454,7.442903,7.942767,8.316537,8.6448,8.941755,9.30684,8.886218
