순번_정류장ID,1-2806671,2-2802586,3-2802584,4-2802577,5-2802572,6-2802561,7-2802550,8-2802548,9-2802290,10-2802292,11-2802287,12-2802283,13-2802280,14-2802281,15-2802270,16-2802262,17-2802260,18-2802263,19-2802248,20-2802235,21-2802228,22-2802226,23-2802222,24-2802192,25-2802185,26-2802176,27-2806506,28-2806502,29-2806620,30-2802135,31-2802117,32-2802074,33-2802031,34-2802010,35-2801974,36-2801964,37-2801955,38-2801943,39-2801919,40-2801914,41-2801751,42-2801746,43-2801185,44-2801687,45-2801184,46-2801665,47-2801604,48-2801564,49-2801520,50-2801485,51-2801450,52-2804871,53-2801387,54-2801347,55-2801319,56-2801296,57-2801281,58-2801271,59-2801262,60-2801252,61-2801250,62-2801248,63-2801245,64-2801244,65-2805070,66-2805501,67-2806430
1-2806671,0,0.16961800000000002,0.38516,0.6997359999999999,1.045864,1.3786909999999999,1.567332,1.855476,2.0110349999999997,2.20917,2.569499,2.796725,3.285253,3.696587,4.15475,4.348689,4.625788,4.9999839999999995,5.3855,5.253472,4.741096,4.819884,5.120075,6.125789,6.323827,6.59362,6.948372,7.34658,7.673836,8.304689,8.609,8.933187,9.324769,9.500733,9.951045,9.717386,9.810312,9.780391999999999,10.327003,10.552147,11.034982000000001,11.372913,12.025487,12.404531,12.656433999999999,12.927017999999999,13.572000000000001,13.833151,14.102352,14.416267999999999,14.671076000000001,15.011029999999998,15.304335,15.672,16.030459,16.323391,16.534003,16.920601,17.109522,17.338133,17.446831,17.722012,17.927166,17.672,17.438578,17.443989000000002,17.506636999999998
2-2802586,,0,0.215542,0.531118,0.8772469999999999,1.2100739999999999,1.398715,1.873907,2.147653,2.345788,2.705117,2.932343,3.420871,3.832205,4.290368,4.400072,4.6771709999999995,5.052366,5.4358830000000005,5.303854,4.792478,4.871266,5.055457,6.086172,6.284209,6.553001999999999,6.908753999999999,7.3069630000000005,7.634219,8.265071,8.569382000000001,8.893569,9.285152,9.461115,9.911427,9.676768,9.770694,9.739774,10.287385,10.512528999999999,10.994364,11.332295,11.98387,12.363914,12.615816,12.886401,13.532382,13.793532999999998,14.061734,14.37565,14.631457999999999,14.970413,15.263717000000002,15.632382000000002,15.989842000000001,16.281774,16.494385,16.879984,17.068904,17.298515,17.406213,17.681394,17.886548,17.631382000000002,17.397961,17.404370999999998,17.464019
3-2802584,,,0,0.315576,0.661705,0.994532,1.183173,1.658365,1.9698759999999997,2.1690099999999997,2.528339,2.755566,3.244094,3.6554269999999995,4.11359,4.1845300000000005,4.461629,4.836825,5.221341000000001,5.0893120000000005,4.576937,4.655724,4.839915,5.86963,6.068667,6.33746,6.693212,7.091421,7.418677000000001,8.049529,8.35384,8.678028,9.06961,9.245573,9.695885,9.461227000000001,9.555152,9.524232000000001,10.071844,10.296987,10.779822,11.116753,11.768328,12.148372,12.401274,12.671859,13.316841,13.577991,13.847192000000001,14.161107999999999,14.415916000000001,14.755870999999999,15.048175,15.416841,15.7743,16.067232,16.278843,16.664442,16.853362,17.082974,17.191671,17.466852,17.671006,17.41584,17.182419,17.188829000000002,17.248476999999998
4-2802577,,,,0,0.346129,0.678955,0.867597,1.342789,1.6533,1.851434,2.211763,2.43899,2.927518,3.338851,3.797014,3.868954,4.146053,4.521248,4.905765,4.772736,4.26136,4.340148,4.524339,5.554054,5.753091,6.021884,6.377636,6.775844,7.103101,7.733953,8.038264,8.362451,8.754033999999999,8.929997,9.380309,9.14665,9.240575999999999,9.208656,9.756267,9.982411,10.464246000000001,10.801177000000001,11.453752,11.832796,12.084698,12.356283,13.002264,13.262414999999999,13.531616,13.845532,14.10034,14.440295,14.733599,15.102264000000002,15.459724,15.752656,15.964267000000001,16.349866,16.538785999999998,16.768397,16.875095,17.151276,17.354429999999997,17.101264,16.867843,16.874253,16.933901000000002
5-2802572,,,,,0,0.332827,0.521468,0.99666,1.312171,1.510305,1.869635,2.096861,2.585389,2.996723,3.454886,3.522825,3.799924,4.174119999999999,4.559636,4.426607,3.915232,3.99402,4.178211,5.207925,5.406962,5.675756,6.0315080000000005,6.429716,6.756972,7.387825,7.692136,8.016323,8.407905,8.583869,9.034181,8.800522,8.893448,8.862527,9.410139,9.635283,10.117117,10.455048,11.106622999999999,11.485667,11.73957,12.009153999999999,12.656136,12.915287,13.184488,13.499404,13.754211999999999,14.093166,14.386470999999998,14.755135999999998,15.112595,15.404526999999998,15.617139000000002,16.002737,16.191657,16.421269,16.528967,16.804148,17.008302,16.754136,16.519714,16.526125,16.587772
6-2802561,,,,,,0,0.191641,0.666834,1.056344,1.2544790000000001,1.613808,1.842034,2.330562,2.741896,3.200059,3.192998,3.470097,3.845293,4.2298089999999995,4.0977809999999995,3.585405,3.664193,3.848384,4.879098,5.077136,5.346929,5.701681,6.099889,6.427144999999999,7.0579979999999995,7.362309,7.686496000000001,8.078078,8.254042,8.704353999999999,8.469695,8.563621000000001,8.532701,9.080312,9.305456,9.787291,10.125222,10.776796000000001,11.156839999999999,11.408743,11.679327,12.325308999999999,12.58646,12.854661,13.168576999999999,13.424385000000001,13.763339000000002,14.056644,14.425309,14.782767999999999,15.0747,15.287312,15.67291,15.861831,16.091442,16.19914,16.474321,16.678475,16.424309,16.189887,16.196298000000002,16.255945999999998
7-2802550,,,,,,,0,0.47619300000000003,0.8657030000000001,1.0638370000000001,1.423167,1.650393,2.138921,2.550255,3.008418,3.002357,3.2794559999999997,3.6546519999999996,4.038168,3.90714,3.394764,3.4735519999999998,3.657743,4.687457,4.886495,5.156288,5.51104,5.909248000000001,6.236504,6.867357000000001,7.1716679999999995,7.495855000000001,7.887436999999999,8.063400999999999,8.513713000000001,8.279053999999999,8.37298,8.342058999999999,8.889671,9.114815,9.596649000000001,9.934581,10.586155,10.965199,11.218102,11.488686,12.134668,12.395819,12.664019999999999,12.978936000000001,13.233744,13.572698,13.866003,14.234668,14.592127,14.885059,15.096670999999999,15.482269,15.671189000000002,15.900801000000001,16.008499,16.28368,16.488834,16.233667999999998,16.000246,16.006657,16.066305
8-2802548,,,,,,,,0,0.389511,0.588645,0.947975,1.175201,1.663729,2.075063,2.533226,2.741165,3.018264,3.39246,3.7769760000000003,3.645947,3.133572,3.212359,3.5115510000000003,4.518265,4.716302,4.986096,5.340847,5.739056,6.066312,6.697164999999999,7.001475999999999,7.3256630000000005,7.717245,7.893209,8.343521,8.108862,8.202788,8.172867,8.719479,8.945623,9.427457,9.764388,10.415963,10.795007,11.04791,11.319494,11.965475999999999,12.225627000000001,12.495828,12.807744,13.063551,13.402505999999999,13.695810999999999,14.064476,14.421935000000001,14.714867000000002,14.926479,15.313077,15.500997,15.730609,15.839307000000002,16.113488,16.317641000000002,16.063476,15.830054,15.836464999999999,15.897112
9-2802290,,,,,,,,,0,0.19913499999999998,0.5584640000000001,0.78569,1.274219,1.685552,2.1437150000000003,2.3532759999999997,2.799754,3.1739490000000004,3.558465,3.4804370000000002,2.968061,3.0468490000000004,3.4898910000000005,4.673825,4.871862,5.141655,5.496407,5.894615,6.221872,6.852724,7.1570350000000005,7.481222,7.8728050000000005,8.048767999999999,8.499080000000001,8.264421,8.358347,8.327427,8.875038,9.100182,9.582017,9.919948,10.571522,10.950567,11.203469,11.474053999999999,12.120035000000001,12.381186,12.650387,12.963303,13.219110999999998,13.558065,13.851370000000001,14.220035000000001,14.577494,14.870426,15.082038,15.468637,15.657557,15.886168,15.993866,16.269047,16.473201,16.218035,15.984614,15.992023999999999,16.051672
10-2802292,,,,,,,,,,0,0.35933000000000004,0.5865560000000001,1.075084,1.486418,1.9445810000000001,2.154142,2.600619,2.9758150000000003,3.360331,3.2813019999999997,2.768927,2.847714,3.2907559999999996,4.8719589999999995,5.069996,5.33879,5.694541,6.09275,6.420006,7.050859,7.355169999999999,7.679357,8.070939,8.246902,8.697214,8.463556,8.557481,8.526561000000001,9.074173,9.299317,9.781151,10.119082,10.770657,11.149701,11.402603,11.673188,12.31917,12.57932,12.848521,13.163438000000001,13.418245,13.7572,14.050504,14.419170000000001,14.776629000000002,15.069560999999998,15.281172,15.666770999999999,15.855691,16.085303,16.193001000000002,16.468181,16.673335,16.417170000000002,16.184748000000003,16.190158,16.252806
