순번_정류장ID,36-2801621,37-2801192,38-2806417,39-2801564,40-2801450,41-2801438,42-2801461,43-2804438,44-2803644,45-2803555,46-2800677,47-2800668,48-2800335,49-2800638,50-2800628,51-2804911,52-2807266,53-2806215,54-2806633,55-2805743,56-2804896,57-2805037,58-2804894,59-2805053,60-2805409,61-2804897,62-2804905,63-2805413,64-2805249,65-2800591,66-2805192,67-2800589,68-2800588,69-2800581,70-2804857,71-2807223
36-2801621,0,0.404971,0.835199,1.001239,1.725164,2.156716,2.909302,3.6484339999999995,5.696738,6.369783999999999,6.833100999999999,7.247325,7.620931,7.835089999999999,8.11621,8.254176,8.24969,7.8296149999999995,8.983691,9.396906,9.633478,9.966089,10.353511,10.659142,11.090071,10.7851,10.737615,10.961063000000001,11.462024000000001,12.040263000000001,12.393392,12.800943,13.429603,13.63604,13.574407,14.662042999999999
37-2801192,,0,0.431228,0.876092,1.7770169999999998,2.208569,2.9611549999999998,3.7002870000000003,5.748591,6.4216370000000005,6.884954,7.299177,7.672784,7.886943,8.168063,8.306028999999999,8.301542999999999,7.881467999999999,9.035544,9.448758999999999,9.686331,10.017941,10.404364,10.710994,11.141924000000001,10.836953,10.788468,11.013916,11.513876,12.092116,12.445245,12.852796000000001,13.480456,13.686893,13.62726,14.714896
38-2806417,,,0,0.44486400000000004,1.345789,1.777341,2.5299270000000003,3.2690599999999996,5.317362999999999,5.990409,6.4537260000000005,6.86795,7.241556,7.455716000000001,7.736835000000001,7.874801,7.870315,7.450241,8.604316,9.016531,9.255103,9.585714,9.973136,10.280766999999999,10.710696,10.404725,10.35724,10.581688,11.083649000000001,11.660888,12.013017,12.422568,13.049228,13.255664999999999,13.195032000000001,14.282668
39-2801564,,,,0,0.900925,1.3324770000000001,2.085063,2.8241959999999997,4.8724989999999995,5.545545,6.008862000000001,6.423086,6.796692,7.010852000000001,7.291971,7.4289369999999995,7.425451,7.005377,8.159452,8.572667,8.810239,9.14185,9.529272,9.835903,10.265832000000001,9.960861,9.913376,10.137824,10.638785,11.217024,11.569153,11.976704,12.605364,12.810801,12.751168,13.838804000000001
40-2801450,,,,,0,0.43355200000000005,1.1861389999999998,1.925271,3.9735739999999997,4.646621,5.109937,5.524161,5.897767,6.111927,6.393046,6.530012,6.525526999999999,6.106452,7.260527000000001,7.6727419999999995,7.910315,8.242925,8.629348,8.935978,9.365907,9.060936,9.014452,9.2379,9.73886,10.317099,10.670228,11.078778999999999,11.706439999999999,11.911876,11.851242999999998,12.938879
41-2801438,,,,,,0,0.754586,1.493718,3.5420220000000002,4.215068,4.678385,5.092608,5.466215,5.680374,5.961494,6.09846,6.093974,5.674899,6.828975,7.242189999999999,7.479761999999999,7.810372,8.196795,8.504425,8.935355,8.630384,8.581899,8.807347,9.308307000000001,9.885547,10.237675999999999,10.646227,11.273887,11.480324000000001,11.679691,12.766327
42-2801461,,,,,,,0,0.740133,2.788436,3.461482,3.9247989999999997,4.339023,4.712629,4.926789,5.207908,5.345874,5.341387999999999,4.921314,6.075389,6.487604,6.726176,7.057786999999999,7.4432089999999995,7.74984,8.182769,7.876798,7.829313000000001,8.053761,8.554722,9.132961,9.48509,9.893641,10.521301,10.727738,10.926105,12.013741
43-2804438,,,,,,,,0,2.048304,2.72135,3.184666,3.5988900000000004,3.972497,4.186656,4.467776000000001,4.706567,4.907255999999999,4.7458730000000005,5.820257,6.2324720000000005,6.470044000000001,6.801653999999999,7.1900770000000005,7.496707000000001,7.927637,7.620666,7.573181,7.798628999999999,8.299589,8.95752,9.30965,9.718200999999999,10.345861,10.552298,10.750665,11.837301
44-2803644,,,,,,,,,0,0.673046,1.136363,1.5505870000000002,1.924193,2.138353,2.4194720000000003,2.6582630000000003,2.858952,2.769878,3.771953,4.185168,4.42274,4.753351,5.139773,5.447404,5.877333,5.573362,5.524878,5.749325,6.250286,6.943525,7.2946539999999995,7.700205,8.331864999999999,8.537302,8.739669000000001,9.826305
45-2803555,,,,,,,,,,0,0.46331700000000003,0.877541,1.256147,1.470306,1.751426,1.990217,2.190906,2.581223,3.1339069999999998,3.5471220000000003,3.783694,4.1163050000000005,4.501727,4.8093580000000005,5.240287,4.934316,4.886831,5.111279,5.61324,6.305479,6.656608,7.0651589999999995,7.692819,7.899255999999999,8.100622999999999,9.185259
46-2800677,,,,,,,,,,,0,0.414224,0.7918310000000001,1.00599,1.287109,1.5259,1.72659,2.281461,2.6695900000000004,3.082805,3.320378,3.651988,4.039411,4.3460410000000005,4.776971,4.471,4.423515,4.647963,5.1479230000000005,5.841162000000001,6.193292,6.6018419999999995,7.229503,7.435939,7.633306,8.720943
47-2800668,,,,,,,,,,,,0,0.378607,0.592766,0.873886,1.112676,1.313366,1.868237,2.256367,2.669582,2.9071540000000002,3.2387639999999998,3.6261870000000003,3.932817,4.363747,4.0577760000000005,4.0102910000000005,4.233739,4.734699,5.422937999999999,5.776068,6.1846190000000005,6.812278999999999,7.018716,7.220083,8.307719
48-2800335,,,,,,,,,,,,,0,0.21415900000000002,0.49627899999999997,0.73507,0.935759,1.490631,1.8787599999999998,2.290975,2.528547,2.860157,3.24758,3.55421,3.9851400000000003,3.6791690000000004,3.6316839999999995,3.856132,4.356091999999999,5.049332,5.401461,5.810012,6.437672,6.644108999999999,6.845476,7.9331119999999995
49-2800638,,,,,,,,,,,,,,0,0.28212,0.52091,0.7216,1.276471,1.6646009999999998,2.077816,2.315388,2.646998,3.034421,3.3400510000000003,3.771981,3.46601,3.418525,3.6429730000000005,4.1439330000000005,4.832172,5.184302,5.596853,6.2205129999999995,6.42695,6.628317,7.715953
50-2800628,,,,,,,,,,,,,,,0,0.23879099999999998,0.43948000000000004,0.994352,1.3824809999999998,1.795696,2.0332689999999998,2.364879,2.7523020000000002,3.057932,3.489861,3.1838900000000003,3.135406,3.359854,3.861814,4.549053,4.906182,5.314733,5.938394000000001,6.14883,6.3501970000000005,7.433833
