순번_정류장ID,72-2801394,73-2801431,74-2801178,75-2801179,76-2801424,77-2801411,78-2801401,79-2801409,80-2801449,81-2801493,82-2801515,83-2801589,84-2801619,85-2801658,86-2801672,87-2801684,88-2801718,89-2801741,90-2801750,91-2801755,92-2801765,93-2801775,94-2801789,95-2801802,96-2802011,97-2802692,98-2802713,99-2802744,100-2802767,101-2802785,102-2802796,103-2802177,104-2802817,105-2802618,106-2802828,107-2802193,108-2802221,109-2802224,110-2802242,111-2802265,112-2802279,113-2802286,114-2802294,115-2802298,116-2802297,117-2802301,118-2802311,119-2802321,120-2802322,121-2802324,122-2802339,123-2806039,124-2802343,125-2804954,126-2805056,127-2806086,128-2806087,129-2805776,130-2805777,131-2806669,132-2803663,133-2802587,134-2802580,135-2802585,136-2802374
72-2801394,0,0.30209899999999995,0.837033,1.4212069999999999,1.877461,2.139288,2.439518,2.703912,3.0646240000000002,3.4354970000000002,3.451422,3.2946779999999998,3.41961,3.547672,3.185291,3.47021,3.7469379999999997,3.8937910000000002,4.2742260000000005,4.650974,5.025624,5.3641559999999995,5.605345,5.8998870000000005,6.417961,6.999351,7.357636,7.7694399999999995,8.078092999999999,8.42644,8.711808,9.024871000000001,9.314221,9.052531,9.11417,9.54145,11.102673,11.429447999999999,11.932791,12.303871000000001,12.910482,13.273379,13.733423000000002,13.942976999999999,14.314760999999999,14.353291,14.727089000000001,14.995331,15.551388000000001,15.724986999999999,16.592247,16.466791,16.024562,16.1165,15.701027999999999,17.166079999999997,17.411391000000002,18.083132,17.815793,17.523272,16.784791000000002,14.987556,14.824291,15.175941,15.381734
73-2801431,,0,0.534935,1.119109,1.5753620000000002,1.83719,2.13742,2.401813,2.762526,3.133398,3.149323,2.992579,3.117511,3.245574,2.883193,3.168111,3.44484,3.5916930000000002,3.9721269999999995,4.348876000000001,4.723526000000001,5.062057,5.303246,5.598788,6.116862,6.698253,7.055538,7.4673419999999995,7.776994999999999,8.124341000000001,8.40771,8.720772,9.013122000000001,8.750432,8.812072,9.240352,10.800575,11.127349,11.630692999999999,12.001773,12.608383,12.972281,13.431325,13.640878,14.013662,14.051193,14.42499,14.693233,15.248289999999999,15.421888000000001,16.292148,16.163693,15.721463,15.814402,15.397929000000001,16.863981,17.111292000000002,17.782033,17.511695,17.222173,16.479693,14.686457999999998,14.523193,14.872842000000002,15.078635
74-2801178,,,0,0.584174,1.0404280000000001,1.302255,1.602485,1.8668779999999998,2.227591,2.598464,2.614389,2.457645,2.582577,2.710639,2.348258,2.633177,3.113611,3.5442419999999997,3.9246769999999995,4.301426,4.676076,5.014607,5.255796,5.551337999999999,6.070412,6.6508020000000005,7.009088,7.4218910000000005,7.7285449999999996,8.078891,8.359259,8.673322,8.766188,8.502498,8.565137,8.992417,10.55364,10.880415,11.382758,11.754838000000001,12.361449,12.724346,13.184389999999999,13.393944,13.765728,13.804257999999999,14.178056,14.446298,15.002355,15.175954,16.044214,15.918757999999999,15.475529000000002,15.567467,15.150995000000002,16.617047,16.863357999999998,17.535099,17.26676,16.976239,16.234758,14.438523000000002,14.276257999999999,14.625907999999999,14.831701
75-2801179,,,,0,0.456254,0.7180810000000001,1.018311,1.282705,1.643417,2.0142900000000004,2.030215,1.8734709999999999,1.998403,2.168703,2.409916,2.694835,3.1752689999999997,3.6294160000000004,4.009851,4.3865989999999995,4.761248999999999,5.099781,5.3409699999999996,5.635512,6.153586,6.733975999999999,7.0912619999999995,7.5060649999999995,7.813719,8.161064999999999,8.445433,8.759496,8.827846000000001,8.565156,8.627794999999999,9.054075,10.616298,10.942072999999999,11.445416,11.815497,12.423107,12.786004,13.246048000000002,13.455601999999999,13.330614,13.216084,13.589882000000001,13.859124,14.414181,14.587779999999999,15.45704,15.331584,14.888354999999999,15.199876000000001,15.213653,16.678704999999997,16.926016,17.595757,17.328418,17.036897,16.295416,14.501180999999999,14.338916000000001,14.688566,14.893359
76-2801424,,,,,0,0.262828,0.563058,0.827451,1.188164,1.559036,1.760961,1.797218,1.922149,2.242789,2.60417,2.9800880000000003,3.4605230000000002,3.9146699999999996,4.295104,4.671853,5.0465029999999995,5.385033999999999,5.626223,5.921765,6.4408389999999995,7.02223,7.379515,7.790319,8.100972,8.449319000000001,8.730687,9.045749,9.1141,8.849409,8.913049,9.339329,10.900552000000001,11.227327,11.72967,12.10175,12.70836,13.072258,13.531301999999998,13.643145,13.253360999999998,13.139831,13.513628,13.781870999999999,14.337928,14.511526000000002,15.379786,15.253331,14.810101000000001,15.121622,15.497906,16.963957999999998,17.211269,17.881010999999997,17.612672,17.323151,16.57967,14.786435,14.624170000000001,14.972819,15.178612
77-2801411,,,,,,0,0.30123,0.565623,0.926336,1.297209,1.518133,1.670384,1.795316,2.130616,2.491997,2.929916,3.41035,3.864498,4.245932,4.621681,4.997331,5.3358620000000005,5.5760510000000005,5.871593,6.391667,6.970058,7.330342999999999,7.7411460000000005,8.0508,8.398146,8.682514,8.994577,9.063927,8.801237,8.863877,9.291155999999999,10.851379,11.178154,11.680498,12.051578,12.659188,13.022085,13.482129,13.517311999999999,13.126528,13.013997999999999,13.387795,13.656037,14.212095000000001,14.385693,15.253953,15.126498000000002,14.683268,14.996789000000001,15.413260999999999,16.914786,17.161097,17.831838,17.5635,17.272978,16.530498,14.735261999999999,14.573997,14.922647,15.12844
78-2801401,,,,,,,0,0.265393,0.626106,0.9969790000000001,1.217903,1.587386,1.849091,2.305392,2.666773,3.105691,3.586126,4.040273,4.420707,4.7974559999999995,5.172105999999999,5.510637,5.751826,6.046368,6.565442,7.146833,7.504117999999999,7.9169220000000005,8.226575,8.573922,8.857289999999999,9.170352000000001,9.184703,8.921012,8.983652000000001,9.410932,10.971155,11.29893,11.801273,12.172353,12.779963,13.142860999999998,13.553641,13.343086999999999,12.954303,12.839773,13.21357,13.481813,14.037870000000002,14.211468,15.080729000000002,14.954273,14.510043,14.821564000000002,15.239037,17.035560999999998,17.280872,17.952614,17.685275,17.394754000000002,16.652273,14.857038000000001,14.694773000000001,15.044422,15.250214999999999
79-2801409,,,,,,,,0,0.360713,0.731586,0.9525100000000001,1.321993,1.583698,2.0399990000000003,2.40138,2.8402979999999998,3.320733,3.7748800000000005,4.155314,4.532063,4.906713,5.2452440000000005,5.486433,5.781975,6.299049,6.880439999999999,7.238725,7.651528999999999,7.959182000000001,8.308529,8.589897,8.904959,8.919310000000001,8.654619,8.718259,9.145539,10.706762,11.033536999999999,11.534880000000001,11.90696,12.51357,12.876468,13.287248000000002,13.078694,12.68791,12.575380000000001,12.948177000000001,13.216420000000001,13.772476999999999,13.946075,14.815335000000001,14.68888,14.24465,14.557170999999999,14.972644,16.770167999999998,17.016479,17.687220999999997,17.417882000000002,17.126361,16.38488,14.591645000000002,14.429379999999998,14.779029000000001,14.984822
80-2801449,,,,,,,,,0,0.370873,0.591797,0.9612799999999999,1.2229860000000001,1.679286,2.040667,2.479586,2.96002,3.414167,3.794601,4.17135,4.546,4.884531,5.1257209999999995,5.420262,5.938336,6.518726999999999,6.878011999999999,7.290816,7.600469,7.947816,8.231183999999999,8.544247,8.558597,8.293906,8.357546000000001,8.784825999999999,10.346049,10.672824,11.174167,11.545247,12.152857000000001,12.516755,12.927535,12.716981,12.328197,12.214667,12.587464,12.856707,13.412764000000001,13.585363000000001,14.453623,14.328167,13.884938,14.196457999999998,14.612931,16.409454999999998,16.654767,17.325508,17.058169,16.767648,16.025167,14.229932000000002,14.067667000000002,14.418316,14.624108999999999
81-2801493,,,,,,,,,,0,0.220925,0.590408,0.8521129999999999,1.3084129999999998,1.6697950000000001,2.1087130000000003,2.589147,3.043295,3.4237290000000002,3.800478,4.175128,4.513659,4.754848,5.04939,5.567464,6.148855,6.50614,6.918944000000001,7.228597,7.575943,7.859311999999999,8.172374000000001,8.187724000000001,7.9230339999999995,7.985674,8.412954,9.974177000000001,10.301950999999999,10.803295,11.175375,11.781985,12.145883,12.555663000000001,12.347109,11.956325,11.843795,12.216592,12.485835,13.041892,13.215489999999999,14.08275,13.958295000000001,13.515065,13.826585999999999,14.243058,16.037582999999998,16.283894,16.954635,16.685297,16.394775,15.655295,13.859060000000001,13.697795000000001,14.047444,14.253237
