순번_정류장ID,60-2800505,61-2800509,62-2800511,63-2800514,64-2800516,65-2800518,66-2800522,67-2800531,68-2800349,69-2807211,70-2800534,71-2800386,72-2800542,73-2800550,74-2800350,75-2803765,76-2800561,77-2804974,78-2800546,79-2800548,80-2800553,81-2800566,82-2800576,83-2800580,84-2805741,85-2806742,86-2806657,87-2805025,88-2805873,89-2805844,90-2804905,91-2805413,92-2805842,93-2805498,94-2805576,95-2805225,96-2805227,97-2805742,98-2805229,99-2805231,100-2805400,101-2805038,102-2804895,103-2805911,104-2805744,105-2807080,106-2807078,107-2800622,108-2800627,109-2800336,110-2800653,111-2800656,112-2800661,113-2804967,114-2806938,115-2803492,116-2800743,117-2800755,118-2800308,119-2800735,120-2800717,121-2805752,122-2807633
60-2800505,0,0.298894,0.575906,0.876886,1.020901,1.193813,1.378714,1.739436,1.832491,2.181886,2.5131490000000003,3.2931150000000002,3.644729,3.8443769999999997,4.003699,4.001343,3.8041970000000003,2.428348,2.209655,2.246317,2.3723959999999997,2.773138,3.026178,3.309022,3.483459,3.794802,4.880052,5.183164,5.337905999999999,5.533796,5.785413,6.011861,6.2773449999999995,6.572328,6.931614,7.102147,7.538327000000001,7.514385000000001,7.3024,6.991851,6.491658999999999,6.296418,6.019426999999999,5.7508870000000005,5.820608999999999,6.460554,6.116875,5.829642,6.168998,6.615081,6.82654,7.133495,7.3381110000000005,7.697058,8.506692,8.984925,9.205941000000001,9.652957,10.104771000000001,9.698144000000001,9.44613,8.781714,9.799827
61-2800509,,0,0.277012,0.577993,0.722007,0.894919,1.079821,1.4405430000000001,1.5335969999999999,1.8829930000000001,2.2142560000000002,2.994221,3.3458360000000003,3.5454830000000004,3.7048050000000003,3.70245,3.505303,2.129454,1.9107619999999998,1.9474240000000003,2.073502,2.4742450000000002,2.727284,3.010128,3.184565,3.495908,4.581158,4.88427,5.0390120000000005,5.234902,5.48652,5.712967,5.978451000000001,6.273434,6.63272,6.804253,7.239433,7.215491,7.0025059999999995,6.692957000000001,6.193765,5.997523999999999,5.7205330000000005,5.451993,5.521715,6.1616599999999995,5.817981,5.530748,5.870105000000001,6.315188,6.527646,6.833601,7.039217,7.396164999999999,8.207799000000001,8.686031,8.907047,9.354063,9.804877000000001,9.40025,9.148237,8.48282,9.500933
62-2800511,,,0,0.300981,0.444995,0.617907,0.802808,1.1635309999999999,1.256585,1.6059809999999999,1.937244,2.717209,3.068823,3.268471,3.427793,3.4254379999999998,3.228291,1.852442,1.744789,1.781451,1.907529,2.308272,2.561311,2.8441549999999998,2.9634080000000003,3.218896,4.304146,4.607258,4.762,4.95789,5.209507,5.435955,5.701439,5.996422,6.355708,6.527241,6.962421000000001,6.937479,6.725494,6.416945,5.916753,5.720512,5.443521,5.174981,5.2447029999999994,5.983313,5.652008,5.364775,5.7041319999999995,6.149215,6.361673000000001,6.667628,6.873244000000001,7.120153,7.929786,8.408019,8.629035,9.076051,9.526864999999999,9.123238,8.871225,8.206808,9.223921
63-2800514,,,,0,0.144014,0.326926,0.511828,0.87255,0.9656040000000001,1.315,1.646263,2.426228,2.777843,2.977491,3.136812,3.134457,2.9373110000000002,1.5614620000000001,1.590231,2.007431,2.13351,2.534252,2.787291,2.846865,2.672427,2.927915,4.013166,4.3162769999999995,4.471019,4.66691,4.918527,5.144975,5.4104589999999995,5.705442,6.063728,6.23526,6.671441000000001,6.647498,6.434513,6.124964,5.625772,5.429532,5.152541,4.8839999999999995,4.953722,5.6923330000000005,5.714989,5.591756,5.931112000000001,6.375195,6.5876529999999995,6.730608999999999,6.919776,6.830172,7.638806,8.117039,8.337054,8.786071000000002,9.236885000000001,8.831258,8.580244,7.915827,8.93394
64-2800516,,,,,0,0.182912,0.367814,0.728536,0.8215899999999999,1.170986,1.502249,2.2822139999999997,2.633829,2.8334770000000002,2.992798,2.990443,2.793297,1.417448,1.446217,1.8634169999999999,1.989495,2.390238,2.643277,2.70285,2.528413,2.7839009999999997,3.8691519999999997,4.172263,4.327005000000001,4.522895,4.774513,5.000961,5.266445,5.561428,5.920714,6.091246,6.527426999999999,6.502484,6.290499,5.98095,5.480758,5.285518,5.008526,4.739986,4.8097080000000005,5.548319,5.570974,5.446741,5.787098,6.232181,6.444639,6.586594,6.776762,6.685158,7.4947919999999995,7.974025,8.195039999999999,8.643057,9.094871000000001,8.687242999999999,8.43523,7.770813,8.788926
65-2800518,,,,,,0,0.184902,0.545624,0.638678,0.988074,1.319337,2.0993020000000002,2.450917,2.6505650000000003,2.809886,2.807531,2.610384,1.234536,1.263305,1.680505,1.8065830000000003,2.2073259999999997,2.4603650000000004,2.5199380000000002,2.345501,2.6009889999999998,3.68624,3.989351,4.144093,4.339983,4.591601,4.818048999999999,5.083533,5.378516,5.736802,5.909333999999999,6.344515,6.319572,6.1075870000000005,5.798038,5.298846,5.102606,4.825614,4.557074,4.626796,5.365407,5.388062000000001,5.263829,5.603186,6.048269,6.261727,6.403682,6.5938490000000005,6.504246,7.312880000000001,7.7921130000000005,8.012128,8.458144,8.911958,8.504331,8.252317999999999,7.587901,8.606014
66-2800522,,,,,,,0,0.360722,0.45377700000000004,0.803172,1.134435,1.9144009999999998,2.2660150000000003,2.465663,2.6249849999999997,2.622629,2.4254830000000003,1.049634,1.0784040000000001,1.495603,1.621682,2.022424,2.275464,2.335037,2.1606,2.4160880000000002,3.5013379999999996,3.80445,3.959192,4.155082,4.406699,4.633147,4.898631,5.193614,5.5519,5.723433,6.159612999999999,6.135671,5.923686,5.614137,5.112945,4.9177040000000005,4.640713,4.372173,4.441895,5.179505000000001,5.203161,5.078927999999999,5.418284,5.863367,6.0768260000000005,6.218781,6.407948,6.317344,7.126978,7.605211,7.826227,8.273242999999999,8.725057000000001,8.32043,8.068416000000001,7.404,8.422113000000001
67-2800531,,,,,,,,0,0.093054,0.44245,0.773713,1.553679,1.9052930000000001,2.104941,2.264263,2.261907,2.064761,0.688912,0.717681,1.134881,1.26096,1.661702,1.9147419999999997,1.974315,1.7998779999999999,2.055365,3.140616,3.4437269999999995,3.598469,3.7943599999999997,4.045977,4.272425,4.537909,4.832892,5.192178,5.36371,5.798891,5.773949,5.5619629999999995,5.252415,4.753222,4.556982,4.279991000000001,4.01145,4.0811720000000005,4.818783,4.842439,4.7182059999999995,5.057562,5.503645,5.7161029999999995,5.858059,6.0482260000000005,5.957622,6.765256,7.245489,7.465503999999999,7.912521000000001,8.364335,7.959708,7.706694000000001,7.042277,8.06039
68-2800349,,,,,,,,,0,0.349396,0.680659,1.460624,1.812239,2.0118869999999998,2.171208,2.265061,2.067915,0.692066,0.7208359999999999,1.1380350000000001,1.264114,1.6648560000000001,1.9178959999999998,1.977469,1.803032,2.05852,3.14377,3.446881,3.6016239999999997,3.797514,4.049131,4.2755790000000005,4.541062999999999,4.836046,5.195332,5.366865,5.802045,5.777103,5.565118,5.255569,4.755376999999999,4.560136,4.283144999999999,4.014604,4.084327,4.8229370000000005,4.845593,4.72136,5.060716,5.505799,5.7182580000000005,5.861212999999999,6.05138,5.959776000000001,6.770410000000001,7.2486429999999995,7.469658,7.916675,8.367488999999999,7.961861999999999,7.7108479999999995,7.045432000000001,8.064544
69-2807211,,,,,,,,,,0,0.33126300000000003,1.111228,1.4628430000000001,1.662491,1.821812,1.975543,2.1726900000000002,1.041462,1.070231,1.487431,1.61351,2.014252,2.267291,2.326865,2.152427,2.407915,3.4931660000000004,3.796277,3.951019,4.14691,4.398527,4.584025,4.560459,4.855442,5.213728,5.38526,5.820441000000001,5.8334980000000005,5.621512999999999,5.311964,5.105772,4.909532,4.632541000000001,4.364,4.433722,5.172333,5.194989,5.070755999999999,5.410112000000001,5.855195,6.067653,6.210609,6.399776,6.311172,7.120806,7.599039,7.818053999999999,8.267071000000001,8.706114999999999,8.018258,7.766244,7.101827,8.11994
70-2800534,,,,,,,,,,,0,0.7799659999999999,1.13158,1.331228,1.49055,1.64428,1.8414270000000001,1.372725,1.401494,1.8186939999999998,1.9447729999999999,2.3455150000000002,2.598554,2.658128,2.48369,2.739178,3.8244290000000003,4.12754,4.282282,4.478173,4.460211,4.252763,4.229196,4.524179,4.882465,5.053998,5.490178,5.502236,5.2902510000000005,4.980702,5.091966,5.240794999999999,4.963804,4.695263,4.764985,5.502596,5.5262519999999995,5.4030190000000005,5.742375,6.186458,6.398916000000001,6.541872,6.731039,6.641435,7.450069,7.929302000000001,8.149317,8.597334,8.374853,7.686995,7.434981,6.770564,7.788677000000001
71-2800386,,,,,,,,,,,,0,0.351615,0.5512630000000001,0.710584,0.8643149999999999,1.061461,2.15269,2.18146,2.598659,2.724738,3.12548,3.3785199999999995,3.438093,3.263656,3.5191440000000003,3.5289379999999997,3.8320489999999996,3.986791,3.924862,3.6802449999999998,3.472797,3.4492300000000005,3.744214,4.1025,4.274032,4.709212,4.72227,4.510285,4.200736,4.312,4.4732400000000005,4.668312,4.3997720000000005,4.469494,5.207105,5.551783,6.068527,6.406884,6.852967,6.827119000000001,6.641163000000001,6.434547,6.3439440000000005,7.1535779999999995,7.631810000000001,7.854825999999999,8.046700999999999,7.594887,6.907029,6.655016000000001,5.990599,7.008711999999999
72-2800542,,,,,,,,,,,,,0,0.199648,0.35896999999999996,0.697386,0.894533,2.270381,2.533074,2.9502740000000003,3.076352,3.477095,3.7301339999999996,3.789708,3.6152699999999998,3.8707580000000004,3.3620089999999996,3.6651199999999995,3.819862,3.7579339999999997,3.5133160000000005,3.3058680000000003,3.2823019999999996,3.577285,3.936571,4.108103,4.543284,4.555341,4.343356,4.033807,4.145071,4.306312,4.501384,4.232843,4.302565,5.040176,5.3838550000000005,5.9005980000000005,6.239955,6.6850380000000005,6.65919,6.474235,6.267619,6.177015,6.986649000000001,7.465882000000001,7.685897,7.879772,7.427958,6.7401,6.488087,5.82367,6.841783
73-2800550,,,,,,,,,,,,,,0,0.159322,0.616052,0.813199,2.189048,2.487741,2.9049400000000003,3.0310189999999997,3.431761,3.684801,3.7443739999999996,3.5699370000000004,3.825425,3.280675,3.583786,3.738529,3.6766,3.4319830000000002,3.224535,3.200968,3.4959510000000003,3.8542370000000004,4.02577,4.46095,4.474008,4.262023,3.9524739999999996,4.063738,4.224978,4.42005,4.151509,4.221232,4.959842,5.302521,5.820265,6.158621,6.603704,6.578856,6.3939010000000005,6.188285,6.096680999999999,6.907315,7.385548,7.606563,7.798439,7.346625,6.658767,6.406753,5.742337,6.760449
74-2800350,,,,,,,,,,,,,,,0,0.45873100000000006,0.655877,2.031726,2.330419,2.747619,2.873697,3.2744400000000002,3.527479,3.5870519999999995,3.412615,3.668103,3.123354,3.4264650000000003,3.581207,3.519278,3.274661,3.067213,3.043646,3.33863,3.6969160000000003,3.8684480000000003,4.303628,4.316686,4.104701,3.795152,3.9064160000000006,4.0676559999999995,4.262728,3.994188,4.06391,4.801521,5.145199,5.661943,6.0013,6.447383,6.4215349999999995,6.236579,6.030963,5.94036,6.749994,7.227225999999999,7.449242,7.6411169999999995,7.189303,6.5014449999999995,6.249432,5.585015,6.603128
75-2803765,,,,,,,,,,,,,,,,0,0.197147,1.5729950000000001,1.871688,2.288888,2.414967,2.815709,3.068748,3.1283220000000003,2.953884,3.209372,2.6646229999999997,2.967734,3.122476,3.060548,2.81593,2.608482,2.5849159999999998,2.879899,3.2381849999999996,3.4097169999999997,3.844898,3.8579550000000005,3.6459699999999997,3.336421,3.447685,3.6089260000000003,3.8039980000000004,3.535457,3.605179,4.34379,4.687469,5.204212999999999,5.542569,5.987652,5.961804,5.7768489999999995,5.571233,5.480629,6.289263,6.768496000000001,6.989511,7.182386999999999,6.730573,6.042715,5.790701,5.126284,6.1443970000000006
76-2800561,,,,,,,,,,,,,,,,,0,1.3758489999999999,1.6745419999999998,2.091742,2.21782,2.618563,2.871602,2.931175,2.756738,3.0122259999999996,2.467476,2.770588,2.9253299999999998,2.9817810000000002,2.7371630000000002,2.529715,2.506148,2.801132,3.160418,3.33195,3.7671309999999996,3.7791879999999995,3.5672029999999997,3.257654,3.368918,3.530158,3.6068510000000003,3.338311,3.408033,4.146644,4.490322,5.007066,5.345423,5.791506,5.765658,5.580702,5.3750860000000005,5.283483,6.094117,6.572349000000001,6.792364999999999,7.103619,6.651805,5.963947,5.711933999999999,5.047517,6.0656300000000005
77-2804974,,,,,,,,,,,,,,,,,,0,0.298693,0.715893,0.8419709999999999,1.2427139999999999,1.495753,1.555326,1.380889,1.636377,2.451704,2.7548150000000002,2.909558,3.105448,3.357065,3.583513,3.8489970000000002,4.14398,4.5022660000000005,4.673799,5.108979,5.085037000000001,4.8730519999999995,4.564503,4.063311,3.86807,3.591079,3.3225379999999998,3.392261,4.130871,4.42345,4.299217,4.638574,5.083657,5.296115,5.43907,5.357314,5.26771,6.077344,6.556577000000001,6.775592,7.224609,7.675422999999999,7.269796,7.017782,6.354366000000001,7.372478
78-2800546,,,,,,,,,,,,,,,,,,,0,0.4172,0.543279,0.9440209999999999,1.19706,1.479904,1.409659,1.6651470000000002,2.750397,3.0535080000000003,3.2082509999999997,3.4041410000000005,3.655758,3.8822059999999996,4.14769,4.442673,4.801959,4.973492,5.407672,5.38373,5.172745,4.863196,4.363003,4.1667629999999996,3.8897720000000002,3.621231,3.690953,4.428564,4.2887580000000005,4.001525,4.3408809999999995,4.785964,4.998422,5.304378,5.509994,5.566403,6.378037,6.85527,7.075285000000001,7.523302,7.975116000000001,7.569489,7.317475,6.653059,7.671171000000001
79-2800548,,,,,,,,,,,,,,,,,,,,0,0.126079,0.526821,0.7798609999999999,1.062705,1.237142,1.555485,2.917735,3.220846,3.3755889999999997,3.571479,3.823096,4.049544,4.315028,4.610011,4.969297,5.14083,5.521129,5.3240680000000005,5.112083,4.802534,4.3033410000000005,4.107101,3.83011,3.5615690000000004,3.6312910000000005,4.215237,3.8715580000000003,3.584325,3.9236809999999998,4.368764,4.581222,4.887178,5.0927940000000005,5.5137410000000004,6.316375,6.801608,7.022622999999999,7.469639999999999,7.921454,7.508827,7.256813,6.592397,7.6105089999999995
80-2800553,,,,,,,,,,,,,,,,,,,,,0,0.40074299999999996,0.653782,0.9366260000000001,1.111063,1.4304059999999998,2.792657,3.095768,3.25051,3.4464,3.6980180000000002,3.9244660000000002,4.1899489999999995,4.484933,4.843219,5.015751,5.39705,5.198989,4.987004,4.677455,4.177263,3.982022,3.705031,3.436491,3.506213,4.088158,3.745479,3.458246,3.797603,4.241686,4.455144000000001,4.760098999999999,4.966715,5.382663,6.192297,6.67053,6.896545,7.338561,7.790375,7.384747999999999,7.131735000000001,6.467318,7.485431
81-2800566,,,,,,,,,,,,,,,,,,,,,,0,0.253039,0.535884,0.710321,1.029663,2.391914,2.695025,2.849767,3.045658,3.297275,3.5237230000000004,3.7892069999999998,4.08419,4.442476,4.614008,4.996308,4.798246,4.586261,4.276713,3.7775199999999995,3.5812800000000005,3.304289,3.035748,3.10547,3.688415,3.3447370000000003,3.056504,3.3968599999999998,3.840943,4.054401,4.359357,4.5659730000000005,4.98192,5.796554,6.269787,6.495801999999999,6.937819,7.394633,6.984006,6.730992,6.067575,7.085688
82-2800576,,,,,,,,,,,,,,,,,,,,,,,0,0.282844,0.45728100000000005,0.776624,2.138875,2.441986,2.5967279999999997,2.792618,3.044236,3.270684,3.536167,3.831151,4.190437,4.361969,4.742268,4.5452069999999996,4.333222,4.024673,3.523481,3.32824,3.0512490000000003,2.782709,2.852431,3.435376,3.091697,2.804464,3.143821,3.588904,3.801362,4.107317,4.312933,4.733880999999999,5.543515,6.021747,6.242763,6.689779,7.141592999999999,6.729966,6.477953,5.813536,6.8316490000000005
83-2800580,,,,,,,,,,,,,,,,,,,,,,,,0,0.17443699999999998,0.49378,1.8560299999999998,2.1591419999999997,2.313884,2.509774,2.761392,2.9878400000000003,3.253323,3.548307,3.906592,4.078125,4.460424,4.263363,4.051378,3.741829,3.241637,3.0453959999999998,2.768405,2.4998650000000002,2.569587,3.3071980000000005,3.1351240000000002,2.848891,3.188247,3.6323309999999998,3.844789,4.150744,4.35636,4.445037,5.253671,5.732903,5.953919,6.400935,6.852749,6.448122,6.196109,5.531692,6.549805
84-2805741,,,,,,,,,,,,,,,,,,,,,,,,,0,0.319343,1.6815930000000001,1.984705,2.139447,2.335337,2.586954,2.813402,3.0788860000000002,3.3738690000000005,3.7331550000000004,3.9046879999999997,4.284987,4.087926,3.8759410000000005,3.566392,3.0662,2.870959,2.593968,2.325428,2.39515,3.1327599999999998,3.106416,3.0121830000000003,3.351539,3.796622,4.009081,4.1220360000000005,4.327652,4.2716,5.081233,5.5594660000000005,5.780482,6.227498000000001,6.6793119999999995,6.272685,6.020672,5.356255,6.374368
85-2806742,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.363251,1.666362,1.821104,2.016994,2.268612,2.49506,2.760544,3.055527,3.4148129999999997,3.5863449999999997,3.966644,3.7695830000000004,3.5575980000000005,3.248049,2.7478569999999998,2.5526169999999997,2.275625,2.007085,2.076807,2.815418,2.788073,3.13484,3.474197,3.91928,3.893432,3.803693,4.009309,3.954257,4.762891000000001,5.241124,5.462139,5.909155,6.360969,5.954342,5.702329,5.037912,6.056025
86-2806657,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.303112,0.457854,0.653744,0.9053610000000001,1.131809,1.4032930000000001,1.698276,2.057562,2.229095,2.664275,2.676333,2.4643479999999998,2.154799,1.682607,1.487366,1.219375,1.200835,1.520557,2.2591669999999997,2.602846,3.11859,3.458946,3.90403,3.8781809999999997,3.6922260000000002,3.4866099999999998,3.397007,4.20664,4.683873,4.905889,5.351905,5.54895,4.861092,4.609079,3.944662,4.962775
87-2805025,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.15474300000000002,0.350633,0.60225,0.8286979999999999,1.100182,1.395165,1.7534509999999999,1.925984,2.361164,2.373222,2.161237,1.851688,1.380496,1.1842549999999998,0.916264,0.8977229999999999,1.2174459999999998,1.9560560000000002,2.2997349999999996,2.816479,3.1558349999999997,3.600918,3.5750699999999997,3.390115,3.184499,3.0938950000000003,3.9035290000000002,4.381762,4.602777,5.049794,5.245839,4.557981,4.305967,3.641551,4.659663
88-2805873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.195891,0.447508,0.673956,0.94544,1.240423,1.598709,1.770241,2.205422,2.218479,2.006494,1.6969450000000001,1.225753,1.029513,0.91456,0.896019,1.215742,1.953352,2.297031,2.813775,3.153131,3.599214,3.5733660000000005,3.388411,3.182795,3.092191,3.901825,4.381058,4.600073,5.04809,5.091096,4.403238,4.151225,3.4868080000000004,4.5049209999999995
89-2805844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.251618,0.478066,0.749549,1.044533,1.4038190000000002,1.575351,2.009532,2.022589,1.810604,1.501055,1.0288629999999999,0.833622,0.88155,1.09191,1.411632,2.150242,2.493921,3.010665,3.349021,3.7951050000000004,3.768257,3.5843010000000004,3.377685,3.289082,4.097716,4.573948000000001,4.797964,5.24198,4.895206,4.2073480000000005,3.955335,3.290918,4.309031
90-2804905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.226448,0.497932,0.7929149999999999,1.152201,1.323734,1.757914,1.7709720000000002,1.5589870000000001,1.2494379999999998,0.779246,0.908942,1.077987,1.3435270000000001,1.6632490000000002,2.4008599999999998,2.744539,3.261282,3.600639,4.0457220000000005,4.019874,3.835919,3.630303,3.5396989999999997,4.349333000000001,4.827566,5.0485809999999995,5.095403,4.6435889999999995,3.9557309999999997,3.703718,3.039301,4.057414
91-2805413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.271484,0.566467,0.924753,1.096286,1.531466,1.544524,1.332539,1.02299,0.889747,1.019444,1.296435,1.566975,1.8876970000000002,2.625308,2.9699869999999997,3.4847300000000003,3.8240870000000005,4.270169999999999,4.245322,4.059367,3.8537510000000004,3.762147,4.572781,5.051014,5.271029,4.868955000000001,4.417141,3.729283,3.47727,2.812853,3.8309660000000005
92-2805842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.294984,0.65427,0.825802,1.260982,1.29704,1.0850549999999999,0.999423,1.110687,1.290927,1.568918,1.839459,2.1591810000000002,2.897792,3.24147,3.7582139999999997,4.097571,4.542654,4.516806,4.33285,4.125234,4.036631,4.846265,5.322497,5.2924050000000005,4.845388,4.393574,3.7057160000000002,3.453703,2.789286,3.8073989999999998
