순번_정류장ID,27-2804733,28-2804734,29-2803611,30-2807623,31-2804338,32-2804441,33-2806362,34-2806950,35-2803609,36-2806232,37-2803608,38-2803607,39-2803606,40-2806297,41-2803616,42-2803853,43-2803850,44-2803617,45-2806299,46-2803618,47-2806300,48-2803600,49-2800273,50-2803601,51-2804331,52-2803581,53-2800271,54-2805489,55-2807150,56-2804581,57-2804582,58-2800267,59-2804032
27-2804733,0,0.48408100000000004,0.805996,2.324721,2.4393759999999998,2.638439,2.4221630000000003,2.272596,1.989641,2.364728,2.6933700000000003,3.2005790000000003,3.4929690000000004,4.042419000000001,4.360818,4.559373,4.955735,5.551205,6.07589,6.342299,6.6595,7.345758999999999,7.80704,8.017767,8.189475,8.447141,8.93159,9.431453999999999,9.805224,10.133486999999999,10.430442999999999,10.795527,10.374905
28-2804734,,0,0.321916,1.843641,1.9582950000000001,2.157359,1.9410830000000001,1.7915159999999999,1.508561,1.883648,2.2122889999999997,2.7194990000000003,3.011889,3.563339,3.881737,4.080292,4.476654,5.072125,5.5968089999999995,5.863219,6.1804190000000006,6.866678,7.327960000000001,7.5386869999999995,7.710395,7.968061,8.452509,8.952374,9.326144000000001,9.654407,9.951362,10.316447,9.895825
29-2803611,,,0,1.521725,1.63638,1.835443,1.619167,1.4696,1.1866450000000002,1.561732,1.8903740000000002,2.397584,2.6899740000000003,3.2414240000000003,3.559822,3.758377,4.154739,4.750209,5.274894000000001,5.541303,5.858504,6.544763,7.006044999999999,7.2167710000000005,7.388478999999999,7.646145,8.130594,8.630458,9.004228,9.332491000000001,9.629447,9.994531,9.573909
30-2807623,,,,0,0.11465499999999999,0.314718,0.452995,0.602562,2.581484,2.956571,3.2852120000000005,3.792422,4.0828120000000006,4.636262,4.95466,5.151216000000001,5.5475769999999995,6.143048,6.667733,6.936142,7.253342,7.937601,8.398883,8.60961,8.783318,9.038984,9.525432,10.025297,10.397067,10.72733,11.022285,11.387369999999999,10.966747999999999
31-2804338,,,,,0,0.20006400000000002,0.33834000000000003,0.487907,2.696138,3.071225,3.399867,3.9050769999999995,4.197467,4.748917,5.067315,5.26587,5.662232,6.257702,6.782387,7.048797,7.365997,8.052256,8.513538,8.724264,8.895972,9.153638,9.638086999999999,10.137951,10.511721000000001,10.839984,11.13694,11.502024,11.081402
32-2804441,,,,,,0,0.21627600000000002,0.365844,2.895202,3.270289,3.59893,4.10414,4.39853,4.94998,5.268378,5.466933999999999,5.861295,6.456766,6.981451,7.24786,7.567060000000001,8.251319,8.712601,8.925328,9.097036,9.352702,9.83915,10.337015,10.712785,11.041048,11.336003,11.703088000000001,11.280466
33-2806362,,,,,,,0,0.149567,2.6789259999999997,3.0540130000000003,3.382654,3.887864,4.182254,4.731704,5.050102,5.250657,5.6450190000000005,6.24049,6.765174000000001,7.031584,7.348783999999999,8.035043,8.496325,8.707051,8.87876,9.136426,9.622874000000001,10.120739,10.494508999999999,10.822772,11.119727000000001,11.486811999999999,11.06419
34-2806950,,,,,,,,0,2.529359,2.904446,3.233087,3.738297,4.030687,4.584137,4.902534999999999,5.10109,5.497452,6.092923000000001,6.6176070000000005,6.884017,7.201217,7.8874759999999995,8.348758,8.559484,8.731193,8.988859,9.473307,9.973172,10.346942,10.675205,10.97216,11.337245,10.916623
35-2803609,,,,,,,,,0,0.375087,0.703729,1.208939,1.5013290000000001,2.052779,2.371177,2.569732,2.966094,3.5615639999999997,4.086249,4.352658,4.669859,5.356118,5.8174,6.028126,6.199834,6.4575,6.941949,7.441813000000001,7.815583,8.143846,8.440802,8.805886,8.385264
36-2806232,,,,,,,,,,0,0.328642,0.833852,1.126242,1.6776919999999997,1.9960900000000001,2.194645,2.591007,3.186477,3.7111620000000003,3.9775709999999997,4.294772,4.981031,5.442312,5.653039,5.824747,6.082413,6.5668619999999995,7.066725999999999,7.440496,7.768758999999999,8.065714999999999,8.430799,8.010177
37-2803608,,,,,,,,,,,0,0.50521,0.7976,1.34905,1.667448,1.8660029999999999,2.262365,2.8578360000000003,3.3825199999999995,3.6489300000000005,3.96613,4.652389,5.113671,5.324397,5.496106,5.7537720000000006,6.23822,6.738085000000001,7.111855,7.440117999999999,7.737073,8.102158,7.681536
38-2803607,,,,,,,,,,,,0,0.29239,0.8448399999999999,1.163238,1.361793,1.758155,2.3536259999999998,2.87831,3.14472,3.4619199999999997,4.148179,4.6094610000000005,4.820188,4.991896,5.249562,5.73401,6.233875,6.607645,6.935908,7.232863,7.597948,7.177326
39-2803606,,,,,,,,,,,,,0,0.55245,0.870848,1.069403,1.465765,2.061236,2.58592,2.85233,3.16953,3.855789,4.317071,4.5277970000000005,4.6995059999999995,4.957172,5.4416199999999995,5.941485,6.3152550000000005,6.643517999999999,6.940473,7.305558,6.884936
40-2806297,,,,,,,,,,,,,,0,0.319399,0.517954,0.914316,1.509786,2.034471,2.30088,2.618081,3.3043400000000003,3.765621,3.976348,4.1480559999999995,4.405722,4.890171,5.390035,5.7638050000000005,6.092068,6.389024,6.7541080000000004,6.333486
