순번_정류장ID,60-2801951,61-2801962,62-2801991,63-2802006,64-2802016,65-2802028,66-2802036,67-2802075,68-2802115,69-2801849,70-2802136,71-2802158,72-2802168,73-2802175,74-2801848,75-2802181,76-2802178,77-2802797,78-2802795,79-2802798,80-2802808,81-2806616,82-2802827,83-2803777,84-2802854,85-2802865,86-2802876,87-2802862,88-2802834,89-2802833,90-2802832,91-2802846,92-2802857,93-2802848,94-2802859,95-2802877,96-2802883,97-2802900,98-2802928,99-2802946,100-2802943,101-2803287,102-2803294,103-2803308,104-2803318,105-2803315,106-2803321,107-2803327,108-2803325,109-2803332,110-2803339,111-2807286
60-2801951,0,0.22708000000000003,0.510617,1.053144,1.2923280000000001,1.670997,1.872524,2.224733,2.560411,2.84386,3.2827370000000005,3.917379,4.232465,4.550766,4.831125,5.106795,5.514634,5.739799,5.570978,5.604819,5.788786,5.950985,6.13176,6.371069,6.624757000000001,6.9166240000000005,7.3278490000000005,7.072037,7.076797999999999,7.277114999999999,7.926125999999999,8.454077,8.693204,9.045743,9.459710000000001,9.66835,9.944246000000001,9.982935000000001,10.039107000000001,10.269813000000001,10.37159,10.169614,10.767016,11.211126,11.735288,12.493317999999999,13.043325,13.342969,13.616434,14.03085,14.249173,14.188438
61-2801962,,0,0.283537,0.8260649999999999,1.065248,1.4439170000000001,1.645444,1.997653,2.3333310000000003,2.61678,3.055657,3.690299,4.006385,4.323686,4.604046,4.879716,5.287554,5.512719000000001,5.344898000000001,5.377739,5.561706,5.723905,5.90568,6.143989,6.397677,6.689544000000001,7.101769,6.843958,6.850719000000001,7.0480350000000005,7.697046,8.227997,8.467124,8.816663,9.232631,9.44127,9.717166,9.755855,9.811027000000001,10.043733,10.14451,9.942534,10.541936,10.987046000000001,11.505208999999999,12.263239,12.816245,13.11289,13.388354000000001,13.803770000000002,14.023093,13.962359
62-2801991,,,0,0.542528,0.7817109999999999,1.1603809999999999,1.361907,1.897116,2.2327939999999997,2.5162430000000002,2.955121,3.6037449999999995,3.919831,4.22315,4.503508999999999,4.7931610000000004,5.2009989999999995,5.426164,5.258343,5.291185,5.475152,5.637351,5.819126,6.057435,6.311122,6.602989999999999,7.0152149999999995,6.7584029999999995,6.764164,6.963481,7.613491000000001,8.141442999999999,8.38057,8.730108999999999,9.145076,9.355716000000001,9.631611999999999,9.670301,9.725473,9.958178,10.060956,9.85798,10.457381,10.899491000000001,11.422654,12.179684,12.73369,13.030335000000001,13.303799,13.721216,13.937538,13.875804
63-2802006,,,,0,0.24018299999999998,0.618853,0.8203799999999999,1.355588,1.6912669999999999,1.974716,2.413593,3.080235,3.396321,3.681622,3.9619809999999998,4.2696510000000005,4.677489,4.902654,4.734833,4.767675,4.951642,5.113841000000001,5.295616000000001,5.533925,5.787612,6.07948,6.4917050000000005,6.264893,6.271654,6.470971,7.118981,7.647933,7.8860600000000005,8.237599000000001,8.965566,9.175206,9.443861,9.177791000000001,9.231963,9.463667999999998,9.660517,9.678469999999999,10.276871,10.719981,11.242144,11.998174,12.55218,12.848825,13.123289000000002,13.539705999999999,13.755028,13.694294000000001
64-2802016,,,,,0,0.37967,0.581196,1.1164049999999999,1.452083,1.7355330000000002,2.17441,2.841052,3.157138,3.442439,3.7227980000000005,4.030468,4.438306,4.6634709999999995,4.49565,4.528491000000001,4.712459,4.874658,5.056433,5.294741999999999,5.5484290000000005,5.8402970000000005,6.252521,6.02771,6.032471,6.2307879999999995,6.879797999999999,7.40875,7.647877,7.999416,8.727383,8.935022,9.205678,8.937608,8.99278,9.225485,9.421333,9.439287,10.037688000000001,10.480798,11.001961,11.759991000000001,12.312997,12.609642,12.883106,13.301523000000001,13.517845000000001,13.456110999999998
65-2802028,,,,,,0,0.201527,0.736736,1.072414,1.3558629999999998,1.7947400000000002,2.461382,2.777468,3.062769,3.3431290000000002,3.6507980000000004,4.058637,4.283802,4.115981,4.148822,4.332789,4.494987999999999,4.676762999999999,4.915072,5.16876,5.460627,5.872852,5.6470400000000005,5.652801,5.851118,6.500129,7.03008,7.268207,7.617746,8.346713000000001,8.557352999999999,8.825008,8.556938,8.61311,8.845816000000001,9.041664,9.060617,9.657019,10.100128999999999,10.622291,11.380321,11.933328,12.228972,12.504437,12.921853,13.136176,13.078441
66-2802036,,,,,,,0,0.535209,0.8708870000000001,1.154336,1.593214,2.259856,2.575942,2.861243,3.1416020000000002,3.449272,3.85711,4.082275,3.914454,3.9472949999999996,4.131263,4.293462,4.475237,4.713545,4.967233,5.259101,5.671325,5.445514,5.451275,5.648592,6.299601999999999,6.826553,7.067680999999999,7.41822,8.147186999999999,8.355825999999999,8.623482000000001,8.356411999999999,8.411584,8.644289,8.840137,8.858091,9.456491999999999,9.900602000000001,10.419765,11.181795,11.732801,12.027446000000001,12.30091,12.720327000000001,12.935649,12.875914999999999
67-2802075,,,,,,,,0,0.335679,0.619128,1.0580049999999999,1.724647,2.0407330000000004,2.326034,2.606393,2.914063,3.321901,3.5470660000000005,3.3792449999999996,3.412087,3.596054,3.758253,3.940028,4.178337,4.432024,4.723892,5.136117,5.162305,5.1680660000000005,5.366383,6.014393,6.5433449999999995,6.782472,7.133011,7.938978,8.149617999999998,8.253273,7.986203,8.041375,8.27408,8.469928999999999,8.650882000000001,9.250283,9.694393,10.214556,10.974586,11.524592,11.821237,12.094700999999999,12.513117999999999,12.73044,12.670706
68-2802115,,,,,,,,,0,0.28344899999999995,0.722327,1.388968,1.705055,1.9903560000000002,2.270715,2.578385,2.986223,3.211388,3.043567,3.0764080000000003,3.260376,3.422575,3.6043489999999996,3.842658,4.096346,4.388214,4.800438,4.826626999999999,4.832388,5.030705,5.680715,6.208666,6.448794,6.798333,7.6053,7.811939,7.9175949999999995,7.650525,7.705697,7.938402000000001,8.13425,8.316203999999999,8.913605,9.359715,9.878878,10.638908,11.191914,11.488559,11.760023,12.17944,12.393761999999999,12.333028
69-2801849,,,,,,,,,,0,0.439877,1.106519,1.422605,1.7659060000000002,2.046266,2.295936,2.703774,2.9289389999999997,2.761118,2.793959,2.9779259999999996,3.140125,3.3219,3.5602089999999995,3.8138970000000003,4.105764,4.517989,4.543178,4.549939,4.747255,5.397266,5.926216999999999,6.164344,6.514883,7.321851,7.529489999999999,7.635145,7.368075,7.423247,7.655953,7.851800999999999,8.034754,8.633156,9.076266,9.596428999999999,10.354459,10.907465,11.205110000000001,11.477574,11.89599,12.111313,12.052578
