순번_정류장ID,41-2802172,42-2802162,43-2801846,44-2802103,45-2801847,46-2801952,47-2801799,48-2801770,49-2800762,50-2800769,51-2800766,52-2800721,53-2800699,54-2800712,55-2800691,56-2800676,57-2800657,58-2800624,59-2806245,60-2800594,61-2804976,62-2800585,63-2800580,64-2805741,65-2800575,66-2800555,67-2800523,68-2800515,69-2805304,70-2800497,71-2800493,72-2800481,73-2800468,74-2800462,75-2800453,76-2800445,77-2800437,78-2800405,79-2800400
41-2802172,0,0.329498,1.278282,1.575456,2.3186419999999996,3.122558,3.988614,4.679276,5.882474,6.369339,6.448847,7.037375,7.6683580000000005,7.8510919999999995,8.165683999999999,8.705962,9.217898,10.051542,10.753964999999999,11.078992999999999,11.746844,12.423384,12.738227,12.902519,13.205264999999999,13.771092000000001,14.91201,15.495099,15.536648999999999,16.834026,17.342356,17.890116,18.714245000000002,19.277427,19.950336,20.3445,20.668965,20.753335999999997,22.163979
42-2802162,,0,0.948784,1.245958,1.990144,2.79406,3.6601160000000004,4.349778,5.552976,6.041841000000001,6.121348,6.707877000000001,7.339860000000001,7.522594000000001,7.837186,8.377464,8.8884,9.723042999999999,10.424467,10.750494999999999,11.418346000000001,12.093886,12.410729,12.575021000000001,12.876767,13.441594,14.583511999999999,15.166601000000002,15.206151,16.505527999999998,17.013858,17.561618,18.385747,18.948929,19.619838,20.016002,20.340466,20.422838,21.834481
43-2801846,,,0,0.297175,1.040361,1.8442759999999998,2.710332,4.017995,5.220192,5.708057,5.786565,6.376093,7.007077000000001,7.38881,7.704403,8.244681,8.757617,9.589260000000001,10.138683,10.464711999999999,11.133563,11.809102000000001,12.125946,12.288238,12.590983999999999,13.157810000000001,14.299728,14.882817999999999,14.922367000000001,16.219744,16.729075,17.277834,18.100963,18.663145,19.336054,19.732218,20.057682999999997,20.139055,21.550698
44-2802103,,,,0,0.744186,1.548102,2.414158,3.721821,4.925018,5.411883,5.491391,6.079919,6.710902000000001,7.094636,7.410228999999999,7.950506,8.461443,9.297086,9.844509,10.170537,10.839388,11.514928,11.831771,11.995063,12.296809,12.863636,14.003554000000001,14.586642999999999,14.628193,15.924570000000001,16.4319,16.98266,17.806789000000002,18.368971,19.04188,19.437044,19.761509,19.843881,21.256523
45-2801847,,,,,0,0.803916,1.669972,2.977634,4.180832,4.667697,4.747204,5.335733,5.966716,6.35045,6.664042,7.20432,7.718255999999999,8.550899000000001,9.100323,9.426350999999999,10.094202000000001,10.770742,11.085585,11.249877,11.552622999999999,12.11845,13.259367999999998,13.841457,13.882007000000002,15.180384,15.688714000000001,16.237474,17.061603,17.623785,18.296694,18.691858,19.016323,19.099694,20.511337
46-2801952,,,,,,0,0.8660559999999999,2.172719,3.375916,3.863781,3.942289,4.530817,5.1618010000000005,5.545534,5.862127,6.4014050000000005,6.911341,7.746983999999999,8.295407,8.621436,9.291286999999999,9.966826,10.283669999999999,10.445962,10.749708,11.312534,12.455452000000001,13.037542,13.079091,14.376468,14.884799,15.433557999999998,16.256687,16.818869,17.490778,17.887943,18.210407,18.295779,19.705422
47-2801799,,,,,,,0,1.307663,2.5108599999999996,2.997725,3.078233,3.6657610000000003,4.296745,4.853478,5.2720709999999995,5.812349,6.325285,7.159928,7.767351,8.093378999999999,8.761231,9.43777,9.753614,9.916905999999999,10.219652,10.785478,11.925396000000001,12.509486,12.549035,13.848412,14.355742999999999,14.904501999999999,15.727631,16.290813,16.963722,17.358886,17.683351000000002,17.766723000000002,19.177366
48-2801770,,,,,,,,0,1.203198,1.690063,1.76957,2.358099,2.989082,3.5458160000000003,3.964408,4.504686,5.017622,5.851265,6.459689,6.785717,7.453567999999999,8.130107,8.444951,8.609243,8.911989,9.477816,10.617734,11.201823,11.241373,12.53975,13.047080000000001,13.59684,14.419969,14.98215,15.65506,16.050224,16.375688,16.45806,17.869703
49-2800762,,,,,,,,,0,0.651371,1.315373,1.156901,1.787885,2.344618,2.764211,3.303489,3.816425,4.650068,5.258491,5.584519,6.252371,6.928910000000001,7.2447539999999995,7.408046000000001,7.710792,8.276618,9.416536,9.999626,10.040175,11.339552000000001,11.846883,12.396642,13.219771,13.782953,14.454862,14.851026000000001,15.174491,15.258863,16.670506
50-2800769,,,,,,,,,,0,0.6690020000000001,1.156036,1.80702,2.363753,2.782346,3.322624,3.8355599999999996,4.670203,5.277626000000001,5.603655000000001,6.271506,6.948045,7.262889,7.427181,7.729927,8.295753,9.435671000000001,10.019761,10.060310000000001,11.357687,11.865018,12.413777,13.237906,13.800088,14.474997,14.870160999999998,15.193626,15.277998,16.689641
51-2800766,,,,,,,,,,,0,0.661529,1.3125120000000001,1.869246,2.2878380000000003,2.829116,3.3410519999999995,4.174695,4.783119,5.109147,5.776998000000001,6.453538,6.769381,6.932672999999999,7.235419,7.801246000000001,8.942164,9.525253,9.565803,10.864180000000001,11.37151,11.92127,12.743399,13.306581,13.97949,14.374654000000001,14.699117999999999,14.78249,16.193133
52-2800721,,,,,,,,,,,,0,0.651983,1.208717,1.6283100000000001,2.1675880000000003,2.680524,3.514167,4.12259,4.448618,5.11647,5.792008999999999,6.108853,6.272144,6.574891,7.1407169999999995,8.281635000000001,8.864725,8.905274,10.202651,10.711982,11.260741000000001,12.08487,12.647052,13.319961,13.715125,14.039589999999999,14.122962,15.534604999999999
53-2800699,,,,,,,,,,,,,0,0.5567340000000001,0.976326,1.5156040000000002,2.02854,2.8621830000000004,3.4706069999999998,3.7966349999999998,4.464486,5.140026,5.455869,5.620161,5.922907,6.488734,7.629652,8.211741,8.253291,9.550668,10.059998,10.607758,11.431887,11.995069,12.665977999999999,13.061142,13.386606,13.468978,14.880621
54-2800712,,,,,,,,,,,,,,0,0.41959300000000005,0.9598709999999999,1.472807,2.30645,3.3548730000000004,3.6809010000000004,4.348753,5.024292,5.340136,5.504427,5.807173000000001,6.372999999999999,7.512917999999999,8.096008,8.136557,9.434934,9.943265,10.492024,11.316153,11.878335,12.551244,12.946408,13.270873000000002,13.354245,14.765888
55-2800691,,,,,,,,,,,,,,,0,0.5402779999999999,1.0532139999999999,1.886857,2.9352810000000003,3.2613090000000002,3.92916,4.6047,4.921543,5.084835,5.387581,5.9534080000000005,7.094326,7.677414999999999,7.716964999999999,9.016342,9.524672,10.072432000000001,10.896561,11.459743,12.131652,12.527816,12.851281,12.934652,14.347295
56-2800676,,,,,,,,,,,,,,,,0,0.513936,1.347579,2.396003,2.7220310000000003,3.389882,4.065422,4.381265,4.545557,4.848303,5.41413,6.554048,7.137136999999999,7.177687,8.476064,8.984394,9.533154,10.357283,10.918464,11.591374,11.986538000000001,12.312002,12.395374,13.807017000000002
57-2800657,,,,,,,,,,,,,,,,,0,0.833643,1.882067,2.208095,2.875946,3.552485,3.8673290000000002,4.031621,4.334366999999999,4.900194,6.041112,6.624200999999999,6.6637509999999995,7.962128,8.470458,9.020218,9.844347,10.406528,11.079438,11.474602,11.797066000000001,11.881438000000001,13.294081
58-2800624,,,,,,,,,,,,,,,,,,0,1.0504229999999999,1.376452,2.0443029999999998,2.719842,3.036686,3.1999779999999998,3.5027239999999997,4.068551,5.208469,5.7925580000000005,5.833107,7.130484,7.638814999999999,8.187575,9.011704,9.573885,10.246794,10.641959,10.966422999999999,11.049795,12.461438000000001
59-2806245,,,,,,,,,,,,,,,,,,,0,0.32602800000000004,0.9938799999999999,1.6704189999999999,1.9862630000000001,2.149555,2.452301,3.0181270000000002,4.159045,4.742135,4.782684,6.080061,6.588392,7.137150999999999,7.96128,8.523462,9.196371000000001,9.591535,9.917,9.999372,11.411014999999999
