순번_정류장ID,32-2806737,33-2806735,34-2807048,35-2806733,36-2805337,37-2805730,38-2806191,39-2806160,40-2807302,41-2804861,42-2800565,43-2806015,44-2800567,45-2803766,46-2800351,47-2800549,48-2800543,49-2800385,50-2800536,51-2807212,52-2800530,53-2800523,54-2800519,55-2800517,56-2800515,57-2800508
32-2806737,0,0.264945,0.543133,0.855466,1.30094,2.011936,2.870005,4.438348,4.722808000000001,5.455908,5.989953,6.357236,6.556755,7.473752,7.846599,8.088261,8.153078,8.320872,8.972379,9.447609,9.460974,9.74367,9.98852,10.150088,10.326759,10.892047
33-2806735,,0,0.27818899999999996,0.590522,1.035995,1.7469919999999999,2.60506,4.1734029999999995,4.457864,5.190963,5.725008,6.092291,6.291811,7.208807000000001,7.5816550000000005,7.823316,7.888133,8.055927,8.707435,9.182665,9.19603,9.478725,9.723575,9.885144,10.061815,10.627103
34-2807048,,,0,0.31233299999999997,0.757807,1.468803,2.3268720000000003,3.8952150000000003,4.179676000000001,4.912775,5.44682,5.814103,6.013623,6.930619,7.3034669999999995,7.545128,7.609945,7.7777389999999995,8.429246000000001,8.904477,8.917841000000001,9.200536999999999,9.445387,9.606955000000001,9.783626,10.348914
35-2806733,,,,0,0.445474,1.15647,2.014539,3.582882,3.867342,4.600442,5.134487,5.50177,5.70129,6.618286,6.9911330000000005,7.232794999999999,7.297611999999999,7.465406,8.116913,8.592143,8.605508,8.888204,9.133054,9.294622,9.471293,10.036581
36-2805337,,,,,0,0.734996,1.593065,3.161408,3.445868,4.178968,4.713013,5.080296,5.279816,6.196812,6.569660000000001,6.811321,6.876138,7.043932000000001,7.695439,8.170669,8.184034,8.46673,8.71158,8.873148,9.049819,9.615107
37-2805730,,,,,,0,0.8590690000000001,2.427412,2.711872,3.444972,3.979017,4.3463,4.545819,5.462816,5.835662999999999,6.077325,6.142142,6.309936,6.961442999999999,7.436673,7.450038,7.732734,7.977583999999999,8.139152000000001,8.315823,8.881111
38-2806191,,,,,,,0,1.568343,1.8528040000000001,2.585903,3.119948,3.487231,3.686751,4.603747,4.976595,5.218255999999999,5.283073,5.450867,6.102375,6.577605,6.5909699999999996,6.873664999999999,7.1185149999999995,7.2800839999999996,7.456755,8.022043
39-2806160,,,,,,,,0,0.434461,1.16756,1.701605,2.0688880000000003,2.268408,3.185404,3.5582519999999995,3.7999129999999997,3.86473,4.0325239999999996,4.684031,5.159262,5.172626999999999,5.455322,5.700172,5.86174,6.038411,6.603699000000001
40-2807302,,,,,,,,,0,0.7331,1.267145,1.634428,1.8339470000000002,2.750944,3.123791,3.365453,3.4302699999999997,3.598064,4.2495709999999995,4.724801,4.7381660000000005,5.020862,5.265712000000001,5.4272800000000005,5.603951,6.169239
41-2804861,,,,,,,,,,0,0.534046,0.901328,1.100848,2.0178439999999997,2.390692,2.6323540000000003,2.697171,2.864964,3.5164720000000003,3.9917019999999996,4.0050669999999995,4.287762,4.532613,4.6941809999999995,4.870851999999999,5.43614
42-2800565,,,,,,,,,,,0,0.36728299999999997,0.566803,1.4837989999999999,1.8566470000000002,2.0983080000000003,2.163125,2.3309189999999997,2.982426,3.4576569999999998,3.471022,3.753717,3.998567,4.1601349999999995,4.336806,4.902094
43-2806015,,,,,,,,,,,,0,0.19952,1.116516,1.489364,1.7310259999999997,1.795843,1.9636360000000002,2.615144,3.090374,3.103739,3.3864339999999995,3.6312839999999995,3.792853,3.969524,4.5348120000000005
44-2800567,,,,,,,,,,,,,0,0.916997,1.289844,1.531506,1.596323,1.764117,2.415624,2.890854,2.904219,3.186915,3.431765,3.5933330000000003,3.770004,4.335292
45-2803766,,,,,,,,,,,,,,0,0.376848,0.618509,0.683326,0.8511200000000001,1.502628,1.9778580000000001,2.300223,2.582918,2.827768,2.989337,3.166008,3.731296
46-2800351,,,,,,,,,,,,,,,0,0.241662,0.42482600000000004,0.7772720000000001,1.42878,1.9040099999999998,2.349375,2.632071,2.876921,3.0384889999999998,3.21516,3.7804480000000003
47-2800549,,,,,,,,,,,,,,,,0,0.18316500000000002,0.535611,1.1871180000000001,1.662348,2.107713,2.390409,2.635259,2.796827,2.9734979999999998,3.538786
48-2800543,,,,,,,,,,,,,,,,,0,0.353446,1.0049540000000001,1.480184,1.9255490000000002,2.2082450000000002,2.4530950000000002,2.614663,2.791334,3.356622
49-2800385,,,,,,,,,,,,,,,,,,0,0.651508,1.129738,1.5751030000000001,1.857798,2.102648,2.264217,2.440888,3.006176
50-2800536,,,,,,,,,,,,,,,,,,,0,0.47823000000000004,0.923595,1.206291,1.451141,1.612709,1.78938,2.354668
51-2807212,,,,,,,,,,,,,,,,,,,,0,0.44536499999999996,0.728061,0.9729110000000001,1.134479,1.31115,1.876438
52-2800530,,,,,,,,,,,,,,,,,,,,,0,0.282696,0.527546,0.689114,0.865785,1.431073
53-2800523,,,,,,,,,,,,,,,,,,,,,,0,0.24485,0.406418,0.5830890000000001,1.148377
54-2800519,,,,,,,,,,,,,,,,,,,,,,,0,0.16156900000000002,0.33824,0.9035270000000001
55-2800517,,,,,,,,,,,,,,,,,,,,,,,,0,0.176671,0.741959
56-2800515,,,,,,,,,,,,,,,,,,,,,,,,,0,0.565288
57-2800508,,,,,,,,,,,,,,,,,,,,,,,,,,0
