순번_정류장ID,1-2805529,2-2805760,3-2805761,4-2805339,5-2805228,6-2805226,7-2805575,8-2805499,9-2805408,10-2804947,11-2804969,12-2805568,13-2804895,14-2805744,15-2806419,16-2803673,17-2804967,18-2806938,19-2803492,20-2807073,21-2807056,22-2800799,23-2800804,24-2803056,25-2802651,26-2802638,27-2803042,28-2803043,29-2803115,30-2803134,31-2803133,32-2803125,33-2803232,34-2803181,35-2803260,36-2803270,37-2803269,38-2803267,39-2806495,40-2802802,41-2802810,42-2807483,43-2802850,44-2802858,45-2802886,46-2802934,47-2802984,48-2803020,49-2802429,50-2802467,51-2806673,52-2802469,53-2802465,54-2802463,55-2802460,56-2802450,57-2802455,58-2802476,59-2802513,60-2802490,61-2802458,62-2802446,63-2802466,64-2806692,65-2805389,66-2802541,67-2802547,68-2802552,69-2802566,70-2802366,71-2802585,72-2802374
1-2805529,0,0.372254,0.6695989999999999,0.726426,1.923357,2.3973139999999997,2.6144939999999997,2.9285919999999996,3.375986,3.654157,3.754565,3.3380339999999995,3.365681,3.955943,4.498907,5.012117,5.832393,6.643027,7.12126,7.35043,7.832167999999999,8.276765,8.457606,8.359634,8.66915,8.742771000000001,9.174721,9.151221000000001,9.113187,9.570721,9.270039,9.373387,9.812339,10.190221000000001,10.45766,10.915289999999999,11.083587,10.820721,11.004919000000001,10.921489,10.850144,11.155456,11.455649000000001,11.761814,12.015221,12.489472,12.731721,13.238145999999999,14.222645000000002,14.767624,14.953574,15.250585999999998,15.403208,15.605085,15.855704000000001,16.260944,16.435596,16.709674,17.434063000000002,17.282478,17.658208,18.056059,18.104709,18.264703,17.993987,18.277931,18.458999,18.635510999999997,18.882721,19.190428,19.50137,19.707163
2-2805760,,0,0.297346,0.543321,1.889662,2.363619,2.5807990000000003,2.8948970000000003,3.3422910000000003,3.6204620000000003,3.7208699999999997,3.305339,3.332985,3.9232480000000005,4.467212,4.9794220000000005,5.7976980000000005,6.607332,7.087565,7.317735000000001,7.801473,8.24307,8.423911,8.324939,8.634455,8.708076,9.140025999999999,9.116526,9.078492,9.536026,9.236344,9.338692,9.777644,10.156526,10.423964,10.881594999999999,11.049892,10.786026,10.970224,10.887794,10.816449,11.121761,11.420954,11.728119,11.980526,12.455777000000001,12.698025999999999,13.203451000000001,14.18895,14.733929000000002,14.919879000000002,15.216891,15.369513000000001,15.57139,15.821009,16.226249,16.400901,16.677979,17.399368,17.247783,17.621513,18.022364000000003,18.071014,18.228008,17.959292,18.239236,18.423304,18.601816,18.848026,19.155732999999998,19.466675,19.672468
3-2805761,,,0,0.245975,1.592316,2.066273,2.285453,2.5975509999999997,3.0449450000000002,3.323116,3.423525,3.007993,3.0356400000000003,3.6259019999999995,4.169866000000001,4.682076,5.502351999999999,6.311986,6.7902190000000004,7.020389,7.503128,7.948724,8.127564999999999,8.028592999999999,8.338109,8.41173,8.84268,8.82018,8.781146000000001,9.23968,8.939999,9.041346,9.481297999999999,9.85718,10.126619,10.583249,10.752546,10.48868,10.672878,10.591448,10.518103,10.823414999999999,11.123608,11.429772999999999,11.68318,12.159432,12.40068,12.907105,13.891604000000001,14.436584,14.622532999999999,14.918545000000002,15.073167999999999,15.274044,15.523664000000002,15.928903,16.103555,16.379633,17.102022,16.949437,17.328167,17.726018,17.773668,17.932662,17.663946,17.94589,18.127958,18.30647,18.551679999999998,18.860387,19.171329999999998,19.375123000000002
4-2805339,,,,0,1.346341,1.820298,2.039478,2.3515759999999997,2.79897,3.077141,3.17755,2.762018,2.7896650000000003,3.3789269999999996,3.9238910000000002,4.434101,5.2533769999999995,6.064011,6.544244,6.773414,7.256153,7.701749,7.88059,7.781617999999999,8.091134,8.165755,8.596705,8.573205,8.535171,8.992705,8.693023,8.794371,9.234323,9.611205,9.880644,10.337274,10.506571000000001,10.243705,10.426903,10.345473,10.274128,10.57944,10.878633,11.184797999999999,11.437205,11.912457,12.154705,12.66113,13.645629000000001,14.190609,14.376558,14.673570000000002,14.826193,15.028069,15.278689000000002,15.681928,15.857579999999999,16.134657999999998,16.856047,16.704462,17.080192,17.478043,17.528693,17.685686999999998,17.415971,17.697915,17.879983,18.058495,18.304705,18.613412,18.924355,19.130148000000002
5-2805228,,,,,0,0.47395699999999996,0.693137,1.012235,1.483629,1.7608,2.0924810000000003,1.6769490000000002,1.704596,2.294859,2.837822,3.350032,4.170308,4.980942,5.459175,5.689344999999999,6.171084,6.61568,6.795521000000001,6.697549,7.007066,7.080686,7.513636,7.4891369999999995,7.451102000000001,7.908637,7.6079550000000005,7.710302,8.150255,8.528136,8.793575,9.253206,9.420502,9.159636,9.342835000000001,9.260404,9.187059,9.493371,9.792564,10.099730000000001,10.353137,10.827388000000001,11.069636000000001,11.576062,12.560561,13.106539999999999,13.292489000000002,13.589501,13.740124,13.943,14.192620000000002,14.597859,14.772510999999998,15.050589000000002,15.770978,15.619392999999999,15.997123,16.394975,16.442624,16.602618,16.332902,16.614847,16.795914,16.975426000000002,17.222635999999998,17.530343,17.841286,18.044079
6-2805226,,,,,,0,0.21918,0.5382779999999999,1.008673,1.286844,1.641563,2.0540950000000002,2.178552,2.767815,3.312779,3.8229889999999997,4.643265,5.4528989999999995,5.931132,6.1623019999999995,6.64504,7.089637,7.270478,7.171506,7.481022,7.554641999999999,7.9875929999999995,7.963092999999999,7.925059,8.382593,8.082911,8.184258999999999,8.625211,9.001093,9.270531,9.727162,9.896459,9.633593,9.816791,9.734361,9.663016,9.968328,10.266521000000001,10.573686,10.826093,11.302344,11.544592999999999,12.050018,13.035517,13.580495999999998,13.766445999999998,14.062458,14.21408,14.417957000000001,14.666576000000001,15.071816,15.244468,15.525545999999999,16.245935,16.09435,16.47108,16.869931,16.915581,17.075575,16.805858999999998,17.086803,17.268871,17.448383,17.693593,18.0013,18.314242,18.520035
7-2805575,,,,,,,0,0.319098,0.790493,1.0686639999999998,1.423383,1.8359150000000002,2.122187,2.71245,3.257413,3.768624,4.5889,5.397533999999999,5.876766,6.106937,6.587675,7.034271,7.214113,7.115141,7.425657000000001,7.499277,7.932228,7.907728,7.869692999999999,8.326228,8.026546000000002,8.129893,8.568846,8.946728,9.215166,9.671797,9.840094,9.578228,9.760425999999999,9.678995,9.60665,9.911961999999999,10.212155000000001,10.519321000000001,10.770728,11.245979,11.488228,11.992653,12.979152000000001,13.525131,13.710081,14.008092999999999,14.158714999999999,14.360592,14.611210999999999,15.016451000000002,15.191101999999999,15.46918,16.18957,16.038985,16.415715,16.812566,16.860216,17.02221,16.750494,17.033438,17.214505,17.392018,17.639228,17.947935,18.257877,18.46367
8-2805499,,,,,,,,0,0.470395,0.748566,1.103286,1.515817,1.807089,2.3963520000000003,2.940316,3.452526,4.271802,5.080436,5.561669,5.789839,6.274577,6.718172999999999,6.914014999999999,6.816043,7.124559,7.198179,7.631130000000001,7.60663,7.569596000000001,8.02713,7.7264479999999995,7.827796,8.267748,8.644630000000001,8.914067999999999,9.371699000000001,9.539996,9.27613,9.459328,9.378898,9.306553,9.612865,9.910058,10.218223,10.47063,10.945881,11.188130000000001,11.694555000000001,12.680054,13.224032999999999,13.409982999999999,13.707995,13.859617000000002,14.062494000000001,14.311113,14.717353,14.891004,15.166082999999999,15.889472,15.738887,16.115617,16.510468,16.560118,16.722112,16.451396,16.73234,16.912407,17.09092,17.33713,17.645837,17.956779,18.163572
9-2805408,,,,,,,,,0,0.282171,0.636891,1.0494219999999999,1.340695,1.930957,2.473921,2.9861310000000003,3.807407,4.617041,5.095274,5.325444,5.808182,6.252779,6.49385,6.561178,6.8706949999999996,6.944315,7.3772649999999995,7.352766,7.3157309999999995,7.773264999999999,7.4725839999999994,7.576931,8.014884,8.391765,8.660204,9.118835,9.287131,9.023264999999999,9.207464,9.125033,9.051688,9.357000000000001,9.657193,9.964359,10.216764999999999,10.693017,10.935265,11.440691000000001,12.42419,12.969169,13.155118,13.45413,13.606753,13.806629000000001,14.057248999999999,14.463488,14.63614,14.912218,15.634607,15.485022,15.859751999999999,16.256604,16.305253,16.468247,16.196531,16.477476,16.657543,16.836054999999998,17.086265,17.391972,17.705915,17.910708
10-2804947,,,,,,,,,,0,0.35772,0.770251,1.068524,1.653786,2.19675,2.70896,3.529236,4.33787,4.8171029999999995,5.047273000000001,5.5310120000000005,5.974608,6.21468,6.584477000000001,7.077135,7.222486,7.655436,7.630936,7.5929020000000005,8.050436,7.750755000000001,7.853102000000001,8.292055,8.669936,8.936375,9.395006,9.564302,9.301436,9.483634,9.403203999999999,9.331859,9.637171,9.934364,10.24353,10.495936,10.969188,11.212436,11.717861,12.70336,13.24734,13.433289000000002,13.730301,13.884924,14.0848,14.334420000000001,14.740658999999999,14.859439000000002,15.135517000000002,15.856906,15.706320999999999,16.083051,16.479903,16.528551999999998,16.690545999999998,16.41783,16.702775,16.880842,17.060354,17.307564000000003,17.617271,17.926214,18.132007
