순번_정류장ID,1-2800878,2-2800839,3-2800981,4-2800973,5-2800961,6-2800957,7-2800953,8-2800950,9-2800945,10-2800954,1-2805935,2-2805937,3-2806688,4-2800680,5-2806689,6-2805948,7-2807328,8-2807329,9-2805903,10-2803067,11-2803040,12-2803077,13-2803101,14-2803115,15-2803134,16-2803133,17-2805713,18-2803122,19-2805890,20-2803091,21-2805891,22-2803081,23-2803052,24-2806035,25-2803069,26-2803073,27-2803072,28-2803088,29-2803090,30-2803089,31-2803076,32-2803083,33-2805887,34-2803092,35-2803098,36-2803103,37-2803116,38-2805712,39-2805896,40-2803234,41-2803237,42-2803241,43-2802763,44-2802772,45-2802788,46-2802805,47-2802836,48-2805690,49-2806493,50-2805688
1-2800878,0,0.23059000000000002,0.5564939999999999,0.86603,1.09359,1.232062,1.115921,0.9348,0.747364,0.413696,8.757385000000001,9.002229,9.597385000000001,9.815746,10.146782,12.376721,12.503288000000001,12.463338,12.548274000000001,12.851962,13.006924,13.188192,13.364542000000002,13.414695000000002,13.871229000000001,14.254910999999998,14.330042,14.136586,13.863535,13.991342000000001,14.248687,14.461019,14.539470000000001,14.642229,14.510722,14.928028,15.222532000000001,15.283558,14.907229000000001,14.784732,14.558352,14.377309,14.21175,13.973692000000002,13.785972000000001,13.853739000000001,14.095557999999999,14.336958,14.133835000000001,14.276192000000002,14.521332999999998,14.119639999999999,14.036422,14.461489000000002,14.698970999999998,14.969899,15.070223,15.147155,15.406657999999998,15.660184
2-2800839,,0,0.32590399999999997,0.63544,0.863,1.001472,1.17049,1.16539,0.9779540000000001,0.644285,8.526795,8.771639,9.366795,9.585156,9.916192,12.147131,12.274697999999999,12.232747999999999,12.319684,12.624373,12.777334,12.959602,13.132952,13.186105,13.64364,14.025321,14.101451999999998,13.905996,13.634945000000002,13.760751999999998,14.018097000000001,14.229429000000001,14.308879999999998,14.411639000000001,14.280132,14.699438,14.992942000000001,15.054967999999999,14.678639000000002,14.556142000000001,14.327763000000001,14.148719,13.98216,13.745102,13.557382,13.624149,13.867968,14.108369,13.904245999999999,14.045603,14.290742999999999,13.88805,13.805832,14.230898999999999,14.470381,14.74131,14.840634,14.914565,15.175068,15.425594
3-2800981,,,0,0.30953600000000003,0.537097,0.6755680000000001,0.8445860000000001,1.025707,1.213143,0.970189,8.56142,8.806265,9.40142,9.619781,9.950817,12.181756,12.307323,12.267373,12.352309,12.656998,12.811959,12.992227,13.167577,13.219729999999998,13.679265,14.057946,14.134077,13.940620999999998,13.667570000000001,13.795376999999998,14.052722,14.265054000000001,14.344504999999998,14.448265,14.315757000000001,14.732063,15.027567000000001,15.088594,14.711265,14.589767000000002,14.363388,14.181345,14.015785000000001,13.778726999999998,13.590007,13.657774,13.900592999999999,14.141994,13.937871,14.079228,14.325369,13.923675,13.840457,14.265524,14.506007,14.776935,14.874259,14.94919,15.211692999999999,15.462219000000001
4-2800973,,,,0,0.227561,0.366032,0.53505,0.71617,0.9036069999999999,1.237275,8.811956,9.056801,9.651957000000001,9.870317,10.201353,12.432292,12.558859,12.518908999999999,12.602845,12.908534,13.062495,13.241763,13.417113,13.470266,13.928801000000002,14.308482000000001,14.383613,14.190157000000001,13.918106,14.045913,14.302257999999998,14.51559,14.595041,14.697801,14.566293,14.982598999999999,15.279103,15.339129999999999,14.961801000000001,14.839303,14.613923999999999,14.430881,14.266321,14.029263,13.841543,13.90831,14.152129,14.393529999999998,14.189407000000001,14.331764000000002,14.574905,14.174210999999998,14.089993,14.51506,14.754543,15.025471,15.123795000000001,15.197726000000001,15.460229,15.712755
5-2800961,,,,,0,0.138472,0.30749,0.48861000000000004,0.676046,1.009715,9.040517,9.285361,9.880517,10.098878,10.429914,12.660853,12.78642,12.74547,12.832406,13.137094,13.290056,13.470324,13.646673999999999,13.699826999999999,14.156360999999999,14.538043,14.614173000000001,14.419718,14.145667000000001,14.273473000000001,14.531819,14.745151000000002,14.822602,14.925360999999999,14.793854000000001,15.211160000000001,15.506664,15.56669,15.190361,15.068863,14.841484,14.659441000000001,14.494882,14.257823000000002,14.070104,14.136870000000002,14.378689999999999,14.62209,14.416967000000001,14.560324,14.803465,14.401770999999998,14.318553,14.743621,14.985103,15.252031,15.355355,15.428287,15.689789999999999,15.942314999999999
6-2800957,,,,,,0,0.169018,0.350138,0.537575,0.871243,9.177988000000001,9.422833,10.017989,10.236349,10.567385,12.798324000000001,12.924891,12.882941,12.968877,13.274566,13.429526999999998,13.608795,13.782146,13.837298,14.294832999999999,14.676514000000001,14.751645000000002,14.558189000000002,14.285138,14.411945000000001,14.66929,14.882622,14.962073,15.063832999999999,14.932325,15.348632,15.644135999999998,15.704162,15.328833,15.207335,14.980955999999999,14.797913000000001,14.632353,14.395295,14.206575,14.274342,14.518161,14.759561999999999,14.553439000000001,14.695796,14.940937,14.540242999999998,14.456025,14.882092000000002,15.121575,15.392503,15.491826999999999,15.565757999999999,15.828261,16.076787
7-2800953,,,,,,,0,0.181121,0.368557,0.702225,9.348006,9.592851,10.188006,10.406367,10.737403,12.969342,13.094909,13.053958999999999,13.140895,13.445584,13.599545,13.779813,13.954163000000001,14.006316,14.464851000000001,14.845532,14.921663,14.728207000000001,14.455156,14.581963,14.840307999999999,15.05264,15.132091,15.23385,15.103342999999999,15.519649,15.815153,15.874179000000002,15.49885,15.377353,15.150974,14.968929999999999,14.803370999999999,14.566313000000001,14.377593,14.44536,14.688179000000002,14.92958,14.724457000000001,14.867814000000001,15.110954999999999,14.710261,14.627042999999999,15.05211,15.289592,15.560521,15.659845,15.734776,15.997279,16.247805
8-2800950,,,,,,,,0,0.187436,0.521105,9.529127,9.773971000000001,10.369127,10.587488,10.918523,13.149463,13.275029,13.234079000000001,13.320015,13.624704000000001,13.778665,13.958934,14.135284,14.187437,14.645971,15.026653,15.101783,14.909327,14.634276999999999,14.763082999999998,15.021429000000001,15.23276,15.312211999999999,15.414971,15.283463000000001,15.699770000000001,15.995273999999998,16.0553,15.678970999999999,15.557473000000002,15.331094,15.150051000000001,14.983492000000002,14.746432999999998,14.557714,14.62548,14.867299,15.1107,14.904577,15.047934,15.293075,14.890381,14.807163000000001,15.23223,15.470713,15.740641,15.753023,15.827955,16.092457999999997,16.341984
9-2800945,,,,,,,,,0,0.333669,9.443749,9.688593,10.283749,10.50211,10.833146000000001,13.064085,13.189651999999999,13.149702,13.235638,13.540326,13.694288,13.874556,14.049906,14.102058999999999,14.559593,14.942275,15.017404999999998,14.82295,14.548898999999999,14.677705,14.936051,15.148382999999999,15.227834,15.330592999999999,15.199086,15.615392000000002,15.910896,15.970922,15.594593,15.473095,15.246716000000001,15.063673000000001,14.899114,14.662054999999999,14.471335999999999,14.540102,14.783921,15.025322000000001,14.819199,14.965556,15.206697,14.805003,14.722785,15.147851999999999,15.388335000000001,15.658263,15.566587,15.639519,15.902022,16.152547
10-2800954,,,,,,,,,,0,9.11008,9.354924,9.95008,10.168441,10.499477,12.730416,12.856983,12.815033,12.902969,13.207657999999999,13.359619,13.539887,13.717236999999999,13.767389999999999,14.224925,14.608606,14.683736999999999,14.490281,14.21623,14.344037,14.601382000000001,14.814714000000002,14.893165,14.995923999999999,14.863417000000002,15.280723000000002,15.577226999999999,15.636253,15.259924,15.138426999999998,14.912048,14.730004000000001,14.564445000000001,14.326386999999999,14.138667000000002,14.205434,14.450253,14.689654,14.484531,14.629888000000001,14.874028,14.472335000000001,14.388117000000001,14.814184,15.054666000000001,15.325595000000002,15.229919,15.30785,15.568353,15.820879000000001
