순번_정류장ID,1-2800090,2-2800089,3-2800086,4-2800083,5-2800082,6-2800084,7-2805852,8-2805850,9-2805848,10-2805846,11-2800061,12-2800096,13-2803806,14-2806862,15-2807442,16-2801891,17-2806772,18-2807111,19-2806524,20-2806523,21-2806522,22-2806521,23-2805659,24-2802207,25-2802211,26-2802214,27-2805534,28-2802203,29-2802199,30-2802198,31-2802192,32-2806511,33-2806503,34-2806507,35-2802175,36-2801848,37-2802825,38-2802870,39-2802906,40-2802953,41-2802616,42-2802968,43-2802992,44-2802986,45-2802987,46-2802627,47-2802626,48-2803006,49-2803002,50-2804818,51-2802956,52-2802984,53-2803578,54-2802646,55-2803032,56-2803031,57-2803025,58-2803023,59-2803016,60-2802995,61-2802957,62-2802946,63-2802943,64-2806403
29-2802199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.277185,1.202086,2.459506,2.623159,2.238382,2.239938,2.5202970000000002,2.814523,2.497127,2.766996,3.4349239999999996,3.63648,3.8673260000000003,4.215713,4.502119,4.360841000000001,4.75394,5.037953,5.429297,5.727364,5.888555,6.092748,6.571797,6.45445,6.852414,7.150116000000001,7.410505000000001,7.582152000000001,7.6857,7.904934,8.138456,8.076172999999999,8.077983999999999,8.273832,8.672844
30-2802198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.924901,2.2689150000000002,2.345974,1.961197,1.962753,2.243112,2.537338,2.2199419999999996,2.489811,3.157738,3.359295,3.5901410000000005,3.9395279999999997,4.224933999999999,4.0836559999999995,4.476754,4.7607669999999995,5.152112000000001,5.450178,5.61137,5.815562,6.294612,6.177264,6.575228,6.8729309999999995,7.133319999999999,7.3049669999999995,7.4085149999999995,7.627749000000001,7.861271,7.7989880000000005,7.8007990000000005,7.996647,8.395659
31-2802192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.344014,1.421073,1.0362959999999999,1.037852,1.318211,1.613437,1.296041,1.60491,2.272838,2.4743939999999998,2.7052400000000003,3.054627,3.340033,3.198755,3.591853,3.8758660000000003,4.267211,4.565277,4.726469,4.930662,5.409711,5.292364,5.690327,5.98803,6.248419,6.420066,6.523614,6.7428479999999995,6.976369999999999,6.914086999999999,6.915897999999999,7.111746000000001,7.510758
32-2806511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.423336,0.8041119999999999,1.152838,1.4331969999999998,1.7649709999999998,1.829633,2.1395020000000002,2.807429,3.008986,3.239832,3.5892190000000004,3.874625,3.733347,4.1264449999999995,4.410458,4.801803,5.099869,5.261061,5.465253,5.944303,5.826955,6.224919,6.522622,6.783011,6.954658,7.058206,7.2774399999999995,7.510961999999999,7.448678999999999,7.450489999999999,7.646338,8.04535
33-2806503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.384777,0.733503,1.013862,1.345636,1.663032,2.216561,2.884488,3.086045,3.3168910000000005,3.6662779999999997,3.9516839999999998,3.810406,4.203504,4.4875169999999995,4.878862000000001,5.176928,5.33812,5.542312,6.021362,5.904014,6.301978,6.5996809999999995,6.8600699999999994,7.0317169999999996,7.1352649999999995,7.354499000000001,7.423703,7.161738000000001,7.163549000000001,7.359397,7.7584089999999994
34-2806507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34872600000000004,0.629085,0.960859,1.278256,1.831784,2.4997119999999997,2.7012680000000002,2.932114,3.281501,3.566907,3.4256290000000003,3.8187279999999997,4.102741,4.494085,4.792152,4.953343,5.157536,5.636585,5.519238,5.917202,6.214905,6.475293,6.64694,6.750488000000001,6.969722,7.038927,6.776961,6.778772,6.97462,7.373632000000001
35-2802175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28136,0.613133,0.93053,1.499059,2.166986,2.3685419999999997,2.598389,2.9477759999999997,3.234181,3.092904,3.4860019999999996,3.7700150000000003,4.16136,4.459426000000001,4.620618,4.82481,5.30386,5.1865120000000005,5.584476,5.882179,6.142567,6.314215,6.417763,6.636996000000001,6.6912009999999995,6.429235,6.431047,6.626894999999999,7.025907000000001
36-2801848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33177399999999996,0.64917,1.257699,1.925627,2.127183,2.358029,2.707416,2.9928220000000003,2.851544,3.244643,3.528655,3.92,4.218067,4.379258,4.583451,5.0625,4.9451529999999995,5.343116,5.6408190000000005,5.9012080000000005,6.072855000000001,6.176403,6.395637000000001,6.409842,6.147876,6.149687,6.345535,6.744547
37-2802825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.317397,0.9699260000000001,1.637853,1.839409,2.070255,2.418643,2.704048,2.56377,2.9568689999999997,3.240882,3.632226,3.930293,4.0914839999999995,4.2956769999999995,4.774726,4.657379,5.055343,5.353046,5.613434,5.785082,5.88863,6.107863,6.234615,5.97265,5.974461,6.170309,6.569321
38-2802870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.652529,1.3204559999999999,1.5220129999999998,1.751859,2.1012459999999997,2.387652,2.2463740000000003,2.639472,2.923485,3.31483,3.612896,3.774088,3.9782800000000003,4.457330000000001,4.339982,4.737946,5.035648999999999,5.296037999999999,5.4676849999999995,5.571233,5.790467,6.023989,5.9617059999999995,5.9635169999999995,6.159365,6.558377
39-2802906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.668927,0.870484,1.10133,1.450717,1.7361229999999999,1.594845,1.987943,2.2719560000000003,2.6633009999999997,2.9613669999999996,3.122559,3.3267510000000002,3.805801,3.688453,4.086417,4.384119999999999,4.644508999999999,4.816155999999999,4.919704,5.138938,5.37246,5.3101769999999995,5.3119879999999995,5.507836,5.906848
40-2802953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.20155599999999999,0.431403,0.78079,1.066195,1.389918,1.783016,2.0670290000000002,2.458374,2.75644,2.917632,3.121824,3.6008739999999997,3.4835260000000003,3.8814900000000003,4.179193,4.4395809999999996,4.611229,4.714777,4.93401,5.167532,5.105249,5.107061,5.302909,5.701921
41-2802616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.229846,0.579234,0.8646389999999999,1.188361,1.58146,1.865473,2.256817,2.554884,2.716075,2.920268,3.399317,3.28197,3.679934,3.977637,4.238025,4.409673000000001,4.513221,4.732454,4.965976,4.903693,4.9055040000000005,5.101353,5.500365
42-2802968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.349387,0.634793,0.958515,1.351613,1.635626,2.026971,2.325037,2.4862290000000002,2.6904220000000003,3.1694709999999997,3.052124,3.4500870000000003,3.74779,4.008179,4.179826,4.283374,4.502608,4.73613,4.673847,4.675658,4.871506,5.270518
43-2802992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.285405,0.609128,1.002226,1.286239,1.677584,1.97565,2.1368419999999997,2.341034,2.820084,2.7027360000000002,3.1007,3.398403,3.6587910000000003,3.830439,3.933987,4.15322,4.386742,4.324459,4.326271,4.522119,4.921131
44-2802986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.323723,0.716821,1.000834,1.392179,1.690245,1.851437,2.055629,2.534679,2.4173310000000003,2.815295,3.112998,3.373386,3.545034,3.6485819999999998,3.8678150000000002,4.101337,4.039054,4.040865,4.236714,4.635726
45-2802987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.393099,0.6771119999999999,1.0684559999999999,1.366523,1.705802,1.909995,2.289956,2.093609,2.491573,2.789275,3.049664,3.221311,3.3248589999999996,3.544093,3.777615,3.89342,3.895231,4.091080000000001,4.490092
46-2802627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.284013,0.675358,0.973424,1.3921,1.670808,1.8968580000000002,1.7005099999999997,2.098474,2.3961770000000002,2.656565,2.8282130000000003,2.931761,3.150995,3.3845160000000005,3.5372339999999998,3.5390449999999998,3.734893,4.133905
47-2802626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.391345,0.689411,1.108087,1.386795,1.612845,1.416497,1.814461,2.112164,2.372552,2.5442,2.647748,2.866982,3.100503,3.253221,3.255032,3.45088,3.8498919999999996
48-2803006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.298067,0.716742,0.995451,1.2215,1.025153,1.423117,1.72082,1.981208,2.1528549999999997,2.2564029999999997,2.475637,2.709159,2.8618759999999996,2.863687,3.059536,3.4585480000000004
