순번_정류장ID,56-2807325,57-2806483,58-2807343,59-2807599,60-2804421,61-2803623,62-2802601,63-2802361,64-2802362,65-2802595,66-2802598,67-2805538,68-2802587,69-2802565,70-2802545,71-2802367,72-2802541,73-2802547,74-2802552,75-2802566,76-2802366,77-2802585,78-2802374,79-2803664,80-2804436,81-2805821,82-2805822
56-2807325,0,1.192081,1.660361,2.292713,19.208681,19.513710999999997,19.964571,19.816875,19.893938000000002,19.947416,20.193916,20.494718,20.978151,21.904079,22.321783,21.887851,21.441205,21.258138,21.081626,21.073416,21.381123000000002,21.459766000000002,21.253973000000002,20.651744,21.493766,22.708304000000002,22.843469
57-2806483,,0,0.46828000000000003,1.100632,18.0166,18.32163,18.772489999999998,18.624794,18.701857,18.755335000000002,19.001835,19.302637,19.786070000000002,20.711998,21.129701999999998,20.69577,20.249125,20.066057,19.889545000000002,19.881335,20.189042,20.267685,20.061892,19.459663,20.301686,21.516223,21.651388
58-2807343,,,0,0.634352,17.550320000000003,17.855351000000002,18.30621,18.158514,18.235578,18.289054999999998,18.535555,18.837357,19.319791,20.245718,20.662423,20.22849,19.781845,19.599778,19.423265,19.415055,19.722762,19.800406,19.595613,18.993384,19.835406,21.049944,21.185109
59-2807599,,,,0,16.915969,17.221,17.671859,17.524163,17.601226999999998,17.654704000000002,17.901204,18.203006,18.685439000000002,19.611367,20.028072,19.594139000000002,19.147494000000002,18.965427,18.788914000000002,18.780704,19.088410999999997,19.166055,18.961261999999998,18.359033,19.201055,20.415592999999998,20.550758
60-2804421,,,,,0,0.305031,0.75589,0.608194,0.685258,0.738735,0.9852360000000001,1.347934,2.722971,3.6488989999999997,4.255633,3.8217,3.375055,3.192987,3.016475,3.008265,3.315972,3.203586,2.998793,1.443064,2.285086,3.499624,3.634789
61-2803623,,,,,,0,0.46086000000000005,0.8317549999999999,0.908818,0.9622959999999999,1.208796,1.571494,2.9465310000000002,3.8724589999999997,4.493428,4.127731,3.681085,3.498018,3.321506,3.313296,3.621003,3.428146,3.222353,1.666624,2.3765549999999998,3.1945930000000002,3.329758
62-2802601,,,,,,,0,0.407387,0.827368,0.8808450000000001,1.127345,1.4900440000000001,2.8660810000000003,3.792008,4.4119779999999995,4.57859,4.131945,3.9488769999999995,3.772365,3.764155,3.658639,3.347696,3.139903,1.585174,1.916696,2.835734,2.970899
63-2802361,,,,,,,,0,0.41998100000000005,0.473459,0.719959,1.082657,2.458694,3.3846220000000002,4.005592,4.360524,3.983249,3.8011809999999997,3.6246690000000004,3.5669589999999998,3.252252,2.9403099999999998,2.734517,1.1777879999999998,2.0198099999999997,2.94243,3.077595
64-2802362,,,,,,,,,0,0.26597800000000005,0.512478,0.8751760000000001,2.250213,3.176141,3.79711,4.153043,4.018267,3.8362,3.6596879999999996,3.357478,3.042771,2.730828,2.526035,0.970306,1.812328,3.177366,3.4955760000000002
65-2802595,,,,,,,,,,0,0.2465,0.6091979999999999,1.9842349999999997,2.9101630000000003,3.531133,3.887065,3.7532900000000002,3.5702220000000002,3.39471,3.0915,2.777793,2.465851,2.2600580000000003,0.704329,1.546351,2.911388,3.256447
66-2802598,,,,,,,,,,,0,0.362698,1.738735,2.664663,3.2856330000000002,3.641565,3.50779,3.3257230000000004,3.14921,2.847,2.532293,2.220351,2.013558,0.457829,1.299851,2.664889,3.009947
67-2805538,,,,,,,,,,,,0,1.377038,2.302965,2.9239349999999997,3.279867,3.147092,2.964025,2.787512,2.485302,2.170595,1.8586529999999999,1.6528599999999998,0.338527,1.180549,2.545587,2.890645
68-2802587,,,,,,,,,,,,,0,0.9259280000000001,1.5468979999999999,1.90283,1.988525,1.8064580000000001,1.629945,1.327735,1.013028,0.701086,0.49529300000000004,1.714564,2.5565860000000002,3.921624,4.266682
69-2802565,,,,,,,,,,,,,,0,0.62197,1.0559020000000001,1.503547,1.501386,1.324873,1.316663,1.476956,1.3263129999999999,1.4212209999999998,2.6404919999999996,3.482514,4.847551999999999,5.19261
70-2802545,,,,,,,,,,,,,,,0,0.433933,0.8815780000000001,1.0636450000000002,1.241158,1.549368,1.7676610000000001,1.617017,1.8228099999999998,3.261461,4.104483,5.468521,5.813579
71-2802367,,,,,,,,,,,,,,,,0,0.44764499999999996,0.629713,0.808225,1.116435,1.424142,1.6462150000000002,1.852008,3.6173940000000004,4.458416000000001,5.824454,6.168512000000001
72-2802541,,,,,,,,,,,,,,,,,0,0.183067,0.36058,0.66879,0.976497,1.287439,1.493232,3.483618,4.325641,5.690678,6.034737000000001
73-2802547,,,,,,,,,,,,,,,,,,0,0.178513,0.48672299999999996,0.794429,1.105372,1.311165,3.300551,4.143573,5.507611,5.852669000000001
74-2802552,,,,,,,,,,,,,,,,,,,0,0.31021,0.617917,0.92886,1.1346530000000001,3.124039,3.967061,5.331099,5.677157
75-2802566,,,,,,,,,,,,,,,,,,,,0,0.315707,0.62665,0.832443,2.821829,3.663851,5.0288889999999995,5.373947
76-2802366,,,,,,,,,,,,,,,,,,,,,0,0.31194299999999997,0.517736,2.508122,3.3501440000000002,4.7151819999999995,5.06124
77-2802585,,,,,,,,,,,,,,,,,,,,,,0,0.20579299999999998,2.195179,3.037201,4.402239,4.747298000000001
78-2802374,,,,,,,,,,,,,,,,,,,,,,,0,1.989386,2.831408,4.196446,4.541504
79-2803664,,,,,,,,,,,,,,,,,,,,,,,,0,0.842023,2.20706,2.552119
80-2804436,,,,,,,,,,,,,,,,,,,,,,,,,0,1.365038,1.7100970000000002
81-2805821,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.345059
82-2805822,,,,,,,,,,,,,,,,,,,,,,,,,,,0
