순번_정류장ID,31-2802625,32-2802694,33-2802692,34-2802713,35-2802724,36-2802732,37-2802755,38-2802776,39-2802813,40-2802853,41-2802878,42-2802903,43-2802919,44-2802922,45-2802904,46-2802924,47-2802931,48-2802923,49-2802914,50-2802912,51-2802949,52-2802978,53-2803006,54-2803002,55-2804818,56-2802956,57-2802984,58-2803020,59-2804978,60-2807337,61-2803033,62-2805834
31-2802625,0,0.317731,0.8673629999999999,1.224648,1.450919,1.12691,0.841284,1.249754,1.716698,1.960552,2.217932,2.441765,2.612198,2.673314,2.603116,2.8618639999999997,3.118932,3.243839,3.064937,3.006509,3.2926589999999996,3.4934480000000003,3.9851980000000005,4.283264,4.2414559999999994,4.445648,4.879698,5.100123,4.793628,4.624698,4.2930980000000005,4.4650989999999995
32-2802694,,0,0.549632,0.906918,1.133189,1.444641,1.159015,1.567485,2.035428,2.278282,2.535663,2.758496,2.928928,2.992044,2.920846,3.1805950000000003,3.435663,3.5615699999999997,3.381668,3.32424,3.6093900000000003,3.810178,4.302928,4.599994000000001,4.558186,4.762379,5.195428,5.417853,5.110358,4.942428,4.609828,4.781829
33-2802692,,,0,0.357286,0.583557,0.960727,1.433527,1.841997,2.30894,2.5437939999999997,2.801175,3.017008,3.18744,3.248556,3.179359,3.437107,3.695175,3.833799,3.6571800000000003,3.597752,3.884902,4.0856900000000005,4.57644,4.875507,4.832698000000001,5.036891000000001,5.49594,5.691366,5.38587,5.21694,4.88534,5.057341
34-2802713,,,,0,0.22627199999999997,0.603442,1.076242,1.484712,1.951655,2.186509,2.44389,2.659723,2.830155,2.8912709999999997,2.821073,3.079822,3.3378900000000002,3.475513,3.299894,3.2414669999999997,3.5276160000000005,3.727405,4.219155000000001,4.517221,4.475413,4.6796050000000005,5.138655,5.33408,5.028585,4.858655000000001,4.528055,4.699056
35-2802724,,,,,0,0.377171,0.8499700000000001,1.25844,1.725384,1.969238,2.226618,2.4504509999999997,2.619884,2.681,2.611802,2.87155,3.126618,3.252525,3.073623,3.0151950000000003,3.3013449999999995,3.502134,3.9938839999999995,4.29195,4.250141999999999,4.454333999999999,4.912383999999999,5.108809,4.802314,4.6333839999999995,4.301784,4.4737849999999995
36-2802732,,,,,,0,0.4748,0.8832700000000001,1.351213,1.594067,1.851448,2.075281,2.2457130000000003,2.306829,2.236631,2.49538,2.752448,2.877355,2.698452,2.640025,2.926175,3.126963,3.6187129999999996,3.916779,3.874971,4.079162999999999,4.5372129999999995,4.733638,4.427143,4.258213,3.9266129999999997,4.0986139999999995
37-2802755,,,,,,,0,0.41047,0.8784129999999999,1.121267,1.3786479999999999,1.602481,1.7729130000000002,1.83503,1.763832,2.02258,2.280648,2.4192720000000003,2.412826,2.3543990000000004,2.640549,2.841337,3.3330870000000004,3.631153,3.589345,3.793537,4.251587000000001,4.448012,4.1415169999999994,3.9725870000000003,3.6409870000000004,3.812988
38-2802776,,,,,,,,0,0.46794399999999997,0.7107979999999999,0.9681790000000001,1.192012,1.362444,1.42356,1.3533620000000002,1.61211,1.8691779999999998,2.007802,2.1211830000000003,2.062755,2.348905,2.5496939999999997,3.041444,3.3395099999999998,3.2977019999999997,3.501894,3.959944,4.156369000000001,3.849874,3.680944,3.3493440000000003,3.5213449999999997
39-2802813,,,,,,,,,0,0.242854,0.500235,0.724068,0.8945,0.956616,0.8864190000000001,1.145167,1.4022350000000001,1.540859,1.65324,1.5948120000000001,1.8809619999999998,2.08175,2.5735,2.8715669999999998,2.829758,3.0339509999999996,3.492,3.688425,3.38193,3.213,2.8814,3.053401
40-2802853,,,,,,,,,,0,0.262381,0.48621400000000004,0.656646,0.717763,0.647565,0.9063129999999999,1.163381,1.3020049999999999,1.480907,1.459666,1.745816,1.9198970000000002,2.4116459999999997,2.7097130000000003,2.667904,2.872097,3.351146,3.5265720000000003,3.2200759999999997,3.0511459999999997,2.719546,2.891547
41-2802878,,,,,,,,,,,0,0.223833,0.39426500000000003,0.45538199999999995,0.385184,0.643932,0.9009999999999999,1.0396239999999999,1.218526,1.371577,1.657727,1.657516,2.149266,2.447332,2.405523,2.609716,3.088766,3.264191,2.957696,2.788765,2.457166,2.629167
42-2802903,,,,,,,,,,,,0,0.170433,0.314316,0.395486,0.654235,0.9113030000000001,1.049926,1.2288290000000002,1.38188,1.66803,1.667818,2.088433,2.386499,2.415826,2.620018,3.099068,3.203358,2.896863,2.727933,2.3963330000000003,2.568334
43-2802919,,,,,,,,,,,,,0,0.14488399999999999,0.309919,0.568667,0.825735,0.964359,1.143261,1.2963120000000001,1.582462,1.58225,1.9769999999999999,2.275067,2.330258,2.534451,3.0135,3.091925,2.78543,2.6165,2.2849,2.456901
44-2802922,,,,,,,,,,,,,,0,0.167035,0.42578299999999997,0.682851,0.821475,1.000377,1.1534280000000001,1.439578,1.439367,1.912884,2.21095,2.187374,2.3915669999999998,2.870616,3.027809,2.721314,2.552384,2.220784,2.392785
45-2802904,,,,,,,,,,,,,,,0,0.25874899999999995,0.515817,0.6544399999999999,0.8333430000000001,0.9863940000000001,1.272543,1.272332,1.764082,2.062148,2.02034,2.224532,2.703582,2.879007,2.5725119999999997,2.403582,2.0719819999999998,2.243983
46-2802924,,,,,,,,,,,,,,,,0,0.25706799999999996,0.395692,0.5745939999999999,0.727645,1.013795,1.013584,1.505334,1.8034,1.761591,1.965784,2.444834,2.620259,2.313764,2.144833,1.813234,1.9852349999999999
47-2802931,,,,,,,,,,,,,,,,,0,0.138624,0.31752600000000003,0.47757700000000003,0.763727,0.8329850000000001,1.324735,1.622801,1.580993,1.7851849999999998,2.2642349999999998,2.43966,2.133165,1.964235,1.632635,1.8046360000000001
48-2802923,,,,,,,,,,,,,,,,,,0,0.178902,0.338953,0.625103,0.825892,1.317642,1.615708,1.5739,1.7780919999999998,2.257142,2.4325669999999997,2.126072,1.9571419999999997,1.625542,1.7975430000000001
49-2802914,,,,,,,,,,,,,,,,,,,0,0.160051,0.446201,0.64699,1.1387399999999999,1.436806,1.394998,1.59919,2.07824,2.2536650000000003,1.94717,1.77824,1.44664,1.618641
50-2802912,,,,,,,,,,,,,,,,,,,,0,0.28615,0.486939,0.9786889999999999,1.2767549999999999,1.234947,1.439139,1.918189,2.093614,1.787119,1.6181889999999999,1.286589,1.45859
51-2802949,,,,,,,,,,,,,,,,,,,,,0,0.20078900000000002,0.692539,0.990605,0.9487969999999999,1.152989,1.632039,1.807464,1.500969,1.332039,1.0004389999999999,1.17244
52-2802978,,,,,,,,,,,,,,,,,,,,,,0,0.49175,0.789817,0.8615079999999999,1.065701,1.54475,1.606675,1.30018,1.13125,0.79965,0.971651
53-2803006,,,,,,,,,,,,,,,,,,,,,,,0,0.298067,0.716742,0.995451,1.2215,1.114925,1.34343,1.1745,0.8429,1.014901
54-2803002,,,,,,,,,,,,,,,,,,,,,,,,0,0.41867600000000005,0.697384,0.923434,0.816859,1.2055040000000001,1.376434,1.140967,1.3129680000000001
55-2804818,,,,,,,,,,,,,,,,,,,,,,,,,0,0.27970900000000004,0.758758,0.890667,1.279312,1.450242,1.559642,1.731643
56-2802956,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47905,0.984475,1.3731200000000001,1.54405,1.8383509999999998,2.010352
57-2802984,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.505425,0.89407,1.065,1.5674,1.7394009999999998
58-2803020,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38864499999999996,0.559575,1.061975,1.233976
59-2804978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17093,0.67333,0.8453309999999999
60-2807337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5044,0.676401
61-2803033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.172001
62-2805834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
