순번_정류장ID,45-2803594,46-2805989,47-2805990,48-2801012,49-2801023,50-2801031,51-2801040,52-2801052,53-2801073,54-2800857,55-2800855,56-2800853,57-2800851,58-2805991,59-2805932,60-2806000,61-2801156,62-2806243,63-2806241,64-2806215,65-2806633,66-2805743,67-2804896,68-2805037,69-2804894,70-2805053,71-2804947,72-2806520,73-2804948,74-2805414,75-2805250,76-2805842,77-2805498,78-2805576,79-2806903,80-2806682,81-2806680,82-2806602,83-2806683,84-2806160,85-2806190,86-2807032,87-2800319,88-2806684,89-2806685,90-2805529,91-2805760,92-2805761,93-2805339
55-2800855,,,,,,,,,,,0,0.468258,0.9894930000000001,1.447717,1.616841,1.8851919999999998,2.300766,3.088683,3.4449050000000003,4.055503,5.209578,5.621794,5.860366,6.191976,6.578399,6.885028999999999,6.954039999999999,6.822767999999999,7.027696000000001,7.5088919999999995,7.659161,7.457435,7.752418,8.107704,8.460735000000001,8.744401,9.072792,9.275091999999999,11.15135,11.069428,12.492469999999999,12.498453999999999,12.266959,11.129058,10.430926,9.256197,9.223502,8.925156,8.679181
56-2800853,,,,,,,,,,,,0,0.521235,0.979459,1.148583,1.416934,1.8325080000000002,2.620425,2.976648,3.587246,4.741321,5.153536,5.392108,5.7227190000000006,6.1101410000000005,6.417772,6.4857830000000005,6.353511,6.559439,7.0396350000000005,7.189903,6.990177,7.286160000000001,7.639446,7.993478,8.275144000000001,8.603535,8.804835,10.684092,11.157122,12.315273,12.031196000000001,11.801702,10.659801,9.959667999999999,8.788939,8.755244,8.456897999999999,8.209923
57-2800851,,,,,,,,,,,,,0,0.472224,0.6413479999999999,0.9097,1.325273,2.113191,2.4694130000000003,3.0800110000000003,4.2340860000000005,4.646301,4.884874,5.2164839999999995,5.6039069999999995,5.909537,5.978548,5.8462760000000005,6.053204,6.5334,6.683669,6.481942,6.778925999999999,7.134212,7.486242999999999,7.769908999999999,8.0973,8.2996,10.177858,10.649888,11.808038,11.522961,11.293467,10.154566,9.453434,8.281705,8.247010000000001,7.950664,7.702689
58-2805991,,,,,,,,,,,,,,0,0.169124,0.43747600000000003,0.853049,1.6409669999999998,1.9971889999999999,2.607787,3.7618620000000003,4.174077,4.41165,4.74426,5.131683,5.438313,5.505324,5.374052,5.58098,6.060176,6.211444999999999,6.010718,6.305701999999999,6.660988000000001,7.014019,7.296685000000001,7.624076,7.826376,9.705634,10.177664,11.336814,11.049737,10.820243,9.681341999999999,8.98321,7.808481,7.775786,7.47744,7.2324649999999995
59-2805932,,,,,,,,,,,,,,,0,0.268352,0.683925,1.471843,1.828065,2.438663,3.5927379999999998,4.0049529999999995,4.242526,4.574136,4.960559,5.267189,5.3362,5.204928,5.410856,5.892052,6.043321,5.842594,6.136578,6.492864,6.844894999999999,7.127561,7.455952000000001,7.658252,9.537510000000001,10.00854,11.167689999999999,10.882613000000001,10.651119,9.511218,8.814086,7.639357,7.606661999999999,7.307316,7.062341
60-2806000,,,,,,,,,,,,,,,,0,0.419574,1.207491,1.563713,2.174311,3.328387,3.7406019999999995,3.9781739999999997,4.310784,4.698207,5.003837,5.071848,4.941577,5.1475040000000005,5.626701000000001,5.777969000000001,5.578243,5.873226,6.228512,6.580544000000001,6.8632089999999994,7.190600999999999,7.3929,9.273158,9.744188000000001,10.902338,10.618262,10.387768,9.248867,8.549733999999999,7.376005,7.341310000000001,7.043964,6.798989
61-2801156,,,,,,,,,,,,,,,,,0,0.789917,1.14614,1.7567380000000001,2.910813,3.323028,3.5616,3.892211,4.278633,4.586264,4.655275,4.523003,4.728930999999999,5.209127,5.360396,5.160669,5.454651999999999,5.809938,6.161969999999999,6.446636,6.773027000000001,6.975327,8.854584,9.326614,10.483765,10.198688,9.969194,8.830293,8.13216,6.956430999999999,6.9227360000000004,6.627391,6.380416
62-2806243,,,,,,,,,,,,,,,,,,0,0.356222,0.9688200000000001,2.122896,2.536111,2.773683,3.105293,3.4917160000000003,3.799346,3.866357,3.7360860000000002,3.9420129999999998,4.421209999999999,4.572478,4.371752,4.6677349999999995,5.023021,5.375053,5.657718,5.98611,6.187409,8.066667,8.538697,9.697847,9.412771000000001,9.183277,8.043376,7.343242999999999,6.1695139999999995,6.135819000000001,5.8384730000000005,5.5914980000000005
63-2806241,,,,,,,,,,,,,,,,,,,0,0.612598,1.766674,2.178889,2.417461,2.748071,3.136494,3.4431239999999996,3.511135,3.379864,3.5857910000000004,4.065988,4.216256,4.01553,4.310512999999999,4.6647989999999995,5.016831,5.302496,5.629887999999999,5.8301870000000005,7.709445,8.182475,9.340625,9.056549,8.827055,7.687154,6.987021,5.812292,5.778597,5.481251,5.236276
64-2806215,,,,,,,,,,,,,,,,,,,,0,1.154076,1.567291,1.804863,2.136473,2.5238959999999997,2.829526,2.8985369999999997,2.767266,2.973193,3.56339,3.6036580000000002,3.402932,3.697915,4.0532010000000005,4.406233,4.688898,5.016290000000001,5.218589,7.096847,7.683877000000001,8.728027,8.442950999999999,8.212457,7.074555999999999,6.374423,5.200694,5.166999,4.869653,4.623678
65-2806633,,,,,,,,,,,,,,,,,,,,,0,0.41221499999999994,0.649788,0.981398,1.3688209999999998,1.6754509999999998,1.7434619999999998,1.61219,1.8181180000000001,2.408314,2.448583,2.248857,2.5438400000000003,2.899126,3.250157,3.5348230000000003,3.862214,4.064514,5.942772,6.528802,7.573952,7.288875999999999,7.058381,5.92048,5.219348,4.046619000000001,4.012924,3.714578,3.4696029999999998
66-2805743,,,,,,,,,,,,,,,,,,,,,,0,0.23757199999999998,0.569183,0.9566049999999999,1.2622360000000001,1.3312469999999998,1.199975,1.4059030000000001,2.000099,2.036367,1.835641,2.130624,2.48591,2.837942,3.121608,3.4489989999999997,3.651299,5.5295559999999995,6.120586,7.160736999999999,6.87466,6.646166,5.507265,4.806132,3.633403,3.599708,3.3023629999999997,3.056388
67-2804896,,,,,,,,,,,,,,,,,,,,,,,0,0.33161,0.718033,1.0246629999999999,1.098675,0.967403,1.173331,1.767527,1.7987950000000001,1.598069,1.893052,2.248338,2.6003700000000003,2.884035,3.211427,3.413726,5.291983999999999,5.888014,6.923164999999999,6.637088,6.408594,5.269693,4.56956,3.395831,3.362136,3.0647900000000003,2.8188150000000003
68-2805037,,,,,,,,,,,,,,,,,,,,,,,,0,0.386423,0.6930529999999999,0.8969360000000001,0.9127930000000001,1.1187200000000002,1.434917,1.467185,1.266459,1.561442,1.916728,2.26876,2.552425,2.8798169999999996,3.082116,4.9593739999999995,5.555404,6.590553999999999,6.306478,6.0769839999999995,4.938083,4.23795,3.064221,3.030526,2.73318,2.487205
69-2804894,,,,,,,,,,,,,,,,,,,,,,,,,0,0.306631,0.510514,0.80537,1.011298,1.048494,1.080763,0.8800370000000001,1.1750200000000002,1.534306,1.886337,2.170003,2.497394,2.699694,4.577952,5.168982,6.457024,6.415901,6.186406,5.047505,4.346373000000001,3.173644,3.139949,2.842603,2.596628
70-2805053,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.20388299999999998,0.49873999999999996,0.704667,0.7418640000000001,0.7741319999999999,0.5734060000000001,0.868389,1.227675,1.5787069999999999,1.8623720000000001,2.189764,2.3920630000000003,4.269321,4.862351,6.148393,6.43347,6.492037,5.353136,4.653003,3.4802739999999996,3.4465790000000003,3.149233,2.903258
71-2804947,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29785700000000004,0.503785,0.6788529999999999,0.711121,0.5103949999999999,0.8053779999999999,1.163664,1.515696,1.799361,2.126753,2.329052,4.20831,4.79934,6.086382,6.370458999999999,6.66592,5.527019,4.827886,3.654157,3.6204620000000003,3.323116,3.077141
72-2806520,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.20592800000000003,0.800124,1.0059770000000001,0.805251,1.100234,1.45852,1.810552,2.094218,2.422609,2.623908,4.503166,4.920612,6.344654,6.628731,6.9617759999999995,5.822875,5.122742,3.949013,3.915318,3.617972,3.371997
73-2804948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.594197,0.9240959999999999,1.011179,1.306162,1.665448,2.01748,2.300145,2.627537,2.733396,4.635654,4.714683999999999,6.138726,6.422803,7.166703999999999,6.028803,5.32867,4.154941,4.121246,3.8239,3.577925
74-2805414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.329899,0.776543,1.071526,1.429812,1.781843,2.065509,2.086268,2.1392,4.041458,4.120488,5.54453,5.828607,6.932067,5.794166000000001,5.094034,3.9203050000000004,3.8866099999999997,3.589264,3.343289
75-2805250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.448644,0.743627,1.1029129999999998,1.4549450000000002,1.7386099999999998,2.066002,2.127932,4.0311900000000005,4.109219,5.533261,5.8173379999999995,6.605167999999999,5.466268,4.766135,3.592406,3.558711,3.261365,3.01539
76-2805842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.294984,0.65427,1.0063010000000001,1.289967,1.617358,1.8196580000000002,3.697916,4.5558629999999996,5.575988,5.861064,6.180525,5.041624,4.340492,3.167763,3.134067,2.836722,2.590747
77-2805498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.359286,0.711318,0.994984,1.322375,1.524674,3.402932,4.354962,5.282004,5.566081,5.885542,4.745641,4.045508,2.872779,2.839084,2.541738,2.295763
78-2805576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.354032,0.637698,0.965089,1.171389,3.045647,4.000676,4.924718,5.208794999999999,5.534256,4.395355,3.6952220000000002,2.522493,2.488798,2.191453,1.9454779999999998
79-2806903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.283666,0.611057,0.817357,2.691615,3.647645,4.570687,4.854763,5.3332239999999995,4.194323000000001,3.4941910000000003,2.320462,2.3317669999999997,2.4659400000000002,2.219965
80-2806682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327392,0.533691,2.4369490000000003,3.363979,4.315021,4.600098,5.530409,4.392508,3.692375,2.518646,2.529951,2.677245,2.50563
81-2806680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2063,2.1095580000000003,3.036588,3.9876300000000002,4.272707,5.447166999999999,4.717899,4.017766,2.845037,2.8563419999999997,3.003637,2.833022
82-2806602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.9062580000000002,2.833288,3.78433,4.068407,5.242868,4.543966999999999,3.8438339999999998,2.670105,2.68141,2.828704,2.699089
83-2806683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.090223,1.8820720000000002,2.1661490000000003,3.34061,3.5345440000000004,3.9193239999999996,2.746595,2.7579,2.905194,2.775579
84-2806160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.574042,1.8581189999999999,3.03258,3.226514,3.938647,3.8348169999999997,3.8461220000000003,3.9934160000000003,3.863801
85-2806190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.285077,1.459538,1.653472,2.365605,3.720775,4.091029,4.3823739999999995,4.252758999999999
86-2807032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.174461,1.368396,2.0805279999999997,3.4346989999999997,3.806952,4.097298,3.968683
87-2800319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.138901,1.851034,3.206204,3.577458,3.868804,3.739188
88-2806684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.712133,2.067303,2.438557,2.7299029999999997,2.600288
89-2806685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.3661709999999998,1.7384240000000002,2.02877,1.899155
90-2805529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.372254,0.6695989999999999,0.726426
91-2805760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297346,0.543321
92-2805761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.245975
93-2805339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
