순번_정류장ID,1-2800966,2-2800988,3-2800999,4-2801020,5-2801036,6-2801052,7-2801073,8-2800857,9-2801090,10-2800884,11-2800883,12-2800881,13-2801085,14-2801100,15-2801108,16-2800852,17-2800845,18-2800854,19-2800833,20-2801103,21-2801113,22-2801116,23-2801121,24-2801130,25-2801134,26-2801143,27-2801144
1-2800966,0,0.560681,0.745158,1.079,1.342106,1.8027790000000001,2.522816,2.761812,3.176672,3.454011,3.657751,3.8128849999999996,4.017358,3.832956,3.758863,3.518334,3.343085,3.046438,2.6937580000000003,2.7504869999999997,2.992064,3.1695029999999997,3.540114,3.963925,4.230025,4.628721,4.694066
2-2800988,,0,0.19447799999999998,0.52832,0.7914260000000001,1.2740989999999999,1.9941360000000001,2.233131,2.647992,2.9253310000000003,3.1290709999999997,3.2842050000000005,3.4886779999999997,3.304275,3.2301830000000002,2.9896540000000003,2.814405,2.517758,2.165078,2.221807,2.464383,2.641823,3.011434,3.4362449999999995,3.7023449999999998,4.10004,4.165386
3-2800999,,,0,0.333842,0.5969479999999999,1.079621,1.7996580000000002,2.038654,2.4535139999999998,2.731853,2.935593,3.089727,3.2952,3.109798,3.036705,2.796176,2.620927,2.32328,1.9706,2.027329,2.2689060000000003,2.447345,2.8159560000000003,3.240767,3.5078669999999996,3.906563,3.970908
4-2801020,,,,0,0.264106,0.747779,1.467816,1.706812,2.1216720000000002,2.3990110000000002,2.602751,2.757885,2.962358,2.777956,2.703863,2.463334,2.2880849999999997,1.991438,1.6387580000000002,1.695487,1.938064,2.115503,2.485114,2.909925,3.176025,3.573721,3.639066
5-2801036,,,,,0,0.48367299999999996,1.20371,1.442706,1.857566,2.134905,2.338645,2.493779,2.698252,2.51385,2.439757,2.1992279999999997,2.023979,1.7273330000000002,1.3746530000000001,1.431381,1.6739580000000003,1.8513979999999999,2.221009,2.644819,2.9119189999999997,3.309615,3.3749599999999997
6-2801052,,,,,,0,0.724038,0.963033,1.377893,1.6552330000000002,1.858972,2.014106,2.218579,2.034177,1.960084,1.719556,1.544306,1.24766,0.8949799999999999,0.951708,1.264285,1.441725,1.797336,2.222146,2.4882459999999997,2.829942,2.8952869999999997
7-2801073,,,,,,,0,0.23899600000000001,0.653856,0.9311950000000001,1.134935,1.2900690000000001,1.494542,1.3101399999999999,1.236047,0.995518,0.820269,0.550746,0.224942,0.281671,0.594248,0.771687,1.0732979999999999,1.498109,1.764209,2.105905,2.17125
8-2800857,,,,,,,,0,0.41486000000000006,0.6922,0.8959389999999999,1.051074,1.2555459999999998,1.071144,0.997051,0.756523,0.581274,0.311751,0.37556999999999996,0.43229799999999996,0.744875,0.655686,0.834303,1.259113,1.5252139999999998,1.866909,1.9322540000000001
9-2801090,,,,,,,,,0,0.281339,0.485079,0.640213,0.844686,0.710284,0.728466,0.6230060000000001,0.44775699999999996,0.178234,0.530914,0.751158,0.699608,0.522169,0.700786,1.1255959999999998,1.391697,1.7333919999999998,1.7987369999999998
10-2800884,,,,,,,,,,0,0.20374,0.35887399999999997,0.563347,0.766034,0.839126,0.9003450000000001,0.725096,0.45557299999999995,0.808253,1.028498,0.9769479999999999,0.799508,0.978125,1.402936,1.669036,2.010732,2.076077
11-2800883,,,,,,,,,,,0,0.155134,0.359607,0.562294,0.635387,0.880916,0.9288360000000001,0.659313,1.011993,1.232237,1.180687,1.003248,1.181865,1.283174,1.549274,1.84897,1.9143150000000002
12-2800881,,,,,,,,,,,,0,0.204473,0.40715999999999997,0.480253,0.725781,0.9010309999999999,0.814447,1.167127,1.3873719999999998,1.335821,1.158382,1.168001,1.12804,1.39414,1.6938360000000001,1.759181
13-2801085,,,,,,,,,,,,,0,0.20268699999999998,0.27578,0.521309,0.696558,1.01892,1.3716,1.5918450000000002,1.509579,1.332139,0.963528,0.923567,1.189667,1.489363,1.554708
14-2801100,,,,,,,,,,,,,,0,0.07409299999999999,0.31962199999999996,0.494871,0.834517,1.1871969999999998,1.407442,1.307892,1.1304530000000002,0.761842,0.72188,0.98798,1.287676,1.3530209999999998
15-2801108,,,,,,,,,,,,,,,0,0.245529,0.420778,0.760425,1.113105,1.333349,1.2337989999999999,1.05636,0.6877489999999999,0.647787,0.9138879999999999,1.213583,1.278928
16-2800852,,,,,,,,,,,,,,,,0,0.175249,0.519896,0.872576,1.0928209999999998,1.0412709999999998,0.8638309999999999,0.5895520000000001,0.5495909999999999,0.8156909999999999,1.1153870000000001,1.180732
17-2800845,,,,,,,,,,,,,,,,,0,0.344647,0.697327,0.9175719999999999,0.8660209999999999,0.6885819999999999,0.7648010000000001,0.7248399999999999,0.9909399999999999,1.2906360000000001,1.3559809999999999
18-2800854,,,,,,,,,,,,,,,,,,0,0.35268,0.572925,0.596498,0.419059,0.597676,1.0224870000000001,1.2885870000000001,1.630282,1.695628
19-2800833,,,,,,,,,,,,,,,,,,,0,0.22024499999999997,0.532822,0.7102609999999999,0.950356,1.375167,1.6412669999999998,1.982962,2.048308
20-2801103,,,,,,,,,,,,,,,,,,,,0,0.312577,0.490017,0.8596280000000001,1.284438,1.550539,1.963234,2.028579
21-2801113,,,,,,,,,,,,,,,,,,,,,0,0.17744000000000001,0.5470510000000001,0.9718610000000001,1.237961,1.650657,1.716002
22-2801116,,,,,,,,,,,,,,,,,,,,,,0,0.369611,0.7944220000000001,1.060522,1.4732180000000001,1.538563
23-2801121,,,,,,,,,,,,,,,,,,,,,,,0,0.42581099999999994,0.6919109999999999,1.104607,1.169952
24-2801130,,,,,,,,,,,,,,,,,,,,,,,,0,0.2661,0.679796,0.7451409999999999
25-2801134,,,,,,,,,,,,,,,,,,,,,,,,,0,0.413696,0.479041
26-2801143,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.067345
27-2801144,,,,,,,,,,,,,,,,,,,,,,,,,,,0
