순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2806293,24-2804201,25-2806291,26-2807291,27-2804203,28-2804206,29-2804332,30-2804208,31-2804210,32-2804212,33-2804579,34-2803703,35-2806885,36-2807292,37-2806887,38-2806889,39-2806892,40-2807121,41-2806979,42-2807407,43-2806980,44-2806981,45-2806982,46-2806983,47-2806984,48-2806985,49-2807003,50-2807125,51-2807126,52-2807128,53-2807130,54-2807132,55-2806962,56-2806940,57-2806941,58-2806942,59-2806943,60-2806944,61-2807134,62-2807135,63-2806946,64-2807137,65-2806947,66-2806948,67-2806949,68-2807147,69-2807148,70-2807149,71-2806951,72-2807138,73-2806973,74-2807139,75-2807409,76-2807123
21-2806231,,,,,,,,,,,,,,,,,,,,,0,0.351904,0.8841129999999999,1.137525,1.52015,1.710637,1.94213,2.140925,2.682659,3.234233,3.7277190000000004,4.064997,4.594194,4.770295,4.973644999999999,5.549126,5.905561,6.490533999999999,6.999799,8.785327,9.387198,10.098963000000001,10.725612,11.040632,11.386292,11.630441000000001,12.157008,12.404841000000001,13.095322,13.566245,14.643612,15.197318,15.894792,16.650951,17.102427,17.936161,17.612661,17.284447,16.940838,16.583602,16.256167,15.963295,15.556435,15.321984,15.034609,14.732486999999999,13.372197,12.811244,11.953036,11.69926,11.28844,11.018544,10.434352,9.721176,9.262824,8.79706
22-2803857,,,,,,,,,,,,,,,,,,,,,,0,0.532209,0.785621,1.168246,1.358733,1.590226,1.789021,2.330755,2.882329,3.3758150000000002,3.713093,4.242290000000001,4.418391000000001,4.619741,5.197222,5.553657,6.13663,6.645894999999999,8.431422999999999,9.035294,9.747059,10.373708,10.689728,11.033388,11.277536999999999,11.804103999999999,12.052937,12.742417999999999,13.215341,14.292708,14.846414000000001,15.541888,16.298047,16.750523,17.584257,17.259757,16.930543,16.588934,16.230698,15.904263,15.610391,15.204531,14.969079999999998,14.681705,14.379582999999998,13.020292,12.460339999999999,11.600132,11.347356,10.936536,10.667639,10.081448,9.367271,8.90992,8.444156
23-2806293,,,,,,,,,,,,,,,,,,,,,,,0,0.253411,0.636037,0.8265239999999999,1.058017,1.256812,1.798546,2.350119,2.8436060000000003,3.180883,3.7100809999999997,3.886182,4.088532,4.664013,5.020448,5.604421,6.114685,7.9012139999999995,8.503084,9.21385,9.842499,10.157518,10.501178999999999,10.746328,11.272895,11.521727,12.211209,12.684130999999999,13.761498999999999,14.314204,15.009679,15.766838,16.219313,17.052048000000003,16.728548,16.398334,16.055723999999998,15.699489000000002,15.371054,15.080181,14.672322,14.437871,14.150495999999999,13.846373000000002,12.486083,11.926131,11.068923,10.814147,10.404327,10.13543,9.549239,8.837062,8.378711000000001,7.913947
24-2804201,,,,,,,,,,,,,,,,,,,,,,,,0,0.382625,0.573113,0.804606,1.003401,1.5451350000000001,2.096708,2.590194,2.9274720000000003,3.456669,3.632771,3.83512,4.412601,4.768036,5.35201,5.861274,7.647802,8.250672999999999,8.961438000000001,9.588088,9.904107000000002,10.248766999999999,10.492916000000001,11.019484,11.268316,11.957797,12.430719999999999,13.507088000000001,14.060792999999999,14.756267000000001,15.513426,15.964901999999999,16.797635999999997,16.475136,16.145923,15.802313,15.446076999999999,15.118642000000001,14.82577,14.418910999999998,14.184460000000001,13.896084,13.593962,12.233672,11.674719999999999,10.816512,10.561736,10.151914999999999,9.882019,9.296828,8.583651,8.124299,7.660535
25-2806291,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19048800000000002,0.42198100000000005,0.620776,1.16551,1.7170830000000001,2.210569,2.547847,3.077045,3.253146,3.4554949999999995,4.0319769999999995,4.388412000000001,4.9733849999999995,5.482648999999999,7.2671779999999995,7.870048,8.582813999999999,9.208463,9.525482,9.868142,10.112292,10.639859,10.889691000000001,11.577172000000001,12.051095,13.128463,13.681168,14.376643,15.133801,15.585277,16.419012,16.095511,15.766298,15.421688,15.066453,14.739017,14.447145,14.039285999999999,13.804835,13.517458999999999,13.214336999999999,11.854047,11.294095,10.436886999999999,10.183111,9.77229,9.502394,8.917203,8.204025999999999,7.745674,7.279911
26-2807291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23149299999999998,0.430288,0.9750219999999999,1.5265959999999998,2.020082,2.35736,2.886557,3.0626580000000003,3.2650080000000004,3.841489,4.198924,4.780897,5.2901620000000005,7.07769,7.680560000000001,8.392325999999999,9.017975,9.332995,9.677655,9.921804,10.450371,10.699204,11.386685,11.859608,12.937975,13.49068,14.185154999999998,14.943314,15.39379,16.227524,15.904024,15.574810000000001,15.231201,14.876965,14.549529999999999,14.256657,13.847798000000001,13.614347,13.326972,13.02385,11.662559,11.103607,10.246399,9.992623,9.580803,9.312906,8.724715,8.011538,7.554187,7.0904229999999995
27-2804203,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.198795,0.743529,1.2951030000000001,1.788589,2.125867,2.655064,2.831165,3.032515,3.608996,3.9654309999999997,4.550404,5.059669,6.846197,7.447067999999999,8.158833,8.785482,9.101502,9.445162,9.690311,10.218878,10.467711,11.155192,11.627115,12.706482000000001,13.258188,13.954661999999999,14.710821,15.162297,15.995030999999999,15.672531,15.344317000000002,15.001707999999999,14.645472,14.318037,14.023164999999999,13.616304999999999,13.382854,13.093478999999999,12.791357000000001,11.431066,10.871114,10.012906,9.76113,9.349310000000001,9.079414,8.493222,7.7800460000000005,7.321694,6.85693
28-2804206,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.544734,1.096307,1.589793,1.927071,2.456269,2.63237,2.8347189999999998,3.411201,3.767636,4.351609,4.860873000000001,6.646402,7.249272,7.961038,8.587686999999999,8.902706,9.246366,9.490516,10.019083,10.266915,10.956396,11.428319,12.506687,13.059391999999999,13.754867,14.511025,14.965501000000001,15.796235999999999,15.474735,15.145522,14.801912,14.444676999999999,14.117242000000001,13.826369,13.41951,13.183059,12.895683,12.594561,11.232271,10.673319000000001,9.814111,9.560335,9.150514,8.881618,8.294427,7.58225,7.122899,6.658135000000001
29-2804332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.551573,1.04506,1.3823370000000001,1.9115349999999998,2.0876360000000003,2.289986,2.8664669999999997,3.222902,3.806875,4.316139,6.101668,6.704538,7.415303999999999,8.042953,8.358972,8.702633,8.946782,9.474349,9.723181,10.411663,10.883585,11.961953,12.515658,13.211132999999998,13.967292,14.419767000000002,15.252502,14.929001999999999,14.599788,14.256178,13.900943,13.573507999999999,13.280635,12.873776,12.639325,12.35095,12.047827,10.687536999999999,10.128585000000001,9.270377,9.015601,8.604781,8.336884,7.750692999999999,7.037516,6.579165,6.114401
30-2804208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.493486,0.830764,1.359961,1.536063,1.737412,2.314893,2.671328,3.254302,3.7645660000000003,5.5490949999999994,6.152965,6.864731,7.49038,7.807399,8.151059,8.395209,8.922775999999999,9.171608,9.860089,10.332011999999999,11.40938,11.963085000000001,12.65956,13.415718,13.868194,14.699929000000001,14.376428,14.047215,13.703605,13.348370000000001,13.020934,12.728062,12.321203,12.087752,11.799375999999999,11.496253999999999,10.135964,9.576012,8.718803999999999,8.465028,8.054207,7.784311,7.19912,6.485943,6.026591000000001,5.561827
31-2804210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.337278,0.866475,1.042577,1.245926,1.8224069999999999,2.178842,2.762816,3.27208,5.057608,5.6604790000000005,6.372244,6.998894,7.314913000000001,7.658573,7.902722,8.43029,8.679122,9.367602999999999,9.840525999999999,10.917893,11.471599000000001,12.167073,12.923232,13.375708,14.208442000000002,13.885942000000002,13.556729,13.213119,12.856883,12.529448,12.236576,11.829717,11.595265,11.30689,11.004767999999999,9.644478,9.084526,8.226317,7.972542,7.561721,7.292825,6.706633,5.993457,5.535105000000001,5.070341
32-2804212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.529197,0.705299,0.907648,1.484129,1.8405639999999999,2.424538,2.933802,4.71933,5.322201000000001,6.033967,6.660616,6.976635000000001,7.320295,7.564444,8.092011999999999,8.340844,9.029325,9.502248,10.579616,11.133321,11.828796,12.584954,13.03743,13.870165,13.547664000000001,13.218451000000002,12.874841,12.517605,12.19017,11.898297999999999,11.491439,11.256988,10.968612,10.66649,9.3062,8.746248,7.888039999999999,7.634264,7.223443,6.954547,6.3683559999999995,5.655179,5.196827,4.732063
33-2804579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.176102,0.37945100000000004,0.955932,1.312367,1.8963400000000001,2.405605,4.191133,4.794004,5.505769,6.1324190000000005,6.4484379999999994,6.792097999999999,7.036247,7.563814999999999,7.812647,8.501128,8.974051,10.051418,10.605124,11.300597999999999,12.056757000000001,12.509233,13.341967000000002,13.019467,12.690254,12.346644,11.990408,11.661973,11.370101,10.963241,10.72879,10.440415,10.138292999999999,8.778003,8.21805,7.3598419999999996,7.1060669999999995,6.695246000000001,6.42635,5.840158,5.126982,4.66863,4.2038660000000005
34-2803703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.20335,0.779831,1.136266,1.7202389999999999,2.229503,4.015032,4.617902,5.329668,5.956316999999999,6.272337,6.615997,6.860146,7.387713000000001,7.636546000000001,8.325027,8.797949000000001,9.875316999999999,10.429022,11.124497,11.880656,12.333131,13.165866000000001,12.843366,12.514152000000001,12.170542999999999,11.813307,11.486872,11.193999,10.787139999999999,10.552688999999999,10.264314,9.962191,8.601901,8.041949,7.183741,6.929964999999999,6.519145,6.250248,5.664057,4.950880000000001,4.492529,4.0277650000000005
