순번_정류장ID,1-2806423,2-2806421,3-2805953,4-2806634,5-2806428,6-2806770,7-2807112,8-2806514,9-2801853,10-2805585,11-2802147,12-2801897,13-2801895,14-2802108,15-2801822,16-2802049,17-2804800,18-2802084,19-2802107,20-2802126,21-2802120,22-2802068,23-2802032,24-2802007,25-2801994,26-2801979,27-2801967,28-2801973,29-2801974,30-2801964,31-2801955,32-2801952,33-2801992,34-2802022,35-2802038,36-2802672,37-2802683,38-2802685,39-2802695,40-2802702,41-2802707,42-2802715,43-2802729,44-2805440,45-2802632,46-2803129,47-2803120,48-2805594,49-2803115,50-2803134,51-2803231,52-2803226
1-2806423,0,0.340908,0.6163569999999999,1.435807,1.963079,1.7284009999999999,2.1341069999999998,2.420431,2.499816,2.290064,2.476075,2.700155,2.655391,2.903206,3.232821,3.776474,4.0951260000000005,4.304812,4.592592,4.7039,4.592432,4.99564,5.0989379999999995,5.019497,5.433092,5.796092,6.046261,6.350592,6.776136999999999,7.127706,7.569780000000001,8.021558,8.829966,9.238457,9.707264,10.122592,10.636708,10.862884,11.2592,11.577121,11.979269,12.202664,12.710352,12.899583999999999,13.157217000000001,13.458777,13.736894,13.933686999999999,14.229057999999998,14.650407999999999,14.518353,14.909723000000001
2-2806421,,0,0.275449,1.094899,1.6221709999999998,1.386493,1.7912,2.077523,2.1589080000000003,1.949156,2.135167,2.409938,2.580299,2.828114,3.1577290000000002,3.701382,4.020035,4.2297199999999995,4.5175,4.362992,4.251525,4.654732,4.882155,5.258405000000001,5.67,6.035,6.283169,6.5875,7.015045,7.3646139999999995,7.808688,8.260466000000001,9.066874,9.477366,9.946172,10.3595,10.875616,11.101792,11.498109,11.81603,11.796177,12.016573,12.52626,12.716492,12.971126,13.275685000000001,13.552802999999999,13.751595000000002,14.044966,14.3095,14.177445,14.567815
3-2805953,,,0,0.81945,1.346722,1.1110440000000001,1.517751,1.8040740000000002,1.883459,1.673707,1.859718,2.134489,2.30485,2.552665,2.8822799999999997,3.425933,3.744586,3.954271,4.242051,4.087543,3.9760760000000004,4.379283,4.606706,4.982956,5.3965510000000005,5.759551,6.00972,6.314051,6.739596000000001,7.091164999999999,7.533239,7.985017,8.793425,9.201917,9.670722999999999,10.086051,10.600166999999999,10.826343,11.222660000000001,11.540581,11.519728,11.743124,12.250811,12.441042999999999,12.697677,12.999236,13.277354,13.475145999999999,13.770517000000002,14.034051000000002,13.900996,14.292366000000001
4-2806634,,,,0,0.5699310000000001,0.937594,1.344301,1.630624,1.8170099999999998,1.607258,1.7932689999999998,2.0680389999999997,2.2384,2.486215,2.815831,3.3594839999999997,3.678136,3.8878209999999997,4.175602,3.9140940000000004,3.802626,4.205833999999999,4.433256,4.809506,5.223102,5.5861019999999995,5.836271,6.1406019999999994,6.566147,6.917716,7.359789999999999,7.811567999999999,8.619975,9.028467,9.497274,9.912602,10.426717,10.652894,11.04921,11.367131,11.346279,11.570674,12.077361999999999,12.266594,12.523227,12.825787,13.103904,13.302696,13.598068,13.859601999999999,13.727547,14.119917000000001
5-2806428,,,,,0,0.367663,0.77437,1.060693,1.247079,1.037327,1.2233379999999998,1.498108,1.668469,1.9162849999999998,2.2459,2.7895529999999997,3.108205,3.3178900000000002,3.605671,3.3441629999999996,3.232695,3.635903,3.863325,4.239575,4.6531709999999995,5.016171,5.2663400000000005,5.570671,5.996216,6.347785,6.789859,7.241637,8.050044,8.458536,8.927342999999999,9.342671000000001,9.856786,10.082963000000001,10.479279,10.7972,10.775348,10.998743,11.506431,11.695663,11.954296000000001,12.256855999999999,12.534972999999999,12.732764999999999,13.026137,13.291671,13.157616,13.548986
6-2806770,,,,,,0,0.40670700000000004,0.69303,1.011401,0.801649,0.98766,1.26243,1.432791,1.6106209999999999,1.940236,2.48389,2.802542,3.012227,3.300008,2.988499,2.877032,3.280239,3.5076620000000003,3.8839120000000005,4.2975080000000005,4.660508,4.910677,5.215008,5.640552,5.992122,6.434196,6.885973,7.694381,8.102872999999999,8.571679,8.987008,9.501123,9.727299,10.123616,10.441537,10.420684,10.64408,11.151767999999999,11.339999,11.597633,11.900193,12.17831,12.378102,12.672473,12.936008000000001,12.803952,13.195322
7-2807112,,,,,,,0,0.28632399999999997,0.751893,0.9636450000000001,1.207634,1.091864,1.0471,1.203915,1.5335299999999998,2.0771830000000002,2.395835,2.6055200000000003,2.8933009999999997,2.5817930000000002,2.470325,2.873533,3.100956,3.477206,3.890801,4.253801,4.50397,4.808301,5.233846,5.585415,6.027489,6.479267,7.287675,7.696166000000001,8.164973,8.580300999999999,9.094416,9.320592999999999,9.716909,10.03483,10.013978,10.237373,10.745061,10.934292999999998,11.190926,11.492486,11.772603,11.970396000000001,12.263767,12.527301,12.395246,12.787616
8-2806514,,,,,,,,0,0.46557,0.677322,0.9213110000000001,0.8055399999999999,0.760776,0.9175909999999999,1.247206,1.79086,2.109512,2.319197,2.606978,2.2954689999999998,2.184002,2.587209,2.814632,3.1908819999999998,3.604478,3.967478,4.217646,4.521978,4.947522,5.299092,5.741166000000001,6.192943,7.001351,7.4098429999999995,7.878649,8.293977,8.808093,9.034269,9.430586,9.748507,9.726654,9.95005,10.457738,10.646969,10.904603,11.206163,11.48528,11.683072,11.977443,12.241978,12.110922,12.502292
9-2801853,,,,,,,,,0,0.212752,0.456741,0.625155,0.580391,0.737206,1.066821,1.610474,1.929127,2.1388119999999997,2.426592,2.733084,2.6216169999999996,3.024824,3.252247,3.271497,3.685093,4.048092,4.298261,4.602592,5.028137,5.379706,5.821781,6.273558,7.081966,7.490458,7.959264,8.374592,8.888708,9.114884,9.511201,9.829122,10.165269,10.388665,10.896353,11.086584,11.343217999999998,11.644777000000001,11.923895,12.121687,12.416058,12.678593,12.547537,12.937907000000001
10-2805585,,,,,,,,,,0,0.314678,0.500782,0.671143,0.9189579999999999,1.248573,1.792227,2.110879,2.320564,2.608345,2.9288529999999997,2.833369,3.236576,3.463999,3.453249,3.8668449999999996,4.229844,4.480013,4.784344,5.2098889999999995,5.561458,6.003533,6.45531,7.263717999999999,7.672210000000001,8.141016,8.556344000000001,9.07046,9.296636,9.692953,10.010874000000001,10.377021000000001,10.600417,11.108105,11.297336,11.55397,11.855528999999999,12.133647,12.332439,12.625810000000001,12.892344999999999,12.760289,13.151659
