순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2804778,18-2804262,19-2806280,20-2804264,21-2804266,22-2804268,23-2804270,24-2804273,25-2806282,26-2804282,27-2806284,28-2806286,29-2804274,30-2803725,31-2803753,32-2804637,33-2804276,34-2804278,35-2804280
1-2800270,0,0.789926,1.059143,1.370099,1.506329,1.754101,2.04288,2.685899,3.012839,3.146703,3.581944,3.987714,4.7247580000000005,5.19413,5.837279,6.187937000000001,6.676016000000001,7.191742,7.748374,8.342018,9.068488,9.34114,9.979727,10.2978,10.835603,11.116422,11.334028,11.759649000000001,12.203511,12.400905999999999,12.573666000000001,12.808943,14.399385999999998,14.878239,15.107347
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.253955,1.8969740000000002,2.2239139999999997,2.3577779999999997,2.7930189999999997,3.198788,3.935833,4.4052050000000005,5.048354,5.399012,5.887091000000001,6.402817,6.959447999999999,7.553093,8.279563000000001,8.552214999999999,9.190800999999999,9.508875,10.046678,10.327496,10.545102,10.970723,11.414586,11.61198,11.784741,12.020017,13.610460999999999,14.089314000000002,14.318422
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,0.9857379999999999,1.628757,1.955697,2.0895610000000002,2.524802,2.930572,3.667616,4.136988,4.780137,5.130795,5.618874,6.1346,6.691232,7.284876,8.011346000000001,8.283998,8.922585,9.240658,9.778461,10.059279,10.276886,10.702507,11.146369,11.343764,11.516524,11.751800999999999,13.342244,13.821097,14.050204999999998
4-2807245,,,,0,0.13623,0.384002,0.6767810000000001,1.3198,1.64674,1.780604,2.2158450000000003,2.6216150000000003,3.358659,3.8280309999999997,4.47118,4.821838,5.3099169999999996,5.825643,6.382275,6.975919,7.702389,7.975041,8.613628,8.931701,9.469503999999999,9.750323,9.967929,10.39355,10.837411999999999,11.034807,11.207567999999998,11.442844000000001,13.033287,13.512139999999999,13.741248
5-2800262,,,,,0,0.247772,0.540551,1.18357,1.51051,1.6443740000000002,2.079615,2.485385,3.222429,3.6918010000000003,4.33495,4.685608,5.173687,5.689413,6.246045,6.839689,7.566159,7.838811,8.477397999999999,8.795471000000001,9.333274000000001,9.614092999999999,9.831699,10.25732,10.701183,10.898577000000001,11.071338,11.306614,12.897057,13.375910000000001,13.605018
6-2807367,,,,,,0,0.292779,0.9357989999999999,1.262738,1.3966020000000001,1.831843,2.237613,2.974657,3.44403,4.087178,4.437836,4.925916,5.441641000000001,5.998273,6.591917,7.3183869999999995,7.591039,8.229626,8.5477,9.085502,9.366321000000001,9.583927000000001,10.009547999999999,10.453411000000001,10.650805,10.823566,11.058842,12.649285,13.128139000000001,13.357246
7-2800265,,,,,,,0,0.643019,0.969959,1.103823,1.539064,1.944834,2.6818779999999998,3.15125,3.794399,4.1450569999999995,4.633136,5.148862,5.705494,6.299138,7.025608,7.298260000000001,7.936847,8.25492,8.792722999999999,9.073542,9.291148,9.716769000000001,10.160632000000001,10.358025999999999,10.530787,10.766063,12.356506,12.835359,13.064467
8-2803682,,,,,,,,0,0.32694,0.460804,0.8960450000000001,1.301815,2.038859,2.5082310000000003,3.15138,3.5020379999999998,3.9901169999999997,4.505843,5.062475,5.656119,6.382589,6.655241,7.293827,7.611901,8.149704,8.430522,8.648128999999999,9.073749000000001,9.517612,9.715007,9.887767,10.123044,11.713486999999999,12.19234,12.421448
9-2807369,,,,,,,,,0,0.133864,0.569105,0.974875,1.711919,2.181291,2.82444,3.1750979999999998,3.6631769999999997,4.178903,4.735535,5.329179,6.055649,6.328301000000001,6.966888000000001,7.284961,7.822764,8.103583,8.321189,8.74681,9.190672,9.388067,9.560828,9.796104,11.386547,11.8654,12.094508
10-2804135,,,,,,,,,,0,0.435241,0.8410110000000001,1.578055,2.047427,2.6905759999999996,3.041234,3.5293129999999997,4.045039,4.601671,5.195315,5.921785,6.194437000000001,6.833024000000001,7.151097,7.6889,7.969719,8.187325,8.612946,9.056808,9.254203,9.426964,9.662239999999999,11.252683,11.731536,11.960644
