순번_정류장ID,1-2803524,2-2803525,3-2803769,4-2804876,5-2803770,6-2805655,7-2802347,8-2802346,9-2802602,10-2802599,11-2802592,12-2802589,13-2802362,14-2802595,15-2802598,16-2802587,17-2802580,18-2802578,19-2803629,20-2802575,21-2802567,22-2802557,23-2802554,24-2802559,25-2802568,26-2802551,27-2802538,28-2802375,29-2802507,30-2802502,31-2802492,32-2802510,33-2802518,34-2802493,35-2802471,36-2805716,37-2802464,38-2802451,39-2802426,40-2803019,41-2802965,42-2802959,43-2802964,44-2802971,45-2802954,46-2802913,47-2805151,48-2802862,49-2802829,50-2802814,51-2802801,52-2802783,53-2802757,54-2802738,55-2802728,56-2802721,57-2802123,58-2802116,59-2802112,60-2802094,61-2802067,62-2802056,63-2802050,64-2802046,65-2802029,66-2802013,67-2801989,68-2801958,69-2801948,70-2801942,71-2801921,72-2801927,73-2801924,74-2801916,75-2801925,76-2801908,77-2801715,78-2801690,79-2803662,80-2800164
32-2802510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26679899999999995,0.481925,0.7296560000000001,0.628103,0.645626,0.981366,1.375373,2.503581,2.949536,3.438811,3.525581,4.046073000000001,4.175377,4.481969,4.725581,5.03717,5.380675,5.582902,5.275217,5.254581,5.724416000000001,6.100748,6.601400999999999,6.928487,7.180852000000001,7.351542,7.520246,8.041263,8.152756,8.450733999999999,8.787939,8.909581,9.290664999999999,9.75276,10.189272,10.426534,10.753435000000001,10.92558,11.24114,11.584125,11.719742,12.138148,11.674560000000001,12.416572,13.312692000000002,13.792461,14.081548000000002,14.366007999999999
33-2802518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.215126,0.534695,0.8410989999999999,0.910425,1.246165,1.6401720000000002,2.76838,3.2143349999999997,3.70361,3.7903800000000003,4.310872,4.440176,4.746768,4.99038,5.301969000000001,5.645474,5.3879410000000005,5.080255999999999,5.05962,5.528455,5.904787000000001,6.40644,6.7335259999999995,6.9858910000000005,7.156581,7.325285000000001,7.8463020000000006,7.956794,8.256772999999999,8.591978,8.71462,9.095704,9.557798,9.994311,10.231573,10.558474,10.730619,11.046178999999999,11.389164,11.524780999999999,11.943187,11.479599,12.221611,13.117731,13.5975,13.886586999999999,14.171047
34-2802493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.319569,0.625973,0.8565389999999999,1.192279,1.586286,2.7144939999999997,3.1604490000000003,3.649724,3.7364940000000004,4.256986,4.38629,4.692882,4.936494000000001,5.248083,5.5334010000000005,5.172815,4.865130000000001,4.844494,5.314329,5.689661,6.190314,6.5174,6.769765,6.941455,7.1101589999999995,7.631175999999999,7.741669,8.040647,8.376852,8.499494,8.880578,9.342673,9.779185,10.016447,10.343347999999999,10.515493,10.831053,11.174038000000001,11.309655000000001,11.728061,11.264472999999999,12.006485000000001,12.902605,13.382373999999999,13.671460999999999,13.955921
35-2802471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.308404,0.53897,0.87471,1.268717,2.396925,2.84288,3.332155,3.418925,3.9394169999999997,4.068721,4.375312999999999,4.618925,4.930514,5.215832,4.855246,4.547561,4.526925,4.99676,5.373092,5.872745,6.200831,6.453196,6.622886,6.79259,7.313607000000001,7.4251,7.7240779999999996,8.059283,8.181925,8.563009,9.025103999999999,9.461616000000001,9.698878,10.025779,10.197924,10.513484,10.856469,10.992086,11.410492,10.946904,11.688916,12.585036,13.064805,13.353892000000002,13.638352
36-2805716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.230566,0.5663060000000001,0.960313,2.088521,2.5344759999999997,3.023751,3.110521,3.631013,3.7603169999999997,4.066909,4.310521,4.62211,4.965615000000001,5.0198,4.712115,4.691479,5.161314,5.537646,6.038298999999999,6.365385,6.61675,6.78844,6.957144,7.478161,7.588653,7.887632000000001,8.223837,8.346478999999999,8.727563,9.189657,9.62617,9.863432000000001,10.190333,10.362478,10.678038,11.021023,11.15664,11.575046,11.111458,11.85347,12.74959,13.229359,13.518445999999999,13.802906
37-2802464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33574,0.729747,1.857955,2.3039099999999997,2.793184,2.879955,3.400447,3.529751,3.8363419999999997,4.079955,4.391544000000001,4.735049,5.0956339999999996,4.942680999999999,4.922045,5.3918800000000005,5.768212,6.268865,6.594950999999999,6.847316,7.019006,7.186710000000001,7.7087270000000006,7.82022,8.119197999999999,8.455403,8.577045,8.958129,9.420223,9.856736,10.093998,10.420899,10.593044,10.908603999999999,11.251589,11.387205999999999,11.805612,11.342024,12.084036,12.980156,13.459925,13.749011999999999,14.033472
38-2802451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39400799999999997,1.524216,1.97017,2.459445,2.546216,3.066707,3.196012,3.5026029999999997,3.7462160000000004,4.057804,4.4013089999999995,4.761895,5.06958,5.257785,5.726619,6.009383000000001,6.510035,6.852121,7.104487,7.275177,7.44488,7.965897999999999,8.154959,8.454938,8.790142,8.912785000000001,9.293868,9.755963000000001,10.192475,10.429737,10.756639,10.928784,11.244344,11.587328999999999,11.722945,12.141352000000001,11.677763,12.419775,13.315895000000001,13.795664000000002,14.007182,14.291642999999999
39-2802426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.130208,1.576163,2.065438,2.1522080000000003,2.6727,2.802004,3.108595,3.352208,3.663797,4.007301999999999,4.3678870000000005,4.675572,5.075208,5.473374,5.614375,6.115028,6.459114,6.711479,6.882169,7.050872999999999,7.57189,8.104383,8.403361,8.739566,8.968208,9.349292,9.811386,10.248899,10.485161,10.813062,10.920207000000001,11.237767,11.579752000000001,11.715369,12.193775,11.730186999999999,12.472199,13.368319,13.848088,13.612175,13.896635
40-2803019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44595500000000005,0.9352290000000001,1.022,1.542492,1.7787959999999998,2.085387,2.329,2.640589,2.984094,3.344679,3.652364,4.052,4.450165,4.592167,5.09282,5.435906,5.687271,5.859961,6.028665,6.549682,7.082174,7.381153,7.715358,7.944,8.325084,8.788178,9.225691000000001,9.461953,9.789854,9.897999,10.213559,10.557544,10.693161,11.170567,10.706978999999999,11.448991,12.345111,12.82488,12.589967,12.874427
41-2802965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.489275,0.8750459999999999,1.395537,1.662842,1.9694330000000002,2.213046,2.503634,2.847139,3.207725,3.5154099999999997,3.915046,4.3122110000000005,4.455213,4.955866,5.298952,5.5523169999999995,5.722007,5.8907110000000005,6.411728,6.94422,7.243199000000001,7.579403999999999,7.808046000000001,8.19013,8.651224000000001,9.087736999999999,9.324997999999999,9.6519,9.762045,10.077605,10.41959,10.554207,11.257613000000001,10.794025,11.536037,12.432157,12.911925,12.452012,12.737473
42-2802959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.386771,0.9072620000000001,1.174567,1.481158,1.7247709999999998,2.036359,2.379864,2.74045,3.048135,3.447771,3.845936,3.9879379999999998,4.48859,4.832676,5.084042,5.254732,5.423436,5.944453,6.476945,6.775924000000001,7.113128,7.340771000000001,7.721855000000001,8.184949000000001,8.620462,8.858723,9.184625,9.29477,9.60933,9.952314999999999,10.088932000000002,10.769338000000001,10.30575,11.047761999999999,11.943881,12.42365,11.984736999999999,12.270197999999999
43-2802964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.520492,0.787796,1.094387,1.338,1.649589,1.993094,2.353679,2.661364,3.0610000000000004,3.459165,3.601167,4.10182,4.445906,4.698271,4.868961,5.0376650000000005,5.557682,6.091175,6.390153,6.725358,6.955,7.335083999999999,7.797178,8.233691,8.470953,8.797854,8.907999,9.222559,9.565544000000001,9.701161,10.382567,9.918979,10.660991000000001,11.557111,12.03688,11.598967,11.883427000000001
44-2802971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.268305,0.574896,0.818509,1.130097,1.473602,1.8341880000000002,2.141873,2.541509,2.9386740000000002,3.081676,3.581328,3.924414,4.17778,4.34847,4.516173,5.038191,5.569683,5.8686620000000005,6.206866000000001,6.433509,6.8145929999999995,7.277686999999999,7.7142,7.9524610000000004,8.278363,8.388508,8.702067999999999,9.045053,9.181669,9.863076,9.399486999999999,10.1415,11.037619,11.517388,11.079475,11.363936
45-2802954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.306591,0.551204,0.862793,1.2062979999999999,1.566883,1.874568,2.274204,2.671369,2.813371,3.314024,3.6581099999999998,3.910475,4.080165,4.249869,4.770886,5.3033779999999995,5.601357,5.938562,6.167204,6.548287999999999,7.0093820000000004,7.445895,7.6831570000000005,8.010058,8.121203,8.434763,8.778748,8.914365,9.644637,9.281183,10.023195,10.919315,11.386825,10.811171,11.095631
46-2802913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.244613,0.5562010000000001,0.8997059999999999,1.260292,1.567977,1.967613,2.3657779999999997,2.50778,3.008433,3.352519,3.6048839999999998,3.774574,3.943278,4.465294999999999,4.996787,5.296766000000001,5.631971,5.860613,6.241697,6.704791,7.1403039999999995,7.378564999999999,7.704467,7.8146119999999994,8.129172,8.473157,8.608774,9.339046000000002,8.974592,9.716604,10.612724,11.081233000000001,10.505579,10.79004
47-2805151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.321589,0.665094,1.025679,1.333364,1.733,2.131166,2.273167,2.77382,3.117906,3.370271,3.539961,3.709665,4.230682,4.763175,5.0621529999999995,5.3973580000000005,5.627000000000001,6.008083999999999,6.470179,6.906691,7.142952999999999,7.469854,7.579999000000001,7.8955589999999995,8.238544000000001,8.374161,9.104433,8.739979,9.481991,10.378111,10.846621,10.270967,10.555427
48-2802862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.343505,0.704091,1.011776,1.4194120000000001,1.809577,1.9515790000000002,2.452232,2.796318,3.048683,3.219373,3.3880769999999996,3.909094,4.441586,4.740565,5.07677,5.3054120000000005,5.686496,6.14859,6.585103,6.822365,7.149266000000001,7.258411,7.573971,7.916956,8.052572999999999,8.782845,8.504391,9.247403,10.143523,10.525033,9.949378999999999,10.233839
49-2802829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.363586,0.671271,1.078907,1.548742,1.9250740000000002,2.425727,2.768813,3.022178,3.192868,3.3615720000000002,3.882589,4.381081,4.68006,5.016265,5.214907,5.595991000000001,6.058085,6.494598000000001,6.73186,7.058761,7.197906,7.513466,7.856451,7.992068,8.627474000000001,8.163886,8.905897999999999,9.802017999999999,10.281786,9.922874,10.207334
50-2802814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307685,0.718321,1.1871559999999999,1.563488,2.064141,2.408227,2.660592,2.831282,2.998986,3.520003,4.021495,4.319474,4.655679,4.854321,5.235405,5.697499,6.134012,6.371273,6.698175,6.83732,7.15388,7.495864999999999,7.631482000000001,8.266888,7.8033,8.545312,9.441432,9.9212,9.561287,9.845748
51-2802801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41063599999999995,0.8804709999999999,1.2568030000000001,1.7574560000000001,2.101542,2.353907,2.524597,2.693301,3.214318,3.71381,4.012789,4.348994,4.547636,4.928719999999999,5.390814,5.8273269999999995,6.064589,6.39149,6.530635,6.846195,7.18918,7.324797,7.960203,7.496614999999999,8.238627000000001,9.134747,9.614516,9.254603,9.539063
52-2802783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46883500000000006,0.845167,1.34582,1.6899060000000001,1.941271,2.112961,2.280665,2.801682,3.335175,3.633153,3.969358,4.199,4.579084,5.042178,5.477691,5.7149529999999995,6.042854,6.151999,6.466558999999999,6.810544,6.946161,7.675433,7.475979,8.217991,9.114111,9.418621,8.842967,9.127427
53-2802757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.376332,0.876985,1.220071,1.472437,1.6431259999999999,1.8118299999999998,2.332848,2.86534,3.164319,3.5005230000000003,3.729165,4.110249,4.572344,5.008856,5.246118,5.57302,5.682165,5.997725,6.3407089999999995,6.476326,7.206598,7.360144,7.770156,8.666276,8.949786,8.374132000000001,8.658593
54-2802738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.500653,0.8447389999999999,1.0961040000000002,1.266794,1.435498,1.9565150000000002,2.489007,2.787986,3.124191,3.3528330000000004,3.733917,4.196011,4.632524,4.869786,5.196687,5.305832,5.621392,5.964377,6.099994000000001,6.830266,6.9838119999999995,7.393824,8.289944,8.573454,7.9978,8.28226
55-2802728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.344086,0.5964520000000001,0.767142,0.935845,1.456863,1.989355,2.288334,2.6245380000000003,2.85318,3.234264,3.6963589999999997,4.132871,4.370133,4.697035,4.80618,5.12174,5.464725,5.600341,6.330613,6.484159,6.894171000000001,7.790291000000001,8.073801,7.498147,7.782608
56-2802721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.252366,0.42305600000000004,0.591759,1.1127770000000001,1.6452689999999999,1.944248,2.280452,2.509095,2.8901790000000003,3.3522730000000003,3.788785,4.026047,4.352949,4.4620940000000004,4.777654,5.120639,5.256255,5.986527,6.140073,6.550085,7.446205,7.925974000000001,7.515872,7.800333
57-2802123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17069,0.33939400000000003,0.860411,1.392903,1.6918819999999999,2.0280869999999998,2.256729,2.637813,3.099907,3.5364199999999997,3.773682,4.100583,4.209728,4.525288,4.868273,5.00389,5.734162,5.887708,6.29772,7.19384,7.673609,7.6816960000000005,7.966156
58-2802116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.168704,0.689721,1.222213,1.521192,1.8573970000000002,2.086039,2.467123,2.929217,3.36573,3.602992,3.929893,4.039038,4.354598,4.697583,4.8332,5.563472,5.717018,6.12703,7.02315,7.502919,7.511006,7.796466000000001
59-2802112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.521018,1.05351,1.352489,1.688693,1.9173360000000002,2.29842,2.760514,3.197027,3.4342879999999996,3.76119,3.870335,4.1858949999999995,4.52888,4.664497,5.394769,5.5483150000000006,5.958327,6.854446,7.3342149999999995,7.343302,7.627763000000001
60-2802094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.533492,0.832471,1.168676,1.397318,1.778402,2.240496,2.677009,2.914271,3.241172,3.350317,3.6658769999999996,4.008862000000001,4.1444790000000005,4.874751,5.028297,5.438308999999999,6.334429,6.814197,6.823285,7.106745
61-2802067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.298979,0.635184,0.863826,1.24491,1.7070040000000002,2.1435169999999997,2.380779,2.70768,2.879825,3.195385,3.5383699999999996,3.6739870000000003,4.404259,4.494805,4.967817,5.863937,6.343705,6.351793,6.636253
62-2802056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33620500000000003,0.564847,0.945931,1.408025,1.844538,2.0818,2.4087009999999998,2.5808459999999998,2.8964060000000003,3.239391,3.3750080000000002,4.1052800000000005,4.195826,4.668838,5.564958,6.044726,6.052814,6.337274
63-2802050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22864299999999999,0.609727,1.071821,1.508334,1.745595,2.0724970000000003,2.244642,2.560202,2.903187,3.0388040000000003,3.769076,3.8596220000000003,4.332634,5.228753,5.708522,5.716609,6.0010699999999995
64-2802046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38308400000000004,0.8451780000000001,1.281691,1.518953,1.845854,2.132001,2.537559,2.880544,3.016161,3.746433,3.632979,4.309991,5.206111,5.68588,5.693967,5.979426999999999
65-2802029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46409399999999995,0.9006069999999999,1.137869,1.4647700000000001,1.7509169999999998,2.198475,2.54146,2.677077,3.407349,3.251895,3.970907,4.867026999999999,5.346796,5.92245,6.359511
66-2802013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.436513,0.673774,1.0006760000000001,1.286823,1.7343810000000002,2.077366,2.2129830000000004,2.9432549999999997,2.787801,3.5068129999999997,4.402933,4.882701,5.458355,6.008749
67-2801989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.237262,0.564163,0.85031,1.297868,1.640853,1.77647,2.506742,2.6146700000000003,3.0703,3.96642,4.4461889999999995,5.021843,5.572236
68-2801958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.326902,0.613049,1.060607,1.403592,1.539209,2.2694810000000003,2.745069,2.833039,3.729158,4.208927,4.784581,5.334975
69-2801948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.286147,0.733705,1.07669,1.212307,1.942579,2.418167,2.506137,3.402257,3.882025,4.45768,5.008073
70-2801942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.447558,0.790543,0.92616,1.656432,2.132021,2.21999,3.11611,3.595879,4.171533,4.721926
71-2801921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.342985,0.478602,1.208874,1.684462,1.772432,2.668552,3.14832,3.723975,4.274368
72-2801927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13561700000000002,0.8658889999999999,1.348478,1.436447,2.3325669999999996,2.812336,3.3879900000000003,3.938383
73-2801924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.730272,1.212861,1.30083,2.19695,2.676719,3.252373,3.8027660000000005
74-2801916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48258900000000005,0.570558,1.4666780000000001,1.946447,2.5221009999999997,3.072494
75-2801925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.761012,1.657132,2.136901,2.712555,3.2629490000000003
76-2801908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.89612,1.417889,1.993543,2.543936
77-2801715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5217689999999999,1.097423,1.6478169999999999
78-2801690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.575654,1.126048
79-2803662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5533939999999999
80-2800164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
