순번_정류장ID,1-2805805,2-2801377,3-2801392,4-2801397,5-2801410,6-2801427,7-2801443,8-2801471,9-2801475,10-2801505,11-2801535,12-2801532,13-2801571,14-2801641,15-2801649,16-2801651,17-2804430,18-2805803,19-2805806,20-2804915,21-2807213,22-2805602,23-2805807,24-2805603,25-2805808,26-2801678,27-2801183,28-2801685,29-2801169,30-2805307,31-2801700,32-2801706,33-2801713,34-2801728,35-2801737
1-2805805,0,0.203899,0.45041099999999995,0.485412,0.50865,0.6218670000000001,0.8280209999999999,1.052717,1.204178,1.482982,1.864206,1.722549,1.7329729999999999,2.323805,2.709603,2.801281,3.093449,3.3444,3.744877,3.451656,3.247456,3.479875,3.300521,3.1599169999999996,2.925335,2.845329,3.015933,3.1459189999999997,3.252564,3.4182360000000003,3.542614,3.7623010000000003,3.9501779999999997,4.09593,4.36696
2-2801377,,0,0.24651199999999998,0.376689,0.568394,0.681611,0.8877649999999999,1.1124610000000001,1.263923,1.542726,1.660307,1.51865,1.529074,2.1199060000000003,2.505704,2.597382,2.88955,3.140501,3.540978,3.2477560000000003,3.043557,3.275976,3.096622,2.956018,2.721435,2.6414299999999997,2.812034,3.069182,3.2993080000000004,3.4639800000000003,3.5893589999999995,3.809045,3.9959230000000003,4.154675,4.425705000000001
3-2801392,,,0,0.130177,0.321882,0.43509899999999996,0.641253,0.865949,1.017411,1.296215,1.514974,1.373317,1.3837409999999999,1.974573,2.3603709999999998,2.452049,2.7442159999999998,2.995168,3.3956440000000003,3.102423,2.8982240000000004,3.130643,2.951289,2.810685,2.576102,2.4960970000000002,2.6667,2.923849,3.066797,3.231468,3.356847,3.574533,3.761411,3.909163,4.179193
4-2801397,,,,0,0.191705,0.30492199999999997,0.511076,0.735772,0.887234,1.166038,1.56185,1.503494,1.513917,2.104749,2.4905470000000003,2.582226,2.874393,3.1253439999999997,3.525821,3.2326,3.0284009999999997,3.2608200000000003,3.081466,2.940862,2.706279,2.626274,2.796877,2.829975,2.93662,3.100291,3.22567,3.445356,3.633234,3.778986,4.050016
5-2801410,,,,,0,0.11321700000000001,0.319371,0.544067,0.695529,0.974333,1.3701450000000002,1.442256,1.45268,2.0435119999999998,2.4293099999999996,2.520989,2.813156,3.064107,3.4645839999999994,3.171363,2.967164,3.199582,3.020229,2.879625,2.6450419999999997,2.565036,2.73564,2.6472700000000002,2.753915,2.919587,3.0449650000000004,3.2646509999999997,3.4515290000000003,3.5972809999999997,3.8683110000000003
6-2801427,,,,,,0,0.206154,0.43085,0.5823119999999999,0.861116,1.256928,1.3290389999999999,1.3394629999999998,1.930295,2.316093,2.407771,2.699939,2.9508900000000002,3.3513669999999998,3.058146,2.853946,3.0863650000000002,2.907012,2.766407,2.531825,2.451819,2.622423,2.535053,2.641698,2.805369,2.930748,3.150434,3.338312,3.483064,3.7540940000000003
7-2801443,,,,,,,0,0.224696,0.376158,0.654961,1.0507739999999999,1.1228850000000001,1.1333090000000001,1.724141,2.109939,2.2016169999999997,2.493785,2.744736,3.145213,2.8519919999999996,2.647792,2.880211,2.700857,2.560253,2.32567,2.2456650000000002,2.416269,2.341899,2.4495430000000002,2.6132150000000003,2.739594,2.95828,3.1461580000000002,3.29091,3.56294
8-2801471,,,,,,,,0,0.15146199999999999,0.430266,0.8260780000000001,0.8981889999999999,0.9086129999999999,1.4994450000000001,1.885243,1.976922,2.269089,2.5200400000000003,2.920517,2.627296,2.4230970000000003,2.6555150000000003,2.476162,2.335557,2.100975,2.020969,2.191573,2.117203,2.223848,2.388519,2.5138979999999997,2.733584,2.920462,3.066214,3.337244
9-2801475,,,,,,,,,0,0.278804,0.674616,0.8162729999999999,0.965151,1.555983,1.9417810000000002,2.03346,2.325627,2.576578,2.977055,2.683834,2.479635,2.712054,2.5327,2.392096,2.1575130000000002,2.0775080000000004,2.223889,1.966741,2.073386,2.238058,2.363436,2.583123,2.77,2.915752,3.186782
10-2801505,,,,,,,,,,0,0.395813,0.537469,0.7693479999999999,1.36018,1.7459779999999998,1.8376560000000002,2.129823,2.380775,2.781252,2.4880299999999997,2.283831,2.51625,2.336896,2.1962919999999997,1.961709,1.881704,1.9690860000000001,1.7119369999999998,1.818582,1.983254,2.108632,2.328319,2.515197,2.660949,2.931978
