순번_정류장ID,53-2803132,54-2803135,55-2803124,56-2805595,57-2803123,58-2803131,59-2803137,60-2805441,61-2802629,62-2802719,63-2802709,64-2802703,65-2802693,66-2802688,67-2802684,68-2802681,69-2802676,70-2802670,71-2802023,72-2801985,73-2801806,74-2801954,75-2801957,76-2801963,77-2801978,78-2801975,79-2801972,80-2801991,81-2802003,82-2802033,83-2802057,84-2802105,85-2802127,86-2802109,87-2802087,88-2804799,89-2802048,90-2801823,91-2802110,92-2801894,93-2801896,94-2801893,95-2806425,96-2801852,97-2806772,98-2806513,99-2807111,100-2806771,101-2806429,102-2805649,103-2805906,104-2806422
63-2802709,,,,,,,,,,,0,0.49686,0.8943629999999999,1.12314,1.3593819999999999,1.563771,1.851905,2.339467,2.831213,3.2880480000000003,3.512565,4.034059,4.493208,4.779417,5.322680999999999,5.686725,6.019712999999999,6.475204,6.8556610000000004,7.391655,7.529016,7.809158999999999,8.322667,8.420466000000001,8.396336,8.697389,8.771358,9.224713000000001,9.552644,9.746081,9.961708,10.276624,10.402941,10.215467,9.810388,9.750784,10.049141,10.42848,10.805793,11.422452,11.515635000000001,11.857057000000001
64-2802703,,,,,,,,,,,,0,0.397503,0.6262810000000001,0.8625219999999999,1.067912,1.3560450000000002,1.843607,2.335354,2.792188,3.016705,3.5382,3.997348,4.283557,4.826821,5.190866000000001,5.523854,5.9793449999999995,6.396801,6.932796000000001,7.070156,7.4493,7.962807000000001,8.060606,8.035476,8.337530000000001,8.311498,8.764854,9.093784,9.286222,9.502849000000001,9.816765,9.978081,9.821607,9.772528,9.712925,10.012282,10.391621,10.767933,11.387592999999999,11.477775999999999,11.820198
65-2802693,,,,,,,,,,,,,0,0.228777,0.46501899999999996,0.670409,0.958542,1.446104,1.9378509999999998,2.394685,2.619202,3.1406970000000003,3.5998449999999997,3.886054,4.429318,4.793362999999999,5.1263510000000005,5.581842,5.9992980000000005,6.535293,6.6726529999999995,7.0517970000000005,7.565303999999999,7.6631029999999996,7.637973,7.940027000000001,7.913995,8.36735,8.696280999999999,8.888719,9.105346,9.419261,9.579578,9.424104,9.375025,9.315421,9.614778999999999,9.994117999999999,10.37043,10.990089999999999,11.081272,11.422695
66-2802688,,,,,,,,,,,,,,0,0.236242,0.44163100000000005,0.729765,1.217327,1.7090740000000002,2.1659080000000004,2.390425,2.9119200000000003,3.371068,3.6572769999999997,4.200541,4.564586,4.897573,5.353065,5.770521,6.306515,6.443876,6.823019,7.336527,7.4343259999999995,7.409196000000001,7.71125,7.685217999999999,8.138573,8.467504,8.659941,8.876569,9.190484,9.350800999999999,9.195327,9.146248,9.086644,9.386001,9.765341000000001,10.141653,10.761313000000001,10.851495,11.194918
67-2802684,,,,,,,,,,,,,,,0,0.205389,0.49352299999999993,0.981085,1.472832,1.9296659999999999,2.154183,2.675677,3.134826,3.421035,3.964299,4.328344,4.661331,5.116822,5.534279,6.070273,6.207634,6.5867770000000005,7.100285,7.198084,7.172953999999999,7.475008,7.448975999999999,7.902330999999999,8.231262,8.423699000000001,8.640326,8.954242,9.115559,8.959085,8.910006,8.850402,9.149759,9.529099,9.905411,10.524071000000001,10.616253,10.956676
68-2802681,,,,,,,,,,,,,,,,0,0.288134,0.775696,1.267442,1.724277,1.948794,2.470288,2.929437,3.215646,3.7589099999999998,4.122954,4.455941999999999,4.911433000000001,5.32889,5.864884,6.002244999999999,6.381387999999999,6.894896000000001,6.992694999999999,6.967565,7.2696190000000005,7.243587,7.696942,8.025872999999999,8.21831,8.434937,8.748853,8.910169999999999,8.753696000000001,8.704616999999999,8.645013,8.94437,9.32371,9.700022,10.320681,10.411864,10.753286
69-2802676,,,,,,,,,,,,,,,,,0,0.487563,0.979309,1.436143,1.6606599999999998,2.182155,2.6413029999999997,2.9275130000000003,3.4707760000000003,3.834821,4.167808999999999,4.6233,5.040756,5.576751,5.714111,6.093255,6.606762,6.704561,6.679431,6.981485,6.955452999999999,7.408809,7.737739,7.9301770000000005,8.146804,8.46072,8.621036,8.465563000000001,8.416483,8.35688,8.656236999999999,9.035575999999999,9.411889,10.032548,10.124731,10.465152999999999
70-2802670,,,,,,,,,,,,,,,,,,0,0.49174700000000005,0.9485809999999999,1.173098,1.694593,2.153741,2.43995,2.983214,3.3472589999999998,3.680247,4.135738,4.553194,5.089189,5.2265489999999994,5.605693,6.1192,6.2169989999999995,6.1918690000000005,6.493923000000001,6.467891000000001,6.921246000000001,7.250177000000001,7.442614999999999,7.659242,7.973158,8.133474,7.978,7.928921000000001,7.869317,8.168675,8.548014,8.924325999999999,9.542986,9.636169,9.976591
71-2802023,,,,,,,,,,,,,,,,,,,0,0.45683500000000005,0.6813520000000001,1.2028459999999999,1.6619950000000001,1.948204,2.4914680000000002,2.855512,3.1885,3.643991,4.061448,4.597442,4.734803,5.113946,5.627454,5.7252529999999995,5.7001230000000005,6.002177,5.976145,6.4295,6.758431,6.950867999999999,7.167495,7.4814110000000005,7.641728,7.486254,7.437175,7.3775710000000005,7.676928,8.056268,8.43258,9.105761,9.142422,9.485844
72-2801985,,,,,,,,,,,,,,,,,,,,0,0.238517,0.760012,1.21916,1.50537,2.048633,2.412678,2.745666,3.201157,3.618614,4.1546080000000005,4.291969,4.671112,5.1846190000000005,5.282418,5.257288,5.559342,5.533311,5.9866660000000005,6.315596,6.508033999999999,6.724661,7.038577,7.198894,7.043419999999999,6.994339999999999,6.934736999999999,7.234094,7.613433000000001,7.989746,8.662927,8.700588,9.04301
73-2801806,,,,,,,,,,,,,,,,,,,,,0,0.5214949999999999,0.980643,1.266852,1.810116,2.1741610000000002,2.507149,2.96264,3.380096,3.916091,4.053451,4.432595,4.946102,5.043901,5.018771,5.320825,5.294793,5.7481480000000005,6.077079,6.269517,6.486144,6.80006,6.960375999999999,6.804902,6.7558229999999995,6.696219,6.995577000000001,7.374916000000001,7.751228,8.424408999999999,8.462071,8.805492999999998
74-2801954,,,,,,,,,,,,,,,,,,,,,,0,0.47714799999999996,0.763358,1.306622,1.670666,2.003654,2.459145,2.876602,3.4125959999999997,3.549957,3.9291,4.442607,4.540406,4.515276999999999,4.81733,4.7912989999999995,5.244654,5.573583999999999,5.766022,5.982648999999999,6.296565,6.457882,6.301408,6.2523290000000005,6.192725,6.492082,6.871421000000001,7.2477339999999995,7.920914999999999,7.960576,8.299998
75-2801957,,,,,,,,,,,,,,,,,,,,,,,0,0.28620999999999996,0.8294729999999999,1.193518,1.526506,1.981997,2.399454,2.935448,3.072808,3.4519519999999995,3.9654589999999996,4.063258,4.0381279999999995,4.3401819999999995,4.31415,4.767506,5.096436,5.288874,5.505501000000001,5.819417,5.980734,5.82426,5.775180000000001,5.715577,6.014933999999999,6.394273,6.770586,7.443767,7.483428,7.82485
76-2801963,,,,,,,,,,,,,,,,,,,,,,,,0,0.5432640000000001,0.907309,1.2402959999999998,1.695788,2.113244,2.649238,2.7865990000000003,3.165742,3.67925,3.777049,3.7519190000000004,4.053973,4.027941,4.4812959999999995,4.810226999999999,5.002664,5.219292,5.533207,5.693524,5.53805,5.488971,5.429367,5.728725,6.108064,6.484376,7.157557000000001,7.195218,7.536641
77-2801978,,,,,,,,,,,,,,,,,,,,,,,,,0,0.365045,0.698033,1.153524,1.5709799999999998,2.106975,2.244335,2.623479,3.1369860000000003,3.234785,3.209655,3.5117089999999997,3.4856769999999995,3.9390330000000002,4.267963,4.460401,4.677028,4.990944,5.15126,4.995786,4.946707,4.887103,5.186461,5.5658,5.942112,6.615292999999999,6.651955,6.996377000000001
78-2801975,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.332988,0.788479,1.2059360000000001,1.74193,1.879291,2.258434,2.7719419999999997,2.869741,2.844611,3.146664,3.120633,3.573988,3.902918,4.095356,4.311983000000001,4.6258989999999995,4.7862160000000005,4.630742,4.581663,4.522059,4.821416,5.200755,5.577068,6.250249,6.28691,6.630332000000001
79-2801972,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.455491,0.872948,1.408942,1.546303,1.925446,2.4389540000000003,2.536753,2.511623,2.8136759999999996,2.787645,3.241,3.569931,3.762368,3.978995,4.292911,4.454228,4.297754,4.248675,4.189071,4.488428,4.867768,5.24408,5.917261,5.955922,6.298344
80-2801991,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41745699999999997,0.953451,1.0908120000000001,1.469955,1.9834619999999998,2.081261,2.056132,2.3581849999999998,2.332154,2.7855090000000002,3.114439,3.3068769999999996,3.523504,3.83742,3.998737,3.8422629999999995,3.7931839999999997,3.7335800000000003,4.032937,4.412276,4.788589,5.46177,5.4994309999999995,5.8418529999999995
81-2802003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.536994,0.674355,1.053498,1.567006,1.6648049999999999,1.639675,1.941729,1.9156970000000002,2.369052,2.6979830000000002,2.89042,3.107047,3.4209629999999995,3.5812800000000005,3.4258059999999997,3.376727,3.3171230000000005,3.61648,3.9958199999999997,4.372132,5.045313,5.081974,5.4233970000000005
82-2802033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13736099999999998,0.516504,1.0300120000000001,1.1278110000000001,1.102681,1.404734,1.7874130000000001,2.2930580000000003,2.621989,2.8144259999999997,3.031053,3.3449690000000003,3.432286,3.245812,2.8397330000000003,2.780129,3.079486,3.458825,3.8351379999999997,4.508319,4.54798,4.889402
83-2802057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.379144,0.892651,0.99045,0.9653200000000001,1.267374,1.650053,2.155697,2.484628,2.677066,2.893693,3.207608,3.294925,3.1084509999999996,2.702372,2.6427680000000002,2.942126,3.3214650000000003,3.697777,4.370958,4.409619999999999,4.750042
84-2802105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6474,0.745199,0.720069,1.022122,1.404802,1.9104459999999999,2.239377,2.431814,2.648441,2.962357,2.915782,2.729308,2.323229,2.263625,2.562983,2.9423220000000003,3.318634,3.9918150000000003,4.0314760000000005,4.370899
85-2802127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.323294,0.530669,0.832723,1.215402,1.7210470000000002,2.049977,2.2424150000000003,2.4590419999999997,2.772958,2.9332740000000004,2.761707,2.355628,2.296025,2.595382,2.9747209999999997,3.351034,4.024214,4.060876,4.405298
86-2802109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.207375,0.509429,0.892108,1.397753,1.7266830000000002,1.9191209999999999,2.135748,2.449664,2.61098,2.4545060000000003,2.524078,2.606824,2.906181,3.2855199999999996,3.6118330000000003,4.285012999999999,4.217675,4.558097
87-2802087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.302054,0.684733,1.1903780000000002,1.519308,1.711746,1.928373,2.242289,2.402606,2.247132,2.316703,2.399449,2.6988060000000003,3.078145,3.404458,4.077639,4.0103,4.3517220000000005
88-2804799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.382679,0.888324,1.217254,1.409692,1.626319,1.940235,2.101552,1.9450779999999999,2.0146490000000004,2.097395,2.396752,2.776091,3.102404,3.775585,3.708246,4.049668
89-2802048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.505645,0.834575,1.027013,1.2436399999999999,1.557556,1.717873,1.5623989999999999,1.6319700000000001,1.714716,2.014073,2.393412,2.719725,3.392906,3.325567,3.6659889999999997
90-2801823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.328931,0.5283680000000001,0.744995,1.0589110000000002,1.219228,1.063754,1.133326,1.216071,1.515428,1.8947669999999999,2.2210799999999997,2.894261,2.826922,3.167344
91-2802110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.199438,0.41606499999999996,0.729981,0.8902979999999999,0.734824,0.804395,0.887141,1.186498,1.5658370000000001,1.89215,2.565331,2.4969919999999997,2.8384139999999998
92-2801894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.216627,0.530543,0.69086,0.626386,0.695958,0.7787029999999999,1.07806,1.449865,1.692712,2.3658930000000002,2.297554,2.638976
93-2801896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.319916,0.48023299999999997,0.589251,0.754321,0.837066,1.136423,1.2392379999999998,1.482085,2.155266,2.086927,2.429349
94-2801893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28286100000000003,0.47133500000000006,0.883415,0.96616,1.265517,0.919322,1.162169,1.83535,1.767011,2.109433
95-2806425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.188474,0.600553,0.683299,0.982656,0.7950050000000001,1.037852,1.7110330000000002,1.6426939999999999,1.984116
96-2801852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41408,0.496825,0.796182,0.9834790000000001,1.226326,1.899507,1.8311680000000001,2.1735900000000004
97-2806772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.09074600000000001,0.39010300000000003,0.769442,1.1457549999999999,1.8189349999999997,1.8575970000000002,2.198019
98-2806513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29935700000000004,0.678697,1.055009,1.7281900000000001,1.7678509999999998,2.109273
99-2807111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.379339,0.755652,1.428833,1.465494,1.806916
100-2806771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.376313,1.0494940000000001,1.086155,1.427577
101-2806429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.674181,1.3300020000000001,1.6714240000000002
102-2805649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.684661,1.026084
103-2805906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.341422
104-2806422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
