순번_정류장ID,21-2803181,22-2803254,23-2803263,24-2803276,25-2802859,26-2802909,27-2802620,28-2803036,29-2803038,30-2802500,31-2802528,32-2802507,33-2802502,34-2804972,35-2802492,36-2802478,37-2802469,38-2802465
21-2803181,0,0.351743,1.033393,1.493331,1.7305849999999998,2.232103,2.599662,4.264648,4.735762,5.401024,6.251772,6.042265,6.154980999999999,6.306432,6.497766,6.161532,6.0723650000000005,6.224988
22-2803254,,0,0.681651,1.1415879999999998,1.378842,1.8803599999999998,2.247919,3.9129050000000003,4.383019,5.049282,5.90003,5.6905220000000005,5.803239,5.95469,6.146024,5.8097900000000005,5.7206220000000005,5.873245
23-2803263,,,0,0.459938,0.697192,1.19871,1.5662690000000001,3.231255,3.702369,4.367632,5.219379,5.008872,5.121589,5.27404,5.464373999999999,5.128139,5.038972,5.1915949999999995
24-2803276,,,,0,0.237254,0.737772,1.106331,2.771317,3.2424310000000003,3.908694,4.759442,4.547934,4.6606510000000005,4.813102,5.004436,4.668202,4.579035,4.731657
25-2802859,,,,,0,0.500518,0.869077,2.534063,3.004177,3.6694400000000003,4.520188,4.31168,4.424397,4.576848,4.767182,4.430947,4.34178,4.494403
26-2802909,,,,,,0,0.39155999999999996,2.055545,2.526659,3.1929220000000003,4.04367,4.219162,4.331879,4.48433,4.674664,4.829635,4.740467,4.89309
27-2802620,,,,,,,0,1.664986,2.1361,2.8013630000000003,3.652111,3.827603,3.94032,4.091771,4.283105,4.59687,4.507703,4.660326
28-2803036,,,,,,,,0,0.47111499999999995,1.137377,1.988125,2.163618,2.276335,2.4277849999999996,2.619119,2.989821,3.182718,3.3353410000000006
29-2803038,,,,,,,,,0,0.666263,1.517011,1.692504,1.805221,1.9566709999999998,2.149005,2.518707,2.711604,2.865227
30-2802500,,,,,,,,,,0,0.850748,1.026241,1.138958,1.291408,1.4817420000000001,1.852444,2.045341,2.197964
31-2802528,,,,,,,,,,,0,0.25796399999999997,0.48221,0.63466,0.825994,1.196696,1.389593,1.542216
32-2802507,,,,,,,,,,,,0,0.224246,0.375697,0.5670310000000001,0.937733,1.13063,1.283252
33-2802502,,,,,,,,,,,,,0,0.152451,0.343785,0.714487,0.907384,1.060006
34-2804972,,,,,,,,,,,,,,0,0.192334,0.563036,0.755933,0.9085549999999999
35-2802492,,,,,,,,,,,,,,,0,0.373702,0.566599,0.719221
36-2802478,,,,,,,,,,,,,,,,0,0.192897,0.34552
37-2802469,,,,,,,,,,,,,,,,,0,0.15862300000000001
38-2802465,,,,,,,,,,,,,,,,,,0
