순번_정류장ID,49-2804554,50-2804552,51-2804550,52-2804548,53-2804072,54-2804545,55-2804546,56-2804068,57-2804542,58-2804540,59-2804538,60-2804536,61-2804065,62-2800297,63-2800261,64-2803997,65-2800290,66-2800289,67-2803934,68-2800286,69-2803932,70-2803596,71-2800283,72-2800281,73-2800280,74-2800278,75-2806663,76-2804031,77-2800260,78-2800275,79-2804713,80-2803598,81-2803600,82-2800273,83-2803601,84-2804331,85-2803581,86-2800271,87-2805489,88-2807150,89-2804581,90-2804582,91-2800267,92-2804032
49-2804554,0,0.46102200000000004,0.928558,1.100939,1.484801,1.7218740000000001,2.111389,2.280789,2.633065,2.822954,3.548972,4.0670209999999996,4.27402,4.851179,5.075182,5.61397,6.150029,6.519168,6.972917999999999,8.276087,9.167071,9.45111,10.441951,10.90338,11.591242,12.164484,12.300934,13.246635000000001,13.878537,14.115214000000002,14.438410000000001,14.620199,15.108501,15.569783,15.780509,15.952217000000001,16.209882999999998,16.694332,17.194197,17.567967000000003,17.89623,18.193185,18.558269,18.137648000000002
50-2804552,,0,0.467537,0.639918,1.023779,1.260852,1.650367,1.819768,2.172044,2.361932,3.08795,3.6059989999999997,3.8129989999999996,4.3901580000000004,4.61416,5.152949,5.689008,6.058147,6.511896,7.814064999999999,8.706049,8.989089,9.97893,10.441358000000001,11.130221,11.703462,11.838913,12.784614,13.416514999999999,13.653193,13.975388,14.158178,14.646479999999999,15.108761,15.319488,15.491195999999999,15.748861999999999,16.232311,16.733175,17.105945000000002,17.435208,17.732164,18.096248000000003,17.676626000000002
51-2804550,,,0,0.172381,0.556243,0.793316,1.182831,1.352231,1.704507,1.894396,2.620414,3.1384630000000002,3.3454620000000004,3.922621,4.146624,4.685412,5.221471,5.59061,6.04436,7.346528999999999,8.238513000000001,8.522552000000001,9.511394000000001,9.974822,10.662684,11.235926,11.372376,12.318077,12.948979,13.186657,13.508852,13.690641000000001,14.179943,14.641225,14.851951000000001,15.023660000000001,15.281326000000002,15.764774,16.264639000000003,16.639409,16.967672,17.264626999999997,17.629711999999998,17.20909
52-2804548,,,,0,0.383862,0.620935,1.01045,1.17985,1.532126,1.722015,2.448033,2.966082,3.1730810000000003,3.7502400000000002,3.974243,4.513031,5.0490900000000005,5.418229,5.8719790000000005,7.175147999999999,8.067132,8.351171,9.341013,9.802441,10.491303,11.063545,11.200994999999999,12.144696000000001,12.777598,13.014275999999999,13.337470999999999,13.52026,14.007562,14.468844,14.680570000000001,14.852279000000001,15.109945000000002,15.593392999999999,16.093258,16.468028,16.795291,17.092246,17.458331,17.036709
53-2804072,,,,,0,0.237073,0.626588,0.795988,1.148264,1.3381530000000001,2.064171,2.58222,2.7892189999999997,3.366378,3.590381,4.129169999999999,4.665228,5.034368,5.488117,6.791286,7.683269999999999,7.967308999999999,8.956151,9.418579,10.107441,10.679683,10.817133,11.761834,12.393736,12.630414,12.952608999999999,13.136398000000002,13.6237,14.084982,14.295709,14.467417000000001,14.725082999999998,15.209531,15.710396,16.084166,16.412429,16.709384,17.073469,16.652847
54-2804545,,,,,,0,0.389515,0.5589149999999999,0.911191,1.1010799999999998,1.8270979999999999,2.3451470000000003,2.552147,3.129305,3.353308,3.892097,4.4281559999999995,4.797295,5.251044,6.5532129999999995,7.445197,7.7292369999999995,8.719078,9.181506,9.869368,10.44261,10.579061,11.524761999999999,12.156663,12.393341,12.714536,12.897326,13.386626999999999,13.847909,14.058635999999998,14.230344,14.488010000000001,14.972458,15.473323,15.846093,16.174356,16.471311,16.836396,16.415774
55-2804546,,,,,,,0,0.1694,0.521676,0.711565,1.437583,1.955632,2.162632,2.73979,2.963793,3.502582,4.038641,4.407780000000001,4.861529,6.1646980000000005,7.055682000000001,7.338722,8.329563,8.792991,9.478852999999999,10.052095,10.188545,11.134246000000001,11.766148,12.003826,12.325021000000001,12.507811,12.997112,13.457394,13.669120999999999,13.839829,14.097495,14.581942999999999,15.081807999999999,15.456578,15.784841,16.080796,16.446881,16.025259
56-2804068,,,,,,,,0,0.35227600000000003,0.542165,1.268183,1.786232,1.9932310000000002,2.57039,2.794393,3.333182,3.86924,4.238379,4.692129,5.995298,6.8862820000000005,7.171321000000001,8.160163,8.623591000000001,9.311453,9.883695,10.021144999999999,10.966846,11.597748,11.834425999999999,12.157621,12.33941,12.828712,13.288994,13.500720000000001,13.671429000000002,13.930095000000001,14.414543,14.914407999999998,15.288178,15.616441,15.913395999999999,16.278481,15.856859
57-2804542,,,,,,,,,0,0.189889,0.9199069999999999,1.437956,1.644955,2.222114,2.4461169999999997,2.984906,3.5209639999999998,3.890103,4.343853,5.646022,6.538006,6.823045,7.811887,8.274315,8.963177,9.534419,9.672869,10.617569999999999,11.249472,11.48615,11.808345,11.990134,12.478436,12.941718,13.151444,13.323153,13.580819,14.066267000000002,14.564132,14.937902,15.267164999999999,15.56512,15.930204999999999,15.507582999999999
58-2804540,,,,,,,,,,0,0.7300180000000001,1.248067,1.455067,2.032225,2.2562279999999997,2.7950169999999996,3.3310760000000004,3.700215,4.153964,5.456133,6.348117,6.632157,7.621998,8.084425999999999,8.772288,9.34553,9.481981,10.427682,11.059583,11.296261,11.618456,11.801246,12.289547,12.750829,12.961556,13.133264000000002,13.390929999999999,13.875379,14.375243,14.749013,15.077276000000001,15.374231,15.739316,15.318694
