순번_정류장ID,1-2803261,2-2806613,3-2803246,4-2803245,5-2804860,6-2803247,7-2803235,8-2803238,9-2803228,10-2803224,11-2803220,12-2803218,13-2803232,14-2803181,15-2803254,16-2803258,17-2803263,18-2806495,19-2802802,20-2802806,21-2802840,22-2802849,23-2802836,24-2802837,25-2802838,26-2802829,27-2802814,28-2802801,29-2802791,30-2802784,31-2802775,32-2802164,33-2802159,34-2802153,35-2801846,36-2802103,37-2802052,38-2801847,39-2801990,40-2801943,41-2801919,42-2801914,43-2801174,44-2801722,45-2801703,46-2801681,47-2801666,48-2801633,49-2801192,50-2801612,51-2801576,52-2801549,53-2801520,54-2801485,55-2801450,56-2801424,57-2801411,58-2801401
1-2803261,0,0.17723,0.404513,0.596006,0.8901399999999999,1.098751,1.6910049999999999,2.256653,2.612873,2.782482,3.057654,3.3720019999999997,3.8143260000000003,3.4314440000000004,3.5001860000000002,3.872124,4.181837000000001,4.530142,4.815176,5.277671,5.807623,6.07557,6.54895,7.1339619999999995,7.4479,7.774037,8.134623,8.442308,9.019683,9.283897999999999,9.755508,10.061863,10.335101,10.751505,11.392634,11.50108,11.435345,11.369894,11.063488000000001,11.385835,11.933447,12.158591,13.037008,13.405464000000002,13.691533999999999,14.258863,14.626663,14.529795000000002,14.280385,14.404642,14.797472,14.853145999999999,14.565092000000002,14.251176000000001,14.40352,14.644114000000002,14.905941,15.207170999999999
2-2806613,,0,0.227284,0.41877600000000004,0.71291,0.922522,1.514775,2.0804240000000003,2.436643,2.606252,2.881425,3.1957720000000003,3.638096,3.255214,3.323957,3.695894,4.005607,4.353912,4.638946,5.101441,5.631393,5.899341000000001,6.372719999999999,6.957732000000001,7.271669999999999,7.598807000000001,7.9593929999999995,8.266078,8.844453,9.107667999999999,9.580278,9.885634,10.158871000000001,10.575275,11.216403999999999,11.32385,11.259115,11.195664,10.885259,11.207606,11.757217,11.980361,12.860778,13.231233999999999,13.513304000000002,14.082633999999999,14.450432999999999,14.353565,14.104154999999999,14.230412,14.622243,14.676916,14.388863,14.075946,14.22729,14.468884,14.730711,15.029941
3-2803246,,,0,0.191493,0.485626,0.694238,1.286492,1.8521400000000001,2.208359,2.377968,2.653141,2.967488,3.4098129999999998,3.02693,3.095673,3.4676099999999996,3.7773239999999997,4.125629,4.410663,4.873158,5.403109,5.671057,6.144436,6.729448,7.043386,7.369524,7.730110000000001,8.037794,8.615169,8.879384,9.351994,9.65635,9.930588,10.345991999999999,10.987119999999999,11.095566,11.028832000000001,10.96738,10.658975,10.981322,11.528934,11.754077,12.632495,13.000950999999999,13.285020999999999,13.85235,14.222149,14.124281,13.874872,14.000128,14.392959,14.448632,14.160579,13.846663000000001,13.999006,14.2396,14.502428,14.803657999999999
4-2803245,,,,0,0.294134,0.503745,1.095999,1.661647,2.017867,2.1874759999999998,2.462648,2.776996,3.21932,2.8364380000000002,2.90518,3.277118,3.5868309999999997,3.935136,4.2201699999999995,4.682665,5.212617,5.480564,5.953944,6.538956,6.852894,7.179031,7.539617,7.847302,8.424677,8.688892,9.161502,9.466857000000001,9.739094999999999,10.156499,10.796628,10.907074,10.841339,10.776888,10.466482000000001,10.788829,11.336441,11.563585,12.442002,12.812458,13.096528,13.663857,14.029657,13.931788000000001,13.686379,13.810635999999999,14.204466,14.259139999999999,13.971085999999998,13.65717,13.808513,14.049107999999999,14.311935,14.611165
5-2804860,,,,,0,0.208612,0.800866,1.366514,1.722733,1.8923419999999997,2.1675150000000003,2.481862,2.924186,2.5413040000000002,2.6100470000000002,2.981984,3.291697,3.640003,3.925037,4.387531,4.917483,5.1854309999999995,5.65881,6.243822,6.557760000000001,6.883897999999999,7.244484,7.552167999999999,8.129543,8.393758,8.865368,9.170724,9.443961999999999,9.860366,10.501494000000001,10.608939999999999,10.544205,10.479754,10.171349000000001,10.495696,11.041307000000002,11.266451,12.146869,12.517325,12.799395,13.368723999999998,13.736523000000002,13.638654999999998,13.391245999999999,13.515502,13.907333,13.963006,13.675953,13.361037,13.512379999999999,13.754973999999999,14.016801999999998,14.317032000000001
6-2803247,,,,,,0,0.592254,1.157902,1.514122,1.68373,1.9589029999999998,2.2732509999999997,2.715575,2.332693,2.4014349999999998,2.773372,3.083086,3.4313910000000005,3.716425,4.17892,4.708871,4.976819,5.450199,6.03521,6.349149,6.675286,7.035872,7.343557000000001,7.9209309999999995,8.185146000000001,8.657757,8.963111999999999,9.23635,9.652754,10.292883,10.402329,10.337594000000001,10.273142,9.964737,10.287084,10.834696000000001,11.05984,11.938257,12.308713000000001,12.592783,13.160112,13.527910999999998,13.430043,13.181633999999999,13.307889999999999,13.698720999999999,13.755394,13.466341,13.152425,13.304768,13.546362,13.80819,14.10842
7-2803235,,,,,,,0,0.566649,0.922868,1.0924770000000001,1.36765,1.6819970000000002,2.124321,1.741439,1.810182,2.1821189999999997,2.491832,2.840137,3.125171,3.5876660000000005,4.117618,4.385566000000001,4.858944999999999,5.443957,5.7578949999999995,6.084032,6.444618,6.7523029999999995,7.3296779999999995,7.593893,8.065503,8.371858999999999,8.645096,9.0605,9.702629,9.810075,9.745339999999999,9.681889,9.373484,9.695831,10.241442,10.468586,11.347002999999999,11.717459,12.001529,12.566859,12.936658,12.84079,12.59238,12.717637,13.109468,13.165141,12.876088000000001,12.562171000000001,12.713515,12.955109,13.216935999999999,13.516166
8-2803238,,,,,,,,0,0.356219,0.525828,0.8010010000000001,1.115348,1.799092,1.41621,1.484952,1.856889,2.166603,2.514908,2.7999419999999997,3.262437,3.792388,4.060336,4.533716,5.118727,5.432666,5.7588029999999995,6.119389,6.427074,7.004449,7.268663,7.740274,8.045629,8.319867,8.736271,9.3774,9.477426,9.414692,9.348239999999999,9.041835,9.362182,9.861794,10.086936999999999,10.965355,11.335811,11.619881,12.18721,12.555009,12.277141,12.028732000000002,12.154988000000001,12.545819,12.596492,12.309439,11.994523,12.146866000000001,12.38746,12.649288,12.949518
9-2803228,,,,,,,,,0,0.16960899999999998,0.44478199999999996,0.7591289999999999,1.49069,1.772429,1.841172,2.213109,2.522822,2.871127,3.156161,3.6186559999999997,4.148608,4.416555000000001,4.681076999999999,5.266089,5.580026999999999,5.9061650000000006,6.26775,6.575435000000001,7.152810000000001,7.417025,7.889635,8.194991,8.468228,8.883632,9.417380999999999,9.123207,9.058472,8.994021,8.683616,9.007963,9.505574000000001,9.730718,10.609136,10.979591000000001,11.263662,11.830991000000001,12.198789999999999,11.922922,11.674512,11.798769,12.1916,12.253273,11.96622,11.651303,11.803647,12.044241,12.306069,12.606297999999999
10-2803224,,,,,,,,,,0,0.276173,0.5905199999999999,1.3220809999999998,1.6989619999999999,2.01078,2.382718,2.5703549999999997,2.918661,3.203695,3.6661900000000003,4.196141000000001,4.4640889999999995,4.512468,5.09748,5.411418,5.737556,6.098142,6.405826,6.983200999999999,7.247416,7.720026,8.025382,8.29862,8.715024,9.249773,8.953598,8.889864,8.825412,8.517007000000001,8.839354,9.336965,9.562109,10.440527000000001,10.810983,11.095053,11.662382000000001,12.030180999999999,11.754313,11.505904,11.631160000000001,12.022991000000001,12.090664,11.803611,11.489695,11.640038,11.920632000000001,12.184460000000001,12.48369
