순번_정류장ID,27-2803478,28-2806276,29-2805175,30-2805166,31-2805164,32-2805167,33-2805162,34-2805160,35-2805158,36-2807491,37-2807490,38-2800900,39-2800403,40-2800432,41-2800435,42-2800325,43-2800321,44-2800395,45-2800399,46-2800316,47-2800410,48-2800416
27-2803478,0,0.741109,1.613839,2.425949,2.78558,3.278322,3.802907,4.326696,5.084633999999999,11.795384,15.777257,24.905835,27.64081,29.509409,29.809846000000004,30.269835999999998,30.234025,30.242140999999997,30.705018,30.854514,32.418254,32.753155
28-2806276,,0,0.8757299999999999,1.687841,2.047471,2.540213,3.064798,3.5885870000000004,4.346526,11.057276,15.038148999999999,24.168726,26.901702,28.7713,29.070737,29.531728,29.496917,29.504033000000003,29.965909000000003,30.115405,31.680145,32.014046
29-2805175,,,0,0.81311,1.172741,1.6654830000000003,2.190068,2.713857,3.471796,10.182545,14.163418,23.292996,26.026971,27.89757,28.197007,28.657998,28.622187,28.628303000000002,29.092178999999998,29.243675,30.803415,31.139315999999997
30-2805166,,,,0,0.365631,0.8583729999999999,1.382958,1.9067470000000002,2.664686,9.375436,13.356307999999999,22.485885999999997,25.219860999999998,27.088459999999998,27.388896999999996,27.849888,27.814077,27.819193,28.284069,28.433565,29.997304999999997,30.332206
31-2805164,,,,,0,0.492742,1.017327,1.541116,2.299055,9.009805,12.990677,22.122255,24.85523,26.723829,27.025266,27.484257,27.450446000000003,27.456561999999998,27.918438000000002,28.070934,29.632673999999998,29.968575
32-2805167,,,,,,0,0.5285850000000001,1.052374,1.810313,8.521063,12.502936,21.633513,24.366489,26.235087,26.536524,26.997515000000003,26.962704,26.966820000000002,27.432696000000004,27.579192,29.143932,29.479834000000004
33-2805162,,,,,,,0,0.5327890000000001,1.290728,8.001478,11.982351,21.111928,23.845903,25.714502,26.014939000000002,26.475929999999998,26.440119,26.445234999999997,26.910110999999997,27.059607,28.622346999999998,28.959248
34-2805160,,,,,,,,0,0.75794,7.468689,11.450562,20.58014,23.313115,25.181714000000003,25.482151,25.944141000000002,25.909329999999997,25.912446,26.377322999999997,26.528819,28.089559,28.427459999999996
35-2805158,,,,,,,,,0,6.71075,10.692623,19.823201,22.557176000000002,24.425775,24.726212,25.187202,25.152391,25.156507,25.621384,25.77088,27.33362,27.669521000000003
36-2807491,,,,,,,,,,0,3.981873,13.112451,15.846426000000001,17.715024,18.015462,18.476452,18.441641,18.446757,18.911634,19.06113,20.62387,20.959771
37-2807490,,,,,,,,,,,0,9.130578,11.864552999999999,13.733151999999999,14.033589000000001,14.49458,14.459769,14.463885000000001,14.929761,15.078257,16.641997,16.976898000000002
38-2800900,,,,,,,,,,,,0,2.7349759999999996,4.603574,4.904012000000001,5.365002,5.329191000000001,7.882307000000001,8.346184,8.49568,9.183185,9.080321000000001
39-2800403,,,,,,,,,,,,,0,1.8685990000000001,2.169036,2.630027,2.594216,5.146332,5.611208,5.7607040000000005,6.4482099999999996,6.345345
40-2800432,,,,,,,,,,,,,,0,0.30043800000000004,0.761428,1.224161,3.776277,4.240153,4.390649,4.579611,4.4767470000000005
41-2800435,,,,,,,,,,,,,,,0,0.460991,1.3611799999999998,3.9142959999999998,4.378172,4.528668,4.279173999999999,4.176309
42-2800325,,,,,,,,,,,,,,,,0,0.9011889999999999,3.4533050000000003,3.918182,4.067678,4.390583,4.287718
43-2800321,,,,,,,,,,,,,,,,,0,2.552116,3.016993,3.166489,4.729229,5.06513
44-2800395,,,,,,,,,,,,,,,,,,0,0.46487700000000004,0.614373,2.186113,2.522014
45-2800399,,,,,,,,,,,,,,,,,,,0,0.149496,1.721236,2.057137
46-2800316,,,,,,,,,,,,,,,,,,,,0,1.57174,1.907641
47-2800410,,,,,,,,,,,,,,,,,,,,,0,0.339901
48-2800416,,,,,,,,,,,,,,,,,,,,,,0
