순번_정류장ID,34-2800505,35-2800509,36-2800511,37-2800514,38-2800516,39-2800518,40-2800522,41-2800531,42-2800540,43-2800546,44-2800539,45-2800545,46-2800337,47-2800559,48-2800572,49-2806839,50-2800578,51-2800584,52-2804897,53-2806519,54-2805052,55-2804893,56-2805221,57-2805232,58-2805872,59-2805230,60-2805331,61-2805579,62-2806912,63-2805449,64-2805840,65-2805560,66-2805838,67-2805334
44-2800539,,,,,,,,,,,0,0.587662,0.7803640000000001,1.1182530000000002,1.330843,1.7738200000000002,1.4605059999999999,1.3611030000000002,3.4579809999999997,3.6735269999999995,4.162299,4.4667129999999995,4.689287,5.0325120000000005,5.223492,5.447813,6.021517,6.363231,6.754386,7.358134,7.491822999999999,7.8843,7.764547,7.489361
45-2800545,,,,,,,,,,,,0,0.19270199999999998,0.530591,0.7431810000000001,1.186158,1.032832,1.403456,3.704334,3.9208800000000004,4.408652,4.714066000000001,4.73264,5.074865,5.265845,5.490167,6.06387,6.404584,6.795739,7.400486999999999,7.533175999999999,7.9276539999999995,7.8069,7.531714
46-2800337,,,,,,,,,,,,,0,0.337889,0.550479,0.9934559999999999,0.840131,1.210755,3.512632,3.7281779999999998,4.21695,4.521364,4.5399389999999995,4.883163,5.074143,5.298465,5.871168,6.212882,6.604038,7.2077860000000005,7.341474000000001,7.734952000000001,7.614198,7.340013000000001
47-2800559,,,,,,,,,,,,,,0,0.21259,0.655567,0.5022409999999999,0.872865,3.173743,3.3892889999999998,3.879061,4.182475,4.20105,4.544274,4.735254,4.959576,5.533279,5.8739930000000005,6.2641480000000005,6.869897,7.002585000000001,7.396063000000001,7.2763089999999995,7.0001240000000005
48-2800572,,,,,,,,,,,,,,,0,0.442978,0.289652,0.660276,2.962154,3.1777,3.666472,3.970886,3.98946,4.331685,4.522665,4.746986,5.32169,5.661404,6.053559,6.657307,6.790996000000001,7.184473,7.06372,6.789534
49-2806839,,,,,,,,,,,,,,,,0,0.357299,0.727923,3.029801,3.245347,3.734119,4.038533,4.057107,4.400332,4.591312,4.815633,5.389337,5.7300510000000004,6.121206,6.725954,6.858642999999999,7.25212,7.1323669999999995,6.857181
50-2800578,,,,,,,,,,,,,,,,,0,0.37062399999999995,2.6715020000000003,2.887048,3.3758199999999996,3.6802339999999996,3.697808,4.042033,4.233013,4.456334,5.030037999999999,5.371752,5.761907,6.367655,6.499344000000001,6.892822,6.774067999999999,6.498882
51-2800584,,,,,,,,,,,,,,,,,,0,2.386878,2.602424,3.091196,3.39561,3.4141839999999997,3.7574089999999996,3.948389,4.172711,4.746414,5.087128,5.478283,6.083031,6.21572,6.609197999999999,6.489444000000001,6.214258
52-2804897,,,,,,,,,,,,,,,,,,,0,0.21554600000000002,0.712318,1.016732,1.3333059999999999,1.647531,1.838511,2.0628319999999998,2.636536,2.97725,3.368405,3.973153,4.105842,4.49932,4.3795660000000005,4.10438
53-2806519,,,,,,,,,,,,,,,,,,,,0,0.49677200000000005,0.801186,1.1167610000000001,1.431985,1.622965,1.847287,2.42099,2.761704,3.15286,3.7576080000000003,3.8902959999999998,4.283774,4.16402,3.888835
54-2805052,,,,,,,,,,,,,,,,,,,,,0,0.30441399999999996,0.621988,0.9652129999999999,1.156193,1.380515,1.954218,2.2949319999999997,2.686087,3.290835,3.423524,3.8170019999999996,3.6972480000000005,3.4220620000000004
55-2804893,,,,,,,,,,,,,,,,,,,,,,0,0.317575,0.660799,0.8517790000000001,1.076101,1.649804,1.990518,2.3816740000000003,2.986422,3.11911,3.5125879999999996,3.3928339999999997,3.117649
56-2805221,,,,,,,,,,,,,,,,,,,,,,,0,0.343225,0.534205,0.758526,1.33223,1.6729439999999998,2.064099,2.668847,2.801536,3.195014,3.0752599999999997,2.800074
57-2805232,,,,,,,,,,,,,,,,,,,,,,,,0,0.19097999999999998,0.41630200000000006,0.9900049999999999,1.330719,1.721875,2.326623,2.459311,2.852789,2.7330349999999997,2.45785
58-2805872,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22532199999999997,0.799025,1.1397389999999998,1.5308950000000001,2.135643,2.2683310000000003,2.661809,2.542055,2.26687
59-2805230,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.576704,0.9174180000000001,1.308573,1.9133209999999998,2.04601,2.4394880000000003,2.319734,2.044548
60-2805331,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34771399999999997,0.73887,1.343618,1.562306,1.955784,2.154922,2.051893
61-2805579,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.392156,0.9969040000000001,1.215592,1.60907,1.8082080000000003,2.134394
62-2806912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.605748,0.8244370000000001,1.2179149999999999,1.4170530000000001,1.743238
63-2805449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.220689,0.614166,0.813304,1.13949
64-2805840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.393478,0.592616,0.918802
65-2805560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.200138,0.528324
66-2805838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32818600000000003
67-2805334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
