순번_정류장ID,34-2800505,35-2800509,36-2800511,37-2800514,38-2800516,39-2800518,40-2800522,41-2800531,42-2800540,43-2800546,44-2800539,45-2800545,46-2800337,47-2800559,48-2800572,49-2806839,50-2800578,51-2800584,52-2804897,53-2806519,54-2805052,55-2804893,56-2805221,57-2805232,58-2805872,59-2805230,60-2805331,61-2805579,62-2806912,63-2805449,64-2805840,65-2805560,66-2805838,67-2805334
34-2800505,0,0.298894,0.575906,0.876886,1.020901,1.193813,1.378714,1.739436,2.2054650000000002,2.209655,2.118879,2.706541,2.8992430000000002,3.237132,3.440721,3.7376989999999997,3.3804,3.280997,5.297875,5.513421,6.002193,6.306607,6.552181,6.894406,7.085386,7.309707,7.883411,8.225125,8.61628,9.220028,9.352717,9.746194000000001,9.626441,9.351255
35-2800509,,0,0.277012,0.577993,0.722007,0.894919,1.079821,1.4405430000000001,1.906571,1.9107619999999998,1.819985,2.4076470000000003,2.600349,2.938238,3.141827,3.4388050000000003,3.081506,2.982103,4.998981,5.2145269999999995,5.7032989999999995,6.007713,6.252287,6.595511999999999,6.786492,7.010813000000001,7.584517,7.925231,8.316386,8.921134,9.054822999999999,9.4473,9.328547,9.052361
36-2800511,,,0,0.300981,0.444995,0.617907,0.802808,1.1635309999999999,1.629559,1.744789,1.6540119999999998,2.241674,2.434376,2.772265,2.975854,3.272832,2.9155330000000004,2.81613,4.7219690000000005,4.937515,5.426287,5.730701,5.976275,6.3195,6.50948,6.733801,7.307505,7.648219,8.040374,8.645122,8.777811,9.171288,9.050535,8.776349
37-2800514,,,,0,0.144014,0.326926,0.511828,0.87255,1.338578,1.590231,1.879993,2.4676549999999997,2.660356,2.9982450000000003,3.201835,3.4988120000000005,3.141514,3.0421110000000002,4.430988,4.646534,5.135306,5.4397199999999994,5.685295,6.027519,6.219499,6.442821,7.016524,7.357238000000001,7.749394000000001,8.353142,8.48583,8.879308,8.759554,8.484369000000001
38-2800516,,,,,0,0.182912,0.367814,0.728536,1.194564,1.446217,1.7359779999999998,2.32364,2.516342,2.854231,3.057821,3.354798,2.9975,2.898096,4.286974,4.50252,4.991292,5.295706,5.540280999999999,5.883505,6.074485,6.298807,6.872510000000001,7.213224,7.604379,8.209127,8.341816,8.736294000000001,8.61554,8.340355
39-2800518,,,,,,0,0.184902,0.545624,1.011652,1.263305,1.553066,2.1407279999999997,2.33343,2.671319,2.874909,3.171886,2.814588,2.715184,4.104062,4.319608000000001,4.8083800000000005,5.112794,5.3583680000000005,5.7005930000000005,5.891573,6.115895,6.689597999999999,7.0303119999999995,7.421467,8.026214999999999,8.158904,8.552382000000001,8.432628,8.157442
40-2800522,,,,,,,0,0.360722,0.826751,1.0784040000000001,1.3681649999999999,1.955827,2.148529,2.486418,2.690007,2.986985,2.629686,2.5302830000000003,3.919161,4.134707,4.623479,4.927893,5.172467,5.516692,5.7076720000000005,5.931993,6.5056970000000005,6.846411,7.237566,7.842314,7.975003,8.36848,8.248727,7.973541
41-2800531,,,,,,,,0,0.466028,0.717681,1.007443,1.595105,1.7878060000000002,2.125695,2.329285,2.626262,2.268964,2.169561,3.558439,3.7739839999999996,4.262757,4.56717,4.812745,5.15497,5.345949,5.570271,6.143974,6.485688,6.875844,7.480592,7.61428,8.006758,7.887003999999999,7.612819
42-2800540,,,,,,,,,0,0.251653,0.5414140000000001,1.129076,1.3217780000000001,1.6596669999999998,1.863257,2.160234,1.802936,1.703532,3.0924099999999997,3.307956,3.796728,4.101141999999999,4.346717,4.689941,4.880921,5.104243,5.678946,6.01866,6.409815,7.015564,7.148252,7.54173,7.421976,7.146791
43-2800546,,,,,,,,,,0,0.28976199999999996,0.877424,1.070125,1.4080139999999999,1.611604,1.908581,1.551283,1.4518790000000001,3.1682200000000003,3.3837650000000004,3.8725379999999996,4.176951,4.422526,4.764751,4.95573,5.181051999999999,5.754755,6.0954690000000005,6.486625,7.091373,7.224061,7.6165389999999995,7.497786,7.2226
