순번_정류장ID,1-2807578,2-2803343,3-2803340,4-2803339,5-2803331,6-2803325,7-2803320,8-2803314,9-2803311,10-2803316,11-2803319,12-2803328,13-2803305,14-2803293,15-2803281,16-2803275,17-2803257,18-2803253,19-2803249,20-2803226,21-2803132,22-2803135,23-2803124,24-2803100,25-2803087,26-2802667,27-2802631,28-2802668,29-2802655,30-2803050,31-2800814,32-2800787,33-2800773,34-2800760,35-2800741,36-2800725,37-2800691,38-2800684,39-2800676,40-2800667,41-2800657,42-2800340,43-2800624,44-2800619,45-2806214,46-2806242,47-2806244,48-2801157,49-2801155,50-2801151,51-2801145,52-2801140,53-2801302,54-2801321,55-2801307,56-2801299,57-2801315,58-2801356,59-2801414,60-2801492,61-2801524,62-2801602,63-2801647,64-2806781,65-2801573,66-2801558,67-2801532,68-2801571,69-2801641,70-2801649,71-2801651,72-2804430,73-2804914
13-2803305,,,,,,,,,,,,,0,0.48982200000000004,1.051172,1.44947,1.926816,2.36742,2.663037,3.1423799999999997,3.072163,2.924585,3.261858,3.788471,4.073345,4.460907,4.870211,5.145071,5.795116999999999,5.97939,6.297737000000001,6.7888399999999995,7.023583,7.291867999999999,7.586233,7.681913000000001,8.013157000000001,8.243219999999999,8.554435,8.892371,9.066371,9.355527,9.900014,10.181411,10.602136,11.193282,11.506121,12.300638000000001,12.565296,12.853589999999999,13.057984,13.380009,13.080747,12.960301,13.357035,13.658907999999998,13.677712,13.241387,12.705358,12.380606,12.489339,12.021929,11.796599,12.343114,12.598986,12.810928,13.199338000000001,13.426216,12.887082000000001,13.126845999999999,13.218523999999999,13.510692,14.054407999999999
14-2803293,,,,,,,,,,,,,,0,0.56335,0.961648,1.438994,1.8795979999999999,2.175215,2.654558,2.5843409999999998,2.436764,2.774036,3.30065,3.585524,3.9730849999999998,4.382389,4.657249,5.307295,5.491568,5.809915,6.301018,6.535761,6.8040460000000005,7.099411,7.194091,7.524335000000001,7.755398,8.064613,8.40355,8.577549000000001,8.866705,9.411192999999999,9.692589,10.114314,10.70346,11.016299,11.811816,12.077474,12.365768,12.570162,12.892187,12.592925,12.472479,12.869213,13.171085999999999,13.189891000000001,12.753565,12.217536,11.892783999999999,12.002517,11.536107000000001,11.306778,11.854292,12.108164,12.320106,12.708516,12.940394,12.39926,12.639024000000001,12.730702,13.02287,13.566586
15-2803281,,,,,,,,,,,,,,,0,0.39929899999999996,0.8766450000000001,1.317249,1.612866,2.0922080000000003,2.021992,1.874414,2.211687,2.7383,3.023174,3.410736,3.820039,4.0949,4.744946,5.014219000000001,5.332566,5.738668,5.973412000000001,6.242696,6.5370610000000005,6.632741,6.9619860000000005,7.195049000000001,7.503264,7.8422,8.0152,8.306356,8.851842999999999,9.13124,9.549964,10.144111,10.453949,11.253467,11.516124000000001,11.801418,12.091813,12.414837,12.115575999999999,11.995128999999999,12.391864,12.693736999999999,12.712541,12.276216,11.740186999999999,11.415434,11.526167999999998,11.060758,10.830428,11.379942999999999,11.631815,11.843757,12.231166,12.463045,11.92191,12.159674,12.253353,12.54352,13.087237
16-2803275,,,,,,,,,,,,,,,,0,0.479347,0.9199510000000001,1.215568,1.69491,1.624693,1.477116,1.8143880000000001,2.341002,2.625876,3.0134369999999997,3.4227410000000003,3.697602,4.347648,4.616921,4.935268,5.3413699999999995,5.576114,5.844398,6.139762999999999,6.233443,6.564688,6.797751,7.106966000000001,7.444902000000001,7.618902,7.9080580000000005,8.452544999999999,8.732942,9.154666,9.745811999999999,10.059650999999999,10.855167999999999,11.117825999999999,11.40512,11.695514,12.017539,11.718277,11.597831,11.994566,12.296438,12.315242999999999,11.878917999999999,11.342888,11.019136,11.12787,10.661458999999999,10.43413,10.979645,11.235516,11.447459,11.836867999999999,12.068746,11.522611999999999,11.762376,11.856055,12.148222,12.691938
17-2803257,,,,,,,,,,,,,,,,,0,0.440604,0.742221,1.383564,1.38885,1.241272,1.578545,2.1051580000000003,2.390032,2.7775939999999997,3.186897,3.461758,4.111804,4.471076999999999,4.788424,5.105526,5.340269999999999,5.609554,5.902919,5.9996,6.330844,6.559907000000001,6.871122,7.208058,7.383058,7.671214,8.217701,8.497098,8.916822,9.507969000000001,9.820807,10.617325,10.881983,11.167276,11.518671000000001,11.841695,11.543434,11.422988,11.819722,12.120595,12.140399,11.704074,11.167045,10.843292,11.087026,10.620616,10.391286000000001,10.937801,11.190673,11.403615,11.792024000000001,12.023903,11.548767999999999,11.788532,11.880211,12.172378,12.716095
18-2803253,,,,,,,,,,,,,,,,,,0,0.301617,0.94296,1.696547,1.633165,1.9704380000000001,2.497051,2.781925,3.1694869999999997,3.5787910000000003,3.853651,4.503697,4.8619699999999995,5.180317,5.49642,5.731163,6.0004480000000004,6.293813,6.390493,6.719736999999999,6.9528,7.2610149999999996,7.597950999999999,7.774951,8.065107000000001,8.608594,8.890991,9.308716,9.899861999999999,10.213701,11.010218,11.274875999999999,11.55817,11.910564,12.234589,11.934327,11.814881,12.210614999999999,12.512488000000001,12.532292,12.095967,11.558938000000001,11.235186,11.52663,11.06122,10.829889999999999,11.378405,11.631277,11.845219,12.231628,12.463507,11.989372,12.229136,12.320815,12.610982,13.156699
19-2803249,,,,,,,,,,,,,,,,,,,0,0.643342,1.39693,1.333548,1.670821,2.197434,2.482308,2.86987,3.279173,3.5540339999999997,4.20408,4.563353,4.8817,5.198802,5.432546,5.70183,5.995196,6.090876000000001,6.42212,6.653183,6.963398,7.300333999999999,7.476334,7.7644899999999994,8.310977000000001,8.591374,9.011097999999999,9.600245,9.913083,10.710600999999999,10.973258999999999,11.260553,11.612947,11.933971000000001,11.635710000000001,11.516264,11.911997999999999,12.213871000000001,12.232675,11.79735,11.260321000000001,10.937569,11.240753,11.109892,10.880562,11.428077,11.682949,11.892891,12.2823,12.513179,12.274045,12.513809,12.605487,12.897654,13.441370999999998
20-2803226,,,,,,,,,,,,,,,,,,,,0,0.752587,0.838836,1.176108,1.702721,1.987595,2.375157,2.784461,3.0593209999999997,3.709367,4.06764,4.385987,4.70309,4.937833,5.207118,5.500483,5.596163,5.926407,6.15747,6.4676849999999995,6.805621,6.980621000000001,7.269777,7.814264,8.095661,8.514386,9.105532,9.418371,10.214888,10.479546000000001,10.765839999999999,11.117234,11.439259,11.140997,11.020551,11.417285000000001,11.719158,11.737962,11.301637,10.765608,10.440856,10.745041,10.615179,10.385849,10.932364,11.187236,11.400178,11.787588000000001,12.020466,11.779332,12.019096000000001,12.110774000000001,12.402942,12.946658
21-2803132,,,,,,,,,,,,,,,,,,,,,0,0.434619,0.771891,1.298505,1.583379,1.9709400000000001,2.380244,2.655105,3.3051510000000004,3.664424,3.9817709999999997,4.298873,4.533617,4.802901,5.097266,5.192946,5.525191,5.753254,6.064469,6.402405,6.576405,6.866561,7.4120479999999995,7.691445,8.112169,8.702316,9.015153999999999,9.812672000000001,10.077328999999999,10.363623,10.714018,11.036042,10.736781,10.616334,11.013069,11.315942,11.333746000000001,10.897421000000001,10.361391000000001,10.037639,10.340824000000001,10.210962,9.982633,10.529148,10.78402,10.994962,11.384371,11.615249,11.573115,11.811879,11.904558,12.195725,12.740441
22-2803135,,,,,,,,,,,,,,,,,,,,,,0,0.337273,0.863886,1.14876,1.536322,1.945625,2.220486,2.870532,3.228805,3.5471519999999996,3.8642540000000003,4.098998,4.368282,4.6616480000000005,4.758328,5.087572,5.318635,5.62885,5.966786,6.141786,6.429942,6.975428999999999,7.256825999999999,7.67455,8.266697,8.581535,9.375053,9.642711,9.926003999999999,10.278399,10.601422999999999,10.302162,10.181716,10.57845,10.879323,10.899127,10.462802,9.926772999999999,9.603019999999999,9.905205,9.775344,9.547014,10.093529,10.347401,10.559343,10.947752000000001,11.180631,11.137496,11.378261,11.468939,11.761106,12.305823
23-2803124,,,,,,,,,,,,,,,,,,,,,,,0,0.526614,0.811488,1.199049,1.6083530000000001,1.883213,2.533259,2.8915319999999998,3.20988,3.525982,3.761725,4.03001,4.323375,4.419055,4.7512989999999995,4.979362999999999,5.291576999999999,5.629514,5.803514,6.092669,6.6381570000000005,6.917553999999999,7.339278,7.930424,8.244263,9.04078,9.301438000000001,9.589732000000001,9.942126,10.262151,9.963889,9.843442999999999,10.241177,10.54205,10.561855,10.125529,9.5885,9.264747999999999,9.567933,9.437071000000001,9.208741999999999,9.755256,10.009128,10.222071000000001,10.61048,10.842358,10.801224000000001,11.040988,11.132667,11.424833999999999,11.96855
24-2803100,,,,,,,,,,,,,,,,,,,,,,,,0,0.28487399999999996,0.6724359999999999,1.081739,1.3566,2.006646,2.364919,2.683266,3.001368,3.236112,3.5053959999999997,3.7987620000000004,3.8954419999999996,4.2256860000000005,4.455749,4.765964,5.1039,5.2789,5.5680559999999995,6.112543,6.39394,6.814664,7.405811,7.718649,8.514167,8.778825,9.065118,9.416513,9.737537,9.439276,9.31883,9.715564,10.017437,10.036241,9.599916,9.063887,8.740134,9.043319,8.913458,8.684128,9.231643,9.485515,9.697457,10.085866000000001,10.317745,10.411611,10.651375,10.743053,11.035219999999999,11.578937
25-2803087,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38756199999999996,0.7968649999999999,1.071726,1.721772,2.080045,2.398392,2.7144939999999997,2.9492380000000002,3.218522,3.511888,3.608568,3.9388120000000004,4.168875,4.47909,4.817026,4.992026,5.281182,5.825669,6.1070660000000005,6.52779,7.1179369999999995,7.430776,8.228292999999999,8.491951,8.777244999999999,9.129639,9.451663,9.152402,9.031956,9.42869,9.730563,9.749367,9.313042,8.777013,8.453261,8.755445,8.627583999999999,8.398254,8.944769,9.198641,9.411583,9.798992,10.031871,10.125736999999999,10.365501,10.457179,10.747346,11.292063
26-2802667,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.409304,0.686164,1.3362100000000001,1.695483,2.0128310000000003,2.8356169999999996,3.070361,3.3396449999999995,3.63301,3.72969,4.059935,4.290998,4.599213,4.938149,5.114148999999999,5.402305,5.946791999999999,6.2281889999999995,6.647913000000001,7.239058999999999,7.552898,8.349414999999999,8.613073,8.898367,8.774077,9.094102000000001,8.79584,8.675394,9.072128999999999,9.374001,9.392806,8.95648,8.420451,8.097699,8.400884,8.271022,8.040693,8.589207,8.842079,9.054022,9.443431,9.673309,9.770175,10.006939,10.099618,10.393785000000001,10.934501
27-2802631,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.276861,0.9269069999999999,1.28518,1.6035270000000001,2.71908,3.006373,3.275657,3.569022,3.8500059999999996,4.251947,4.48201,4.792225,5.131161,5.305161,5.594317,6.138804,6.421201,6.882925,7.394072,7.706910000000001,8.503428,8.655085,8.63133,8.362774,8.684797999999999,8.386536999999999,8.26609,8.662825,8.964698,8.983502,8.547177,8.011148,7.6873949999999995,7.9905800000000005,7.859719,7.630389,8.177904,8.431776,8.643718,9.032127000000001,9.264006,9.357871000000001,9.597635,9.689314,9.981481,10.525198
28-2802668,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.654046,1.013319,1.331666,2.447219,2.734512,3.003797,3.297162,3.578146,3.980086,4.2101489999999995,4.521364,4.8583,5.0333,5.322456,5.866943,6.14834,6.610065,7.122211,7.43505,8.231567,8.384225,8.358469,8.090913,8.412938,8.114676,7.99423,8.390964,8.692836999999999,8.711641,8.275316,7.739286999999999,7.415535,7.718719999999999,7.587858,7.359528,7.9060429999999995,8.160915,8.371857,8.760267,8.992144999999999,9.086011,9.325775,9.417453,9.709621,10.253337
29-2802655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.358273,0.67662,1.792173,2.079466,2.348751,2.642116,2.9231,3.32504,3.555103,3.866318,4.203255,4.379254,4.66741,5.212898,5.494294,5.956019,6.4671650000000005,6.780003999999999,7.5765210000000005,7.728178999999999,7.704422999999999,7.4368669999999995,7.7588919999999995,7.459630000000001,7.3391839999999995,7.735917999999999,8.037791,8.056595,7.62027,7.0842410000000005,6.759489,7.062674,6.934812,6.705483,7.251997,7.505869000000001,7.718811,8.107221000000001,8.339099000000001,8.432965,8.671729,8.763407,9.056575,9.600291
30-2803050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.318348,1.4359,1.723193,1.992478,2.285843,2.566827,2.969767,3.199831,3.5090449999999995,3.846982,4.021982,4.311137,4.855625,5.137022,5.599746,6.110892,6.423731,7.220248,7.3729059999999995,7.34715,7.079594,7.401619,7.103357000000001,6.982911,7.379645,7.681518,7.700323,7.263997,6.727968,6.4032160000000005,6.706401,6.578539,6.34721,6.895724,7.150596000000001,7.361539,7.749948,7.981826,8.076692,8.314456,8.407134,8.699302000000001,9.243018
31-2800814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.117553,1.4048459999999998,1.674131,1.967496,2.24848,2.65042,2.8804830000000003,3.190698,3.528635,3.7036339999999996,3.9927900000000003,4.537278,4.818674,5.280399,5.792545,6.105384,6.901901,7.053559,7.029803,6.762247,7.083272,6.785010000000001,6.664564,7.061298,7.363171,7.381976,6.94565,6.409621,6.084869,6.388054,6.258192,6.028862999999999,6.576377000000001,6.830249,7.042191000000001,7.430600999999999,7.662478999999999,7.756345,7.996109,8.087786999999999,8.379955,8.923671
32-2800787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.504293,0.773578,1.066943,1.347927,1.7498669999999998,1.9809310000000002,2.291145,2.629082,2.804081,3.093237,3.637725,3.919122,4.380846,4.9699919999999995,5.282831,6.079348,6.304005999999999,6.5903,6.988694000000001,7.310719000000001,7.026457000000001,6.906011,7.302745,7.604617999999999,7.623423,7.1870970000000005,6.6510679999999995,6.451316,6.754500999999999,6.869089,6.639760000000001,7.187275,7.441147,7.653089,8.041497999999999,8.273375999999999,8.367242,8.607006,8.698685000000001,8.990852,9.534568
33-2800773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.270285,0.56365,0.844634,1.246574,1.476637,1.786852,2.125788,2.299788,2.5889439999999997,3.1334310000000003,3.414828,3.876553,4.465699,4.779538,5.575055,5.799713,6.087007,6.484401,6.805426,6.522164,6.401718,6.7994520000000005,7.100325,7.1201289999999995,6.683803999999999,6.146775,5.948023,6.252207,6.718617999999999,6.928053,7.438432000000001,7.450403,7.662344999999999,8.110755000000001,8.340633,8.655535,8.8953,8.986978,9.279145,9.822861999999999
34-2800760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.293365,0.574349,0.97729,1.2073530000000001,1.517568,1.855504,2.030504,2.31966,2.864147,3.1455439999999997,3.607268,4.196414,4.509253,5.30577,5.530428,5.816722,6.215116,6.536141000000001,6.25288,6.132433,6.529168,6.83104,6.849844999999999,6.41352,5.87749,5.678738,5.980923000000001,6.448333,7.063732000000001,7.169148,7.179119,7.391061,7.83847,8.070348,8.519214,8.758977999999999,8.850657,9.142824000000001,9.686539999999999
35-2800741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.280984,0.683925,0.9139879999999999,1.2242030000000002,1.562139,1.737139,2.026295,2.570782,2.852179,3.313903,3.9030489999999998,4.215888,5.012405,5.236063,5.522357,5.921752,6.242776,5.959515000000001,5.839068,6.235803,6.537675,6.5564800000000005,6.1201550000000005,5.584125,5.384373,5.687558,6.154968,6.770367,6.874783,6.8857539999999995,7.097696000000001,7.546105000000001,7.777983,8.225849,8.465613000000001,8.557292,8.849459,9.393175
36-2800725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.402941,0.633004,0.943219,1.2811549999999998,1.4561549999999999,1.74531,2.289798,2.571195,3.0329189999999997,3.622065,3.934904,4.731421,4.956079,5.241373,5.640766999999999,5.961792,5.67853,5.558084,5.9548190000000005,6.256691,6.2754959999999995,5.839169999999999,5.303141,5.103389,5.406574,5.873984,6.4903830000000005,6.594799000000001,6.604769,6.816712,7.265121000000001,7.496999000000001,7.944864999999999,8.184629,8.276308,8.568475,9.112191000000001
37-2800691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23006300000000002,0.5402779999999999,0.8782139999999999,1.0532139999999999,1.34237,1.886857,2.168254,2.629979,3.219125,3.531964,4.328481,4.553139,4.838433,5.236827,5.559851999999999,5.27559,5.155144,5.551878,5.853751,5.872555,5.43623,4.900201,5.392449,5.695634,6.163044,6.778442,6.882858000000001,6.893828999999999,7.105771000000001,7.554181,7.786059,8.233925,8.473689,8.565367,8.857535,9.401251
38-2800684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.310215,0.648151,0.8231510000000001,1.112307,1.6567939999999999,1.938191,2.399915,2.989062,3.3019,4.098418,4.323076,4.609369999999999,5.007764,5.328787999999999,5.045527,4.925081,5.321815,5.623688,5.642492,5.206167,4.670138,5.162385,5.46557,5.932981,6.549379,6.652794999999999,6.663766000000001,6.875708,7.323117,7.555996,8.003862,8.243625999999999,8.335303999999999,8.627471,9.171188
