순번_정류장ID,61-2806621,62-2806503,63-2806507,64-2802175,65-2801848,66-2802172,67-2802162,68-2802153,69-2801846,70-2802103,71-2802052,72-2801847,73-2801990,74-2801952,75-2801805,76-2801799,77-2801777,78-2801772,79-2801770,80-2801762,81-2800774,82-2800762,83-2800757,84-2800769,85-2800766,86-2800748,87-2800721,88-2800703,89-2800699,90-2800693,91-2800683,92-2800676,93-2800667,94-2800657,95-2800340,96-2800624,97-2800619,98-2806215,99-2807461,100-2806729,101-2806731,102-2805743,103-2804896,104-2805564,105-2804968,106-2804905,107-2805413,108-2805842,109-2805498,110-2805576,111-2805225,112-2805227,113-2805742,114-2805229,115-2805231,116-2807633
61-2806621,0,0.330815,0.711592,1.060318,1.3406770000000001,1.7505849999999998,2.080083,2.040616,1.8938669999999997,2.191041,2.666578,2.9352270000000003,3.243633,3.585789,4.075351,4.433845,5.0402190000000004,5.294585,5.740508,6.092646,6.61675,6.944705,7.322017,7.42957,7.509078,7.760992999999999,8.098606,8.325321,8.72959,8.954005,9.32915,9.968194,10.30613,10.48113,10.771286,11.313773,11.596169999999999,11.99985,12.337448,12.697716,13.088299000000001,13.425141,13.662713,14.011666,14.414501000000001,14.76585,14.827349,14.802782,15.098765,15.438051000000002,15.346063000000001,14.913882999999998,14.715822,14.503836999999999,14.194288,13.920264000000001
62-2806503,,0,0.384777,0.733503,1.013862,1.42377,1.753268,1.713801,1.5670520000000001,1.864226,2.339763,2.608412,2.916818,3.412328,3.91989,4.278384,4.883758,5.1391230000000006,5.585047,5.937183999999999,6.461289,6.788244000000001,7.166556,7.275109,7.354617,7.605531,7.9431449999999995,8.169858999999999,8.574128,8.798544,9.173689,9.755732,10.092669,10.267669,10.555824000000001,11.102312,11.382709,11.844389,12.125987,12.483253999999999,12.873837,13.209679000000001,13.449252,13.796204000000001,14.20004,14.550389000000001,14.614887,14.591320999999999,14.885304000000001,15.22459,15.134602,14.699422,14.50136,14.289375,13.978826000000002,13.707802
63-2806507,,,0,0.34872600000000004,0.629085,1.038993,1.368491,1.329024,1.182275,1.479449,1.953986,2.222635,2.531041,3.026551,3.5341129999999996,3.892607,4.497980999999999,4.753346,5.20027,5.551407,6.075512000000001,6.402467,6.781778999999999,6.8893320000000005,6.968839999999999,7.219755,7.557367999999999,7.784083,8.188350999999999,8.412767,8.788912,9.368955999999999,9.706892,9.881892,10.171047,10.716535,10.997932,11.458611999999999,11.740210000000001,12.098477,12.490061,12.824902999999999,13.062475,13.412428,13.815263,14.165612,14.230110999999999,14.205544,14.500526999999998,14.839813000000001,14.749825,14.313645000000001,14.117582999999998,13.904598000000002,13.59505,13.323025
64-2802175,,,,0,0.28136,0.691268,1.020766,1.327421,1.1838309999999999,1.481005,1.955542,2.224191,2.532597,3.028107,3.5356690000000004,3.894163,4.499537,4.7549019999999995,4.994544,5.348682,5.872786,6.197742,6.578053,6.686607,6.765114,7.016029,7.353642999999999,7.579357000000001,7.985626,8.210042,8.585186,9.024230000000001,9.360166,9.535166,9.824322,10.368808999999999,10.650205999999999,11.206887,11.392484,11.750752,12.141335,12.478177,12.714749000000001,13.064702,13.466536999999999,13.818886,13.881385,13.857818,14.152801,14.492087,14.4001,13.965919,13.768857999999998,13.556873000000001,13.246324,12.9763
65-2801848,,,,,0,0.409908,0.739406,1.0460610000000001,1.4641899999999999,1.761364,2.2359009999999997,2.50455,2.8129560000000002,3.308466,3.817028,4.175522,4.780896,4.766739,4.713185,5.065322,5.590427,5.917382,6.2966940000000005,6.404247,6.483755,6.733669,7.0722830000000005,7.2979970000000005,7.703266,7.927682000000001,8.303827,8.74187,9.079807,9.254807000000001,9.542962,10.08845,10.368847,10.924527000000001,11.112125,11.469392,11.860975,12.197818,12.434389999999999,12.783342,13.187178,13.536527,13.600025,13.576459,13.871442000000002,14.210728,14.11974,13.684560000000001,13.487498,13.276513000000001,12.965964,12.69394
66-2802172,,,,,,0,0.329498,0.637153,1.278282,1.575456,2.049993,2.3186419999999996,2.627048,3.122558,3.63012,3.988614,4.5939879999999995,4.731831,4.679276,5.031414,5.555519,5.882474,6.260786,6.369339,6.448847,6.699761,7.037375,7.264089,7.6683580000000005,7.892774,8.267919000000001,8.705962,9.043899,9.217898,9.507054,10.051542,10.333938999999999,10.889619,11.075217,11.433484,11.824067,12.160909,12.398482000000001,12.748434,13.150269,13.500619,13.565117,13.541551,13.835533999999999,14.175820000000002,14.083832000000001,13.649651,13.452589999999999,13.240604999999999,12.930056,12.659032
67-2802162,,,,,,,0,0.307655,0.948784,1.245958,1.721495,1.990144,2.29855,2.79406,3.301622,3.6601160000000004,4.26549,4.402332,4.349778,4.700916,5.227021,5.552976,5.9322870000000005,6.041841000000001,6.121348,6.370263,6.707877000000001,6.9355910000000005,7.339860000000001,7.562276,7.9374199999999995,8.377464,8.7144,8.8884,9.178556,9.723042999999999,10.00344,10.559121000000001,10.745719,11.103986,11.495569,11.832411,12.068984,12.417936,12.820771,13.173120999999998,13.236619000000001,13.213052,13.508035999999999,13.847322,13.756333999999999,13.321153,13.124092000000001,12.911107000000001,12.601558,12.329533999999999
68-2802153,,,,,,,,0,0.642129,0.9393030000000001,1.41384,1.682489,1.990895,2.486405,2.993967,3.352461,3.9578349999999998,4.2132,4.434246,4.786384,5.308488,5.637443,6.013755000000001,6.125308,6.203816000000001,6.452731,6.790344,7.017059,7.421328,7.6457429999999995,8.022888,8.459932,8.798867999999999,8.972868,9.262024,9.806511,10.087908,10.642588,10.830186,11.188452999999999,11.580036999999999,11.914878999999999,12.154451,12.501403999999999,12.906239,13.257588,13.319087,13.295520000000002,13.590503,13.928789000000002,13.839801000000001,13.403621,13.20556,12.993575,12.685025999999999,12.413001
69-2801846,,,,,,,,,0,0.297175,0.7717109999999999,1.040361,1.348766,1.8442759999999998,2.3518380000000003,2.710332,3.3157059999999996,3.571072,4.017995,4.370133,4.894237,5.220192,5.598504,5.708057,5.786565,6.03748,6.376093,6.6028080000000005,7.007077000000001,7.230492,7.605637,8.244681,8.582616999999999,8.757617,9.046773,9.589260000000001,9.872657,10.276337,10.612935,10.973202,11.363786,11.699628,11.9382,12.287153,12.689988,13.040337,13.102836,13.079269,13.374251999999998,13.713538,13.62155,13.187370000000001,12.990309,12.777324,12.467775,12.19675
70-2802103,,,,,,,,,,0,0.475537,0.744186,1.052592,1.548102,2.055664,2.414158,3.0205319999999998,3.275897,3.721821,4.073958,4.598063,4.925018,5.30333,5.411883,5.491391,5.742305,6.079919,6.306633000000001,6.710902000000001,6.935318,7.310463,7.950506,8.286442999999998,8.461443,8.751598,9.297086,9.578483,9.980163000000001,10.318761,10.677028,11.068611,11.403454,11.643025999999999,11.990978,12.393814,12.745163,12.808661,12.784094999999999,13.081078,13.420364000000001,13.328376,12.892196,12.697134,12.483149000000001,12.1756,11.903576
